,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.1.0,cubcol.0.6,contrast,tone,cubrow.0.3,noise,movement,fft,cubcol.0.5,uhdhdsim,cubcol.0,cubrow.0,cubcol.1.0,blockiness,temporal,blur,color_fulness,cubcol.0.3,cubrow.0.6,staticness,saturation
45,45,29.9496,13.3592,14,8.03282,0,120,115,4,137,6,0.9938,28.64709,0.0,0.0,5.60714,9.011,10.98324,0.0,0.0,110.0,25.02152,0.0,0.31,3.825,-1.0,4.411513,0.09644862629280182,0.06796389861333874,0.10365606325231,93.37718723196298,0.38407886274509795,0.09289945253828788,0.20571890442330995,8.183545524691358,61905.80482400993,0.062982509189728,101.67569506383464,0.08404174905535172,0.11212402128502195,0.08012723155002353,1.2105715271802366,3.2975594571136377,5967.064798412249,66.99365280746264,0.039407565700459606,0.11081477420772795,460.16818857213667,55.63414171006944
46,46,29.6068,14.1291,14,8.28072,0,120,115,4,137,6,0.99852,28.31265,0.0,0.0,4.14286,9.093,11.51336,0.0,0.0,113.0,25.07435,1e-05,0.31,3.354,-1.0,4.405514,0.09585572707179912,0.06812246157492649,0.10336210765605763,90.7494794564935,0.3837733333333333,0.09248706190935167,0.2035012783800809,8.685233410493828,61924.80378465884,0.06301208566564696,101.7441363052805,0.08369468662131244,0.11187740157918016,0.07981837365148965,1.181744354361703,3.5173052397668525,5628.313064977194,67.43066353347066,0.03932736846366176,0.11034343272174653,458.93696450707193,55.59438860857928
47,47,29.352,14.6183,14,9.43821,0,120,115,4,137,6,1.0057,28.00855,0.0,0.0,5.82143,8.971,12.17091,0.0,0.0,119.0,25.10628,0.0,0.31,3.278,-1.0,4.555171,0.0952502910225056,0.06797350600347275,0.10338174979009093,87.04928491071422,0.3834843137254902,0.09190053243961127,0.19360157037872794,9.376639660493828,61826.90267372203,0.0630269462478792,101.83313332145238,0.08325100424467469,0.1114180930835282,0.07954184881722698,0.9441702074205727,3.824786226677767,5299.409230549114,67.78948333660274,0.03923075043146366,0.10968580798846496,457.7565044589896,55.517117347246334
48,48,29.2249,14.8972,14,10.0853,0,120,115,4,137,6,0.99509,27.81762,0.0,0.0,6.25,8.991,12.57658,0.0,0.0,115.0,25.06203,0.0,0.31,3.448,0.53125,4.661468,0.09468306592875843,0.06762533862435395,0.10346863234085696,92.87418949514952,0.38108941176470584,0.09126220675497956,0.1913839443354951,10.467351466049383,61618.74569152128,0.06305866552938694,101.91453123564047,0.08279392899269628,0.11045356368625633,0.07918952712845512,1.3496083514676573,4.088089554895751,5161.215624459843,68.20487912011173,0.039120226967570934,0.10923512960626534,456.60420382680627,55.578889823254244
49,49,29.0789,14.9886,14,11.7334,0,120,115,4,137,6,1.00432,27.62295,0.0,0.0,12.14286,9.126,12.80558,0.0,0.0,118.0,25.05686,0.0,0.31,3.746,-1.0,4.784681,0.09391585132489474,0.06709451229220728,0.10359148608222422,88.50768086712586,0.3799654901960784,0.0906222063839712,0.18532527731320345,11.899353780864198,61656.95792202814,0.06299553155399144,101.97999899042493,0.08221753188831933,0.10938220788899461,0.07911908117068069,0.8192627909742826,4.311352877193798,5084.283099412666,68.5297300955003,0.03908361963196482,0.1090088132420876,455.5084231076362,55.627317640516495
50,50,28.6624,15.054,13,13.2303,0,120,115,4,137,5,1.00769,27.18941,0.0,0.0,8.64286,9.432,12.88242,0.0,0.0,120.0,24.97214,0.0,0.31,3.94,-1.0,5.075626,0.0929307052477397,0.06656555011322544,0.10430543616881344,88.59342566252349,0.38053176470588235,0.0898809051222197,0.18532527731320012,14.04981674382716,61578.54555693542,0.06291604197818228,102.09813158827299,0.08176585868067822,0.10833568391453267,0.07890559262459441,0.6694687414011554,4.502329161883263,4873.481341860269,68.80958711826968,0.038944097501306806,0.10922968439579034,454.4744824826574,55.61709801944686
51,51,28.8009,15.3589,13,12.8271,0,120,115,4,137,5,0.9989,27.2242,0.0,0.0,4.35714,9.434,12.9365,0.0,0.0,121.0,24.94026,1e-05,0.31,3.695,-1.0,5.305096,0.09232687830721323,0.0660245166565886,0.10503129508162148,90.04458256563291,0.37962313725490193,0.08916820626515981,0.1853252773131974,15.790075231481481,61527.359191750766,0.06294173779423419,102.11268666618692,0.08147492060682529,0.10732653604171737,0.07866901966468498,0.4830428923110732,4.630526481417979,5017.853339611529,69.13908623207242,0.03876613908894569,0.10916787427815212,453.5010616830879,55.5908344410084
52,52,29.2629,15.763,13,13.7697,0,120,115,4,137,5,1.00139,27.51875,0.0,0.0,8.85714,8.912,13.19316,0.0,0.0,120.0,24.82394,0.0,0.3,3.91,-1.0,5.55046,0.09201394617067664,0.06548387909713266,0.10528682680892162,88.48824193532535,0.37797921568627457,0.08850612401271772,0.16877269118215446,17.88233024691358,61542.26306823254,0.06295124066661209,102.083534994148,0.08135102381211498,0.10635701678075712,0.07870584831240392,0.5399050358135977,4.795967624901667,5415.754817265191,69.65821451557755,0.03860279316320443,0.10892298994788153,452.5637936653047,55.41274289731626
53,53,29.3776,15.442,12,13.6361,0,120,115,4,137,5,1.00363,27.5233,0.0,0.0,22.71429,8.43,13.53538,0.0,0.0,121.0,24.65908,1e-05,0.3,3.701,-1.0,5.918286,0.09187561612356872,0.06495691920007092,0.105486087628198,91.04537797962975,0.37521843137254896,0.08793122803596279,0.16049639811662852,19.916859567901234,61559.467532660296,0.0628956412725484,102.10832834530814,0.08112668421502638,0.10541390577256912,0.07886100618897371,0.9023816373042413,5.004018960926994,5587.413776863222,70.24474921732367,0.038441226238102776,0.10864183352004851,451.65532152199535,55.28439745490934
54,54,29.1379,15.6389,12,14.1623,0,120,115,4,137,5,1.00897,27.24598,0.0,0.0,19.39286,8.195,13.25758,0.0,0.0,121.0,24.50019,1e-05,0.3,3.534,-1.0,6.112702,0.09187480499381938,0.06442582990127046,0.1061096295293465,91.3875458212363,0.37264313725490195,0.08734884866647935,0.16049639811662747,22.203944830246915,61412.73731607757,0.06309580568830989,102.18494384030195,0.08069015641042708,0.10451067093001859,0.07909074673215591,0.7796064778943401,5.145967066038519,5501.451241801698,70.58927933045052,0.038253105535801295,0.10891125974630507,450.83238430074124,55.19796055923274
55,55,28.3349,16.7695,11,13.4164,0,120,115,4,137,5,1.00426,26.47147,0.0,0.0,17.39286,8.626,13.42787,0.0,0.0,122.0,24.31179,0.0,0.3,3.669,-1.0,6.295684,0.0926849720221312,0.06390012799841055,0.10666331506402651,92.65913428098727,0.3689077058823529,0.08683004026629823,0.16049639811662714,23.851707175925927,61386.633453439696,0.06319173437723563,102.37616181132435,0.08041899516211233,0.1036273531648037,0.07961678629842854,0.4274988410491383,5.304911322264348,5073.748676893764,70.8856676918135,0.03806944577980002,0.10916181839963951,450.13341773817405,55.04659525553386
56,56,27.0493,17.9144,11,15.6749,0,120,115,4,137,5,1.0051,25.27389,0.0,0.0,10.67857,8.91,14.40173,0.0,0.0,120.0,24.11096,0.0,0.3,3.648,0.45216,6.544656,0.09204423601969773,0.06338486896033099,0.1066171732647324,86.54279923084542,0.3679286274509804,0.08626366325975522,0.1604963981166263,25.47511574074074,61303.42500282242,0.06265940875464383,102.67042248428865,0.08058268448156249,0.10275482544319385,0.07983812748970108,0.5758345260779459,5.480152897322754,4441.397408529031,70.34278847159453,0.03790492761547163,0.10898912391143953,449.48639540245836,54.91042921278212
57,57,24.8036,18.7059,10,17.3003,0,120,115,4,137,5,0.99851,23.23285,0.0,0.0,13.0,9.664,15.38783,0.0,0.0,120.0,23.74175,0.0,0.3,3.705,-1.0,6.955132,0.09101431303102897,0.06286480107616679,0.10609281672415702,89.297716779197,0.36427333333333334,0.08572220460003561,0.15443773109433565,27.021412037037038,61180.2461024813,0.06229253496454114,103.13928628460857,0.08026343657490193,0.1018882205760276,0.08011965127402841,0.7650993767690791,5.6979729075022485,3529.145073194926,69.865973383908,0.03775354939418574,0.10801954335120742,448.8409574542896,54.80892755955825
58,58,22.6672,18.9344,9,17.5728,0,120,115,4,137,4,0.99854,21.30442,0.0,0.0,9.17857,10.616,16.06616,0.0,0.0,118.0,23.46414,0.0,0.3,4.46,-1.0,7.130301,0.09021050306581499,0.06234260739049398,0.10573245541783646,88.13287465420586,0.36155019607843136,0.08505864735147375,0.14232039704974184,28.842930169753085,61035.9735788695,0.0619038239632142,103.58130961749586,0.0802052417982394,0.1010540582393788,0.08008711371614466,0.6610469980010317,5.946061877025987,2836.056023771024,70.1241885006323,0.03760133481925107,0.10697909389301534,448.0931557910714,54.64390243718653
59,59,21.2049,19.3574,9,18.1367,0,120,115,4,137,4,1.00929,20.01091,0.0,0.0,11.42857,11.596,16.2645,0.0,0.0,116.0,23.28694,0.0,0.3,4.462,-1.0,7.465829,0.08943819701391909,0.06185518035432189,0.10492443302855964,87.53112461146196,0.359227843137255,0.08441961191853152,0.1356675189200562,31.77613811728395,61081.474415322446,0.0615432873127222,103.87423625728286,0.08044917413508852,0.1002342699254341,0.07951231072945826,0.8405511236114336,6.148969355784308,2410.128375520097,71.62030997413055,0.037360560712530834,0.10608127555531063,447.0420600196298,54.341303507486984
60,60,19.9447,19.8748,8,18.0042,0,120,115,4,137,4,1.00458,18.88923,0.0,0.0,8.85714,12.967,16.63764,0.0,0.0,117.0,23.20248,1e-05,0.3,4.684,-1.0,7.741127,0.08873171960151408,0.06173771881384018,0.10381705122116158,91.38061416067866,0.358943137254902,0.08356991346757646,0.13566751892005366,35.06597222222222,60932.48436603014,0.06107715610182047,104.06566532411577,0.08007270673607231,0.09922952200972963,0.07921124070052792,0.4159002437732864,6.338635441016877,2078.7032867110092,72.08759591578621,0.03576535808101511,0.10520117041478994,445.4832343266607,53.938638569396225
61,61,18.7782,20.2855,8,18.1408,0,120,115,4,137,4,0.99326,17.86465,0.0,0.0,15.46429,13.305,17.07603,0.0,0.0,121.0,23.25954,0.0,0.29,4.439,-1.0,7.754645,0.08784491427984752,0.06161844639655513,0.10279129328959644,90.48196705775905,0.35756,0.08270882932022529,0.1356675189200536,37.37340856481482,60770.09695855046,0.06063178824632982,104.23660570056276,0.07954897331512141,0.09821199186852958,0.07893471974565663,0.6017102554465373,6.486491396279043,1756.1020268675109,71.90181476830027,0.034265238238120964,0.10417507970099918,443.4413492377771,53.685639934775274
62,62,18.3682,20.5745,8,18.2553,0,120,115,4,137,4,0.99293,17.47552,0.0,0.0,12.71429,13.163,17.41751,0.0,0.0,119.0,23.32355,0.0,0.29,4.437,-1.0,7.874399,0.08716707879124444,0.06150393432075267,0.10186617557233839,92.7505373870125,0.3566890196078431,0.0819345074638036,0.1356675189200535,39.50829475308642,60678.105858482086,0.0601191713771222,104.30263342765139,0.07889913318940407,0.09717092566984843,0.07844408375239786,0.48957904297614757,6.629595424596221,1702.5962503424005,71.32419694015486,0.03326809357238674,0.10326843127903049,440.9813138756966,53.5704790280189
63,63,18.2362,20.9658,8,18.3953,0,120,115,3,137,4,0.99411,17.3496,0.0,0.0,7.32143,13.11,17.65635,0.0,0.0,122.0,23.39087,0.0,0.29,4.963,-1.0,7.841383,0.08652643646234554,0.06138637854822034,0.10112876877353694,92.89581906162289,0.35529845098039203,0.0812504905075634,0.1356675189200545,42.037712191358025,60580.18281968629,0.05959916409921818,104.27295290082661,0.07824955041632763,0.09611573036438782,0.07799394429764131,0.3807986631797611,6.767637517396483,1665.4073142546267,70.34008510032632,0.03310727607815004,0.10237566414335496,438.13326011275115,53.454729245032794
64,64,17.9307,21.4603,8,18.9499,0,120,115,3,137,4,1.00449,17.09414,0.0,0.0,7.78571,13.386,17.99695,0.0,0.0,122.0,23.37564,0.0,0.29,3.841,0.40831,7.800962,0.08592501859253979,0.06126813886958829,0.10053743070793528,89.51913176551692,0.356063137254902,0.08062417954827325,0.1378851449632869,46.16198881172839,60778.68165523888,0.059084437803416115,104.29076618538873,0.07768055011516703,0.09504475576946197,0.07762696688941352,0.44242008526794,6.890172651441085,1596.1583659735911,69.64354833911763,0.03360305882783281,0.10150597354390663,435.10545743473176,53.13337104703173
65,65,17.6017,22.4174,8,18.9623,0,120,116,3,137,4,0.99709,16.88685,0.0,0.0,4.96429,13.439,18.42096,0.0,0.0,122.0,23.7785,1e-05,0.3,3.27,-1.0,7.426745,0.08515873411022841,0.061173244099130386,0.10004411464700563,89.41198502097028,0.358303137254902,0.08018121989059672,0.15665535713756243,48.71797839506173,60930.486930078834,0.05857939500288732,104.32594340141641,0.07720549631184175,0.09395542934612063,0.07703553980419559,0.42700654810541605,7.049874282453932,1517.88369211034,69.328562139202,0.033644580792503063,0.10077821770511917,432.0154588048646,52.62674232765481
66,66,17.6698,23.3895,8,19.9479,0,120,116,4,137,4,0.99939,17.05388,0.0,0.0,5.96429,13.736,19.25896,0.0,0.0,123.0,24.44471,1e-05,0.3,3.355,-1.0,6.765524,0.08438676941359645,0.06109196323032728,0.09953270062654626,88.83419817675949,0.369324705882353,0.07961829233736674,0.16049639811662705,50.38319830246913,61009.49853864899,0.05805285756524403,104.20490400567547,0.07656125951767298,0.09287243063251709,0.076433737227835,0.599416641972625,7.197923936052502,1515.0334479594749,69.71624980787352,0.034621155724382256,0.10016223014530273,428.93479092683316,52.48529843930845
67,67,17.7557,23.7651,8,20.7651,0,120,116,4,137,4,0.99856,17.18356,0.0,0.0,5.64286,15.377,20.07245,0.0,0.0,121.0,24.90315,0.0,0.3,3.435,-1.0,6.54104,0.08299683967035702,0.06101060744161254,0.09897762114608051,86.73357685925963,0.3850372549019608,0.07913773331032553,0.16049639811662728,50.13652584876543,61089.00333149046,0.05757426651759515,104.11220353368662,0.076051117145732,0.09177137446071719,0.0757865130971504,0.4062960298458674,7.362341943743508,1525.3298140545805,70.5987484325979,0.03451471699991017,0.09947063732052677,425.9886363647509,52.34197508258585
68,68,17.3264,23.8586,8,21.613,0,120,116,4,137,5,0.99707,16.86487,0.0,0.0,8.0,15.904,20.3981,0.0,0.0,120.0,25.38308,0.0,0.3,3.076,-1.0,6.487724,0.08166215646102495,0.06092018155562772,0.09836340352559428,88.72961436457423,0.3921662745098039,0.07853191498957343,0.1604963981166273,49.292824074074076,60896.40269289396,0.05704498258840004,104.15867010474457,0.07509870725004011,0.09065045671035206,0.07513684328736954,0.4636490205601782,7.3349174841809095,1423.6852628234665,71.59781632954792,0.03455983532893646,0.09880616793264826,423.2707290034007,52.54390970865885
69,69,16.7987,23.8387,8,21.9582,0,120,116,4,137,5,0.99808,16.44229,0.0,0.0,9.17857,16.869,20.47522,0.0,0.0,120.0,25.88715,1e-05,0.3,2.951,-1.0,6.433022,0.0801629978752985,0.06082575367180274,0.09786694631734105,90.7864256163593,0.39903070588234224,0.07779524941445785,0.16049639811662716,48.30854552469136,60922.027772036665,0.05654088362116549,104.26920087868886,0.0742929572954444,0.08948101765619992,0.07449715673347851,0.3830997731432886,7.2790194551460745,1313.4296503385901,71.66726801471253,0.03475492837083174,0.09794397057553654,420.85837723039657,52.6265933189863
70,70,16.8169,23.8083,9,21.8292,0,120,116,4,137,5,0.9976,16.50488,0.0,0.0,11.67857,17.426,20.46219,0.0,0.0,120.0,26.47589,1e-05,0.3,2.778,-1.0,6.124694,0.07882710598064942,0.06076570119671177,0.09747308848878691,84.2532312304999,0.4094901960784313,0.07690649100615951,0.16049639811662753,47.92042824074074,60983.31353053628,0.056036018789435774,104.21433761550244,0.07345320823373844,0.08831996357799486,0.07384569771913875,0.18592086805636723,7.2048571285129555,1282.1527572622617,72.0289913974411,0.035470914891915145,0.09681413307311376,418.7329739928296,52.58043397503135
71,71,17.3667,23.3202,9,22.9386,0,120,116,4,137,5,1.00163,17.03358,0.0,0.0,12.35714,17.293,20.42805,0.0,0.0,120.0,27.07936,0.0,0.29,3.213,-1.0,5.799124,0.07775782772770845,0.06072516830581045,0.09682753930576819,84.92967587055442,0.4168756862745098,0.07609589860669454,0.16049639811662839,47.27536651234568,61076.06178158085,0.0555338281195852,104.07312155872864,0.07259509169873557,0.08713246034899458,0.07320583615258756,0.29420706990447837,7.148310947939815,1335.3232205739869,72.46395992045923,0.03664132794236875,0.09563305592497245,416.8033559089198,52.41282220534337
72,72,18.873,22.9111,10,23.7624,0,120,116,4,137,6,0.99865,18.40221,0.0,0.0,10.96429,14.965,20.00785,0.0,0.0,120.0,27.80071,0.0,0.3,2.885,0.39403,5.655144,0.0763784387753888,0.060709131833181294,0.09562756412132836,90.37639865092711,0.4251580392156863,0.07529889519136058,0.16271402415985933,46.11328125,61189.878306038445,0.055128553561200895,103.78246166797177,0.07175799216505213,0.08593837560957528,0.07249810319347434,0.41081296383383226,7.017160975851147,1588.2169035979416,73.3243692339531,0.039085218287334425,0.09472086816858062,414.9659405189519,52.31878209997106
73,73,20.7827,22.5874,11,24.2565,0,120,116,4,137,6,1.00407,20.15387,0.0,0.0,17.07143,13.478,19.65806,0.0,0.0,121.0,28.52317,1e-05,0.3,2.802,-1.0,5.351764,0.0748373452577159,0.06069470204156025,0.09443691327953768,86.4978230672015,0.4370533333333334,0.07458810439472188,0.18532527731319148,45.2377025462963,61141.91792523782,0.055319447541716395,103.36477334318388,0.0709721692401522,0.08472897750926313,0.07176871724553964,0.6033564335414846,6.8605527798953965,1961.6403731037922,74.58046030125917,0.040987755787245596,0.09382062470291812,413.132286839685,52.15128938651379
74,74,22.5054,22.3034,12,24.3808,0,120,116,4,137,7,0.99922,21.7694,0.0,0.0,14.25,12.522,19.3797,0.0,0.0,122.0,29.13829,0.0,0.3,2.892,-1.0,5.059906,0.07352817463725406,0.06066707844507323,0.09373427949780057,92.46159900657663,0.4426451764705883,0.07405629990314298,0.18532527731319984,43.818962191358025,61238.49488412546,0.05524193400055106,103.02023352501087,0.07014457255543996,0.08351532601189075,0.07112400212989711,0.5507049763517711,6.64509994163449,2355.038243909084,75.82057714212715,0.04221418166409497,0.09286703301219368,411.3721203660866,52.07840530960648
75,75,24.9857,21.5652,13,25.6438,0,120,116,4,137,7,1.00065,24.05857,0.0,0.0,15.78571,11.66,19.14135,0.0,0.0,123.0,29.68363,0.0,0.3,2.84,-1.0,4.732753,0.07269153300032051,0.06067137532559727,0.09314808210637922,88.1296876229593,0.4508137254901961,0.07366604719738123,0.18532527731320106,42.39520640432099,61174.82137544931,0.05524697727758475,102.55104193156441,0.06925403847251245,0.08226305142942411,0.0704979291187217,0.7157543312893029,6.361460812904967,3060.369264293205,77.1798230232299,0.043748650466189386,0.0923342819790788,409.63478559201553,51.99139894085166
76,76,27.6176,20.8573,14,24.6959,0,120,116,5,137,8,0.9949,26.48177,0.0,0.0,13.67857,10.079,18.51531,0.0,0.0,123.0,30.25126,1e-05,0.3,2.847,-1.0,4.447693,0.07190139194637338,0.06075169079796947,0.09267901350190605,88.62053063105932,0.4553086274509804,0.07301686183671399,0.1913839443354954,41.01070601851852,61353.145854028924,0.055470700042878185,102.08705497839082,0.06842192562150552,0.08102536780185052,0.06992430399612715,1.0158731095150129,6.012146845351668,4078.028092420886,78.3148499913112,0.046069606382868,0.09200198110606325,407.9739684201463,52.08202296127508
77,77,29.6843,20.3957,15,22.9027,0,119,116,5,137,8,1.00167,28.41783,0.0,0.0,7.89286,9.483,17.92302,0.0,0.0,123.0,30.8776,0.0,0.3,3.054,-1.0,4.336074,0.070488901042122,0.06064379113056604,0.09228779781708879,86.73028862592797,0.4615964705882353,0.07247928628338066,0.1996602374010179,39.55666473765432,61436.589586477756,0.05640031529463153,101.69284079547431,0.0674495769614918,0.07975153014171203,0.0693734631632403,1.1722562149888607,5.761835338108628,4938.924354011811,80.0968111034015,0.04873946269958725,0.09245256403922412,406.40152095833685,52.128027080017844
78,78,30.9337,19.8935,16,20.9163,0,119,116,5,137,8,1.00306,29.63158,0.0,0.0,7.75,9.281,17.53202,0.0,0.0,123.0,31.18534,1e-05,0.3,2.667,-1.0,4.099069,0.0690710041726214,0.0601630030173623,0.09196962555632135,87.23572326382391,0.46205843137254904,0.07195462868098278,0.2079365304665437,37.95317322530864,61614.64214899198,0.05744491025112013,101.38912417947111,0.06624465885868733,0.07847017603691349,0.06887501923422869,1.1057956098213948,5.5777361328587745,5743.54576318894,81.70262209750206,0.05154302994903539,0.0916888120319905,404.9173931048724,52.20518964602624
79,79,31.2561,19.4084,16,20.6685,0,119,116,4,137,8,1.01848,30.00448,0.0,0.0,9.25,9.055,17.11322,0.0,0.0,123.0,31.22165,2e-05,0.3,2.905,-1.0,3.942777,0.06778832898835957,0.059583572224126455,0.09167481448790564,91.11174387537292,0.46259254901960795,0.07113175723316947,0.22227149055435827,36.03597608024691,61724.151514511424,0.05832516883111738,101.27491806987518,0.06509491448394777,0.07715775656485412,0.06831137824262759,1.5233071502096545,5.452445831130234,6132.476924396051,82.30940189030996,0.052846072616670854,0.09082861665426566,403.56780473227406,52.18192470220872
80,80,30.6066,19.5701,16,19.4268,0,119,116,4,137,8,1.00996,29.50078,0.0,0.0,7.57143,9.152,16.6998,0.0,0.0,123.0,31.16579,0.0,0.3,2.447,0.40419,3.616675,0.06651469829012005,0.059017708100442504,0.09130714623882079,88.69888236340923,0.4601466666666665,0.07034586469281871,0.22670674264082127,34.44304591049383,61820.39465060849,0.058810671693291135,101.36378834960772,0.0640684561273558,0.07586016676826361,0.06774328061737943,1.2730074821295994,5.413978945006649,5753.90980005995,82.7088341610557,0.053475791510565106,0.09048928742296027,402.3669484368156,52.15692138671875
81,81,29.4708,19.6861,16,18.1408,0,119,117,4,137,8,0.99891,28.54583,0.0,0.0,11.32143,9.242,16.83603,0.0,0.0,123.0,31.13567,0.0,0.3,2.568,-1.0,3.470224,0.06522733769119034,0.058397944073201306,0.09051444862133529,86.6597048591272,0.4612114901960784,0.0698482325817852,0.23276540966311568,32.92698688271605,61754.7976265807,0.05952552228538541,101.51737722185021,0.06303710979879677,0.07453111135807565,0.06716430055129334,0.950143755495318,5.429174986728889,5217.28479113077,82.14704322260269,0.05404012649576302,0.09012238524831566,401.3233126704827,52.105956089349434
82,82,28.0421,19.725,16,19.8563,0,119,117,4,137,8,0.99673,27.33177,0.0,0.0,12.89286,9.517,16.92872,0.0,0.0,124.0,30.96987,0.0,0.31,2.7,-1.0,3.426619,0.06392112000298039,0.05770629867437524,0.08903117015571842,86.54884266051772,0.4617380392156863,0.06931998760381568,0.24488274370769655,31.123890817901234,61826.12467477229,0.060125922035556466,101.72923069784369,0.061961921738404944,0.07319410257286786,0.06663366961783425,0.7882996743656951,5.4608302442044945,4512.201995146511,81.48058727934725,0.0547702862868025,0.08911894235375813,400.46607481414435,52.170271320107545
83,83,27.566,19.5142,16,19.3572,0,119,116,4,137,8,1.01871,26.93714,0.0,0.0,12.32143,9.563,16.95267,0.0,0.0,124.0,30.94381,0.0,0.31,2.572,-1.0,3.306353,0.06310649488334442,0.056963072982132636,0.08761100716677028,91.24515373260672,0.46172156862745106,0.06863816230186737,0.24488274370770027,29.441020447530864,61852.54995818745,0.06044181062451683,101.78694600193404,0.060870845237667164,0.07181496836156442,0.0661353352285808,1.24950749455729,5.48303202681211,4354.156535366566,81.0406517660259,0.055441774514361955,0.08824529360336453,399.80222704733984,52.36408600983796
84,84,27.1611,19.2295,16,18.8373,0,119,116,4,138,7,0.98872,26.67365,0.0,0.0,12.53571,9.512,16.76379,0.0,0.0,123.0,31.03364,1e-05,0.31,2.584,-1.0,3.23382,0.06300272266391385,0.056121159639713813,0.08616209257643263,86.21989501522887,0.4623578235294098,0.06839894807810415,0.24488274370770177,27.879436728395063,61804.171503882564,0.06074640081705636,101.85728138382663,0.05977790828938313,0.07040583876466701,0.0656505768587974,0.7486090761695104,5.480623559418348,4078.9560969076247,80.76636270947535,0.05601047989151447,0.08759987910147086,399.33004416768694,52.56763147424769
85,85,26.9196,19.2183,15,18.8989,0,119,116,4,138,7,1.00469,26.45876,0.0,0.0,11.39286,9.508,16.51344,0.0,0.0,123.0,31.09388,0.0,0.31,2.606,-1.0,3.222819,0.06283303123555574,0.05527833777087298,0.08490253040632673,85.83827294522116,0.46284627450980403,0.06788745690178813,0.2448827437077016,26.317997685185187,61752.24961523528,0.06064827735537706,101.90643645543778,0.058700605718321024,0.06899510417209945,0.06514286144209085,0.8902928008329559,5.495684421507704,3985.503807677167,80.52255021287255,0.05653256023314377,0.08687633473058082,398.9840930574563,52.602939746997976
86,86,26.402,19.4639,15,18.0182,0,119,116,4,138,7,1.00437,26.02805,0.0,0.0,11.85714,9.673,16.50177,0.0,0.0,121.0,31.05934,0.0,0.31,2.638,-1.0,3.340713,0.062350568986255725,0.05435417731518494,0.08376793554615232,87.39178435853086,0.46201294117647074,0.06742130650231457,0.24488274370770305,24.70336612654321,61768.852144041026,0.060675388602833634,101.97784185884423,0.05755607739903913,0.0675752879003523,0.06464497078462723,1.0826978751852063,5.468655922177278,3749.913367685693,80.7788216839205,0.0574580459859948,0.08605287366256135,398.7252424101021,52.529669302481196
87,87,26.2151,19.4833,15,19.2686,0,119,116,4,138,7,0.97245,25.79949,0.0,0.0,9.21429,9.635,16.71816,0.0,0.0,118.0,30.91882,0.0,0.3,2.558,-1.0,3.497647,0.06172854080093197,0.05328971434395328,0.08274913440458609,86.87728299900682,0.4600258823529413,0.06701438363278768,0.24488274370770094,23.035831404320987,61673.48651288626,0.06045677056551853,102.01570307931354,0.05633824535991479,0.06612469568869776,0.06409809167969596,1.229273666118092,5.42161554255801,3668.0480713738802,80.76220189907696,0.05831745391206,0.08518177461391849,398.5108093406122,52.466545575930745
88,88,25.926,19.1298,15,19.2235,0,119,116,4,138,7,1.01386,25.48217,0.0,0.0,12.14286,9.692,16.73058,0.0,0.0,114.0,30.75749,0.0,0.31,2.788,0.42541,3.651367,0.06099895249193739,0.05198776638690678,0.08175085214814752,89.81318625864033,0.46016156862745106,0.06687338853491408,0.2388240766854075,21.626591435185187,61615.18068259969,0.06036279690083628,102.09741554230223,0.055131769479614984,0.06465889914569992,0.06353207655688367,0.8508688738892579,5.314907467091488,3542.108067514739,80.40449386398939,0.05918867817954833,0.08431569678805956,398.3148611183082,52.269016783914445
89,89,25.6565,19.3559,15,18.5307,0,119,116,4,138,7,1.00373,25.22509,0.0,0.0,9.78571,9.701,16.42786,0.0,0.0,109.0,30.70685,0.0,0.31,2.699,-1.0,3.773292,0.061150081926553586,0.05046776553786387,0.08129460925084475,88.82253559423982,0.4603313725490197,0.06667208244223458,0.23882407668540565,20.299238040123456,61654.48695333626,0.0602215118029905,102.13708660374202,0.053906042401630855,0.06311530068305843,0.06298506210025853,1.0797114609292324,5.302749009244276,3429.9985354839996,80.25155021373257,0.060733851932946656,0.08355149673798079,398.067862698957,52.256396446698986
90,90,25.8265,19.7584,15,17.482,0,119,116,4,138,7,0.9791,25.34294,0.0,0.0,16.32143,9.672,16.62085,0.0,0.0,107.0,30.58498,0.0,0.3,2.895,-1.0,3.788414,0.06087280357796541,0.04892775451039681,0.0792910564970304,94.8181606251931,0.4584800000000001,0.06629604573101015,0.23882407668540462,19.260802469135804,61631.683805944944,0.060154298336944384,102.12986699298897,0.052659349837649916,0.06154402375696069,0.06245285047611582,1.4134022433120215,5.295979972666511,3500.0887418403895,79.60026456682284,0.06186534288144187,0.08297392760189165,397.7910644232869,52.368883109387056
