,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0.6,cubcol.0,blockiness,saturation,contrast,fft,blur,cubrow.1.0,noise,cubrow.0,uhdhdsim,cubrow.0.3,cubrow.0.5,tone,color_fulness,movement,cubrow.0.6,staticness,temporal,cubcol.0.5,cubcol.0.3
45,345,74.5057,14.7362,97,18.6791,0,116,121,41,131,34,1.02736,78.50979,0.0,0.0,0.17857,3.152,12.8475,0.0,0.0,131.0,58.88084,0.0093,2.69,1.678,-1.0,0.0,0.14050385494315212,0.22922790265877524,0.09170581718627842,2.592340320477554,39.37051109031395,93.28747646232353,77978.72556516282,46234.6560945939,0.2957338004536063,2.900617507422846,0.25371117473452126,81.18012149293646,0.23569399654902418,0.24360775789155295,0.8921627450980393,145.26569234401228,6.103153935185185,0.24959077195527118,444.0596471813541,6.468834478385179,0.30754624095934546,0.18393851735823952
46,346,74.5557,14.8918,97,17.6109,0,116,121,41,131,33,1.02297,78.50792,0.0,0.0,0.39286,3.121,12.90159,0.0,0.0,131.0,58.86293,0.00906,2.69,1.624,-1.0,0.0,0.14043372301729765,0.22909323577107424,0.09169663323507335,3.0612933020366158,39.454451007607545,93.34657601377741,77911.40745366574,45971.271070270275,0.2960460242698627,2.891312010528883,0.25440834558723185,81.15519800933662,0.23585649130830263,0.24351903827949026,0.892005137254902,145.1147949377879,6.304880401234568,0.24970007695403576,443.7605362557524,6.480407516843531,0.30789839265640223,0.18473997654055288
47,347,74.4495,15.0721,97,18.8767,0,116,121,41,131,33,1.02075,78.37934,0.0,0.0,0.17857,3.105,13.0437,0.0,0.0,131.0,58.8373,0.00896,2.69,1.737,-1.0,0.0,0.1404085240115169,0.22892326916203024,0.09172047247514666,3.2160003325041067,39.241113544982156,93.30677178806506,77652.12898718021,45175.62731705336,0.29663916134750756,2.9029943518524277,0.25515890083032333,81.18959621940762,0.23583845786468163,0.24356058406548128,0.8907254901960785,145.00408884121586,6.658998842592593,0.2498025729931459,443.4429736010786,6.5086942783363035,0.30806288815250643,0.18511361966682102
48,348,74.5435,15.436,97,19.4239,0,116,121,41,131,33,1.02847,78.4659,0.0,0.0,0.28571,3.104,13.19941,0.0,0.0,130.0,58.81621,0.0092,2.71,1.724,0.125,0.0,0.14048052655333723,0.22887072096264163,0.0917651538439257,2.7560887861080263,39.38334618085697,90.97774946005435,77935.1309831814,45169.12689784505,0.2973722099294505,2.8943996220141925,0.2555957996979916,81.1248497195723,0.2359883167807469,0.24356798761314336,0.8896252352941177,144.91377265896637,6.906057098765432,0.24983315323875718,443.12482440067276,6.538525726250491,0.3082294312660683,0.18531304704220258
49,349,74.6409,15.7586,97,19.3654,0,116,121,41,131,33,1.02614,78.56476,0.0,0.0,0.39286,3.108,13.51694,0.0,0.0,130.0,58.82564,0.00884,2.7,1.571,-1.0,0.0,0.14047788481602722,0.22884496005209937,0.09173183718947943,3.203766383500705,39.292815220208816,91.80478173021636,78106.18281897626,45275.386930545224,0.29787311614053086,2.897211459164818,0.25553972118777146,81.15362855553755,0.2361863378011561,0.24366312978596216,0.8898921568627451,144.81958492245124,7.182436342592593,0.2498799137799057,442.79028814071086,6.555247180148877,0.3083408964515934,0.18613965606125946
50,350,74.6851,15.9304,97,20.5528,0,116,121,41,131,33,1.02806,78.59099,0.0,0.0,0.57143,3.107,13.79055,0.0,0.0,131.0,58.79645,0.00901,2.68,1.727,-1.0,0.0,0.14042104976294667,0.22858545588416446,0.09173354286821019,3.2537096206820273,39.28650976110388,93.24683038827997,78138.82445515846,44992.559088928516,0.29810483303588203,2.898399881379612,0.25578488618600737,81.14625074665165,0.2361524610875742,0.24371100336313517,0.8898686274509805,144.79244184395924,7.307918595679013,0.24980421279210302,442.4366007482604,6.579738491967989,0.30845987918828033,0.18639143996857443
51,351,74.691,16.2594,96,21.9232,0,116,121,41,131,33,1.02391,78.54815,0.0,0.0,0.32143,3.081,13.9553,0.0,0.0,131.0,58.73932,0.00917,2.67,1.617,-1.0,0.0,0.14044995238279512,0.22820402374284177,0.09177511254332076,2.9792034275900128,39.06550466278453,91.15449500654475,77840.69772250831,44539.28889655826,0.2983022521636727,2.893370418185769,0.2551621606824733,81.13526565643538,0.2362088666426089,0.24371367476940808,0.8898125490196078,144.98203681177617,7.256028163580247,0.24975667161211526,442.077263105939,6.580704761218284,0.3088775503145903,0.1870565860489482
52,352,74.1904,16.8063,96,21.3617,0,116,121,41,131,33,1.02524,78.03767,0.0,0.0,0.17857,3.082,14.24326,0.0,0.0,131.0,58.67406,0.00925,2.68,1.684,-1.0,0.0,0.14042305046126619,0.22791967272205393,0.09173558093944328,3.419619945197345,39.11798189893181,93.22050377567216,77444.45876970504,43482.18593249173,0.29855833508350416,2.8873117511634643,0.25483196684291953,81.19003112150138,0.23617892445919542,0.24371847512191944,0.8889600000000001,145.06120597970275,7.145833333333333,0.2497405749462428,441.7455626405198,6.60372363617009,0.30913176880388454,0.18703060487762047
53,353,74.0779,17.7992,96,21.0073,0,116,121,40,131,32,1.02699,77.93597,0.0,0.0,0.42857,3.084,14.72473,0.0,0.0,132.0,58.62545,0.00907,2.68,1.568,-1.0,0.0,0.1403633151732121,0.22768965289438334,0.09172779471044291,2.8259274451857896,38.96356728636189,92.11240679028381,77409.16288306043,43176.743406446425,0.29892715494641364,2.8791946764842997,0.2551696818570772,81.20629758745926,0.23622757712542364,0.24372639608649058,0.888790980392157,145.0228390476083,7.2721836419753085,0.2497599871941565,441.442446943671,6.634501979225394,0.3087155643644172,0.18702420747139295
54,354,74.749,18.5938,96,21.9884,0,117,121,40,131,32,1.02214,78.49956,0.0,0.0,0.42857,3.086,15.58439,0.0,0.0,131.0,58.66296,0.00893,2.96,1.561,-1.0,0.0,0.14043005890553933,0.2276551791806565,0.09173703657579041,3.021035904159433,38.63282926582996,92.8481542331131,77157.59880554012,44059.979942300866,0.29939148960473716,2.8846591323991837,0.25541166313842667,81.15874230267255,0.2361751822854668,0.2437462329628902,0.8899219607843138,145.1104023997291,7.146315586419753,0.24980591768856994,441.13527640349,6.638184770114574,0.3086259709530782,0.18740929336358825
55,355,74.5834,17.2723,96,20.8798,0,117,121,40,131,32,1.02796,78.32798,0.0,0.0,0.07143,3.084,16.30248,0.0,0.0,132.0,58.73418,0.00925,2.94,1.506,-1.0,0.0,0.14043227777095052,0.22758958571774035,0.09173933391431961,2.9253895114256308,38.510597511574076,91.2072259977072,76823.9802069031,43599.56578475618,0.29992502943680904,2.8754119134793896,0.25516877015158657,81.14107236764285,0.23606954003917086,0.243687994372634,0.8906239215686275,145.3136248819725,6.9154128086419755,0.24976983991153562,440.8540362609551,6.6067712568492345,0.3081248479508416,0.18809999753953688
56,356,73.5314,15.5628,95,20.2206,0,117,121,40,131,32,1.029,77.30554,0.0,0.0,0.28571,3.059,15.13375,0.0,0.0,129.0,58.67448,0.0088,2.68,1.563,0.125,0.0,0.1403569278744615,0.227260967697312,0.09177437413175049,3.0785968437001268,38.61573151011526,90.99045754197982,76502.87747337278,41123.932851777245,0.299968831866286,2.8800646619263666,0.25451054733741874,81.22846596346832,0.2359861675481344,0.24363446498671884,0.8907090196078432,145.32192180118543,6.644000771604938,0.24971812143729508,440.59856813360165,6.557386357659689,0.30771659253612965,0.1881009775724148
57,357,72.8388,15.8536,94,18.8395,0,117,121,40,131,32,1.02634,76.63395,0.0,0.0,0.14286,3.089,13.61201,0.0,0.0,130.0,58.78307,0.00882,2.7,1.515,-1.0,0.0,0.14037861327572898,0.22735742866437852,0.09173931565583028,3.3265573331828353,38.60858794789255,91.87307744442708,76443.5457922814,39580.46179852745,0.29996789381413763,2.8746002060114777,0.25351846471852196,81.32282492928181,0.23583042043794866,0.2436934746805051,0.8932333333333333,145.62625492321627,6.959538966049383,0.24963438680148886,440.330591454892,6.525122132684615,0.30727362175585204,0.18801996022721082
58,358,72.6543,15.5179,94,19.4342,0,117,121,40,131,32,1.02785,76.39942,0.0,0.0,0.14286,3.058,13.87195,0.0,0.0,129.0,58.86348,0.0085,2.68,1.634,-1.0,0.0,0.14039647229660207,0.2277565443751956,0.09172840273887413,3.402571838395342,38.50079835491415,93.01700529485785,76287.0792667726,39043.95518284893,0.2998257112919717,2.8681065462681494,0.25294458648693263,81.3240061241428,0.235657072063014,0.24369582513882035,0.8940239215686275,145.79410506813883,7.258391203703703,0.24961528797398402,440.06920124967604,6.5223026561188036,0.30662810168713445,0.18755892229047466
59,359,72.5769,15.7216,94,20.4856,0,117,121,40,131,32,1.02189,76.26852,0.0,0.0,0.39286,3.058,13.53625,0.0,0.0,129.0,58.75465,0.00919,2.69,1.604,-1.0,0.0,0.14034641335173453,0.22764505550811606,0.09175329547021037,3.1246051350046566,38.33351172929929,92.92151414850369,75912.93149262987,38548.796469449226,0.2997532464295763,2.8713533761398105,0.25241175662681065,81.33706371930005,0.23551407694240825,0.2436625111665037,0.8932850980392157,145.8895714589659,7.506413966049383,0.24955166788795924,439.8323024727193,6.53571300347059,0.30600055313785035,0.18703695480742366
60,360,72.9996,15.2888,94,20.5867,0,117,121,40,131,32,1.02497,76.58726,0.0,0.0,0.35714,3.068,13.66661,0.0,0.0,129.0,58.79999,0.00926,2.69,1.566,-1.0,0.0,0.14034719088676853,0.22745376600713466,0.09180201263017061,3.79396683449962,38.41920019079137,91.72044164188026,76053.8874824661,38992.490039281896,0.30009285115964995,2.8620478792458406,0.25309876612170235,81.2853426456891,0.23545866840915947,0.24361090466336238,0.8969537254901961,146.0022957258124,7.585744598765432,0.24957054031345727,439.62401902266976,6.570804281878363,0.3050139205382548,0.1865962476827419
61,361,73.5985,14.839,94,20.105,0,117,121,40,131,32,1.02386,77.1072,0.0,0.0,0.57143,3.04,13.29628,0.0,0.0,130.0,58.89108,0.00918,2.68,1.634,-1.0,0.0,0.14042683304675282,0.22761996222801337,0.091764838968078,3.531648542531218,38.497761479130496,91.94858722244585,76173.51082530052,39997.00740239912,0.3002032308003282,2.862642090353242,0.25387237471199464,81.24278586020161,0.23551756285566613,0.2435118832561152,0.8979305882352943,146.2586455822629,7.415702160493828,0.24960173112292125,439.45749992833,6.579131152708315,0.304323283016923,0.18640730363177402
62,362,74.1296,14.8399,95,18.962,0,118,121,40,131,32,1.02207,77.64071,0.0,0.0,0.57143,3.05,12.91481,0.0,0.0,130.0,58.79947,0.00886,2.94,1.589,-1.0,0.0,0.14044184231915377,0.22820078388629314,0.09180386578323595,3.1294883493456833,38.228724915304305,93.00608509427735,76319.18411164866,40992.23750549184,0.30031936788291547,2.8647004980101136,0.25455374610894327,81.17380437010057,0.23561541649175297,0.24350320692287847,0.8996050980392158,146.37408709554512,7.378327546296297,0.24978733635560654,439.3434553129824,6.571350880296631,0.3034315280222352,0.186515415315348
63,363,74.059,15.1744,95,19.0278,0,118,121,40,131,32,1.02645,77.61687,0.0,0.0,0.28571,3.055,12.91186,0.0,0.0,130.0,58.79472,0.00956,2.94,1.552,-1.0,0.0,0.1404511654798082,0.22893998158010107,0.09178656620525452,3.761917514098082,38.35876446005739,93.0151114271379,76170.56006178331,40792.87705285889,0.3005595292756012,2.867512335160749,0.25433226293740824,81.20648722149782,0.2356619066916168,0.24341374756751724,0.8993756862745099,146.700186001885,7.302758487654321,0.24985611841982217,439.3105968214875,6.552193160378084,0.30273163152806604,0.18572015802069872
64,364,73.7968,15.381,95,19.7904,0,118,121,40,131,32,1.03034,77.47871,0.0,0.0,0.32143,3.07,13.21888,0.0,0.0,130.0,58.77561,0.009,2.95,1.518,0.125,0.0,0.14038268879962934,0.22990892601243157,0.09178223018026789,3.6076686614073235,38.49401911982784,92.99740581756511,76146.49701333286,41285.54702335355,0.30104292726603527,2.8762236209473038,0.2540032618630144,81.23866420913882,0.23570077967126285,0.24338607965214284,0.8976600000000001,146.83894572006125,7.059461805555555,0.2499508200926803,439.33211605242457,6.558791708984328,0.30188340398046454,0.1865693520818697
65,365,73.4949,15.2099,95,19.401,0,117,121,40,131,32,1.02236,77.23753,0.0,0.0,0.46429,3.068,13.38625,0.0,0.0,130.0,58.71129,0.00912,2.96,1.601,-1.0,0.0,0.14039847435178837,0.23104138148526426,0.09177943107303778,3.661726456513078,38.69227826153791,90.57737582958039,76120.47026628557,40655.23296160767,0.3012981559079831,2.8768178320547038,0.2537969091361316,81.27574967481354,0.23578091663091175,0.24343190648478572,0.8948921568627453,146.50826817233005,7.061342592592593,0.2499943346888307,439.3677154451391,6.56477078339593,0.3010967684416789,0.18676683347394896
66,366,73.1665,15.4354,95,19.6801,0,117,121,40,131,32,1.02477,76.95556,0.0,0.0,0.28571,3.079,13.2221,0.0,0.0,130.0,58.75645,0.00899,2.95,1.57,-1.0,0.0,0.14036850543950508,0.2309882826046864,0.09178487968480141,4.008368606134812,38.655336168077255,92.91598335105826,75902.6673086156,40081.60091534037,0.30182297423428534,2.883470710184389,0.25339576690859583,81.3104319478841,0.23586052323616852,0.24322765748597042,0.893718431372549,146.25669415615044,6.793595679012346,0.25009593638606553,439.42096648670514,6.587079520454895,0.30066315042883096,0.1860935316528704
67,367,72.5348,15.2135,95,19.978,0,117,121,40,131,32,1.02536,76.36605,0.0,0.0,0.14286,3.086,13.40315,0.0,0.0,130.0,58.66975,0.0087,2.95,1.72,-1.0,0.0,0.14032661275589772,0.2311528717424159,0.0917783911001623,3.1121081946942346,38.78876467104311,93.08453746232617,75875.50282287993,39294.355703432324,0.3024468513407473,2.8890943844856523,0.25295547774091076,81.35099085174566,0.23594829162077088,0.24299023572794864,0.8920439215686274,146.04810570433116,6.333043981481482,0.25004525157842505,439.4910346702438,6.637530927093867,0.3004805531220836,0.18563783376825166
68,368,72.5791,15.0047,94,19.885,0,117,121,39,131,32,1.02511,76.35246,0.0,0.0,0.53571,3.072,13.23182,0.0,0.0,130.0,58.57146,0.00904,2.95,1.718,-1.0,0.0,0.14032204267372808,0.23146445189002582,0.09180217576485893,3.6119280965802276,38.785368931146316,92.98292196548044,75865.91887544144,39522.50566902903,0.30327814578865003,2.880223880312729,0.2530242714630534,81.31989327245466,0.23605926305241062,0.2425814589804228,0.889051019607843,146.06005453636277,5.780864197530864,0.2500510451884104,439.56438873275505,6.6473663887378285,0.30028120057878654,0.18524585687719772
69,369,72.5375,14.9262,94,18.877,0,117,121,39,131,32,1.03203,76.23546,0.0,0.0,0.25,3.071,13.05413,0.0,0.0,130.0,58.5799,0.00903,2.94,1.725,-1.0,0.0,0.14037867641387952,0.23156923182642694,0.09179339428454518,3.187495209858414,38.713161327220774,90.00717322645424,76061.84956449398,39591.38804150974,0.30435748534699963,2.8929354254647213,0.2527992000865366,81.31970839040578,0.23614755878355406,0.24216190257682696,0.8890509803921569,145.81658823047908,5.694251543209877,0.24997901305056003,439.5868520054166,6.6372138993853,0.30014930794819233,0.18491154543843627
70,370,72.575,14.2781,94,19.6179,0,117,121,39,131,32,1.02563,76.262,0.0,0.0,0.39286,3.053,13.00083,0.0,0.0,129.0,58.66999,0.00884,2.94,1.718,-1.0,0.0,0.14039533364760362,0.2319974135257482,0.09179804383907957,3.2628184229381274,38.69188379358362,92.87444736377499,76123.48248803336,39555.56136493858,0.30494041739926814,2.8818472952485656,0.25254890606086283,81.28309227337672,0.23607629613134257,0.24179542328549739,0.88908,145.77864841859605,5.720437885802469,0.24998433154880578,439.5542997351788,6.598811638459326,0.30010151507638566,0.18500783834314638
71,371,72.6675,14.2823,95,18.4369,0,117,121,39,131,32,1.02794,76.3771,0.0,0.0,0.17857,3.043,12.42993,0.0,0.0,129.0,58.63386,0.00873,2.94,1.72,-1.0,0.0,0.14034815284399774,0.23272159183701865,0.09182140933643404,3.124321225697612,38.665703855914835,92.75291669301501,76226.1730873995,39341.73136659879,0.3060385149466974,2.8913120105288805,0.25153825953878517,81.26620751130977,0.23607653967873563,0.24146831127036436,0.8882098039215687,145.69000685866234,5.758101851851852,0.24999539286825256,439.5184580471411,6.544999433625839,0.30005021123034126,0.1854575981329046
72,372,72.4168,14.1092,95,19.0075,0,117,121,39,131,32,1.03077,76.18857,0.0,0.0,0.42857,3.073,12.43284,0.0,0.0,129.0,58.56493,0.00858,2.94,1.538,0.125,0.0,0.14041760821489782,0.2331488777104367,0.0918449699241071,3.2003564179569697,38.59835796591676,91.21288353692029,76178.1398165577,38932.253954671025,0.3067365802878886,2.8917470032499195,0.251329797955108,81.29994198814711,0.23630353148457112,0.24123412650240453,0.8875129411764707,145.88682875438832,5.569878472222222,0.2500160253419392,439.50845723301325,6.547731324193683,0.2998488213342548,0.1854526804890558
73,373,72.4018,13.7402,94,17.9586,0,117,121,39,131,32,1.03136,76.14395,0.0,0.0,0.46429,3.087,12.2775,0.0,0.0,129.0,58.64875,0.00859,2.93,1.563,-1.0,0.0,0.14052686353949279,0.23377918570752101,0.09180721417937832,3.7786402480864876,38.51175152813946,89.96856996768575,75972.04096675028,38927.4611279326,0.3075105256536693,2.886282547335025,0.25161016384203433,81.32194460760074,0.2363699155321694,0.24100885824853416,0.8888960784313726,145.85063252805077,5.1889467592592595,0.2500067869440242,439.4895280773622,6.537471783984149,0.29959130489427793,0.18554242815211253
74,374,72.2377,14.153,94,17.1983,0,117,121,39,131,31,1.02823,75.92627,0.0,0.0,0.32143,3.094,11.96454,0.0,0.0,129.0,58.63312,0.0087,2.96,1.524,-1.0,0.0,0.14056629510703147,0.23395892321318448,0.09180066183765445,3.5414369166458126,38.28361040280189,92.6130940201718,75959.09107700315,38823.943276061706,0.3081536121026733,2.88244150635596,0.25155515181736965,81.3762278828381,0.23630269783349067,0.240844935957379,0.8887611764705883,146.13568088622733,5.030864197530864,0.2500352746406595,439.473235632052,6.507854742840337,0.29942063695796,0.18551909413280163
75,375,72.3631,15.0369,94,16.989,0,118,121,39,131,31,1.03196,75.98838,0.0,0.0,0.53571,3.081,12.32702,0.0,0.0,130.0,58.53531,0.00862,2.93,1.591,-1.0,0.0,0.14061501255133776,0.23443680183409787,0.09178269496524531,3.0778657400796696,38.19286713776765,91.08613772867628,75968.04577873136,39103.85473142909,0.3091807812737973,2.8735710021830427,0.25144584995540786,81.37734612008438,0.23640654033676406,0.24074400374863208,0.8890368627450981,146.4309810779285,5.561294367283951,0.24999415612081288,439.4537974052975,6.536946808637876,0.2992373449104154,0.1859847815866717
76,376,72.4806,15.478,94,18.7096,0,117,121,39,131,31,1.02249,76.02328,0.0,0.0,0.28571,3.086,13.11775,0.0,0.0,130.0,58.57711,0.00897,2.94,1.611,-1.0,0.0,0.1405733527040163,0.23513538636235884,0.09174880763112218,2.6915752295816566,38.31506856282552,90.06746161369463,76319.56493845375,39518.07724645706,0.3100457294226266,2.855989212223554,0.25106590288557334,81.40257723903666,0.23632279442848034,0.24058835475174534,0.8896917647058824,146.7081495667427,5.736111111111111,0.24997426047828727,439.4265054474313,6.541672687148288,0.2990058193074015,0.18648473082219974
77,377,72.3524,15.4523,94,17.506,0,117,121,39,131,31,1.0269,75.87584,0.0,0.0,0.35714,3.093,13.49829,0.0,0.0,130.0,58.63309,0.00843,2.95,1.585,-1.0,0.0,0.1406219943660384,0.23524039015213744,0.0917479736224957,2.5849738439830987,38.330101295753764,92.70094842661193,76537.65041824602,39731.413638198595,0.3114435883529835,2.8675123351607397,0.25136355046730163,81.42688954169024,0.23621011826093322,0.24048022511686226,0.8918959607843138,146.81943310528263,5.806761188271605,0.24993112893638492,439.38439096957126,6.556496641686668,0.2988625784056376,0.18689944296259914
78,378,72.3542,15.5638,94,17.0452,0,117,121,39,131,31,1.02423,75.86287,0.0,0.0,0.85714,3.097,13.48616,0.0,0.0,130.0,58.73689,0.00869,2.94,1.586,-1.0,0.0,0.14065298793665762,0.2354039857595839,0.09179032633754568,2.966099609376873,38.32443086600598,91.52244461541338,75947.35339572592,39556.16161769332,0.31232628578499766,2.8608594570310593,0.2519633014242269,81.44770272421718,0.23607924659321536,0.24034850958300685,0.8953858823529413,146.65335978303972,5.832368827160494,0.24987945093593297,439.3475644186713,6.577483690501777,0.2987399834066992,0.18790400063040624
79,379,72.5188,15.4703,94,17.7813,0,117,121,39,131,31,1.02524,76.04425,0.0,0.0,0.21429,3.108,13.59748,0.0,0.0,131.0,58.798,0.00925,2.93,1.578,-1.0,0.0,0.14065792367854008,0.23553024905156272,0.09178163220112315,2.942190491204974,38.39806431899836,91.6809600899575,76233.3366798613,39811.69144419482,0.3130307916819605,2.8675123351607397,0.2521323255685596,81.44352420001815,0.23594643449811956,0.24019183991993176,0.8974588235294119,146.72171128890957,6.004099151234568,0.24991306451105558,439.31021436157596,6.575764861472351,0.2980975453546243,0.18845842448477126
80,380,72.6575,15.3199,94,18.3054,0,117,121,39,131,31,1.02851,76.22847,0.0,0.0,0.53571,3.112,13.52652,0.0,0.0,132.0,58.89873,0.00894,2.94,1.614,0.125,0.0,0.14067988551872018,0.23572511341896113,0.09178694657957955,3.3376567319835972,38.459507694950815,93.18336684080518,76111.50250285225,40287.462697095594,0.3137717303454941,2.8697299612039724,0.25314383376167526,81.46096085137864,0.23589750033378418,0.24018216681378055,0.899544705882353,146.6568502774656,6.064477237654321,0.24983881138427674,439.2674636539053,6.552156935934707,0.29773473046220283,0.18840582174064072
81,381,72.7285,15.1972,94,18.1214,0,117,121,39,131,31,1.03035,76.29983,0.0,0.0,0.25,3.123,13.40737,0.0,0.0,131.0,58.93858,0.00888,2.93,1.605,-1.0,0.0,0.1406281934364445,0.23588671081146334,0.09178921450125216,3.0498683487991163,38.625240938163095,91.95313671665235,76338.28903557039,40718.77683126165,0.3146916265695336,2.8592360420952256,0.2538011764561728,81.48285672119493,0.23587983527051956,0.2401571029176458,0.8995682352941178,146.76580634558366,6.152199074074074,0.24981022164059377,439.22807999788614,6.525492298391617,0.29696108735181803,0.18920361783431403
82,382,73.2949,15.1258,95,17.8217,0,117,121,39,131,31,1.02978,76.84235,0.0,0.0,0.21429,3.129,13.30962,0.0,0.0,131.0,58.9373,0.00905,2.93,1.621,-1.0,0.0,0.14057539605447664,0.2363222116144191,0.09183299756503925,3.11511522135497,38.653576321072045,93.30277776162586,76411.7874172267,42088.05024949899,0.3155421509006818,2.8642655052890795,0.254330346113948,81.4497845973829,0.23579949516052523,0.24028824376071087,0.8996243137254903,146.81139478988342,6.012056327160494,0.24978181405927727,439.17992378496155,6.501089466804871,0.2959710221335609,0.19048881235500884
83,383,73.2488,14.9389,94,17.2532,0,117,121,39,131,31,1.02349,76.78452,0.0,0.0,0.5,3.134,13.24689,0.0,0.0,132.0,58.94907,0.00931,2.94,1.505,-1.0,0.0,0.14053149692510977,0.23671691079943896,0.09179390595826724,2.7695458142674165,38.684975329740546,92.302243361618,76818.04414570617,42299.31315726916,0.3163171537922943,2.8669181240533543,0.25496693153938615,81.49638726352893,0.23562153364213903,0.24045664895379915,0.9004576470588237,146.7338044237588,5.999807098765432,0.2497598383669467,439.1473198003106,6.486018740915746,0.29499063080035337,0.19110718389317322
84,384,73.2567,14.6954,94,16.8626,0,117,121,39,131,32,1.02883,76.71272,0.0,0.0,0.60714,3.16,13.08557,0.0,0.0,132.0,58.9502,0.00868,2.93,1.583,-1.0,0.0,0.14056138821055983,0.23717840061549153,0.09180473471836764,3.0253379263495725,38.72162505726756,93.42392003882824,77001.90234061687,42674.151720973336,0.31702539205635616,2.8519889528581337,0.2546271587770975,81.50669437436375,0.23537496385059598,0.24049216396878262,0.9015858823529412,146.89450654022596,5.977189429012346,0.2496601672139388,439.1191473569807,6.481222717222162,0.29438813828134314,0.1923270590701672
85,385,73.532,14.7583,95,16.4696,0,117,121,39,131,32,1.02211,76.9964,0.0,0.0,0.46429,3.172,12.8737,0.0,0.0,131.0,58.96772,0.00877,2.95,1.572,-1.0,0.0,0.14057017280121514,0.23757965092560704,0.09182961051496152,3.038368830658797,38.74560207790799,93.4056064631124,77170.59137463235,43482.62538014382,0.3176255643303211,2.867512335160742,0.25425355102619224,81.50550012855103,0.2348784187363043,0.24042130122895547,0.9020972549019608,147.01289917722346,5.988667052469136,0.24957699238159284,439.0965663483082,6.478274942605932,0.29388772160718735,0.19268924795524123
86,386,73.6071,14.6601,95,16.6343,0,117,121,39,131,32,1.02941,77.1745,0.0,0.0,0.57143,3.195,12.92958,0.0,0.0,131.0,58.99523,0.00885,2.96,1.636,-1.0,0.0,0.14063918980100842,0.23797429783812646,0.09186910262961681,3.3949907442685445,38.62835486141252,91.7453045558625,77315.7457941323,44061.122914319014,0.3181705365652319,2.8519889528581346,0.2547462275983029,81.53305982781049,0.23441125600901375,0.24033824417344718,0.9026521568627451,146.83085079632812,6.005497685185185,0.2494431556914095,439.0769486539563,6.461271061242661,0.29347747574559396,0.19357425607101222
87,387,73.7145,14.4137,95,17.2149,0,117,121,40,131,32,1.03251,77.35921,0.0,0.0,0.25,3.212,12.84855,0.0,0.0,131.0,59.05241,0.00874,2.92,1.544,-1.0,0.0,0.1406501076396494,0.2386879266476267,0.09186728081543409,3.4447839971530247,38.75378851243007,91.84603803135643,77611.75871505594,44510.19424917747,0.31913233810008895,2.8652947091175176,0.2548448594317333,81.57223719246154,0.23407927397648276,0.24015214726194495,0.9033917647058823,147.07751180027662,6.0794753086419755,0.24944984121536337,439.0754843075892,6.4398374636819815,0.2929299427988957,0.1943298160028918
88,388,74.0153,14.1247,96,16.1022,0,117,121,40,131,32,1.02861,77.6786,0.0,0.0,0.42857,3.234,12.64265,0.0,0.0,131.0,59.09393,0.00863,2.93,1.508,0.125,0.0,0.14058563282726663,0.23893530712023378,0.09187321305920405,3.3272629522577835,38.80876913188416,93.24097084374185,77591.6977919218,45390.52811545314,0.3201122050193042,2.8576126271593894,0.2554495180188428,81.5267029027139,0.23383838737265125,0.23997869237441352,0.9034933333333334,147.13292433635144,6.0610532407407405,0.2493649260450772,439.0704715259937,6.396467965759353,0.29240591336327976,0.19469780542558024
89,389,74.2219,13.6295,96,15.5076,0,117,121,40,131,32,1.02728,77.95486,0.0,0.0,0.82143,3.218,12.39981,0.0,0.0,131.0,59.16481,0.00881,2.96,1.554,-1.0,0.0,0.1406541058490924,0.23900153740179522,0.09188553753886287,2.875269077258193,38.83085670000241,93.35454308265024,77895.26586319787,45856.18593756216,0.3211991677688965,2.8741652132904303,0.2557140475549572,81.53286199183117,0.23373901936065553,0.2398144057144388,0.9038250980392157,147.04289296217416,6.12890625,0.24938877797329356,439.0733839612933,6.354238982081919,0.2918774056386003,0.19478577093539326
90,390,74.8181,13.036,97,16.2755,0,117,121,40,131,32,1.02545,78.59006,0.0,0.0,0.5,3.224,11.95488,0.0,0.0,130.0,59.21612,0.00867,2.97,1.6,-1.0,0.0,0.14058965792259676,0.2395830895522776,0.09191609475806521,3.316166384151227,38.89878901728877,93.40438766289863,77825.75890789513,46780.06623446291,0.32220290353801473,2.8679473278817866,0.2568360033011518,81.50132619853045,0.23351951318176767,0.23966129503058012,0.9041839215686275,146.94669380673264,6.149450231481482,0.2492672560347907,439.0846381824084,6.316146460854841,0.2918609770281893,0.1945393681331188
