,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,cubrow.1.0,contrast,saturation,fft,cubrow.0.6,cubrow.0.3,temporal,cubcol.1.0,uhdhdsim,cubrow.0.5,cubcol.0.6,cubcol.0.5,tone,cubrow.0,noise,blockiness,cubcol.0,movement,color_fulness,staticness,cubcol.0.3
45,145,48.9109,19.9887,28,21.972,0,118,113,12,137,12,0.9979,44.99189,0.0,0.0,3.85714,5.183,17.4584,0.0,0.0,125.0,27.33415,3e-05,0.31,1.557,-1.0,1.471893,19462.219983777006,0.08556156656374529,90.45689797073534,60.60879912199797,67393.92508065277,0.09842651835165306,0.1921824788826545,4.635119216423992,0.07342108024445886,96.31394174466229,0.0873673381342265,0.08956986686013482,0.07522986697799687,0.4040666666666666,0.2318900348551469,0.30059916912314355,0.9596036671726161,0.07750691113870627,9.79711612654321,84.2940573879111,472.95902618808583,0.08334335535579643
46,146,49.0399,20.6051,28,24.1577,0,118,114,12,137,12,0.9973,45.12244,0.0,0.0,4.75,5.206,17.15119,0.0,0.0,125.0,27.5483,3e-05,0.31,1.784,-1.0,1.494651,19192.22754157803,0.08875185489047993,85.74528585193076,60.26077590754003,67001.79713830256,0.0979061771945265,0.1917849820933896,4.765817404029384,0.07326509670274065,96.29930047296423,0.08713086360719578,0.08916752231571287,0.07644462139097304,0.40795176470588235,0.23087456599433598,0.300599169123143,0.8104550985554954,0.07758438498040894,10.118103780864198,85.3812429904288,472.17948579461336,0.08307716900973824
47,147,48.9819,21.1705,29,22.8907,0,118,114,12,137,12,0.99873,45.14618,0.0,0.0,4.35714,5.235,17.68824,0.0,0.0,125.0,27.52495,5e-05,0.31,1.587,-1.0,1.485078,18976.55515923812,0.08827888389621659,85.14466346218563,60.01619937096113,66663.30056985094,0.09758489306623751,0.19158366765455517,4.761537269839216,0.07315735832755231,96.29936685147689,0.08711555396819556,0.08878398305984318,0.07731124416435257,0.4059305882352941,0.22999933393378263,0.3005991691231453,0.9927606299994705,0.07762115661511211,10.723813657407407,85.65810048805977,471.39753620982117,0.0831881593685021
48,148,49.0328,21.5031,29,23.3906,0,118,114,12,137,13,0.99821,45.21537,0.0,0.0,4.57143,5.281,18.1647,0.0,0.0,125.0,27.70272,2e-05,0.31,1.912,0.36818,1.520548,18983.870516651477,0.08808513091450376,89.70382287121325,59.76801177601755,66664.45713000672,0.09753078731343366,0.1914422524070667,4.784475548659452,0.07294726597822034,96.32635716795504,0.08680259915627334,0.08884019437111884,0.07806074038384686,0.41458078431372547,0.22927211724649443,0.30665783614543657,0.9413143100416135,0.07760397430301973,11.281876929012345,86.87197336113617,470.64319027574146,0.0836792550958418
49,149,47.9855,21.4279,28,25.273,0,118,114,12,137,13,1.00131,44.27815,0.0,0.0,6.64286,5.346,18.45662,0.0,0.0,125.0,27.89048,2e-05,0.31,1.844,-1.0,1.556686,17922.405778613625,0.08783575605655104,90.20919402529036,59.65208340868537,66447.1716954889,0.09742634098255291,0.19091311654932172,4.822860837476508,0.07278900379704271,96.47253592462701,0.08717509762432232,0.0891348259560516,0.0790796516202837,0.42538509803921565,0.22893523608013092,0.3005991691231445,1.0575421076735365,0.07755355644462844,11.266927083333334,88.82367735211224,469.95241087757523,0.08426122847027138
50,150,46.9996,21.6235,28,26.1997,0,118,114,12,137,12,1.00141,43.34423,0.0,0.0,4.85714,5.346,18.38848,0.0,0.0,125.0,27.893,5e-05,0.31,1.682,-1.0,1.570118,17327.132731288053,0.08740174714439042,88.59773160534091,59.87334206663532,66441.55409282105,0.097203066575446,0.190126708103932,4.819594454784607,0.07262423381526734,96.59098324602071,0.08776348209041479,0.08877002930743279,0.08068262109474957,0.4243347843137254,0.22885861188132875,0.30059916912314355,1.1145087226847494,0.07745608566972864,11.665075231481481,88.51574214701202,469.4048745845225,0.08489165157637904
51,151,46.0407,22.3015,27,26.2241,0,118,114,12,137,12,0.99276,42.44959,0.0,0.0,5.32143,5.479,18.55773,0.0,0.0,125.0,27.89186,5e-05,0.31,1.718,-1.0,1.591641,16454.082781633668,0.0869503070194185,89.86506834767324,60.05650988920236,66313.96300250704,0.09668843075013557,0.188679540500151,4.932441915496097,0.07249885670292083,96.77263737496693,0.08807949343072519,0.08851601315969451,0.08071671527026589,0.42334039215686287,0.22838021152840715,0.30059916912314316,1.0677517859058285,0.07732325518585727,12.312114197530864,88.41917190697134,468.99343300534747,0.08537519573588122
52,152,45.8717,22.6527,27,24.6277,0,118,114,12,137,12,0.99896,42.29726,0.0,0.0,4.53571,5.521,19.14055,0.0,0.0,125.0,27.969,6e-05,0.31,1.825,-1.0,1.568822,16355.771282411633,0.08695477707443704,90.34390997091353,59.896012106059516,66287.12735383466,0.0962453129675279,0.18718713410091986,5.023669349133546,0.07240706304198725,96.77255812255862,0.08805886830569737,0.0885514068612001,0.08115501577939543,0.4280003921568627,0.22804748718298012,0.3005991691231434,0.9584788612319664,0.07718782454279742,12.882040895061728,88.0294264766279,468.51746351687547,0.08557928632744702
53,153,46.6393,22.9561,27,25.4953,0,118,114,12,137,12,0.99543,43.03974,0.0,0.0,5.32143,5.322,19.44521,0.0,0.0,127.0,28.07426,3e-05,0.31,1.937,-1.0,1.556607,16876.229384286882,0.08726519074499955,87.91608741377252,59.83285654327016,66308.04854858115,0.095846748366721,0.18613200510621597,5.064521883879488,0.07245419113837052,96.61446928529143,0.0885584128572923,0.08805140454706141,0.08199120649782497,0.43435360784313337,0.22773106802614257,0.3005991691231442,1.1277982289298119,0.07710205687590883,13.301456404320987,87.51993890668982,467.85286781807855,0.08581528497271713
54,154,47.7402,22.9898,28,27.9469,0,118,114,12,137,12,0.99436,44.06218,0.0,0.0,5.67857,5.283,19.70687,0.0,0.0,128.0,28.15596,2e-05,0.31,1.892,-1.0,1.53731,17903.609861011017,0.08711740983341024,90.0443241257517,59.862622861508974,66355.4365081188,0.09562223982569625,0.1854849416640441,5.116680333103959,0.07249031234757355,96.45692480866495,0.08832104978784804,0.08771573531241027,0.0812157752230348,0.4404043137254901,0.22744882859277288,0.3005991691231454,0.8679206470471413,0.07703144708449304,13.834346064814815,87.3537262188334,467.02431846854284,0.08607068001840956
55,155,48.4519,19.9489,29,28.8002,0,118,114,12,137,12,0.99771,44.7236,0.0,0.0,3.64286,5.312,19.73324,0.0,0.0,128.0,28.10089,3e-05,0.31,1.795,-1.0,1.57266,18659.59201503565,0.08693403889679363,89.73695750758822,60.02329546139564,66320.50627730366,0.09541935731550893,0.18565722704673437,5.117469201675042,0.07250826280056512,96.38130865158229,0.08785566234782007,0.08732700063349116,0.0811356464093098,0.4394537254901961,0.22724457220541275,0.3028167951663739,1.0378404584851997,0.07695503381556468,13.743875385802468,88.18358940271834,466.1724442641957,0.08628959429483903
56,156,48.2671,22.4209,28,20.9448,0,118,114,12,137,12,0.99902,44.51905,0.0,0.0,4.21429,5.308,17.12743,0.0,0.0,128.0,27.95458,5e-05,0.31,1.849,0.36677,1.590393,18546.16449400339,0.08657374453765394,89.08628405444513,60.164290251555265,66324.817057839,0.09531661106305632,0.18625294252548477,4.785934625059092,0.07248619053308417,96.43068237399804,0.087580522985928,0.08690108482063022,0.08130507868645055,0.4341810196078421,0.22668918822636655,0.3028167951663732,1.04066377950389,0.07687883586530228,13.47410300925926,88.45174611286818,465.35353418670655,0.08647842240564772
57,157,47.3957,21.8811,28,27.2827,0,118,114,12,137,12,0.99632,43.6483,0.0,0.0,2.92857,5.284,19.24305,0.0,0.0,128.0,27.84824,4e-05,0.31,1.701,-1.0,1.589128,17880.07524822147,0.08653674580121984,89.45765341086165,60.265506132149405,66283.27134289351,0.09526259777131596,0.18576028655248034,5.007491686845537,0.07249639616518051,96.56496011056177,0.08736986271007864,0.08650335365515359,0.08091748740597095,0.4257152941176471,0.2262326669943186,0.30059916912314205,0.8817607225601647,0.07679430661048381,13.305025077160494,88.74668232228831,464.62255173182905,0.08669062259156737
58,158,46.1505,21.059,27,26.4211,0,118,114,12,137,12,0.99651,42.40797,0.0,0.0,5.35714,5.375,18.78473,0.0,0.0,128.0,27.79059,4e-05,0.31,1.805,-1.0,1.572584,16854.5338105117,0.0867047499573312,90.0097135535794,60.60466436692226,66125.46950024701,0.09533563488155149,0.1849084655243388,4.976918141246728,0.07254770754011121,96.76814252784911,0.08726632130786656,0.08611358533092069,0.08049413719241584,0.4240764705882353,0.2258070299061845,0.29838154307991543,1.0343265191496842,0.0767162945637557,12.994791666666666,89.08669455475228,464.0545117905186,0.08715355158054938
59,159,44.6284,20.7456,26,25.3541,0,118,113,12,137,12,0.99846,40.91616,0.0,0.0,6.03571,5.311,18.07666,0.0,0.0,127.0,27.61598,3e-05,0.31,1.792,-1.0,1.627993,15880.41266041667,0.08687592623121868,90.75846504381124,60.89287557719666,66099.56112011876,0.09545177822714243,0.18351659555016991,4.920557024366363,0.07250806578531668,96.99278580247588,0.08712274193825852,0.08585048131148289,0.08027202123949131,0.41566274509803913,0.2252930338081934,0.29232287605762064,0.7912754984409978,0.07659086430652443,12.615547839506172,88.9471006199897,463.6039591713936,0.08722138144622046
60,160,44.2082,20.5108,25,22.2828,0,118,113,12,137,12,0.99565,40.54766,0.0,0.0,5.57143,5.326,17.80611,0.0,0.0,126.0,27.6319,3e-05,0.31,1.773,-1.0,1.630042,15340.623776008078,0.08639390555718021,89.23649157217127,61.034878766095204,66010.6107492014,0.09610193079402397,0.1824555398972463,4.788393323025788,0.07270552819300663,97.0650625241415,0.08729707808034845,0.08482780068117285,0.07978281419876795,0.41260941176470595,0.22472478483936684,0.29232287605761925,0.8629555574353275,0.0764248423331892,12.210503472222221,88.2689653890395,463.1729523960444,0.08735948149232875
61,161,44.5245,20.4125,26,23.1704,0,118,113,12,137,12,1.00148,40.86071,0.0,0.0,6.75,5.357,17.60478,0.0,0.0,124.0,27.67696,3e-05,0.31,1.666,-1.0,1.658665,15692.2035665866,0.08607120100907498,86.94234922493278,60.94535488552517,66064.9249310061,0.09648525999122701,0.18168363645844068,4.91057412785663,0.07267036317249795,97.04184249652616,0.08724932109852646,0.08422280315242114,0.0797311104794134,0.4104662745098039,0.22409376325883582,0.2945405021008471,0.7363015973826341,0.07625804129967349,11.978539737654321,88.20776175754744,462.6809310181207,0.08799076783940328
62,162,45.4256,19.9428,26,23.4146,0,118,113,12,137,12,1.00097,41.72676,0.0,0.0,3.25,5.376,17.51863,0.0,0.0,124.0,27.80308,2e-05,0.31,1.749,-1.0,1.694002,16324.843829015146,0.0854627285120657,88.49565556751186,60.810997856987846,66151.98023456954,0.09637540137610698,0.18064889675044485,4.826562730016034,0.07292745233113715,96.949140306877,0.0871066279456235,0.08433793046116576,0.07993293504498228,0.4146380392156862,0.2235484289823029,0.29616391703667616,0.7687723751980234,0.07612651198508699,11.910252700617283,88.16205722768574,462.1127532000282,0.08907625320287504
63,163,47.0029,20.0008,27,23.615,0,118,113,12,137,13,0.99519,43.21643,0.0,0.0,4.42857,5.272,17.11535,0.0,0.0,124.0,27.85358,5e-05,0.31,1.585,-1.0,1.581467,17620.233659460093,0.0851486702164228,86.08537463749273,60.705076052818775,66202.47153339823,0.09570650818714141,0.17939682336891846,4.792955627090795,0.07211788727188563,96.64613688027742,0.08705406491338132,0.0841131831060742,0.0798720848824537,0.4201235490196078,0.22306571088716118,0.29838154307991166,1.0778406772726907,0.07600897943841478,11.834924768518519,87.28308748455223,461.47158061465666,0.08922477347234432
64,164,47.2716,19.7807,27,21.4706,0,118,113,12,137,13,0.99683,43.47249,0.0,0.0,5.46429,5.369,17.1654,0.0,0.0,124.0,27.86155,5e-05,0.31,1.758,0.37063,1.639,17743.400388745777,0.08477377414130388,87.78867330217915,60.6785824622637,66154.64335359081,0.09532614036413695,0.17830566268461254,4.778017563696451,0.07226351132362847,96.61893475266163,0.08675115507227002,0.08606016875199526,0.07968999698564859,0.42263417647058804,0.22245047243991212,0.2983815430799102,0.9084711243744278,0.0759108287229773,12.210117669753087,86.64630503401932,460.8107505653922,0.08926445354326157
65,165,47.1554,19.142,27,19.0104,0,118,113,12,137,13,0.997,43.34869,0.0,0.0,3.35714,5.409,16.97961,0.0,0.0,125.0,27.91565,8e-05,0.32,1.487,-1.0,1.695728,17638.85390125596,0.08456608049046044,86.11458702549783,60.80788958514178,66111.05233325715,0.09520301217657899,0.17744187695638206,4.663377454283687,0.07231076987043046,96.63369119303994,0.08673429371768306,0.08785310496559441,0.07966145429698575,0.42404431372549023,0.2218336772042516,0.29616391703668027,1.1409476076797185,0.07586014055316609,12.507233796296296,86.05300978293518,460.1121187454566,0.08943442609952734
66,166,47.5634,19.0484,28,19.1041,0,118,113,13,137,13,0.99804,43.7291,0.0,0.0,7.10714,5.345,16.43093,0.0,0.0,124.0,28.03034,7e-05,0.31,1.487,-1.0,1.665731,17862.81771141493,0.08412281738249798,87.69621601755716,60.71593955711082,66196.75985469135,0.0951250442584283,0.17678177126895808,4.69195045931373,0.07244438925194915,96.52864070213494,0.08669312759702251,0.08951356519497718,0.07947613282956183,0.4212831764705882,0.22138778500074655,0.2983815430799091,1.1146202646034198,0.07579162605102177,12.979263117283951,85.78261476244921,459.3713967411242,0.08875708096496202
67,167,47.4573,18.8162,28,20.1171,0,118,113,13,137,13,0.99545,43.67791,0.0,0.0,4.92857,5.324,16.35116,0.0,0.0,123.0,28.10567,8e-05,0.31,1.513,-1.0,1.627049,17642.392890636922,0.08374469260049522,88.99852083789798,60.77086366253135,66189.11641646811,0.09507884924469591,0.1771036492004143,4.637038036595044,0.07243006265179674,96.54083367682901,0.08673144099079441,0.09064526600756688,0.07938328833793597,0.4215878431372549,0.22110261856096747,0.2983815430799108,1.4866066830347981,0.07573079582420655,13.409818672839506,85.8239475912403,458.64559550154405,0.08875819853636384
68,168,47.4182,18.8541,28,19.5026,0,118,113,13,137,13,0.99522,43.67144,0.0,0.0,4.89286,5.35,16.15303,0.0,0.0,123.0,28.2145,5e-05,0.31,1.602,-1.0,1.626842,17502.983759516224,0.08372757179383554,90.82089965111761,60.7273915608724,66025.43431078162,0.09502653124033096,0.17751564924747512,4.556206480144632,0.07236721418703734,96.49933889850868,0.08677969267914415,0.09184948946530452,0.07939037202954012,0.42635098039215685,0.22084176512904113,0.298381543079911,1.2559880962302996,0.07568213622552489,13.691984953703704,86.2581144351248,457.9539587353078,0.08894471407751123
69,169,47.6725,18.4651,28,20.2497,0,117,113,13,137,13,0.99639,43.93634,0.0,0.0,4.64286,5.375,16.18529,0.0,0.0,123.0,28.33225,5e-05,0.31,1.624,-1.0,1.647197,17621.094671084913,0.08385686796926375,86.63473503828669,60.75399215133102,66049.2130412718,0.0947806203497929,0.17803050033449147,4.754461115112118,0.07226350839760337,96.43205779390728,0.08679506906212385,0.09359374392079024,0.07907503973496838,0.4345631372549019,0.22061556336559512,0.2983815430799111,1.1284380677512325,0.07560888041109326,13.754774305555555,86.58020130773416,457.30837568631114,0.08928919438094735
70,170,48.0633,18.546,29,18.9376,0,118,113,13,137,13,0.9959,44.2805,0.0,0.0,5.25,5.406,15.84829,0.0,0.0,123.0,28.44601,7e-05,0.31,1.547,-1.0,1.695107,17978.65386560493,0.08376375836883485,87.33063194654534,60.668190096631456,66142.95548314902,0.0945204331275668,0.17768404219329456,4.572573860853749,0.07211990574397531,96.33545171286207,0.08683163802365979,0.09526263509567061,0.07895799780475342,0.44049098039215684,0.22052187831883435,0.29838154307991055,1.0384059119893698,0.07562259594994492,13.481047453703704,86.62167538116108,456.7135775915217,0.08995729013365818
71,171,48.5124,18.5362,29,20.3532,0,117,113,13,137,13,0.99705,44.69928,0.0,0.0,3.78571,5.445,15.91526,0.0,0.0,122.0,28.53567,6e-05,0.31,1.492,-1.0,1.690872,18337.844866745192,0.08380734665840951,88.35904379503705,60.59469397274064,66071.64575510386,0.09436072621688081,0.17710350459209168,4.566424688889592,0.0720560360882694,96.26438219094588,0.08706179708325236,0.09679036192175916,0.07886540575212476,0.4449367647058813,0.22035401142435937,0.29838154307991144,1.018605935515514,0.07571202244505243,13.381462191358025,86.97111102884693,456.1373395513783,0.09023057735437312
72,172,48.5444,18.4742,29,19.465,0,117,113,13,137,13,1.00004,44.75014,0.0,0.0,4.82143,5.394,15.9101,0.0,0.0,123.0,28.5618,9e-05,0.31,1.476,0.37564,1.657443,18407.22424305338,0.08360571183886488,85.12964136412535,60.686156473042054,66007.12070288102,0.09426802051363294,0.1764696949546105,4.525425748165635,0.07198358377997346,96.29145947155894,0.0873052424916696,0.09719630013293579,0.07898966343551696,0.4428392156862745,0.22025078793451164,0.2983815430799111,0.9270518473534255,0.07579558127152006,13.534288194444445,87.30982740693518,455.5745739301096,0.09065311576795665
73,173,48.8211,18.4945,29,19.9678,0,117,113,13,137,13,0.99798,45.00636,0.0,0.0,5.67857,5.277,15.86105,0.0,0.0,123.0,28.47625,4e-05,0.31,1.939,-1.0,1.646055,18635.590898876348,0.08337610616029234,85.70127691293516,60.68937306345244,66153.46465783435,0.09426899199447301,0.1762965160931865,4.616899743971572,0.07196640159384547,96.26573688352865,0.08736225960895302,0.09816273190002653,0.07752709101933193,0.43538849019607606,0.220204308167301,0.2983815430799133,1.4791540921857775,0.07600635483317403,13.299961419753087,87.65468223498772,455.0076693311998,0.09146917891381752
74,174,48.8546,19.0666,29,19.0219,0,117,113,13,137,13,1.00327,45.04054,0.0,0.0,4.71429,5.274,15.87804,0.0,0.0,123.0,28.39965,7e-05,0.31,1.65,-1.0,1.663341,18589.459107291128,0.08330103795643001,90.54412028923437,60.771062215169266,66141.06651912248,0.09424069229041676,0.17671259216919274,4.422790511276315,0.07194739431897654,96.29444354171063,0.08734445029086373,0.09878319627123325,0.07753082490667443,0.4308306078431372,0.22021009706915257,0.2983815430799119,0.8161034201211217,0.07611990504493389,13.07277199074074,87.78379641051352,454.48622463649025,0.09242111029885268
75,175,49.1092,18.6405,29,20.2124,0,117,113,13,137,13,1.00085,45.28525,0.0,0.0,5.10714,5.249,16.36901,0.0,0.0,124.0,28.46843,4e-05,0.31,1.745,-1.0,1.63334,18806.84186845542,0.08314923968809197,88.9680803529185,60.846147702064044,66195.47675428704,0.09310861249065924,0.17786583237308265,4.441531832809728,0.07196164351678525,96.26385603105058,0.08751513991898675,0.0990072642597344,0.07759784099794119,0.427858431372549,0.2204053780028476,0.2983815430799141,1.1355567735085759,0.0762171022327904,12.714506172839506,88.31204249643058,453.98468588762125,0.09317004285990169
76,176,50.8632,18.3252,30,23.101,0,117,113,13,137,13,1.0004,46.84156,0.0,0.0,5.42857,5.242,16.00573,0.0,0.0,125.0,28.85135,6e-05,0.31,1.777,-1.0,1.596314,21191.705218001964,0.082913098902861,88.68025628668609,60.936459199881845,66891.90955935718,0.0922981484678698,0.17906539095961344,4.332532125598328,0.07201104785952556,95.99880385659567,0.08881663960517673,0.10083408975718959,0.07842399959598165,0.4283470588235294,0.2204186036295141,0.29838154307991377,1.1832421907392197,0.07628825205490755,12.550877700617283,89.21225224808772,453.51559850359337,0.09392319975656714
77,177,49.7226,19.3088,30,23.2758,0,117,113,13,137,13,1.00427,45.86436,0.0,0.0,4.85714,5.304,15.73761,0.0,0.0,124.0,28.86946,9e-05,0.31,1.775,-1.0,1.564621,19322.736940457264,0.08269237163174366,86.69616448534173,60.82174607265143,66297.86438479509,0.09189202397025195,0.17937744855618312,4.430723068062841,0.07208515623129752,96.1872833337631,0.08828779203168831,0.10271190827606659,0.07903202939140554,0.4325635294117648,0.22026787519769617,0.2983815430799122,1.3343601505428873,0.07633168849609107,12.687596450617283,89.92976188703224,453.09322774801785,0.09457577765485291
78,178,49.2716,19.6526,29,20.3962,0,117,113,13,137,13,0.99191,45.49126,0.0,0.0,3.92857,5.208,16.57566,0.0,0.0,124.0,28.73519,2e-05,0.31,1.685,-1.0,1.512219,18920.059906011982,0.08263336881062519,86.4655686533157,60.65000293872974,66237.10931586886,0.09173964160515735,0.17934805714203528,4.553010859822376,0.07207190102484726,96.2706112988724,0.08817919444150608,0.10349486407503194,0.07874389857590412,0.43173137254901967,0.22032991739035956,0.3005991691231418,0.907932852119351,0.07644745597183475,12.749228395061728,89.94768477298322,452.70667952032153,0.09504341871333773
79,179,48.8883,19.8741,29,18.9709,0,117,113,13,137,13,1.00006,45.15301,0.0,0.0,3.35714,5.207,16.86901,0.0,0.0,124.0,28.71845,3e-05,0.31,1.76,-1.0,1.484031,18577.651023030023,0.08250501829415378,89.65256763848335,60.596908380955824,66206.15781618012,0.09140600088504344,0.17875704180646956,4.464042186920386,0.07207778154433159,96.31078303227082,0.08799258600672409,0.10424887319522473,0.07802951566855841,0.43371066666666663,0.21998280599615727,0.300599169123141,0.9449669925530934,0.07644923275395832,12.690297067901234,89.58738583642827,452.3421917201646,0.09554694332214271
80,180,48.9297,19.8964,29,20.1504,0,117,113,13,137,13,1.00048,45.18799,0.0,0.0,3.53571,5.198,17.06256,0.0,0.0,123.0,28.77596,5e-05,0.31,1.702,0.39982,1.457397,18843.554459823863,0.08262182261774925,89.89513161716448,60.61845115379051,66290.89623904169,0.0909489184804399,0.17847130385420742,4.713358187377719,0.07210995310160616,96.28072905890443,0.08788218704398715,0.1050242599836871,0.07783033172759384,0.43811254901960783,0.21968088001696925,0.30059916912314216,1.2767613618166356,0.07656007125779145,12.957899305555555,89.20873974974275,452.00543229394793,0.0960200065250741
81,181,49.3054,20.1834,29,20.891,0,117,113,13,137,13,0.99767,45.55375,0.0,0.0,3.07143,5.204,17.0797,0.0,0.0,123.0,28.89832,6e-05,0.31,1.658,-1.0,1.41298,19108.470050668177,0.08265268011053677,88.37686689397684,60.57478652765721,66331.23058387054,0.09108028361621959,0.1781309822870506,4.6583512430915235,0.07199683637434309,96.21430724149214,0.0879130413306895,0.10519955481412832,0.07801289778623782,0.4400882352941177,0.21949503272741466,0.3005991691231449,1.1974056783150906,0.07662560108246486,12.898292824074074,89.08625561403446,451.71046801215545,0.09645821641281746
82,182,49.0335,20.6604,29,21.4219,0,117,113,13,137,13,0.99819,45.33148,0.0,0.0,2.82143,5.197,17.32472,0.0,0.0,124.0,28.93453,8e-05,0.31,1.663,-1.0,1.370307,18716.367348693926,0.08296879471665378,86.97152157080089,60.52012502411266,66228.3212380833,0.0907173011021115,0.1781956557652654,4.6922117266109895,0.07202011318210394,96.2502612056297,0.08765098983706408,0.10538309347405002,0.0778414336717708,0.4376,0.21921197503327408,0.30281679516637383,1.4083913187591175,0.07654478058609562,12.476900077160494,88.77865285295627,451.43439841519506,0.09690411009973532
83,183,49.116,20.9862,30,22.4023,0,117,113,13,137,13,1.0018,45.40686,0.0,0.0,3.07143,5.26,17.73247,0.0,0.0,125.0,28.89105,4e-05,0.31,1.688,-1.0,1.348869,18791.168915794977,0.08305580744925185,85.8850161620787,60.37171295542776,66239.14841715292,0.09036799346486381,0.17863990515973258,4.818832280472636,0.07193302819142523,96.22860842521783,0.08770481467722128,0.10546322915804977,0.07861356937821891,0.43333319607843124,0.21900424520941733,0.3028167951663761,1.2187940176988994,0.07658251383455815,12.168306327160494,88.48362819712506,451.166562537738,0.09733158198632438
84,184,49.6363,21.2792,30,23.7099,0,117,114,13,137,13,0.99698,45.87634,0.0,0.0,3.32143,5.244,18.01487,0.0,0.0,125.0,28.8909,5e-05,0.31,1.508,-1.0,1.29757,19128.300681117067,0.08291677700792978,85.12167594656336,60.176941106348856,66285.55792593729,0.09050941771328304,0.17873257513982624,4.7818216427149,0.07173757945315515,96.11890289196978,0.0879696524482234,0.10539980035077312,0.07930023451582621,0.4326094117647059,0.21888659368462807,0.3028167951663787,1.2580530166267179,0.07649031666386351,12.442611882716049,87.76005998473718,450.8622416766029,0.09774167778649817
85,185,50.1267,21.2707,30,22.811,0,118,114,13,137,13,0.99856,46.32753,0.0,0.0,2.28571,5.266,18.26857,0.0,0.0,124.0,28.9061,5e-05,0.31,1.542,-1.0,1.286417,19471.94924725054,0.08304001850274109,86.80217849980723,59.95435493375049,66387.70111676378,0.09074619632919853,0.17866635146843848,4.808167091050701,0.07185173228320493,96.01857698322156,0.08719835452974846,0.10535347041438242,0.07851876302761664,0.43254196078431384,0.21891255430414644,0.3127165031677255,1.0652154714266207,0.07645848279222332,13.002314814814815,87.04381249888289,450.5209556349987,0.09817611772063033
86,186,50.6649,21.3172,30,21.5032,0,118,114,13,137,13,0.99953,46.79648,0.0,0.0,3.07143,5.263,18.2576,0.0,0.0,123.0,28.94975,4e-05,0.31,1.53,-1.0,1.268721,20011.7265802083,0.08284647015718208,87.75593680058265,59.926037446952165,66490.82254745808,0.09075688939433012,0.17862945009132264,4.742467003639245,0.07159859746026076,95.92996461622555,0.08650656062496855,0.10533911349361814,0.07853793888504411,0.43439350980392155,0.21890324503879185,0.3149341292109618,1.1716825071143944,0.07645742491612209,13.483989197530864,86.6959508623935,450.1780747598289,0.09863163502650435
87,187,51.0735,21.6939,31,22.8552,0,118,114,13,137,13,1.00279,47.1484,0.0,0.0,3.89286,5.171,18.29714,0.0,0.0,125.0,28.84655,2e-05,0.31,1.71,-1.0,1.363348,20445.73517529912,0.08232624058010639,85.26821462744141,59.79623055163725,66533.75692930583,0.09072120235030395,0.1785750060059008,4.795327556832256,0.07173732566807656,95.88699203705227,0.08585116572490227,0.10537104286554078,0.07899739322954298,0.4303066666666667,0.2189944956780798,0.3149341292109549,0.9445296655696517,0.07644775988199472,13.279417438271604,86.58086309828246,449.8607929358747,0.0990814787553381
88,188,50.5976,21.8027,30,21.621,0,118,114,13,137,13,0.99818,46.67896,0.0,0.0,5.14286,5.224,18.61891,0.0,0.0,126.0,28.7411,4e-05,0.31,1.639,0.3795,1.431195,20202.553416150913,0.08165349767599794,89.60481569497898,59.90910659601659,66548.29434387921,0.09087297346155154,0.17819478699840738,4.7209128086540195,0.07218950131898164,95.95136172407828,0.08516655634185502,0.10545788597588088,0.07915976060581921,0.4275043137254903,0.21895929405335796,0.3127165031677261,1.18943456461856,0.07638538482576478,12.902536651234568,86.35321247174345,449.56581868174203,0.0997414749412186
89,189,48.9112,22.1172,29,23.9937,0,118,113,12,137,12,1.0046,45.07791,0.0,0.0,4.10714,5.246,18.713,0.0,0.0,126.0,28.79572,5e-05,0.31,1.572,-1.0,1.443714,18650.81743072076,0.08091852490927298,84.48400663049503,60.05722008222415,66438.61392883013,0.09134989095134001,0.17703915138506368,4.692387044365108,0.0730573047172056,96.23103250995128,0.08512985428778781,0.10559610413874804,0.0793841985398932,0.42903333333333343,0.21899527803641683,0.3028167951663754,1.2576150777054946,0.0763189601195055,12.29639274691358,86.40117613008073,449.34493340307904,0.10023312032778156
90,190,47.8958,21.7083,28,23.4139,0,118,113,12,137,12,0.99894,44.11305,0.0,0.0,6.35714,5.325,18.98445,0.0,0.0,126.0,28.79898,6e-05,0.31,1.548,-1.0,1.490174,17901.10403330053,0.08058941632316269,86.87755637101002,60.36717374825184,66389.19089992801,0.0913304134714086,0.17548727318054308,4.733004150193725,0.07331221151828975,96.3598216736625,0.08524392633842123,0.10536721985276383,0.0797177090708695,0.429668274509804,0.21901052552564557,0.302816795166374,1.342413057932619,0.07620675677696119,12.349006558641975,86.01430383220614,449.21695726531163,0.10051870449976139
