,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,uhdhdsim,cubrow.0.5,tone,noise,cubcol.0.3,cubcol.0.5,cubrow.0,blockiness,saturation,color_fulness,blur,cubcol.0.6,temporal,cubrow.0.6,cubrow.1.0,cubrow.0.3,fft,contrast,staticness,cubcol.1.0,cubcol.0
45,45,82.6277,15.0605,74,22.9488,0,117,117,15,137,15,0.97353,85.89001,0.0,0.0,1.5,4.177,12.42598,0.0,0.0,126.0,43.3359,0.00022,0.49,2.305,-1.0,0.47937,11.56688850308642,89.53627841483161,0.2869733915194493,0.6230635294117647,0.5349879937220912,0.23964099634487548,0.23415564308875195,0.3677487303306646,5.0101897828567745,55.298093442563655,84.36262770275027,50330.09177344685,0.20889095709912003,5.578448895364132,0.292415818696122,0.241355604626625,0.2603891030083677,68971.33745529263,87.80626904704303,537.9506787685748,0.35022397160081525,0.1582385929464591
46,46,83.2758,14.9444,75,24.0973,0,116,117,15,137,15,0.98925,86.64577,0.0,0.0,1.21429,4.162,12.96378,0.0,0.0,126.0,43.25205,0.00018,0.48,2.22,-1.0,0.483273,11.354263117283951,89.44401369144765,0.28648302110619,0.6207303921568621,0.5394232458085527,0.24050865256056322,0.2342140430642112,0.36835085979237,5.417741522763171,54.848356270495756,84.17262339461408,51664.274028820844,0.20887251166009943,5.4828189694348515,0.2921531885011618,0.24136683299974385,0.26121123008948394,68940.13021253818,85.58999952633962,536.3293643743971,0.34947237338294934,0.1572151912255539
47,47,83.3927,14.8846,76,24.2298,0,116,117,15,137,15,0.99494,86.95536,0.0,0.0,1.17857,4.168,12.86536,0.0,0.0,125.0,42.98211,0.00019,0.5,2.374,-1.0,0.466749,10.691116898148149,89.42787838408262,0.2860777070569594,0.6146356862745098,0.5454819128308436,0.24085595986006336,0.23477184088387545,0.3691382917377919,5.999323828337029,54.90723918396749,83.77295467521193,51821.451112940274,0.20884198823839495,5.5289078647787155,0.2918406324333442,0.24175333401964555,0.2615124328195405,68966.04005289545,85.93347277972856,534.7515866282176,0.34818141712215905,0.15645790162849987
48,48,83.4575,14.4245,76,24.9007,0,116,117,15,137,15,0.9997,87.12693,0.0,0.0,1.03571,4.165,12.81058,0.0,0.0,125.0,42.88938,0.00018,0.5,2.386,0.1731,0.407841,10.588831018518519,89.46602275745553,0.2857458040155671,0.610212549019608,0.547699538874075,0.24053058592930837,0.23532343997239966,0.3700510561628597,7.6554346204633275,54.82810088734568,85.50790422124231,52247.58883013121,0.20875993020259567,5.585578626526261,0.2915946980941237,0.24204190317493965,0.2618061432912808,69253.57065587922,86.93979456328925,533.1948212645314,0.34639452949041716,0.15586681808547648
49,49,83.2051,14.1819,77,24.861,0,116,116,15,136,16,1.01045,86.99392,0.0,0.0,1.14286,4.174,12.42208,0.0,0.0,125.0,42.76956,0.00019,0.5,2.224,-1.0,0.331003,10.783516589506172,89.48649256639199,0.2854873237994507,0.6051031372549021,0.5521347909605382,0.24003088951827073,0.23523283419845412,0.37147231206095843,7.44693504472559,54.95087461118345,86.94501565369004,51731.49304093324,0.20874179731449388,5.634399468339741,0.29145953693312665,0.24188083976816271,0.26205535171938726,69238.16778795594,87.34462207270447,531.679937711886,0.34518647166551414,0.15497363216655824
50,50,83.2569,14.4395,77,25.2686,0,116,116,15,136,16,1.01536,87.17125,0.0,0.0,0.60714,4.181,12.21397,0.0,0.0,125.0,42.66837,0.00025,0.5,2.231,-1.0,0.256738,11.058449074074074,89.47924843996903,0.2851927344623514,0.6022691568627451,0.5598168729186653,0.2395640422257235,0.23508382331762592,0.3721888173871073,6.9293854499898995,55.04167966489438,87.96058767414002,51793.30873272149,0.20870103918455926,5.59638693105639,0.2912718746413264,0.2416715809994076,0.2624977790472587,69153.16240085772,84.30841037150641,530.2008193048597,0.3447188257498726,0.15402088089915805
51,51,83.6495,14.45,78,26.6148,0,116,116,15,136,16,1.02131,87.71888,0.0,0.0,1.07143,4.179,12.43614,0.0,0.0,125.0,42.59771,0.00022,0.51,2.229,-1.0,0.219454,11.121190200617283,89.395021759363,0.2848727427695069,0.6030713725490195,0.5703107920274085,0.2393014653003494,0.23496092036623517,0.3725858427034495,6.6973239307954495,55.16457809636622,88.97249709716931,52830.594174285645,0.20866666302713072,5.602384076148025,0.2910748366855839,0.24184531883917193,0.26272217550831595,69242.90929447504,84.20340575141165,528.7548811550158,0.34452759323927407,0.15344152536569186
52,52,84.025,14.1036,79,25.9731,0,116,116,15,136,16,1.019,88.20484,0.0,0.0,1.17857,4.175,12.45614,0.0,0.0,125.0,42.80832,0.0002,0.5,2.752,-1.0,0.195477,11.253520447530864,89.36527740794855,0.2845554300666197,0.6059592156862745,0.5703107920274187,0.23917152264044408,0.23493850931092977,0.3730722434577168,4.557370729177254,55.35120005666474,89.41543325224796,53756.72541897784,0.20865469970936082,5.646375438075807,0.2908333816094111,0.24222095045202252,0.2633020917059709,69459.02598063642,87.52572079245192,527.3710832822753,0.34509151378907127,0.15390035070355343
53,53,84.1615,14.1072,80,24.9498,0,115,116,15,136,16,1.01593,88.51034,0.0,0.0,0.46429,4.18,12.15146,0.0,0.0,126.0,43.01439,0.00019,0.5,2.844,-1.0,0.181888,11.15407986111111,89.3914542887101,0.2843498140605821,0.608606274509804,0.5703107920274261,0.23908555452323046,0.2348673158414319,0.37380602097583787,6.741778460655167,55.43685253755546,89.42552045487179,53989.94173498324,0.2086018508194206,5.538429621733684,0.29066974835901904,0.2426304940683827,0.2640614137713335,69554.15201151166,85.54378037174911,526.0410572482905,0.3462328008104126,0.15428070386985984
54,54,84.3577,13.9273,80,24.9578,0,115,116,15,136,16,1.00301,88.76552,0.0,0.0,0.92857,4.189,12.15493,0.0,0.0,126.0,43.14392,0.00017,0.5,2.48,-1.0,0.16782,10.859326774691358,89.40256753186846,0.2841684510260271,0.609987450980392,0.570310792027427,0.23890777091184634,0.2348779677095761,0.37447179459142815,6.043238197026614,55.572993902512536,89.32199466372305,54370.54586726663,0.20860766839905406,5.518240437585714,0.29050557083953515,0.24325138994177878,0.264139605685039,69492.23632593318,89.14466526027556,524.7623251843746,0.34788296557885157,0.15495489305479532
55,55,84.3244,13.6011,80,24.901,0,115,116,15,136,16,1.00187,88.6858,0.0,0.0,0.5,4.189,12.00397,0.0,0.0,126.0,43.17616,0.00021,0.5,2.442,-1.0,0.178119,10.69314236111111,89.39022346145731,0.28391769193846506,0.6114721568627453,0.5703107920274197,0.2387856694294793,0.23484686905213298,0.37515987153949804,6.4146017559310495,55.5915384174865,89.47707787116485,54490.71530071909,0.20864644771050397,5.53360410019598,0.2903810943309392,0.24348787499072322,0.26438847924762754,69729.40973383776,89.90382485835916,523.5414407996573,0.3494733862584126,0.1560552381794555
56,56,84.0092,13.2772,80,23.4274,0,115,116,15,136,16,1.00667,88.35634,0.0,0.0,1.0,4.176,11.72217,0.0,0.0,126.0,43.14476,0.00027,0.49,2.31,0.16345,0.19951,10.310474537037036,89.39855287160535,0.2837453117776431,0.6107498039215686,0.570310792027419,0.23875685554725512,0.23481682611969978,0.37578303242643507,5.233847990860253,55.1361590726876,89.46483141764108,53698.43588341473,0.20870070294337653,5.473214799997674,0.29031663872344254,0.24370216794083233,0.26458728300362694,69517.49064801395,86.97666858180554,522.3869040839389,0.350432241635986,0.15788650814303096
57,57,83.9168,13.4532,80,22.2102,0,115,116,15,136,16,1.01402,88.34614,0.0,0.0,0.92857,4.169,11.44579,0.0,0.0,126.0,43.09818,0.00022,0.5,2.528,-1.0,0.202308,10.00733024691358,89.40076943820142,0.28370842126543644,0.6106694117647059,0.5703107920274182,0.23879538495619543,0.23493224445987998,0.37646391534798,5.035896360880009,55.23328974217544,89.7554512621401,53394.860258817826,0.20859069856077853,5.3659931774416,0.29030806244435525,0.24387247179470886,0.2645790085579343,69499.17354936671,86.76800649540095,521.3163596178117,0.3511895801677675,0.15981586333573553
58,58,83.4084,13.6333,79,23.0528,0,115,116,15,136,16,0.99654,87.86723,0.0,0.0,1.21429,4.182,11.58936,0.0,0.0,127.0,43.04509,0.00021,0.49,2.777,-1.0,0.192215,9.782503858024691,89.4137470452306,0.28363268856974017,0.6105592156862745,0.5703107920274192,0.23884513086391582,0.23500695427627322,0.37741447129879263,4.436025808927613,55.16662051353926,89.9213995201016,52240.50698631783,0.20828486799116297,5.3770621522726785,0.29037957909152434,0.24414014690831745,0.2647355600104066,69261.59881339635,86.94059968716036,520.3013751635998,0.3523273258886903,0.1606788583440071
59,59,83.6859,13.4466,80,21.0808,0,115,116,15,136,16,0.99418,88.19481,0.0,0.0,1.35714,4.18,11.75479,0.0,0.0,126.0,43.06664,0.00025,0.5,2.634,-1.0,0.184482,9.800829475308642,89.39165964673465,0.28356389860456827,0.6126976470588236,0.570310792027423,0.23899194778122268,0.2351025277964996,0.37800476470786176,6.042678979082291,55.134306542667346,89.87738043827957,52956.08812079756,0.208206301493998,5.3696332458280285,0.29035153693298765,0.24442000524390384,0.26497721106289784,69310.79400331469,86.52296313114822,519.3535067643685,0.3534090701450038,0.1612327850537784
60,60,83.5567,13.3309,80,22.0947,0,115,116,15,136,16,1.00702,88.0243,0.0,0.0,0.75,4.195,11.59244,0.0,0.0,126.0,43.11148,0.00025,0.49,2.429,-1.0,0.183187,9.883969907407407,89.39750735544848,0.2830115457171235,0.6144686274509804,0.5703107920274254,0.23870301889126197,0.23585411884252913,0.3793161541029326,5.505947279705924,54.95527724277826,89.78597932856133,52658.184096922625,0.20742338156532786,5.373519002350452,0.2893518646706962,0.24444905036506123,0.2640146754916553,69356.33082965984,89.85419025940575,518.4220260587705,0.3529503481970473,0.16220211249277702
61,61,83.6597,12.9876,80,21.4382,0,115,116,15,136,16,1.01595,88.08875,0.0,0.0,0.32143,4.21,11.49405,0.0,0.0,126.0,43.17382,0.00015,0.5,2.366,-1.0,0.193998,10.06032986111111,89.40405663568404,0.28256785535585804,0.6163000000000001,0.5703107920274226,0.23843925929823315,0.2364564295370134,0.3806800695973217,5.640598959467448,54.90034390673225,90.77820452661071,52907.34480797711,0.20643957084345502,5.389767223905005,0.2884351244940398,0.24461316418927417,0.2630693672090336,69313.6142777125,83.31980877402376,517.5092784284255,0.3519184776416879,0.16363945783493303
62,62,83.6779,13.1875,80,21.7049,0,115,116,15,135,16,1.01082,88.1029,0.0,0.0,0.5,4.2,11.18754,0.0,0.0,126.0,43.15863,0.00015,0.49,2.376,-1.0,0.186874,10.076244212962964,89.43630744244416,0.2824924347685791,0.6160545098039215,0.5703107920274193,0.23829892696541927,0.2371250953366127,0.3825873467265078,5.072953853991963,54.61146583086178,92.2003163953939,52997.90661854864,0.20610006731052508,5.342307355261996,0.28813672719061134,0.24518839281838947,0.26284051098486666,69337.71791192728,89.29418560746637,516.5798457352321,0.35088218483225,0.1642803454373492
63,63,83.5324,13.483,80,22.2409,0,115,116,15,135,16,1.00063,87.97919,0.0,0.0,0.57143,4.2,11.36225,0.0,0.0,126.0,43.20768,0.00017,0.5,2.152,-1.0,0.206696,10.117139274691358,89.45810927162648,0.2825435397737181,0.6168941176470588,0.5703107920274202,0.23809094589572713,0.2375693314874461,0.3845668006833888,4.686159723310135,54.50971250180845,91.78771170930756,52896.67764452723,0.2057233178277949,5.397572262576251,0.28805368074327814,0.24542310965852263,0.2623023707316252,69213.76129407478,86.635263440584,515.6894000983074,0.34991119284401745,0.1656207296423993
64,64,83.3306,13.705,79,23.3791,0,115,116,15,135,16,1.00353,87.70634,0.0,0.0,0.85714,4.214,11.61996,0.0,0.0,126.0,43.29245,0.00015,0.49,2.273,0.16461,0.206947,10.117380401234568,89.52795940819061,0.28243180546795454,0.6174521568627451,0.5703107920274196,0.2379263232590591,0.23778321018931176,0.3863198291200697,5.4372535789053735,54.50206615306713,92.13274419866241,52505.77455804154,0.20580806075657507,5.416956723003137,0.2882674820660022,0.24496235302739014,0.26170613407406995,69175.66117722093,88.45043213158,514.8466423262971,0.34899028691042794,0.16533474158544015
65,65,83.2392,14.0491,79,22.3796,0,115,116,15,135,16,1.00274,87.57945,0.0,0.0,0.71429,4.212,11.8203,0.0,0.0,126.0,43.37938,0.00021,0.49,2.16,-1.0,0.206678,10.214409722222221,89.54563751667257,0.2823767509856513,0.6199176470588235,0.570310792027418,0.23779076126427687,0.23786915116336685,0.3874049574723234,5.643567614445125,54.3986070421007,92.0417170131394,52267.30801125414,0.20612823835327881,5.43870218132792,0.28863883270265517,0.244951136210182,0.26152617853096155,69147.75578576696,89.3499899007035,514.0436729610342,0.34805146789194813,0.16520842483296694
66,66,83.5607,14.0717,79,22.3726,0,115,116,15,135,16,1.00214,87.82929,0.0,0.0,0.57143,4.194,12.12272,0.0,0.0,126.0,43.4926,8e-05,0.49,2.425,-1.0,0.201396,10.411940586419753,89.48228702079055,0.2817662904620228,0.6221619607843137,0.5692815881989794,0.23771906733792442,0.2373925298723527,0.3881422115965909,5.643494207761067,54.335463158878284,92.20057565543021,52909.35018010317,0.20622940744765134,5.508230957566413,0.2887618656153537,0.24439151439538878,0.26094779549326436,69186.78144086948,87.31777842236237,513.2913907096192,0.34701291753913815,0.1653542574676546
67,67,83.7187,14.3048,79,22.3303,0,115,116,15,135,16,1.01186,87.99932,0.0,0.0,0.67857,4.199,12.13949,0.0,0.0,127.0,43.69573,0.0001,0.49,2.601,-1.0,0.201292,10.673562885802468,89.53014244788555,0.2812880321321664,0.6267698039215687,0.5703107920274101,0.2376314820983763,0.2365173800909963,0.38895899342311235,6.294348027474817,54.33174830307195,94.1326926269538,53394.3212002309,0.20621942052024594,5.573645879371211,0.2889334552834602,0.24391269860812476,0.26060165998857254,69174.3534166282,87.77753357784862,512.5338656047417,0.3462094908986381,0.16415093788149193
68,68,83.508,14.5139,79,22.2993,0,115,116,15,135,16,1.02237,87.70322,0.0,0.0,0.46429,4.202,12.33125,0.0,0.0,127.0,43.7557,0.00019,0.49,2.295,-1.0,0.205989,10.877555941358025,89.56734757278701,0.28083199319914587,0.6286603921568629,0.5620344989618969,0.23752369571035564,0.23567570592508183,0.38964445211770105,6.987896170297645,54.23430077823592,94.56694576576467,52946.94322913515,0.2062042110830021,5.568526091506632,0.28921852664593395,0.24410063712224278,0.26005609227175935,69139.28851775941,87.55996951987146,511.79701465171206,0.3457952344676277,0.16445647196198376
69,69,82.8164,14.8938,78,22.6969,0,115,116,15,135,16,1.01718,86.95634,0.0,0.0,0.46429,4.209,12.50458,0.0,0.0,126.0,43.69827,9e-05,0.49,2.109,-1.0,0.202509,10.91261574074074,89.61177956529431,0.2808191023906582,0.6293827450980392,0.5598168729186656,0.2372743154825548,0.23494595084882317,0.3910351237767162,6.935472147160396,54.18878060800058,94.08616826984871,51485.34853642514,0.20614343196183507,5.541262081443803,0.2893980008824537,0.24452004518864803,0.25955192812084243,69064.92119243617,89.47554780747507,511.1062841241812,0.34558976491977844,0.16545457910760317
70,70,82.1696,14.9735,77,23.7429,0,116,116,15,135,15,0.99982,86.16529,0.0,0.0,0.35714,4.223,12.84205,0.0,0.0,127.0,43.47993,0.00011,0.49,2.078,-1.0,0.22429,11.10792824074074,89.69553230121946,0.28058744784147027,0.629575294117647,0.5499171649173085,0.23701712319251442,0.23438638236662654,0.3920200935304667,6.943650868972911,53.91821722336757,93.79253100428846,50613.719827545865,0.2060819238022287,5.687659914995092,0.2892077804165023,0.2442374237055015,0.25878163867731147,68928.49815207177,87.20456166013074,510.4455106851465,0.3457412730475135,0.16666634462642985
71,71,81.9347,15.279,76,24.7143,0,116,116,15,135,15,0.99793,85.79935,0.0,0.0,0.64286,4.205,12.89956,0.0,0.0,127.0,43.27321,0.00014,0.47,2.135,-1.0,0.229317,11.530815972222221,89.73383843289305,0.2806521783583729,0.6288698039215687,0.5454819128308482,0.23685075055647295,0.23395207582261662,0.392740622859904,6.452631201959457,53.939817640516495,93.57852952595091,50307.14182781153,0.2063900961174632,5.647135743357818,0.2888898370677735,0.24480152708040193,0.2580178292803015,68868.59379809475,86.97006851289201,509.810168436362,0.3457824364966222,0.1673719808602504
72,72,81.4852,15.6432,76,22.191,0,116,116,15,135,15,0.99912,85.33926,0.0,0.0,0.60714,4.191,13.17086,0.0,0.0,127.0,43.10322,0.00012,0.48,2.111,0.16371,0.244142,11.580246913580247,89.78869825405954,0.2807445350679466,0.6289411764705882,0.5454819128308466,0.2366824597597018,0.23346679004431645,0.3927709919971029,4.899967346131174,53.81783172230662,93.75297283130003,49160.46414286049,0.20685718535625655,5.578905818914393,0.28891550325881954,0.2452600167409204,0.25749840256939227,68824.1505414787,86.19750461342169,509.20933556362274,0.3460525757500739,0.16839873106649825
73,73,81.1383,15.6859,76,23.8461,0,116,116,15,135,15,1.00712,84.88557,0.0,0.0,0.78571,4.229,13.48581,0.0,0.0,128.0,42.93978,9e-05,0.48,2.352,-1.0,0.252296,11.561197916666666,89.87697535118468,0.28049339886851615,0.628187843137255,0.5454819128308429,0.2363712234980319,0.23297375737265913,0.3928721767741106,5.295745340740384,53.68219107168692,93.9379721556344,48614.75399842815,0.20732784293556594,5.602898538196189,0.2888796738086552,0.2459570292618815,0.2576918641424233,68803.97856505415,87.17109556747137,508.6542079531264,0.34623149428188,0.1692411128101421
74,74,80.6378,15.9076,75,24.4932,0,117,116,15,135,15,1.01013,84.39553,0.0,0.0,0.82143,4.218,13.51405,0.0,0.0,127.0,42.67104,8e-05,0.47,2.085,-1.0,0.260986,11.702112268518519,89.90439853011664,0.280011705720703,0.6236388235294117,0.541640871851783,0.23635107650054388,0.23244583433234425,0.3929128024474316,6.266692662593522,53.57680577407648,93.97237087003128,47454.15526397304,0.20758085390286798,5.6025056627946475,0.28840912719472367,0.24616162118229007,0.25753580532513254,68846.55986283066,87.48263720497225,508.1205324451444,0.34676918218380237,0.17058407337142306
75,75,80.2863,15.393,74,24.7065,0,117,116,15,135,15,1.0129,83.93987,0.0,0.0,1.10714,4.202,13.69718,0.0,0.0,128.0,42.41213,0.0001,0.48,1.819,-1.0,0.258901,11.961082175925926,89.92260931787554,0.27955301513259667,0.6212349019607842,0.5372056197653242,0.2367239771855784,0.2318611678366305,0.392829512131255,6.494183069597144,53.32940730342158,93.5592524293113,46870.481304579735,0.20786888889224714,5.6024686921253615,0.2880350092732853,0.24635724331073539,0.25731428073686585,68695.79545207864,86.75736486891397,507.60410560124103,0.34739293621968026,0.1732517239461178
76,76,80.1013,15.4781,74,23.1026,0,117,116,15,135,15,0.99757,83.64476,0.0,0.0,1.03571,4.181,13.25588,0.0,0.0,127.0,42.35045,0.00012,0.48,1.979,-1.0,0.252617,12.250578703703704,89.93715535492855,0.279210447861798,0.6232937254901962,0.5372056197653207,0.23677037762438835,0.2314718152141171,0.39251698053190565,7.397722410741537,53.18293460798852,94.06195411573415,46696.74600485432,0.20824574075132943,5.607585139061286,0.287794484374002,0.24635746962114324,0.2571080195271598,68651.24960309672,88.62853436429793,507.10840738456153,0.34761541775385896,0.17465394295827194
77,77,79.7167,15.4251,73,24.519,0,117,116,15,135,15,0.98427,83.1964,0.0,0.0,0.92857,4.186,13.31852,0.0,0.0,127.0,42.25457,0.0002,0.47,1.842,-1.0,0.291925,12.544560185185185,89.9666212025763,0.2788040771927283,0.6232894117647059,0.534987993722091,0.23718585328705816,0.23138444049676965,0.3920797619218986,5.433146065103182,52.87992689344618,94.91996494986195,45906.648632297976,0.20883823909508556,5.5391725596264765,0.287177712967992,0.2461448811147841,0.2569287327861124,68403.32681863027,87.08945254864425,506.6347765706806,0.3477249610511089,0.17500056484383367
78,78,79.9829,15.814,74,22.8294,0,117,116,15,135,15,0.98957,83.44949,0.0,0.0,1.0,4.201,13.28122,0.0,0.0,128.0,42.37531,6e-05,0.48,2.079,-1.0,0.316563,12.659047067901234,89.92367043532047,0.2783063448657265,0.6235196078431371,0.5372056197653174,0.23767473696392072,0.2312692304257989,0.39206426604044575,8.091152381564639,52.71296089078174,96.56723971813089,46284.15683337748,0.20926153698467592,5.567100489836728,0.2868466989285847,0.24615905546773853,0.25705640631066295,68460.99454484005,85.17162623635845,506.1673407066929,0.3478023739932057,0.17599064621163385
79,79,80.3516,16.5449,74,24.0906,0,117,117,15,135,15,0.99901,83.76618,0.0,0.0,0.71429,4.22,13.64263,0.0,0.0,127.0,42.52951,8e-05,0.48,1.873,-1.0,0.329424,12.852719907407407,89.88035474670187,0.277856547913849,0.6271058823529412,0.5349879937220886,0.237957216082378,0.23103320261405041,0.3922448856380886,8.917817146292274,52.259761857397756,95.7823170652434,46967.59274205712,0.20957576146835086,5.599036602237888,0.2863116779260056,0.24640209267694332,0.2573857769960155,68610.01331556431,87.89954451249035,505.68973524687954,0.3474376237523906,0.17726588813877814
80,80,80.4998,16.3466,73,24.7108,0,117,117,15,135,15,1.00181,83.79333,0.0,0.0,0.96429,4.205,14.25864,0.0,0.0,128.0,42.73621,8e-05,0.48,1.955,0.1803,0.412234,12.971547067901234,89.86840193641193,0.27715889575622854,0.6298203921568627,0.5273059117639637,0.23837140276735147,0.2306925617421152,0.3922866989129048,6.261755008313766,51.98001268174913,96.77467399175003,47185.05400713918,0.20989883888357969,5.678146293057275,0.28577044603012564,0.2470343459340829,0.25776127378986896,68598.96836723163,86.4035106552023,505.20214662354294,0.3471216913529563,0.17857119377761863
81,81,80.6807,15.5704,73,23.0177,0,117,117,15,135,14,1.01806,83.92751,0.0,0.0,0.75,4.187,14.05946,0.0,0.0,127.0,42.77214,6e-05,0.48,1.871,-1.0,0.451615,13.35228587962963,89.81918918570227,0.2768000974900744,0.6306282352941175,0.5228706596775057,0.23907483920162834,0.22992762364079092,0.3922520469245376,5.341092103162013,51.87869036639178,97.76285760336518,47169.233390001435,0.21015039584796452,5.60672338014559,0.2854432666345783,0.24764756725435735,0.25788881433922817,68568.45844010488,87.3315721532131,504.7201371600426,0.34685460520912115,0.18021360423288119
82,82,80.6632,14.7775,73,23.3252,0,117,117,15,135,14,1.02044,83.85669,0.0,0.0,0.67857,4.195,13.39501,0.0,0.0,127.0,42.81404,8e-05,0.48,2.381,-1.0,0.493995,13.211467978395062,89.81970714590267,0.2767595678722662,0.6306125490196078,0.5250882857207323,0.24000386461789744,0.22915018117259195,0.39201560682503167,5.399519396915509,51.89990837191358,96.48056691936938,47107.774411450904,0.21014883958989805,5.603446704407547,0.2851734389231553,0.24840643072302618,0.2582015870494763,68518.4031401809,86.91924906565443,504.2382370438477,0.3459733142670345,0.18161189331870756
83,83,80.5331,14.948,73,22.069,0,117,117,15,135,14,1.00413,83.75209,0.0,0.0,0.71429,4.204,12.71439,0.0,0.0,129.0,42.88114,5e-05,0.48,1.975,-1.0,0.513944,13.16454475308642,89.86760837886084,0.2768978592908398,0.6315737254901961,0.5228706596775092,0.24062907106214523,0.2284564912624184,0.3921225351406841,6.152834119006742,51.79573906792535,95.94207968870579,47044.751058854534,0.2103201852744887,5.506426899925042,0.28493316626283977,0.24904417446124222,0.2587089848820054,68539.2577073842,89.91898114738231,503.73564115083093,0.3451799905450485,0.18312994583761247
84,84,80.5581,14.7801,73,22.2079,0,117,117,15,135,14,0.99272,83.77809,0.0,0.0,0.42857,4.221,12.87317,0.0,0.0,129.0,43.06606,8e-05,0.48,2.334,-1.0,0.495292,13.17115162037037,89.87253576219271,0.27659498102068975,0.6348396078431373,0.5250882857207224,0.2413130564828959,0.22768083902158154,0.39184966552764244,6.92359091197494,51.75890171380691,96.10279341711252,47185.98139139179,0.21042491206396577,5.480989316853382,0.2846547226283844,0.24985437437343921,0.25957370366053717,68544.61071834268,90.8598300906243,503.22178067285074,0.3444204381758497,0.1844852659570527
85,85,80.6591,14.5589,73,21.3964,0,118,117,15,135,14,0.99296,83.895,0.0,0.0,0.64286,4.207,12.73051,0.0,0.0,128.0,42.84228,6e-05,0.48,2.357,-1.0,0.520082,13.077932098765432,89.86451508985674,0.27645678546905705,0.6324129411764706,0.5250882857207319,0.2419472508170139,0.2268606226803801,0.3914099409646093,8.202999088451058,51.68924986285928,96.66115866415983,47399.55830506929,0.21070577969109305,5.544730106804526,0.28433753546232354,0.2508712063822008,0.2603552586586869,68675.53568925218,87.90165344341149,502.699307412531,0.3435128461256093,0.1847251076146198
86,86,80.6884,14.4548,73,21.8131,0,118,117,15,135,14,0.99357,83.9398,0.0,0.0,0.53571,4.202,12.54712,0.0,0.0,129.0,42.68386,8e-05,0.48,2.742,-1.0,0.548881,13.341772762345679,89.86278705021638,0.2766941769629469,0.6322870588235294,0.520653033634278,0.24191802834809356,0.22549670116120385,0.39130819983284176,9.23203248969296,51.675891829125675,95.76205618799841,47415.34388224985,0.211053798160357,5.492094150192456,0.28384658673063046,0.2512178729557214,0.2610608445463451,68744.14282830662,90.00937423559895,502.1579172714565,0.3429855331713456,0.18489700720194832
87,87,80.8185,14.2703,73,23.3198,0,118,117,15,135,14,0.98775,84.1023,0.0,0.0,0.82143,4.218,12.4605,0.0,0.0,129.0,42.47284,9e-05,0.48,2.732,-1.0,0.552626,13.334153163580247,89.83790125136338,0.27674095268102766,0.6306117647058824,0.5250882857207304,0.24235447418163325,0.22454944644288072,0.39117910488339586,7.2717205670122445,51.5510745578342,94.74881464316668,47715.53733923274,0.211322867991117,5.452646101195898,0.28333915346776034,0.252104042784794,0.26123181857813343,68738.96804047226,86.65653932561767,501.6139037377147,0.3432347752483849,0.18353263537608644
88,88,81.0594,13.7542,73,21.9934,0,119,117,15,135,14,0.97054,84.4206,0.0,0.0,0.89286,4.207,12.30372,0.0,0.0,129.0,42.21271,8e-05,0.47,3.17,0.18068,0.58413,13.41623263888889,89.83525942658272,0.2767572041039264,0.6296505882352941,0.5250882857207313,0.24209939656809934,0.2233356290423319,0.3908856089104752,7.378911058013389,51.59444474585262,94.19519350597174,47957.065703759166,0.21166001150399047,5.448204513439954,0.2827566702868066,0.252795070764665,0.2622382265950895,68619.581041212,88.49257462516653,501.0463734296545,0.3439155840500852,0.18373011691237912
89,89,80.8845,13.925,73,22.0126,0,119,117,15,135,14,0.96889,84.31615,0.0,0.0,0.53571,4.229,11.85102,0.0,0.0,129.0,41.99689,8e-05,0.47,3.258,-1.0,0.613934,13.301890432098766,89.8915903842921,0.27660955679633353,0.6282360784313725,0.5250882857207245,0.2416059616006041,0.22216399127496747,0.39046191456803153,8.074954120796484,51.66831197856385,93.70438131289818,47742.50912138579,0.21161377561982533,5.382407596558795,0.28209512724427976,0.25356635418637297,0.2629668166532054,68622.56377214918,89.39680338464775,500.4683306749496,0.34492785441840296,0.18543980407710822
90,90,80.6199,14.2532,73,21.9683,0,119,117,15,135,14,0.98682,84.12569,0.0,0.0,0.75,4.23,11.99562,0.0,0.0,128.0,41.87744,7e-05,0.48,2.846,-1.0,0.615966,13.150655864197532,89.90284990750834,0.27672622617110393,0.6276941176470588,0.5250882857207299,0.2404218436331124,0.2209803105054946,0.39043846388576187,4.368249130806821,51.67013003502363,94.05108622808092,47499.88972455396,0.21156618296241148,5.40495754847557,0.28144300949482076,0.2531513371905349,0.263805053982234,68662.3812507108,86.55858658157894,499.8959872547456,0.34590333792831607,0.1857508262006109
