,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,saturation,cubcol.0.3,cubcol.0.6,cubrow.0.5,cubrow.0,contrast,cubcol.0.5,blur,color_fulness,staticness,cubrow.0.6,cubcol.1.0,temporal,uhdhdsim,blockiness,fft,movement,cubrow.0.3,tone,cubcol.0,noise
45,245,68.9248,18.8623,56,21.0578,0,132,126,7,129,6,1.00647,74.10528,0.0,0.0,4.03571,8.482,16.57237,0.0,0.0,130.0,62.85445,0.0,1.16,2.433,-1.0,0.000373,0.18886575706170097,16.62658917462384,0.158818801992402,0.16782422769368457,0.2616906695943492,0.12175205451643939,87.42680068525439,0.17358521939161753,45809.74085940699,120.41775717269006,278.64271962392024,0.2254956970515038,0.2116658064719629,6.867164399361652,94.96007820708057,1.4774987148301957,65615.90517530408,19.466724537037038,0.199529263845935,0.8038690196078432,0.19382068809852906,0.43626668804319774
46,246,68.7582,18.63,56,21.0057,0,132,126,7,129,6,1.00307,73.9757,0.0,0.0,7.03571,8.473,16.34088,0.0,0.0,131.0,62.75378,0.0,1.17,2.12,-1.0,0.000271,0.1879915271712765,16.62006123860677,0.15898687857280314,0.1673410313017128,0.26166669415974453,0.1210033542970297,88.76813838370346,0.1739352399378312,45524.447700596116,120.9025222564855,277.6995074061991,0.22477260161394394,0.2114850376522194,6.848156160482463,94.97823199120327,1.592367112698717,65514.94365191712,19.46677276234568,0.1997396524929459,0.8027607843137256,0.19391921085591368,0.4362666880431972
47,247,68.7535,18.8431,56,21.1159,0,132,126,7,129,6,0.99972,73.91826,0.0,0.0,6.17857,8.411,16.14033,0.0,0.0,132.0,62.70481,0.0,1.16,2.227,-1.0,0.000227,0.18703650651217654,16.5946838002146,0.15902323197600962,0.16706465461159267,0.26128486616769325,0.12025671379587653,88.78501556012027,0.1744851168251293,45580.07713461793,121.34960746552505,276.76504904634595,0.22412154283230476,0.21124531484340764,6.825548121333246,94.98032261021021,1.3837908930270444,65574.79875494275,19.49778163580247,0.20022045236103744,0.8026364705882354,0.19418247630644583,0.4362666880431984
48,248,68.609,18.3311,56,21.3392,0,132,126,7,129,6,0.99963,73.77217,0.0,0.0,5.32143,8.438,16.32663,0.0,0.0,132.0,62.61365,0.0,1.16,2.019,0.125,0.000521,0.18625202321142006,16.600909574532213,0.15906607106874496,0.16664213629992508,0.26075129902035965,0.11953819430091203,87.74752656559683,0.17531867108669033,45308.74983007442,121.35358609195112,275.8494850737997,0.22371337241280023,0.21088194700210625,6.866827189519201,94.99710646396984,1.2194470442128302,65503.90499328582,19.62133487654321,0.20071049585018497,0.8018933333333333,0.1937915662221572,0.4362666880431902
49,249,68.5514,18.5959,56,20.7736,0,132,126,7,129,6,0.99967,73.71672,0.0,0.0,6.64286,8.482,15.87975,0.0,0.0,131.0,62.54587,0.0,1.17,2.098,-1.0,0.000257,0.18540330405078903,16.567513548297647,0.15926899827652044,0.16629745129253967,0.26033914169207684,0.11895015332325937,88.3701741234959,0.17597737765955515,45192.823608786755,122.0036312080767,274.9401942503441,0.22353511454161212,0.2105222843331023,6.826321716541518,95.01284345840585,1.3761219914658154,65504.483475550616,19.6796875,0.20094460412388965,0.801663137254902,0.19332551602297934,0.4362666880431983
50,250,68.4496,18.6216,56,20.6729,0,132,126,7,129,6,0.99405,73.57803,0.0,0.0,5.28571,8.453,16.1071,0.0,0.0,131.0,62.48277,0.0,1.17,2.007,-1.0,0.000294,0.1847931018396834,16.599794741030095,0.1594126134197095,0.16594568211361138,0.2601288860774604,0.11827295536937847,88.4229296609236,0.17677664841725954,45070.88046698169,122.43224048713117,274.05966673535437,0.22367012779874682,0.2099098635046758,6.854180949551706,95.01695752475918,1.5717920734368027,65480.87278579249,19.743827160493826,0.2011033524816234,0.8015713725490197,0.19297245670153992,0.43626668804319607
51,251,68.5691,19.028,56,20.8974,0,132,126,7,129,6,0.99459,73.6492,0.0,0.0,8.42857,8.418,16.13406,0.0,0.0,132.0,62.42748,0.0,1.45,2.276,-1.0,0.000385,0.18426709682770448,16.57969966935523,0.15965432754219558,0.16540439528816264,0.2602627900633134,0.1174936336363189,88.07771565000145,0.1775123022017106,45247.32894677261,122.77151924563094,273.1979295937179,0.22373817499328416,0.20949736266141222,6.857339398054698,95.02723221917469,1.5920454830321464,65486.59055077403,19.727189429012345,0.2014371122836363,0.8011011764705883,0.19261578056918877,0.43626668804319446
52,252,68.3585,19.2846,56,20.9449,0,132,126,7,129,6,0.99777,73.45046,0.0,0.0,6.21429,8.416,16.48579,0.0,0.0,132.0,62.34941,0.0,1.17,2.197,-1.0,0.00021,0.18387990178815164,16.58292963475357,0.15987522104188162,0.16503885752363487,0.2605089257472803,0.11683343194022502,85.27804111033528,0.17812834526995783,44793.745001867566,123.04529147683526,272.32147191384183,0.22357554776307684,0.20918129337590843,6.894071727733903,95.02991141017803,2.129130763485121,65515.45407780947,19.846547067901234,0.201413106136002,0.8007658823529412,0.1920967750761994,0.43626668804319313
53,253,68.2122,19.0913,56,20.856,0,132,126,7,129,6,0.99941,73.25782,0.0,0.0,6.14286,8.438,16.70939,0.0,0.0,132.0,62.27048,0.0,1.17,2.093,-1.0,0.000159,0.18343526707919355,16.54723932713638,0.160027824850001,0.16446028220536413,0.2607611690582338,0.11619232374397434,87.35042159300247,0.17895012424368376,44688.2551041452,123.71179776206304,271.46855563616697,0.2235345282505122,0.2090878321098551,6.919523966379211,95.06729888943043,1.7717148399735736,65496.54414764749,19.93161651234568,0.20116380393216854,0.799792549019608,0.19202506722401277,0.4362666880431966
54,254,68.051,18.9385,56,21.3072,0,132,126,7,129,6,1.00185,73.08523,0.0,0.0,7.32143,8.399,16.53887,0.0,0.0,132.0,62.19471,0.0,1.44,2.039,-1.0,0.000167,0.18298209874785645,16.563668521834007,0.1602412580089853,0.163949917894118,0.26079446812812745,0.11559019856241895,91.68239661292688,0.17961769127275765,44354.300608600024,123.76310143966033,270.62290602526275,0.22344675675100883,0.2091565915588471,6.906807732632751,95.07594096070342,1.3395886834120803,65599.50348832662,19.966194058641975,0.20085961155400997,0.7998074509803923,0.19202701059416277,0.43626668804319274
55,255,68.0297,18.7582,56,21.366,0,132,126,7,129,6,0.99682,73.00732,0.0,0.0,6.0,8.422,16.40576,0.0,0.0,131.0,62.13106,0.0,1.44,2.166,-1.0,0.000577,0.1823981269499704,16.56504237798997,0.1605092401714791,0.16357043405335403,0.26133439601231573,0.11508404362750357,87.7132164329069,0.18023630228505017,44487.88216648973,124.05768299199906,269.78957479435644,0.22326681693115072,0.20959832264617836,6.895053082373249,95.09281137586319,2.020694041251518,65654.70837560043,20.041666666666668,0.20014758709312458,0.7996945098039216,0.19175310804199427,0.43626668804319985
56,256,67.8869,18.557,55,21.3182,0,132,126,7,129,6,0.99608,72.88536,0.0,0.0,5.32143,8.431,16.24958,0.0,0.0,131.0,62.03047,0.0,1.16,2.213,0.125,0.000302,0.18190116712457685,16.516303733543115,0.160739486472859,0.16294834332360872,0.2621858790468981,0.11466700092369972,89.77426492683487,0.18084188019476605,44160.841508582824,124.79737489968883,268.9605359962915,0.22317002371940878,0.21018251426077106,6.888518963615363,95.09356898150881,2.1094852562292004,65596.87414408427,20.046537422839506,0.19955484063931722,0.7988760784313726,0.19156245880309167,0.43626668804319707
57,257,67.8571,19.2657,55,19.8211,0,132,126,7,129,6,1.00317,72.82034,0.0,0.0,7.32143,8.405,16.08183,0.0,0.0,130.0,61.9923,0.0,1.42,2.163,-1.0,0.000523,0.18122850974328147,16.512833018361786,0.16104590765608753,0.16251063516701109,0.2628793211740253,0.11421881635532201,88.24584879937835,0.18128035294660577,44144.87997474963,125.47378167046955,268.1392178648441,0.2231786917440402,0.2107372803150058,6.867549413997959,95.10050727863268,2.056852601420543,65525.566057385164,20.101707175925927,0.19931888816657617,0.7988200000000001,0.19119597333373894,0.43626668804320223
58,258,67.6116,19.3359,55,20.3552,0,132,126,7,129,6,1.0054,72.59316,0.0,0.0,5.75,8.452,16.69023,0.0,0.0,130.0,61.90005,0.0,1.16,2.259,-1.0,0.000363,0.18061799664541744,16.502655971197434,0.16128039858212137,0.16204027986546846,0.26348376628794157,0.11371318902589775,85.73689721114665,0.18164840688459372,43713.8279685745,125.79193052064824,267.3235304567652,0.2231393710581955,0.21077902863908152,6.938391227557443,95.11747798851829,2.165953252243724,65463.26923099497,20.103443287037038,0.19896552676774648,0.7980215294117644,0.19073823819457417,0.4362666880431954
59,259,67.7062,19.4334,55,20.8882,0,132,126,7,129,6,1.00405,72.63501,0.0,0.0,7.96429,8.402,16.75379,0.0,0.0,131.0,61.83467,0.0,1.44,2.075,-1.0,0.000688,0.1801324172762062,16.522118085696373,0.1617020984710328,0.16147410600755238,0.2638198502437644,0.11319259280737105,87.93713926798745,0.18193765366011697,43960.7573837448,126.03371804847377,266.5251331267458,0.22344199279923305,0.21094310791436305,6.945472134605559,95.11767723790675,2.564006710317617,65443.48571583223,20.167582947530864,0.19851957315259075,0.7980568627450981,0.19025040568691215,0.4362666880431978
60,260,67.55,19.1276,55,21.3519,0,132,126,7,129,6,1.00173,72.48084,0.0,0.0,7.39286,8.405,16.83446,0.0,0.0,130.0,61.75696,0.0,1.44,2.269,-1.0,0.000348,0.17998012235106128,16.490772011839315,0.16220901300696974,0.16095182893590473,0.264465934461709,0.11058506441907591,89.59299366588722,0.18218544510048432,43601.08155549829,126.40105092049961,265.72184764563605,0.2229428533838205,0.2107926426520766,6.9518315108647935,95.14702593300235,2.15746226692132,65281.003927257254,20.22463348765432,0.19855037948745619,0.7971007843137256,0.18946899323197278,0.4362666880432009
61,261,67.5996,18.6862,55,21.5807,0,132,126,7,129,6,0.99852,72.55738,0.0,0.0,7.5,8.384,16.56852,0.0,0.0,130.0,61.73509,0.0,1.44,2.099,-1.0,0.000123,0.17954961424131616,16.536845454463254,0.1626890705460047,0.1603631284966607,0.265163012703308,0.10826272849828879,89.55735206305806,0.18255237310169306,43854.60529953043,126.47807676007682,264.9344186623555,0.2229181826767829,0.21058028354429373,6.93571593815993,95.13395038653701,2.032032950964391,65271.32725166543,20.32320601851852,0.19856464249032907,0.7976996078431373,0.18880507612486314,0.4362666880431986
62,262,67.5942,18.8672,55,20.7376,0,132,126,7,129,6,1.00012,72.53499,0.0,0.0,4.71429,8.426,16.18534,0.0,0.0,131.0,61.65909,0.0,1.45,2.178,-1.0,0.000352,0.17898991151225585,16.50798467942226,0.1631066668373035,0.16006909780183126,0.26569243793153147,0.10617531824946803,88.57980328121141,0.18296051201943458,43855.74210146239,127.04506180533453,264.1669335153296,0.22299187997918224,0.2103694660085588,6.895670373573361,95.13002840682165,2.00789583533468,65206.66502161083,20.380787037037038,0.1983268733893302,0.7969423529411765,0.18814034486395617,0.4362666880431969
63,263,67.5104,18.4537,55,20.0909,0,132,126,7,129,6,0.99913,72.42445,0.0,0.0,6.82143,8.411,16.34198,0.0,0.0,131.0,61.59327,0.0,1.44,2.022,-1.0,0.000539,0.17841333621929475,16.486592422296972,0.1629559436086314,0.15939454872754635,0.26626600319156385,0.10426700531535994,87.18342477893206,0.18341336674113207,43708.608351229675,127.47116080159697,263.4010456290582,0.22284150291863325,0.21011209655160049,6.922285677303385,95.15658929741102,2.0485245469148623,65282.3092977358,20.358024691358025,0.19796030711197032,0.7961764705882354,0.1870255308190671,0.4362666880431995
64,264,67.4495,18.8711,55,20.4334,0,132,126,7,129,6,0.99449,72.3958,0.0,0.0,6.17857,8.427,15.9813,0.0,0.0,130.0,61.56144,0.0,1.44,1.809,0.125,0.000188,0.17812788438726063,16.495519190658758,0.1631271150550553,0.1588760721268748,0.26701066254856365,0.10305604137005664,87.02074048078225,0.18399632599378504,43609.85142675983,127.73450074532357,262.64339881772185,0.22271158592635393,0.20996465869607794,6.875722745399566,95.14056409216775,1.8538324446909626,65254.521157389056,20.349971064814813,0.1973750664490491,0.7958937254901961,0.18586071172614263,0.4362666880431978
65,265,67.4832,19.5596,55,20.825,0,132,126,7,129,6,0.9944,72.35881,0.0,0.0,8.96429,8.39,16.34973,0.0,0.0,130.0,61.5309,0.0,1.44,1.989,-1.0,0.000217,0.17789881481891429,16.505786848656925,0.16329494948351986,0.1581830945110173,0.26791393987821827,0.10221823616020777,90.89285324672136,0.18467928284352791,43677.707519660726,127.49091154291126,261.9027184836163,0.222967673718895,0.20983289286674398,6.9220527077997325,95.13922109249071,1.8247932551276216,65360.076435650124,20.362364969135804,0.19675017309612172,0.7958035294117648,0.18494046507238632,0.43626668804319263
66,266,67.3411,19.2431,55,21.9273,0,132,126,7,129,6,1.00271,72.2257,0.0,0.0,9.10714,8.39,16.94514,0.0,0.0,131.0,61.4683,0.0,1.45,2.272,-1.0,0.00014,0.17766959773922017,16.4491157060788,0.16357286080260774,0.15743768582756987,0.26849319809731653,0.10076041815953851,88.3808478205728,0.18526254007541734,43426.36806126519,128.16111273170134,261.16791896698624,0.2231537489540047,0.20954326936540604,6.983321674078336,95.15936038829062,1.6936320504349283,65369.313852259096,20.402970679012345,0.1961332007111234,0.7950596078431373,0.18381006699547586,0.43626668804319796
67,267,67.3793,18.943,55,21.2158,0,132,126,7,129,6,1.00143,72.24071,0.0,0.0,9.64286,8.411,16.67326,0.0,0.0,132.0,61.41285,0.0,1.44,2.187,-1.0,0.000286,0.17704630077177738,16.47863750693239,0.16370253138749588,0.15694853320344618,0.26913738396210957,0.09898394051457994,88.33107349208075,0.18612296307793294,43466.92139415683,128.38054916157063,260.42960523228976,0.2233843220945222,0.2092812435845174,6.962334017533762,95.15781627792248,2.013989085805017,65572.95334371863,20.39568865740741,0.19516189131218878,0.795223137254902,0.18240634550979082,0.43626668804319535
68,268,67.3052,18.7903,55,21.097,0,132,126,7,129,6,0.99978,72.15386,0.0,0.0,7.03571,8.396,16.40427,0.0,0.0,132.0,61.36622,0.0,1.45,2.102,-1.0,0.000223,0.17625450644342924,16.475290180724343,0.16405405489334712,0.15612895778922647,0.26971560493551794,0.09722130673089337,90.73163025046338,0.18703371015930945,43421.597523255085,128.86842590403847,259.71176886973416,0.22370391546675406,0.208912768722601,6.930614910122146,95.17886168110066,1.6291835589352073,65454.62903539752,20.361882716049383,0.19356364970337,0.7950831372549021,0.18102855690505487,0.4362666880432071
69,269,67.2834,18.8473,55,20.9592,0,132,126,7,129,6,1.00024,72.12147,0.0,0.0,7.17857,8.429,16.2802,0.0,0.0,132.0,61.30707,1e-05,1.43,2.104,-1.0,0.000126,0.1753151013928552,16.50397839958285,0.16404895071307415,0.1555679231437544,0.26984537814435167,0.09559563977389925,86.57291953471443,0.1879599022457385,43362.94949744822,128.8310420414157,259.0122895649856,0.2239550409821675,0.20849486512274706,6.922295233251489,95.17834160405081,1.174079641650878,65473.839933369745,20.33227237654321,0.19176260649473548,0.7944933333333335,0.17995496212314607,0.4384843140864232
70,270,67.2815,18.837,55,20.6907,0,132,126,7,129,6,0.9989,72.12266,0.0,0.0,7.32143,8.406,16.33027,0.0,0.0,133.0,61.2479,0.0,1.44,2.124,-1.0,0.000469,0.1743753469910176,16.49503298158999,0.16417153457551267,0.15478333999822147,0.26927012145001344,0.09416652022797103,87.31743631473901,0.1887955471214554,43410.618213652524,129.46939472685543,258.29656190783663,0.22410277677080048,0.2082481516949856,6.938459550664974,95.17783398587326,1.5463919017676602,65474.90530385725,20.27980324074074,0.19023651468534494,0.7940843137254903,0.1793030836005979,0.43848431408642047
71,271,67.287,18.743,55,19.9072,0,132,126,7,129,6,0.99826,72.13203,0.0,0.0,6.42857,8.455,16.32032,0.0,0.0,133.0,61.22434,0.0,1.43,2.045,-1.0,0.000122,0.17417327023287843,16.524980709876544,0.16452668760323577,0.1540231204644242,0.2685278226485944,0.09289459182000447,87.48238682494352,0.18976015909031813,43393.74899655833,129.93448210688427,257.60173098481414,0.22441844488861112,0.20828976926593648,6.92000572477849,95.17811388186303,1.1534305339720887,65491.694383283204,20.27879050925926,0.18871838020427947,0.794044019607843,0.178732650867553,0.4384843140864234
72,272,67.1444,18.8509,54,20.3603,0,132,126,7,129,6,0.99731,71.96568,0.0,0.0,6.5,8.459,16.24357,0.0,0.0,132.0,61.15316,1e-05,1.45,1.739,0.125,0.00021,0.17409348293331955,16.502939294885707,0.16500058504599804,0.15350702687175924,0.26810068565449624,0.09031564759392484,85.9662914371873,0.19055317245575204,43175.87344137492,130.34617306954465,256.92076814460546,0.22477872478999159,0.20814900699203112,6.91957254330777,95.18999965045742,1.7977311896027866,65562.6332753915,20.265817901234566,0.18713042473803077,0.7935329411764707,0.17816431917732797,0.43848431408642097
73,273,66.9862,18.6452,54,20.1842,0,132,126,7,129,6,0.99933,71.80225,0.0,0.0,7.25,8.438,16.33182,0.0,0.0,131.0,61.11,0.0,1.44,2.085,-1.0,0.000262,0.17387135399491513,16.50551426263503,0.1658568726803011,0.15279286114344948,0.2681969967700669,0.08850355205383667,89.26912741868911,0.19115682338769163,42934.45238579294,130.14857242387518,256.25330271796537,0.22538027576097472,0.20819562987424176,6.938128412479518,95.20952654259051,1.3700807238462018,65699.50682137843,20.24512924382716,0.18590363654049366,0.7938313725490197,0.1774072842081174,0.43626668804320134
74,274,66.9333,18.1697,54,19.4573,0,131,126,7,128,6,1.00374,71.77417,0.0,0.0,8.17857,8.422,16.15641,0.0,0.0,131.0,61.0634,1e-05,1.44,1.784,-1.0,0.000161,0.17387194366889108,16.503982732325426,0.166687242190112,0.1522158584055657,0.2687575393727535,0.08687605265373965,87.33714480150967,0.19182225181611495,42870.29875701007,130.76781912037833,255.5789746366521,0.2262394957141245,0.20800533334366514,6.919193420480495,95.21014043402593,1.84573645321491,65790.67700628361,20.191743827160494,0.18444373584022755,0.7929175490196078,0.17645091455149722,0.4362666880432
75,275,66.8452,18.4042,54,19.4492,0,131,126,7,128,6,1.00286,71.66975,0.0,0.0,8.17857,8.463,15.74477,0.0,0.0,131.0,61.00666,0.0,1.43,1.918,-1.0,0.000164,0.17358392402147513,16.535838939525462,0.16733592829319907,0.15156014707334511,0.2690929143239049,0.08549151483773743,88.59464232534918,0.19250934579659795,42760.944245941646,131.04108297857567,254.92298869179695,0.22704542348317044,0.20756229203997908,6.886535531326938,95.21083054190483,1.1228387193646612,65726.13073604705,20.16502700617284,0.18249429615003412,0.792692549019608,0.17490140928397072,0.43848431408642563
76,276,66.8378,18.1964,54,19.2439,0,131,126,7,128,6,1.00164,71.65403,0.0,0.0,7.92857,8.453,15.94187,0.0,0.0,131.0,60.95403,0.0,1.45,2.017,-1.0,0.000243,0.17318585498704775,16.503326039255402,0.1679963427039281,0.15099206871742551,0.26908421677283323,0.08469127630867108,90.94757347534811,0.19304164940325524,42734.681164408925,131.40910639327382,254.27624604617765,0.2280966182696016,0.20678651454014127,6.910825719161753,95.22192796838694,1.1450413233307117,65478.10337997697,20.14482060185185,0.18050623129833243,0.7921121568627452,0.1732429275068025,0.4362666880431992
77,277,66.7338,18.3903,54,20.3089,0,131,126,7,128,6,0.99638,71.52123,0.0,0.0,8.82143,8.468,15.76934,0.0,0.0,130.0,60.89938,0.0,1.45,1.994,-1.0,0.000135,0.1729851612673382,16.543208557882426,0.16835366608553198,0.150545979349187,0.26874336170886864,0.08475234630845713,90.92773337254734,0.19351108260678712,42429.16998363816,131.66359225336967,253.6340646845104,0.22927021532588832,0.20568564458674202,6.897994152985296,95.2432836751932,1.9285746810863909,65170.352876676014,20.117862654320987,0.17893774133870508,0.7920745098039217,0.17208016058706083,0.436266688043204
78,278,66.706,18.8428,54,20.6943,0,131,126,7,128,6,0.99625,71.45677,0.0,0.0,6.85714,8.483,15.93462,0.0,0.0,130.0,60.88509,0.0,1.44,2.056,-1.0,0.000522,0.17263973273233985,16.574141325774015,0.1685467451504622,0.14997637027951513,0.2684752474019837,0.08502749523713705,90.70267937102969,0.19380077904777326,42441.26635283767,131.93095949407743,252.9984639623546,0.2303295771812069,0.20452017149481697,6.895914712697238,95.24147672188924,1.9605395113153785,65073.66738540918,20.05353009259259,0.17792014031644296,0.7918372549019609,0.17105078111414543,0.438484314086424
79,279,66.5493,18.6386,54,20.7508,0,131,126,7,128,6,1.00447,71.29331,0.0,0.0,8.96429,8.53,16.32504,0.0,0.0,131.0,60.80271,0.0,1.44,2.127,-1.0,0.000357,0.1723122284065872,16.55029296875,0.16879019484066282,0.1494944050085655,0.268161585313033,0.08526313104120146,88.73373428898373,0.19401379756397424,42128.530254455305,132.3562153472661,252.38330473574405,0.23159678060249253,0.20323144350928363,6.948632059158835,95.26769226913167,1.941558030844171,65016.96001845162,20.07590663580247,0.17709159070293976,0.791301568627451,0.16965858683572155,0.43626668804319846
80,280,66.5485,18.5313,54,20.7628,0,131,126,7,128,6,0.99856,71.26663,0.0,0.0,8.85714,8.497,16.1453,0.0,0.0,131.0,60.74215,0.0,1.44,2.021,0.125,0.000422,0.17142021112020883,16.531779724874614,0.1688348749641781,0.1490724883482552,0.26768487945842473,0.08562659860054055,88.95791926978796,0.19410419302484996,42207.321129423326,132.43943591517413,251.76045285300086,0.23289177421107632,0.20196493072271895,6.936539528663846,95.26330020519838,1.6907333594279181,65040.415385273605,20.043065200617285,0.17603447184643506,0.7912035294117647,0.1681386234130897,0.43626668804320046
81,281,66.5592,18.185,54,19.7634,0,131,126,7,128,6,0.99949,71.23736,0.0,0.0,7.14286,8.452,16.05508,0.0,0.0,129.0,60.70879,0.0,1.43,2.293,-1.0,0.000271,0.17019912270305268,16.532054194697626,0.16907878109734342,0.1488088147313981,0.2671978988987517,0.08572524369760035,86.77254718906565,0.19416400118387056,42245.563601923786,132.93454634472312,251.15887952667163,0.23402872549104728,0.2008618534006972,6.927699197536906,95.25978878409259,1.7596320871251165,65075.87406006123,19.997010030864196,0.17533642791829537,0.7912113725490197,0.16626945805711255,0.43626668804319935
82,282,66.5534,18.4661,54,20.0528,0,131,126,7,128,6,0.99369,71.26604,0.0,0.0,8.07143,8.5,15.75046,0.0,0.0,130.0,60.6486,0.0,1.43,1.778,-1.0,0.000188,0.16942227788341002,16.56779366952402,0.16958825416806725,0.1485898535262529,0.2666599854211614,0.08577070064184217,86.70024645516465,0.1942996640428767,42330.50489662643,132.88193211603823,250.5691123963715,0.23538657397031576,0.1998889644872061,6.89977798527909,95.24993257349031,1.1414448632188547,65076.85868167489,19.978346836419753,0.1751541255965671,0.7910184705882353,0.16448794195871883,0.4384843140864247
83,283,66.2967,19.0001,53,19.7308,0,131,126,7,128,6,0.99474,70.96131,0.0,0.0,6.57143,8.487,15.99933,0.0,0.0,130.0,60.57853,0.0,1.43,1.903,-1.0,0.000308,0.16894200336714318,16.517905718014564,0.1699618565707391,0.14828406684505832,0.26596870066795675,0.0863237946031654,86.25435857423427,0.19450479802368856,41744.89082608554,133.14135910274874,249.97153194908688,0.23708183295951277,0.1990567000622773,6.935561274447457,95.28938905644523,1.4930948819848011,65151.2842240602,19.95283564814815,0.17531152956682247,0.7901627450980393,0.16301270194392317,0.4384843140864238
84,284,66.4252,18.6582,54,20.9465,0,131,126,7,128,6,1.00015,71.09988,0.0,0.0,6.85714,8.49,16.45893,0.0,0.0,132.0,60.56222,0.0,1.44,2.049,-1.0,0.000225,0.16861411435645277,16.524384863582657,0.17053527385861314,0.14816593883277074,0.26491868347598624,0.086825347199448,88.45117964843787,0.1945951369094293,42072.220406758766,133.7380181815541,249.3839153830961,0.23873573004996793,0.19825063419996394,6.966214383965239,95.27302556933475,1.5812332783222094,65239.16923724041,19.979359567901234,0.1760736287024718,0.7902074509803922,0.1623616316059842,0.4384843140864259
85,285,66.216,18.6341,53,20.2703,0,131,126,7,128,6,0.99829,70.89558,0.0,0.0,6.96429,8.52,16.17378,0.0,0.0,132.0,60.49928,0.0,1.44,1.927,-1.0,0.000536,0.16795696273720093,16.508190202124325,0.17099022469362538,0.14790109426005002,0.26358685680392585,0.08715532788828095,87.8935408623662,0.19477143950361073,41648.26710070515,133.87622999150614,248.8004170305362,0.24047134491006286,0.19742378139731717,6.952774806805272,95.2959989364555,1.3930983389128484,65185.24724049301,19.987461419753085,0.17712512900202823,0.7898721568627451,0.16196202585878547,0.43848431408642313
86,286,66.2427,18.3437,53,20.343,0,131,126,7,128,6,0.99768,70.89672,0.0,0.0,7.60714,8.483,16.14572,0.0,0.0,133.0,60.46376,0.0,1.46,1.98,-1.0,0.0002,0.16709243123587025,16.524825861424574,0.1713717816999099,0.14762383661105277,0.26214670839393117,0.08734809054414956,87.6723503994748,0.19494768720918226,41811.14280617986,134.20981092909412,248.22282834062702,0.24180874330644794,0.19663145325690137,6.932444423630701,95.2954216573363,1.6605515795114,65206.39197158797,19.98143325617284,0.17808547479558925,0.7898956862745099,0.16145002069530145,0.4362666880432034
87,287,66.2945,18.2147,53,19.5899,0,131,126,7,128,6,0.9985,70.9791,0.0,0.0,7.07143,8.471,15.89409,0.0,0.0,132.0,60.45055,0.0,1.44,1.828,-1.0,5.7e-05,0.16652936450751232,16.547607987015336,0.17190395472083572,0.14760081170842687,0.26071696896485874,0.08791259334276245,87.95202028526984,0.19509572249413756,41919.215473495744,134.58298278360968,247.65480727507293,0.2429432922036924,0.19562149546804838,6.920185428937925,95.28132601266745,1.5988597624836631,65153.34187704251,19.96166087962963,0.17884530665809356,0.7898721568627453,0.16109644517456825,0.43848431408642613
88,288,66.2208,18.6344,53,19.7906,0,131,126,7,128,6,0.99409,70.86307,0.0,0.0,7.92857,8.493,15.78497,0.0,0.0,132.0,60.40129,0.0,1.45,1.857,0.125,0.000508,0.1662518577774974,16.545196533203125,0.1724640686324758,0.1475110829475808,0.25919617960428826,0.08872211182279466,88.87013429247204,0.19528252149943276,41831.851282685,134.9273230401372,247.0885842718571,0.2441776017455335,0.19438151990767366,6.9071646462466845,95.30075251344743,1.934297929431396,65138.00055520729,19.867814429012345,0.17966479299446955,0.7895137254901947,0.16066964904031733,0.43626668804320995
89,289,66.0748,18.4354,53,20.4113,0,131,126,7,128,6,0.99525,70.72541,0.0,0.0,6.53571,8.527,16.14582,0.0,0.0,132.0,60.36437,0.0,1.43,1.949,-1.0,0.000191,0.1666162025350023,16.532008041570215,0.1732418657729955,0.14738726826992207,0.25769356514894814,0.08924001184873145,87.65464619758173,0.19544286517262585,41539.04034289534,135.0482105123879,246.53121174131957,0.2457278557481521,0.19332485242527295,6.946029587605643,95.30699667878899,1.3335810066328755,65166.130151895406,19.872154706790123,0.18017221983771115,0.7892698039215688,0.16036352009034024,0.4362666880432047
90,290,66.0183,18.5674,53,19.9197,0,131,126,7,128,6,1.00489,70.61486,0.0,0.0,6.10714,8.568,15.97397,0.0,0.0,131.0,60.31042,0.0,1.44,2.143,-1.0,0.000109,0.16720265036204185,16.49061867042824,0.1741452277925407,0.14734818188390358,0.2563876675562369,0.08974815767450905,86.49551861520794,0.1957822251364277,41450.284593763354,135.32957897705185,245.9733688327905,0.24703007826360024,0.1920169897648999,6.921587000738797,95.31970120370667,2.0181790507311756,65133.86402741844,19.890962577160494,0.18058150483908098,0.7888164705882355,0.16037958686459555,0.4362666880432002
