,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,tone,cubcol.0,movement,cubrow.1.0,cubrow.0.5,saturation,blockiness,color_fulness,cubrow.0.6,contrast,cubrow.0,uhdhdsim,cubcol.1.0,cubcol.0.6,noise,cubcol.0.3,fft,temporal,staticness,blur,cubcol.0.5
45,145,36.8795,8.56803,30,10.7799,0,108,121,9,135,8,1.01152,40.19791,0.0,0.0,2.67857,8.264,7.29979,0.0,0.0,126.0,45.32326,0.0,0.41,3.569,-1.0,0.295709,0.08045082971828955,0.6671556862745098,0.10166933194650467,11.408998842592593,0.15724395826278567,0.10491226470182705,48.68899159372589,1.013033608293778,65.57537151638695,0.1249435930403432,92.62597730756333,0.09322796846179036,99.33174920060623,0.128357344265092,0.09940576727413598,0.38498551471421977,0.08710544270388029,64367.501545330546,5.313364747460653,501.29549193777507,10081.44664914145,0.08895042790124108
46,146,36.9044,8.83123,31,9.80229,0,108,121,9,135,8,1.01034,40.24041,0.0,0.0,3.35714,8.23,7.3701,0.0,0.0,126.0,45.33647,0.0,0.41,3.079,-1.0,0.272662,0.08056807840180673,0.6672129019607842,0.10226199639898952,11.771122685185185,0.15771541603699407,0.10459757159188879,48.54300586088204,1.5320526588085701,65.71432751854852,0.12538216791900456,90.92414913171498,0.09292021116161826,99.31492833807263,0.12902503795417863,0.09933697812435892,0.3849855147142203,0.08711242706941469,64417.59529376887,4.6657868335338,501.4340290887233,10086.55261573267,0.08897437064870806
47,147,36.8736,9.2404,31,9.92819,0,108,121,9,135,8,1.00471,40.20075,0.0,0.0,3.07143,8.306,7.59814,0.0,0.0,126.0,45.36374,0.0,0.41,3.445,-1.0,0.27213,0.08071975750097748,0.6673580392156863,0.10256952302744274,11.84008487654321,0.15814526720770122,0.10419166395488742,48.41325472608025,1.1523985168913908,65.46493197982628,0.12572169611227502,88.88925948405125,0.09250040839058637,99.30265672052758,0.12981234119565285,0.09905537623199868,0.3849855147142214,0.08708817812655727,64355.06730812889,4.709245821389633,501.59349706325423,10040.49934435429,0.08900484764486363
48,148,36.9658,9.48815,31,10.3267,0,109,121,9,136,8,1.00219,40.30996,0.0,0.0,2.92857,8.332,7.9632,0.0,0.0,126.0,45.41221,0.0,0.41,2.763,0.15638,0.30612,0.08087987625031245,0.66936,0.10270946596801421,11.980275848765432,0.15828081960638968,0.10390820008597308,48.52380295741705,1.2321099876706358,65.65160773228101,0.1259978406123432,92.05433713711624,0.09213356440038839,99.29437866326614,0.12968086952265023,0.09881464633768924,0.384985514714219,0.08709101329828318,64254.99161950996,4.758489324025235,501.7475521162624,10121.218692994671,0.08902622097871424
49,149,36.9813,9.58888,31,10.0512,0,109,121,9,136,8,1.00067,40.2762,0.0,0.0,3.17857,8.268,8.1765,0.0,0.0,126.0,45.51269,0.0,0.41,3.007,-1.0,0.306537,0.08097877233708618,0.6727141176470589,0.10283149394185129,12.246479552469136,0.1583498182829197,0.10366972342443394,48.54815334743924,1.50902224026765,65.5011916284579,0.12625326700964395,92.58335217737122,0.0917886474457582,99.29554335056133,0.12946233149433078,0.09859395675478999,0.3849855147142181,0.08707712571901036,64321.97893886351,4.71039132751551,501.89455259344226,10150.964004613903,0.08911055008068174
50,150,36.7841,10.1365,31,10.4342,0,109,121,9,135,8,1.00517,40.06581,0.0,0.0,2.42857,8.315,8.26142,0.0,0.0,127.0,45.57227,0.0,0.41,2.908,-1.0,0.353503,0.08099811042338133,0.6752596470588236,0.102925899274935,12.703125,0.1585286094835101,0.10345567478378997,48.387326841001155,1.408096688135262,65.70004242127163,0.12653718069150158,91.32161547392124,0.09145603482373926,99.32114387576853,0.12916715705680792,0.0984928854663689,0.38498551471421855,0.08709692420667489,64139.76247344182,4.748531100714697,502.02175550204686,10003.187296147371,0.08911198454737408
51,151,36.6165,11.0139,30,11.2627,0,109,121,9,136,8,1.01245,39.91078,0.0,0.0,1.82143,8.411,8.75288,0.0,0.0,126.0,45.64656,0.0,0.41,2.598,-1.0,0.360088,0.08099963156097577,0.6779305882352943,0.10306751270067627,13.062548225308642,0.15880560868172658,0.10311986955474688,48.351160873601465,1.3635482386853806,65.61300234241783,0.1266841143594984,91.12173285455557,0.09120718059482223,99.34256982452838,0.12878424521325152,0.09840809959042117,0.38498551471421844,0.08701557771443288,64142.071639742484,4.8009547661550265,502.1366310403945,9876.002016617102,0.08906200098294466
52,152,36.4283,12.3753,30,11.2186,0,109,121,9,136,8,1.00497,39.77346,0.0,0.0,3.46429,8.434,9.48464,0.0,0.0,126.0,45.67336,0.0,0.41,2.867,-1.0,0.371683,0.0810451469281898,0.6783996078431374,0.10320892298892895,13.089891975308642,0.15895606398229062,0.10284676640094752,48.28484636471595,1.464975200601297,65.61403698796201,0.12688353278411565,90.00610155088718,0.09084047832827528,99.36720030883954,0.1285512717123201,0.09810464605982305,0.384985514714219,0.08695925751706093,64168.64164080459,4.839131094578282,502.24288428757643,9754.83362370988,0.0890520748307138
53,153,36.409,12.9756,30,12.5174,0,109,121,9,136,8,1.00075,39.80409,0.0,0.0,2.89286,8.393,10.63978,0.0,0.0,127.0,45.56103,0.0,0.41,2.383,-1.0,0.323097,0.08101027490834779,0.6757211764705884,0.10329014344178795,13.194010416666666,0.1589364382291855,0.10261164795180575,48.30623824508102,1.371479494856034,66.18768212431813,0.1271201933745522,91.41265197599677,0.09052384720254622,99.34946664035566,0.12837713178135826,0.09806009578920181,0.38498551471421966,0.08695947318964747,64049.61473565725,4.942668887007772,502.4154525294296,9775.0289280365,0.08908564738190985
54,154,36.3556,13.3951,31,12.1854,0,109,121,9,136,8,1.00321,39.84635,0.0,0.0,3.32143,8.429,11.15757,0.0,0.0,126.0,45.32943,0.0,0.41,2.538,-1.0,0.361683,0.08091617095746345,0.6733090196078432,0.10324314572610875,13.423755787037036,0.15870273316353747,0.10236480526347756,48.372086701569735,1.0530111100098463,66.62723207972026,0.12737921647498776,94.35868900738112,0.09021355685491457,99.33223299076901,0.12818913985638955,0.09783816780573433,0.38498551471421977,0.08699354675043382,64081.403448200974,5.097182958522709,502.63136441280193,9791.056847789969,0.08912742118193993
55,155,36.3631,13.7772,31,12.3991,0,109,121,9,136,8,1.00298,39.87527,0.0,0.0,1.75,8.49,11.51878,0.0,0.0,127.0,45.09782,0.0,0.4,3.378,-1.0,0.342423,0.08134382776778912,0.6686811960784312,0.10315797551876842,13.422791280864198,0.15843477352489344,0.10205167059577483,48.44941259313513,1.288659783807495,66.32272517068147,0.12750366651129777,91.43432880043812,0.08983002401684897,99.31271281493098,0.12829522941224433,0.09775739026121143,0.38498551471422093,0.08700351563789356,64169.3975632735,5.132865730090537,502.81905102626075,9837.064529855037,0.08915115711569725
56,156,36.5242,13.82,31,13.49,0,109,121,9,136,8,1.00778,40.04905,0.0,0.0,2.14286,8.528,11.84098,0.0,0.0,127.0,44.91609,0.0,0.41,2.374,0.17605,0.327067,0.08125852286468964,0.6671035294117648,0.10338205727144684,13.764564043209877,0.15843629519909608,0.10181461098674416,48.47027644404658,1.5049835649987784,65.88493047124203,0.12759923491080474,90.38195753495171,0.08943232626413308,99.28799834699946,0.12857033420737693,0.09752808838673827,0.38498551471422005,0.08698049699494499,64170.114855858614,5.192414437954009,502.93523663387555,9950.766293557836,0.08919182691180548
57,157,36.4441,13.8484,31,13.2669,0,110,121,9,136,8,1.00818,40.02216,0.0,0.0,2.39286,8.461,11.87701,0.0,0.0,128.0,44.71259,0.0,0.41,2.629,-1.0,0.332925,0.08140188263150364,0.6650658823529412,0.10375206200189828,14.258680555555555,0.15847427636131384,0.10161047518535213,48.547977777174964,1.3495319987166534,66.19494424489854,0.1277732644885228,90.1137279391308,0.08903718839563265,99.29148221117565,0.12843897677665386,0.09734451797586093,0.3849855147142211,0.08693694929125276,64078.713882631426,5.264478293860933,503.0327796078388,9890.51101938634,0.08928233221355307
58,158,36.3077,14.3034,31,14.106,0,110,121,9,136,8,0.99697,39.92487,0.0,0.0,1.64286,8.594,11.90134,0.0,0.0,127.0,44.5556,0.0,0.41,2.352,-1.0,0.330995,0.08213541523032415,0.6647678431372549,0.10420871173404955,14.750289351851851,0.1585367950465958,0.1012800949305079,48.71110139069734,1.0568985203918164,66.60617322886353,0.1279806531080785,92.78052650118339,0.08873325692557327,99.29962980582006,0.1281156221490578,0.09720131220955089,0.38498551471422315,0.08687672917745577,64006.02981102302,5.368017988345381,503.1328818280432,9832.577241073423,0.08936159591820801
59,159,36.4057,13.6941,31,14.0918,0,110,121,9,136,8,0.99614,40.04604,0.0,0.0,2.28571,8.503,12.29849,0.0,0.0,128.0,44.40466,0.0,0.41,2.275,-1.0,0.357089,0.0820615692265181,0.6619184705882336,0.10483398759506841,15.184944058641975,0.1582930224595356,0.10096103746539656,48.75203827281057,1.0211023566924995,66.19818311743722,0.12826274181983224,92.44549453820277,0.08868297387725906,99.2783309350017,0.12798838838399013,0.09703628585443642,0.3849855147142218,0.08682472030301387,64135.01552993648,5.343831536812061,503.19012254098885,9924.407903657533,0.08947275120179922
60,160,36.1272,14.1029,31,13.2222,0,110,121,9,136,8,0.99977,39.80664,0.0,0.0,1.75,8.364,11.77337,0.0,0.0,129.0,44.37861,0.0,0.41,2.123,-1.0,0.329973,0.08239253821805598,0.6622152941176471,0.1060316170510384,15.74585262345679,0.1578797930832075,0.10028711985922403,48.58519999186198,1.1115722684932405,66.06264564151661,0.1287225469652711,90.4969653169035,0.08849898923407555,99.33166927743676,0.1278498325218477,0.09703104431150052,0.3849855147142221,0.08673612284923782,64113.79567864174,5.178024885192901,503.22240808633904,9646.94982882114,0.0901113586398099
61,161,36.2172,14.9802,31,14.0618,0,110,121,9,136,8,1.00925,39.88018,0.0,0.0,2.0,8.373,12.1262,0.0,0.0,129.0,44.40819,0.0,0.41,2.345,-1.0,0.339753,0.08222074279015718,0.6653697843137241,0.10716509249927528,16.190104166666668,0.1576468679082535,0.09987714229676725,48.513810334382235,0.625017102473724,65.9367620482836,0.12901822773246327,92.39598867111533,0.08791254916973561,99.31383640396093,0.12765080558029587,0.09731621643319631,0.38498551471422005,0.08662299193918908,64128.01781064102,5.242256776288157,503.2039023878423,9722.853982117334,0.09024530574329617
62,162,36.2415,15.1529,31,13.8331,0,110,121,10,136,8,1.01398,39.8645,0.0,0.0,2.0,8.495,12.86543,0.0,0.0,129.0,44.34207,0.0,0.41,3.176,-1.0,0.338124,0.08219208635709725,0.6652886274509804,0.10855416828952552,16.344376929012345,0.15760299421255342,0.09930939144396861,48.514432365511674,0.8120910430707289,66.27702033482694,0.1294165948135819,90.59328264156856,0.08760230972278996,99.29918147383832,0.1272959013674098,0.09752007628316824,0.3872031407574507,0.08646733317807413,64102.865999758076,5.245601739487158,503.1542878116155,9771.10931654465,0.09137218791547662
63,163,36.1747,15.1072,31,14.237,0,110,121,10,136,8,1.0147,39.7609,0.0,0.0,2.17857,8.51,13.01662,0.0,0.0,129.0,44.34837,0.0,0.41,3.334,-1.0,0.341531,0.08228621281070826,0.6660396078431373,0.10936863257357116,16.102237654320987,0.1574947917872021,0.09878948241486106,48.44432859067564,1.0765831105610912,66.29201199942455,0.1298559773355348,92.08446108343023,0.08716412749801238,99.3111495732982,0.1268024955049696,0.09764287656302686,0.38498551471422154,0.08632370925673707,64120.78107461133,5.2553312724978065,503.09418350017273,9772.46835012395,0.09024839516898629
64,164,36.2986,15.3504,31,14.8792,0,110,121,10,136,9,1.01168,39.84038,0.0,0.0,1.75,8.529,12.98249,0.0,0.0,129.0,44.36259,0.0,0.41,3.665,0.18274,0.341803,0.08250261601063198,0.6670811764705883,0.11022340054811415,16.08839699074074,0.157419544843202,0.09837174079112361,48.548119439019096,1.2331770357310932,66.52688631329147,0.1302423613945638,88.13984664693575,0.08694615346093514,99.29231502410695,0.12615786360340694,0.09819820585773299,0.3849855147142214,0.08617378877286898,64128.41768899598,5.318472239148244,502.9872428061024,9789.899818451775,0.09021820465292951
65,165,36.3221,15.9155,31,15.8027,0,110,121,9,136,8,1.00853,39.81066,0.0,0.0,1.71429,8.558,13.19709,0.0,0.0,129.0,44.31941,0.0,0.41,3.398,-1.0,0.332624,0.08272818715532622,0.6682211764705883,0.11092768113570653,15.98779899691358,0.15730840214879016,0.09804220227790615,48.555756557134934,1.3243259565380008,66.80733083616967,0.1305189097359706,91.89700281595796,0.08707378663852056,99.297266885931,0.1255778918562851,0.09808786228238547,0.3849855147142221,0.08598312956436917,64107.74338040779,5.354612152409018,502.87799516138386,9829.036484791879,0.09002338575515756
66,166,36.3782,15.7837,31,16.3586,0,110,121,10,136,8,1.00544,39.88281,0.0,0.0,1.53571,8.531,13.67668,0.0,0.0,129.0,44.41579,0.0,0.41,3.686,-1.0,0.323117,0.08257090560707005,0.6696113725490197,0.11167994047207234,15.996383101851851,0.1572364341583411,0.09763884135951711,48.83079039020303,0.7888299065967695,66.80583620404367,0.13093526768030234,90.38583545525532,0.08708103707991964,99.27151703733497,0.1250605208072649,0.0976770806304495,0.38498551471422093,0.08580801521004294,64192.7919252628,5.449669993217885,502.7682107142599,9876.625132854873,0.0899982511680446
67,167,35.8998,15.7648,30,15.2067,0,110,121,10,136,8,0.99895,39.46793,0.0,0.0,1.53571,8.513,13.5615,0.0,0.0,128.0,44.33348,0.0,0.41,2.99,-1.0,0.313551,0.08207127916411237,0.6679235294117648,0.11237187357525927,16.089940200617285,0.1569667982286819,0.09717272759931349,48.71169987431279,1.2027581305971018,66.2722608570419,0.1313275040696247,88.3506613464416,0.08687047744591185,99.34512829701345,0.12475061874356871,0.09739188615984873,0.38498551471422077,0.08565452925566196,64215.42734617304,5.437165849318359,502.6038458056804,9498.627457978733,0.09035391497629149
68,168,35.9211,15.7036,31,16.3604,0,110,121,10,136,8,0.99703,39.60532,0.0,0.0,1.07143,8.617,13.54532,0.0,0.0,128.0,44.23279,0.0,0.41,2.839,-1.0,0.309053,0.0818372327427969,0.6653768627450981,0.11301716115401518,16.248649691358025,0.15665217900448022,0.09677492800690157,48.71915953836323,1.1443307313892803,66.23290466127418,0.13172021128606987,88.27156815314612,0.08671201925108431,99.30933131660981,0.12462224311010729,0.09748407458422455,0.3872031407574503,0.08549957689143604,64225.27353130026,5.410371371454793,502.4203726143815,9505.581548628143,0.09075917635121464
69,169,36.2225,16.2158,31,16.7136,0,110,121,10,136,8,1.00024,40.06181,0.0,0.0,1.21429,8.664,13.51077,0.0,0.0,129.0,44.33857,0.0,0.41,2.99,-1.0,0.290807,0.08151548730001505,0.6660698039215687,0.11365692334248755,16.403935185185187,0.15611503493138604,0.09646551800217018,49.22153557671441,0.9935642605875409,65.86766194699888,0.1321669516020612,88.49808433147125,0.08685184779418467,99.24416443321101,0.125357149196658,0.09730056553042868,0.39104418173651867,0.08530299982594948,64383.21606233485,5.6469612871481045,502.2232113732097,9673.23234619993,0.09113248314154918
70,170,37.1593,16.939,32,17.2717,0,111,120,10,136,9,1.00243,41.10135,0.0,0.0,0.82143,8.621,13.9681,0.0,0.0,128.0,44.59252,0.0,0.42,3.176,-1.0,0.279953,0.08152231663949268,0.6719850980392157,0.11448249821484664,16.902150848765434,0.15578694155362965,0.0962284271601965,49.702909493152006,1.4217708201416113,66.11385036069989,0.13257804033524048,91.87324312097849,0.08743951087261373,99.06536903660063,0.12593682743774498,0.09684181521676435,0.3971028487588024,0.08519306481161892,64446.007587495864,5.693251822943057,501.99830978386615,10353.754149681317,0.0914549112026321
71,171,37.4859,16.7816,32,17.1106,0,111,120,10,136,9,1.0069,41.49172,0.0,0.0,1.35714,8.49,14.58002,0.0,0.0,129.0,44.77969,0.0,0.41,2.763,-1.0,0.275278,0.08165277166575785,0.675684705882353,0.11528499541933776,17.30984760802469,0.15529157354035542,0.09580984386963297,49.65935846022618,1.5094112807184967,66.80711785343391,0.1330534707789762,88.33578437666499,0.08770510932410756,99.0194388729106,0.12556546464014673,0.09649900431079456,0.3993204748020333,0.08503021017584021,64153.705795006324,5.661476849692028,501.77297013649167,10537.280606755094,0.09172248520976817
72,172,37.5411,16.9158,32,17.3834,0,111,120,10,136,9,1.00452,41.67186,0.0,0.0,1.64286,8.549,14.43914,0.0,0.0,129.0,44.87181,0.0,0.41,3.124,0.1713,0.249922,0.08178272748332141,0.6761610196078423,0.11598181561404619,17.452980324074073,0.15499104724504492,0.09564425573057941,49.5145421911169,1.5730141922382606,66.51356902426488,0.1335115622988481,87.08877384473917,0.0880160837982513,98.99242037283584,0.12572344215557388,0.0964285667839097,0.3993204748020343,0.08490979540389872,64191.31196195868,5.642187134069926,501.54171470951735,10597.732831898904,0.0919025655778078
73,173,37.6186,16.5835,33,18.0109,0,111,120,10,136,9,1.00149,41.77253,0.0,0.0,1.28571,8.565,14.53997,0.0,0.0,129.0,44.91446,0.0,0.41,3.458,-1.0,0.246552,0.08216778559645839,0.6756007843137255,0.11653708368711199,17.48943865740741,0.15470986184897093,0.09537738774397089,49.50060545367959,1.4676891369768026,66.50901476730377,0.1340311122902696,92.01025668557747,0.08866234034746057,98.96218804566303,0.12617054496346536,0.09643680146159334,0.39932047480203564,0.08491792167873358,64220.879533295105,5.6369246886922,501.2682624540377,10650.57362246119,0.09237025656946526
74,174,38.0479,16.4877,33,18.1313,0,111,120,10,136,9,0.9989,42.15366,0.0,0.0,1.92857,8.524,14.25622,0.0,0.0,128.0,44.88295,0.0,0.41,3.67,-1.0,0.273874,0.08252997296711893,0.6754895686274505,0.11719857257858397,17.484905478395063,0.1542727902625387,0.0952071478446997,49.72738421404803,1.4651231083207676,66.57687522481237,0.13458927752237282,92.29396821778045,0.08917650777335416,98.91106105214703,0.12676794944462755,0.0963649228407207,0.3993204748020367,0.0850200828333558,64258.94781808652,5.689831210611341,500.9777671496011,10967.665003208587,0.09277974591245945
75,175,37.9092,16.1154,32,19.6728,0,110,121,10,137,8,0.99862,41.81816,0.0,0.0,2.57143,8.458,14.24114,0.0,0.0,128.0,44.13111,0.0,0.41,3.55,-1.0,0.283165,0.08282440325286312,0.6601808235294115,0.1178357211442922,17.161458333333332,0.1543270152661421,0.09472331134879303,51.4658361364294,1.8082967844298408,66.42265129049096,0.13475636223313292,86.99297800454161,0.08963364291692884,98.99332357952743,0.12736239427263008,0.095836280542584,0.39932047480202165,0.08462823585021222,64221.43052034891,6.047041590600878,500.794492145233,10829.552188768032,0.09339953267867612
76,176,38.1184,15.8654,33,17.6608,0,110,121,10,137,8,1.00352,42.05697,0.0,0.0,2.67857,8.505,13.85522,0.0,0.0,128.0,44.11892,0.0,0.41,3.529,-1.0,0.279846,0.08274846819663073,0.6634203921568629,0.11853107686259316,17.54123263888889,0.15447636156980316,0.09437468157611527,51.480098771460256,1.7650002002912224,66.0772468361174,0.13506245308906029,87.24394658524811,0.08999822068052006,98.96395547309885,0.1278313070357781,0.09543951301627714,0.399320474802031,0.08431046919958034,64210.14607130537,5.7375988452713615,500.61598748377804,10973.080985495935,0.09413419790762174
77,177,38.1644,15.8031,33,17.8976,0,110,121,10,137,8,1.00689,42.11381,0.0,0.0,1.53571,8.506,13.64562,0.0,0.0,128.0,44.16573,0.0,0.42,3.801,-1.0,0.260409,0.08296317064897578,0.6648854901960785,0.11919949860102862,17.56274112654321,0.1545055411180557,0.09426274027112158,51.57889114191503,1.1152906485108154,66.17083633300147,0.13535404504430254,86.9328491206287,0.0904600802793066,98.94852056168561,0.12836811907659082,0.09533968343225575,0.39932047480203076,0.08394472408049332,64254.019303593566,5.661782359093175,500.4082844323889,11012.562235808526,0.09483655251260625
78,178,38.2095,15.7607,33,18.0356,0,110,121,10,137,8,1.00596,42.1127,0.0,0.0,3.82143,8.456,13.59018,0.0,0.0,128.0,44.18477,0.0,0.41,4.049,-1.0,0.224384,0.0834360006701063,0.6631913725490196,0.11983494562254013,17.38237847222222,0.15396284076793482,0.09418855408100746,51.63810221354167,1.2003081601041663,66.2342303327325,0.13571894697414175,90.56265815380468,0.09084216245043719,98.95493809326537,0.12858035710450103,0.09533468771860505,0.39932047480203314,0.08368105488543166,64173.07662212013,5.559843946724958,500.231838704292,11072.425283566554,0.09546379994232494
79,179,38.2931,15.8979,32,17.4627,0,110,121,10,137,8,1.00749,42.14878,0.0,0.0,4.10714,8.449,13.55641,0.0,0.0,128.0,44.27821,0.0,0.41,4.36,-1.0,0.24155,0.08356655770328446,0.6630745098039216,0.12042357226478119,17.061873070987655,0.15356961315826342,0.0941947407224508,51.62003279320988,1.513272340639927,66.07356742034841,0.1360392482937058,87.70895009265396,0.09141704403541896,98.96666274036234,0.1286610065335595,0.09543870983102752,0.3993204748020332,0.08348014766984084,64193.74463071459,5.529619740686935,500.0515003017067,11140.64020339025,0.09615911281366163
80,180,38.1811,15.6952,32,17.6894,0,110,121,10,137,8,1.00791,42.03225,0.0,0.0,2.60714,8.429,13.67775,0.0,0.0,128.0,44.33784,0.0,0.41,4.82,0.15265,0.20112,0.08392242131089694,0.6639266666666667,0.12088776468369862,16.960165895061728,0.1532941073023586,0.09396860863667932,51.66925595130449,1.2475228317363276,65.97475393555222,0.13644002367502628,89.13117742225118,0.09218615440789336,98.98664051909306,0.12897019367269802,0.09569669613608336,0.3993204748020294,0.08303873703212605,64196.91996455058,5.502977662087513,499.8770065671706,11025.268819698622,0.09698076010299428
81,181,38.1017,15.5558,32,17.2157,0,110,121,10,137,8,1.00441,41.94846,0.0,0.0,2.89286,8.589,13.49713,0.0,0.0,128.0,44.40071,0.0,0.42,4.457,-1.0,0.213863,0.08407092494224751,0.6658541176470588,0.12119275280435875,16.91285686728395,0.15315057385747627,0.09381154844647395,51.849861050829475,1.0683508712730485,66.17083839869996,0.13686463049159864,86.03579604145064,0.0921494905687106,98.9787704764906,0.12943983132342657,0.09613055831140575,0.39710284875880114,0.08289373919874549,64158.94542048737,5.534848112444389,499.7336451385889,10952.791217690115,0.09781951821620961
82,182,38.115,15.5878,32,16.9337,0,110,121,10,137,8,1.00027,42.0087,0.0,0.0,2.14286,8.41,13.37726,0.0,0.0,127.0,44.29286,0.0,0.41,3.88,-1.0,0.198698,0.08458556759916727,0.6615388235294118,0.12142121051533608,16.64867862654321,0.1531335782031349,0.09395911023632783,51.84429780936536,1.1008247570453984,66.5391986129745,0.1367474403336189,90.19092522308432,0.09251909710919223,98.97060105523698,0.1295283472706792,0.09635916039961531,0.39932047480202665,0.08268719047222282,64082.69086804987,5.486121264055303,499.62131420429216,11015.73128812873,0.0986540483889159
83,183,37.963,16.0901,32,16.6624,0,110,121,10,137,8,1.00374,41.88629,0.0,0.0,4.0,8.34,13.40468,0.0,0.0,127.0,44.25607,0.0,0.41,3.57,-1.0,0.211295,0.08504282511719426,0.6608517647058824,0.12165918376830982,16.46850887345679,0.1527273954054009,0.09390502919751341,51.75754782594281,1.7150446886231172,66.67266588719463,0.1368667999470317,87.97448562696232,0.09250473275985312,98.98818015993342,0.12929358403861282,0.09666001831794478,0.399320474802027,0.08254316326571784,64132.516148233255,5.450912193123268,499.56187466323956,10904.619240702226,0.09942047605894075
84,184,37.9555,16.425,32,17.2861,0,110,121,10,137,8,1.00444,41.89647,0.0,0.0,3.75,8.435,13.83232,0.0,0.0,128.0,44.20458,0.0,0.42,4.366,-1.0,0.192572,0.08539041368785855,0.6620007843137254,0.1219268091380985,16.32325424382716,0.1523914206897016,0.0936488537075216,51.79733257529177,1.6743114062792959,66.33626845056172,0.13711751138027567,88.8491453856951,0.09307236300911853,99.00762789437893,0.12900641903354967,0.09723089121940902,0.3910441817365166,0.08247562755209029,64129.4013522673,5.354840772763098,499.5044874460084,10826.755718678822,0.10005829209354941
85,185,38.3411,16.097,33,17.2018,0,110,121,10,137,8,1.00462,42.25354,0.0,0.0,5.42857,8.394,14.12296,0.0,0.0,128.0,44.14092,0.0,0.42,4.661,-1.0,0.205335,0.08560779716190539,0.6613890196078432,0.12226941562639193,16.099681712962962,0.152042026646194,0.09432567768146573,51.80395771544657,1.4315613602068447,66.28933710578802,0.1373608301177834,91.3564566256575,0.09326452019651238,98.9539895041282,0.12873108247197565,0.09790527693851149,0.399320474802031,0.08239807134639678,64255.319212400165,5.367061665333825,499.4920878583912,11127.792530133274,0.10078683214455991
86,186,38.3889,15.8114,33,16.7296,0,110,121,10,137,8,1.00282,42.27909,0.0,0.0,4.07143,8.292,13.83819,0.0,0.0,128.0,44.02434,0.0,0.41,5.009,-1.0,0.215069,0.08593626351927015,0.6537035294117648,0.1225185851875771,15.891541280864198,0.15155157933113686,0.09520578210561824,51.97092409487124,1.9847000302207338,66.6158178787877,0.13796356103715318,89.15546229167317,0.0938375213469257,98.96422474078483,0.12856787051257715,0.09857741791141801,0.3948852227155804,0.08244095977001208,64271.95948223359,5.401512187530177,499.50349410287504,11155.28179861098,0.10163416351388437
87,187,38.4572,15.9215,33,16.8751,0,110,121,10,137,8,0.99922,42.41294,0.0,0.0,3.39286,8.268,13.59187,0.0,0.0,128.0,43.8938,0.0,0.41,4.645,-1.0,0.203479,0.0862860443233722,0.6502729411764706,0.1224351679285507,15.91232638888889,0.15114767294731124,0.0952199694745757,51.84809517566069,1.9057588629674225,66.46177605536114,0.138231683234847,88.38381140961643,0.09439500529915389,98.97809437855307,0.12851243327523373,0.09916439463923546,0.39932047480202576,0.08246445715750123,64192.19528629541,5.3269233519095565,499.53635802206645,11249.567750963526,0.1024277036730961
88,188,38.3662,16.0815,33,16.1454,0,110,121,10,137,8,0.99727,42.36073,0.0,0.0,4.10714,8.313,13.68185,0.0,0.0,128.0,43.87493,0.0,0.41,5.214,0.14828,0.212384,0.08660247041556862,0.6536750196078411,0.12224774339580169,15.806809413580247,0.1508175635465672,0.09580183624137263,52.066449954185956,1.3913921573257488,66.79704978749432,0.13822169788813016,89.20337238212531,0.09498009902028402,98.97990732172272,0.12836332083151905,0.09972244803080133,0.39710284875880064,0.08246310255101674,64220.26295966504,5.343214196539652,499.58321843016535,11219.326762651406,0.10313495858741457
89,189,38.0161,15.6278,33,16.3723,0,110,121,10,137,8,0.99494,42.05671,0.0,0.0,3.82143,8.283,13.8148,0.0,0.0,128.0,43.81861,0.0,0.42,4.548,-1.0,0.24833,0.08689501717542032,0.653643137254902,0.12196375425185778,15.240933641975309,0.15056189647526277,0.09547218640903925,52.14678615993924,1.2590017403600742,66.75714653094956,0.13824111346423668,90.8922912928901,0.09547891424028136,99.02408850974581,0.12857168789065385,0.10041164407279034,0.3993204748020302,0.08246140808816797,64360.21483021521,5.332823266021997,499.65489205901855,11001.659151471136,0.10389533780558896
90,190,38.2007,15.0563,33,16.4069,0,110,121,10,137,8,1.0035,42.21289,0.0,0.0,3.28571,8.228,13.4307,0.0,0.0,128.0,43.83218,0.0,0.42,4.294,-1.0,0.252842,0.08709566374189538,0.654527450980392,0.12156326139729583,14.888117283950617,0.1504345958867053,0.09562768125762622,52.47016398111979,1.1539598296784108,66.713436132395,0.13820761859264075,88.62068627013558,0.09609320302007751,99.02888789614852,0.12851598720959384,0.10080394217766364,0.3993204748020312,0.08243616495406604,64236.327054812355,5.2850803980193914,499.74031027752295,11165.364225150492,0.10460973114690822
