,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,color_fulness,cubcol.0.6,cubrow.0.6,fft,cubcol.1.0,uhdhdsim,cubcol.0.5,blur,blockiness,staticness,movement,saturation,cubrow.1.0,cubrow.0.5,cubcol.0,cubrow.0.3,contrast,cubcol.0.3,temporal,cubrow.0,tone
45,45,60.9046,21.7696,39,33.6407,0,112,122,8,133,9,1.00222,59.41723,0.0,0.0,3.60714,4.897,18.43277,0.0,0.0,125.0,43.16261,0.00121,0.42,2.61,-1.0,1.716936,0.34582167542982756,116.13162924121052,0.13337422198765447,0.17371377020525938,65440.47652104163,0.15887471010645737,92.45855180948686,0.11767567016654157,24255.935671741852,3.5950226013835658,366.837118522585,25.283805941358025,36.88164510844666,0.10642477045781921,0.21406587032742266,0.1905353355459695,0.22680900642571833,91.88596996785583,0.19666095926393695,5.804789553289012,0.08371346519961385,0.7106368627450981
46,46,61.6551,21.8957,39,33.8696,0,112,122,8,133,9,1.01201,60.11738,0.0,0.0,4.67857,4.904,18.68246,0.0,0.0,124.0,43.06252,0.00117,0.42,2.502,-1.0,1.734914,0.34582167542982534,116.76239374552651,0.1324383791681937,0.17325209587844745,65379.68256822794,0.15807012155533143,92.34989973803332,0.118006347561624,24707.690843876466,3.087300276630762,364.9904861344337,25.859471450617285,36.615381688247496,0.10635978439265917,0.21332009063493332,0.19108433542407163,0.22695556215385512,94.52014566880396,0.1974271234938649,5.853044889996206,0.08361380309350312,0.7096588235294117
47,47,61.7595,21.5255,39,34.0367,0,112,122,8,133,9,1.01027,60.15862,0.0,0.0,5.03571,4.794,18.7916,0.0,0.0,124.0,43.22022,0.00116,0.31,2.31,-1.0,1.732547,0.34360404938660133,115.93962711336539,0.1320337310229405,0.17286379471476643,65260.04473467089,0.15704464599728638,92.32206853772587,0.11837136266971543,24345.416490378517,3.4828903760561993,362.7169059799038,26.498601466049383,36.631735154140145,0.10626339459486683,0.2125579392448006,0.19158214131441287,0.2270887017380528,87.01047535322152,0.19788186733147842,5.871246488870667,0.08346065779458098,0.7115894117647058
48,48,62.0586,21.3167,39,33.143,0,112,122,7,133,9,1.00647,60.3835,0.0,0.0,5.75,4.721,18.47846,0.0,0.0,124.0,43.37153,0.00093,0.31,2.728,0.41667,1.745349,0.3397630084075349,115.82984810738124,0.13175900870026483,0.17224064949380494,65256.37847036817,0.1562003463238835,92.28265656137089,0.1187063943176962,24380.40526696988,3.3287272475427216,360.38341683041455,26.782793209876544,36.389880145037615,0.10628859146903084,0.21185202186261634,0.1920843603434979,0.22731460488527527,90.59748375796057,0.1981406280282271,5.881889826039648,0.08329688274119874,0.7123262745098039
49,49,62.0961,21.4472,38,33.4461,0,112,122,7,132,8,1.00908,60.34702,0.0,0.0,5.57143,4.652,18.2909,0.0,0.0,123.0,43.22818,0.00092,0.41,2.392,-1.0,1.730081,0.33754538236430864,115.57117820988734,0.1315443053904816,0.17183013704919203,65225.131818646485,0.1551322449560803,92.24308689404933,0.11909261497552107,24191.653609069534,5.124431466850313,358.15638661157107,26.589988425925927,36.33880012418017,0.1063042382249886,0.21118998204376774,0.19260541636470177,0.22753584997412227,90.37522010991862,0.198426268128631,5.868902333161919,0.08315917326394488,0.7048286274509803
50,50,62.5009,21.2133,38,32.1778,0,112,122,7,133,8,1.00138,60.65561,0.0,0.0,6.39286,4.631,18.40567,0.0,0.0,123.0,43.09661,0.0009,0.41,2.668,-1.0,1.755509,0.33976300840753576,115.26913397397735,0.13133958311702343,0.17110752277152974,65257.80605511248,0.1539833595917801,92.18142907057499,0.11948858735777323,24439.654041561625,4.412011302840791,356.04660241082416,25.966242283950617,36.432720984941646,0.10623009347411454,0.21055676097341577,0.19308043660058294,0.22753677684158158,90.34605162202999,0.19891139026930874,5.847569255449111,0.08301074636414463,0.6956580392156864
51,51,62.7055,21.0593,38,31.277,0,112,122,7,133,8,1.00192,60.68396,0.0,0.0,5.17857,4.592,18.20714,0.0,0.0,123.0,43.21677,0.00076,0.41,2.987,-1.0,1.763543,0.3375453823643047,113.80732612747586,0.13114566452346238,0.17040785331691635,65342.19610741794,0.15244740972534532,92.16049442769368,0.11982322652786002,24738.545467857213,3.997719222589824,354.03352058593015,25.41039737654321,36.22683094165943,0.10577299197131475,0.20990763110889016,0.19360476503129959,0.22761794974315125,86.3568729959622,0.19945940425635625,5.836943602813718,0.082868172282452,0.6933654901960785
52,52,62.9288,20.9475,38,32.9576,0,112,122,7,133,8,1.00131,60.67422,0.0,0.0,4.0,4.609,18.0752,0.0,0.0,123.0,43.44241,0.00086,0.31,3.193,-1.0,1.837452,0.33754538236430287,111.6054780796974,0.13099341586302676,0.16989897395698922,65567.33403572618,0.15105227325885792,92.1934805043582,0.12011771691165854,25567.59009054303,3.913650943480618,352.0673094468332,24.757764274691358,36.29927383234472,0.1054600132846375,0.20917571073340732,0.19398174249202108,0.22775135627941825,91.68208097519033,0.2000215436106799,5.887376312558848,0.08268069220711229,0.6948986862745089
53,53,63.1907,20.6869,37,30.6112,0,113,122,7,133,8,1.00329,60.72903,0.0,0.0,4.03571,4.616,17.98754,0.0,0.0,123.0,43.61329,0.00074,0.31,2.915,-1.0,1.894886,0.3375453823642997,110.91250406720413,0.13084085780054933,0.16928741829575789,65487.912099131354,0.14970630115598935,92.1893005177048,0.12037287457536595,26110.931463106474,4.045231027659768,350.1640673846094,24.46657986111111,36.370930047682776,0.10500129030371558,0.2083592583007656,0.19451912080691927,0.22786306642627968,88.78387285479005,0.20060741132890703,5.874890660921085,0.08251576223529933,0.6931403921568627
54,54,62.7036,20.5532,37,29.5017,0,113,122,7,133,8,1.00815,60.11786,0.0,0.0,4.25,4.588,17.76543,0.0,0.0,123.0,43.61598,0.00086,0.31,3.048,-1.0,1.966286,0.33148671534200264,109.87373620545858,0.1307070650973349,0.16890042942694394,65736.81349446927,0.1484613500282246,92.29724467595068,0.12056991233896816,25577.314802919736,4.47640019545753,348.3438880564973,24.61183449074074,36.15386812186536,0.10457180628011449,0.20746872747776166,0.19509835056695934,0.22774374498398858,88.36210594448227,0.20137577357526698,5.843602554201577,0.08246883261422204,0.6922196078431373
55,55,62.198,20.8812,36,30.7899,0,113,122,7,133,8,1.00518,59.51906,0.0,0.0,2.5,4.625,17.64436,0.0,0.0,123.0,43.43928,0.00077,0.31,3.211,-1.0,2.060009,0.32321042227649277,110.21596990922107,0.13053851923464638,0.16839910452545212,65718.65001842321,0.14737307931291982,92.39411979412041,0.12077926431777813,24890.20792734317,4.113631504637444,346.47339440063695,24.413387345679013,35.92676271038291,0.1043028262411785,0.206813224095736,0.19568010035908956,0.22764307048564242,90.44259604062896,0.20232601558595523,5.857391814587681,0.08238971562856177,0.6853270588235294
56,56,61.6474,20.9757,35,31.0672,0,114,122,6,133,8,1.01066,58.95097,0.0,0.0,2.71429,4.681,17.92911,0.0,0.0,123.0,43.30798,0.00063,0.31,2.542,0.40908,2.036475,0.3232104222764864,109.68062517389035,0.13032810564608513,0.1677894173736245,65197.01182972535,0.14623314051043249,92.47746624516876,0.12094087376829918,24035.786236902353,4.111903271585835,344.4348704202063,24.50491898148148,35.487508514781055,0.10379710736645763,0.20618537182002852,0.19611506289747335,0.2275504231507899,86.88178056430363,0.2033637006715385,5.880539563957682,0.08228347601166192,0.6797117647058825
57,57,61.9475,21.2147,35,31.0121,0,114,122,6,133,8,1.01056,59.18111,0.0,0.0,4.89286,4.75,18.00608,0.0,0.0,123.0,43.30087,0.00099,0.31,3.13,-1.0,2.108024,0.3232104222764847,108.56571889219045,0.1300883094637813,0.16731928060576454,65249.97949656423,0.14525208151123842,92.39470056697695,0.12126925738989562,24594.896438010594,4.507632773057784,342.1637348965748,24.588541666666668,35.29429061324508,0.103269670868224,0.2055933743781084,0.19658628046477578,0.22744550680967188,89.7343418509094,0.20424712069693698,5.903886728619751,0.08221939627885351,0.6778745098039216
58,58,62.1382,21.1551,34,32.5959,0,114,122,6,133,7,1.00283,59.32352,0.0,0.0,2.39286,4.777,18.20487,0.0,0.0,123.0,43.28872,0.00099,0.31,3.268,-1.0,2.030356,0.32321042227648306,107.84533266853826,0.1299955938633331,0.16677830913586275,65266.383806824015,0.14458168277614433,92.36653788150058,0.12140090772138458,25158.252027769224,4.28418396638411,339.84196838531125,24.29639274691358,34.98229095082224,0.10281627925424106,0.20498033796182996,0.19707812919648957,0.22725299898407958,87.9850573481333,0.20530736662733684,5.975563651268396,0.0821297215753215,0.6784627450980392
59,59,62.8659,21.5396,34,33.2225,0,114,122,6,133,7,1.00411,59.96739,0.0,0.0,3.17857,4.847,18.15407,0.0,0.0,123.0,43.55654,0.0011,0.31,3.585,-1.0,2.020814,0.3232104222764814,105.6638867575385,0.13007705511662407,0.16631145465430297,65330.17439094923,0.14411741261570532,92.31290543883051,0.12155336442087222,26539.718486464226,3.4115848146343666,337.83309302531825,24.361014660493826,35.08388943142361,0.1023572670300683,0.20438234100828664,0.19748393542098672,0.22706465293614742,87.34602312364501,0.2063449202612438,5.97003810460384,0.082117861740622,0.6850698039215687
60,60,63.1642,21.7783,35,31.3831,0,115,122,6,133,7,1.00857,60.22859,0.0,0.0,4.17857,4.902,18.48857,0.0,0.0,123.0,43.78697,0.00102,0.3,3.223,-1.0,1.946158,0.32321042227647373,105.0116181354701,0.1302683545145192,0.16533078565757492,65527.427592316664,0.14322437926056106,92.34870489761997,0.1216545885657832,27511.744679014955,3.2266791465546105,336.2270531118069,24.601224922839506,34.966785007052955,0.10176109319096596,0.20311291560408412,0.19864759822933137,0.22647363915929722,88.45459056976941,0.2067274212376551,5.974037878074832,0.08193700191380637,0.6901420980392138
61,61,63.2539,21.6511,35,31.9144,0,115,122,6,133,7,1.00466,60.23227,0.0,0.0,6.07143,4.965,18.6947,0.0,0.0,123.0,43.87472,0.00069,0.31,3.611,-1.0,1.998425,0.3171517552541904,104.98825913089436,0.12967223166249217,0.16487478166981862,65695.94969205545,0.1422691322047033,92.4221340977752,0.12164676157230805,28057.61350655861,3.920478595644216,334.8164126931052,24.942804783950617,34.655298680434996,0.1010822410059778,0.20183806245741567,0.20072307262035757,0.226046078080729,87.60334824231607,0.20724375722702534,5.978955977167192,0.08177765731605395,0.6949018431372543
62,62,63.3201,21.8647,35,30.3679,0,115,122,6,133,7,1.00187,60.2337,0.0,0.0,4.82143,5.012,18.5877,0.0,0.0,123.0,43.82694,0.00055,0.31,3.964,-1.0,1.912964,0.3149341292109627,105.12220685892525,0.12870011683607704,0.16465015778807904,65577.38618559155,0.14065867784223293,92.53755837570209,0.12161127076321063,28814.651339702712,3.1388543887606706,333.3702530269028,25.253809799382715,34.478382063500675,0.10032727781272403,0.20050483120702378,0.20394894811858644,0.2257730791548013,87.66512208293668,0.2077299513299875,5.975676299819656,0.0815189121999237,0.6984486274509804
63,63,63.3972,21.9236,35,30.3211,0,115,122,6,133,7,0.98996,60.31464,0.0,0.0,7.28571,5.003,18.76867,0.0,0.0,123.0,43.71212,0.00044,0.3,3.571,-1.0,1.869527,0.31877517019003027,106.00945035558473,0.12972835266863167,0.1644763674369757,65538.70319005748,0.139246149265365,92.5238681378986,0.12142771529647549,29333.527145168806,3.2788256194263483,331.8634922797775,25.168595679012345,34.227086196711035,0.09964572565332273,0.19909501266995622,0.20854735213650197,0.22542662497494895,88.38291897621029,0.208323669760177,6.035114249615797,0.08136301151016652,0.6993678431372549
64,64,63.4382,22.0573,35,30.1882,0,115,122,6,133,7,0.98991,60.44065,0.0,0.0,4.39286,5.076,18.81665,0.0,0.0,124.0,43.41088,0.00106,0.3,3.993,0.41268,1.866897,0.3232104222764783,107.35462469484247,0.1311624883018311,0.16446041454869573,65504.3844364164,0.13787316783847478,92.46564022671224,0.12118122991955296,29616.52449024386,4.20045928680908,330.4049764549681,25.112895447530864,34.14663451394917,0.09902377933421085,0.1977279332315867,0.21446001966351966,0.2252098698866592,88.86311668143816,0.20882516580053329,6.108621770449827,0.08115310101697415,0.6968407843137254
65,65,63.3865,21.6728,35,31.0658,0,115,122,6,133,7,0.99066,60.52266,0.0,0.0,6.5,5.118,18.93195,0.0,0.0,124.0,43.17082,0.00083,0.3,4.079,-1.0,1.856451,0.3209927962332496,108.85025767507214,0.1294120134476704,0.16462584575822092,65698.52521384801,0.1365568493111021,92.50762363471378,0.12088187637427562,29783.140823000806,4.4789011114969535,328.9076263824707,25.107976466049383,33.87364253291377,0.09844023070664526,0.1964674710396383,0.22137922111224248,0.2249025913024209,89.98924363888734,0.2092570331676701,6.126685987195654,0.08095966433655291,0.6934767647058797
66,66,63.5058,21.4351,35,30.7544,0,115,122,6,133,7,0.9908,60.71093,0.0,0.0,4.28571,5.1,18.60165,0.0,0.0,125.0,43.08091,0.00109,0.31,3.515,-1.0,1.738074,0.32321042227648455,109.62984353243877,0.12852809238690543,0.16481337187303838,65798.99469600873,0.1353480824474438,92.3643920398089,0.12063699054071805,29861.553553818903,3.3794358715793305,327.1891879007618,24.800636574074073,33.915277551721644,0.09771010120817422,0.1953057147163487,0.2292239688410702,0.2247215795471529,90.15846344662201,0.20972641210061782,6.127021310779563,0.08091413117817248,0.6897725490196078
67,67,63.2864,21.1026,34,30.8558,0,115,122,6,133,7,0.99723,60.50438,0.0,0.0,2.78571,5.083,18.39677,0.0,0.0,125.0,42.86976,0.00097,0.3,3.48,-1.0,1.788288,0.32321042227648494,109.68896149105824,0.12809819565767755,0.16517689316842823,65847.04062408367,0.13394513204324154,92.42755151252666,0.12044522606679854,29574.39273221349,3.0342174494660314,325.3874600367606,24.004677854938272,33.80610355330102,0.09673755156399731,0.19404392898934528,0.23677984485201786,0.224768332456981,90.80430816274637,0.21023730523540526,6.130522831307717,0.08078710008651216,0.6866768627450981
68,68,63.1152,20.5493,34,32.303,0,115,122,6,133,7,0.99454,60.30463,0.0,0.0,4.35714,5.045,18.11956,0.0,0.0,125.0,42.75384,0.00092,0.3,3.391,-1.0,1.788546,0.3232104222764831,108.10360689517123,0.12818683922189564,0.16546328433958302,65769.21463146043,0.13267616721648987,92.5011172315998,0.12073942982073924,29409.879119062887,3.6398554036083905,323.6052660284003,23.185956790123456,33.94937604739342,0.09586036554703019,0.19298247129860666,0.2440457257816408,0.22470304629115959,86.90660269997015,0.21040437559959072,6.073046871949794,0.08070446559249068,0.6862647058823529
69,69,62.5279,20.1252,34,29.9574,0,115,122,6,133,7,0.98793,59.73148,0.0,0.0,2.57143,5.025,17.64554,0.0,0.0,125.0,42.73191,0.00066,0.3,3.184,-1.0,1.828489,0.3232104222764822,107.13862484031834,0.12904482796304415,0.16573194577983122,65557.43112859476,0.1319956405910569,92.64112205988737,0.12188284926477272,28806.121144470482,4.390838747840256,321.88703061714125,22.69849537037037,34.158528457453215,0.09491079812562583,0.19211001314282855,0.25002103297870837,0.22470003697248955,88.37404218747105,0.21065317136115821,6.055534836334755,0.08030385592965035,0.6857603921568628
70,70,61.963,20.167,34,30.9637,0,114,122,6,133,7,0.99307,59.16798,0.0,0.0,3.64286,5.013,17.28579,0.0,0.0,125.0,42.6066,0.0005,0.31,3.155,-1.0,1.835173,0.32321042227648183,108.82904961943682,0.12952804047256405,0.16581788877575954,65498.41253967254,0.13100748014023458,92.76316488522863,0.12157070946306132,28065.731783395953,3.9938987258318774,320.22848696795916,22.918113425925927,34.33880181960118,0.09411232370522614,0.19113779813265835,0.2559976318752634,0.22461236286911387,91.53416399841348,0.21102227654335334,6.051284955095693,0.0798950499385435,0.6787710980392149
71,71,61.7819,20.0597,34,28.7903,0,114,122,6,133,7,1.00125,58.99218,0.0,0.0,5.64286,4.942,17.31648,0.0,0.0,125.0,42.57457,0.00043,0.3,2.735,-1.0,1.916985,0.32321042227647884,108.55879499648934,0.13041816729727432,0.16604964897958285,65534.466555472725,0.13048183374324754,92.89108560534642,0.12224771258451236,27692.145125241048,4.656888982586928,318.6703827507936,23.116512345679013,34.562522605613424,0.09329056438615152,0.19019771798512297,0.26267551521650834,0.22427101813457984,91.26584472894234,0.2114949399554764,6.02510384026767,0.0794421799514387,0.6770611764705883
72,72,61.8222,20.5582,33,29.7829,0,114,122,6,133,7,1.00667,59.01431,0.0,0.0,3.0,4.941,17.22054,0.0,0.0,125.0,42.6595,0.00035,0.31,2.955,0.40998,1.901716,0.32099279623325344,108.33826358163807,0.130716397250135,0.1662048342528408,65509.738433497376,0.1298133643436746,92.96075895262136,0.1221869270258515,27548.310122723244,3.9480795292242643,317.24366925062384,22.715663580246915,34.683976350007235,0.092550064941233,0.18941388511838306,0.26970658008079046,0.2239652397170532,92.62842279670792,0.21233458565028934,5.989813629496399,0.07915656689927919,0.6792792156862744
73,73,61.6182,20.5099,34,29.6786,0,114,122,6,133,7,1.00707,58.92093,0.0,0.0,2.42857,4.933,17.64924,0.0,0.0,125.0,42.50676,0.00039,0.3,3.648,-1.0,1.965581,0.31655754414679294,108.13111014056807,0.13208448297222222,0.16635586181802098,65199.84766788773,0.12910010972163485,92.96222678095236,0.12162451846869958,26905.080097566355,4.615363902099355,315.9213943815251,22.603684413580247,34.51592471275801,0.09183558186410608,0.18862058214228516,0.27559077357166695,0.2236377371617058,91.36302860340813,0.2132068020975379,5.947323676954793,0.07874524366930488,0.6755353921568623
74,74,61.3483,20.4391,34,30.3311,0,114,122,6,133,8,1.00641,58.73477,0.0,0.0,5.28571,4.894,17.60594,0.0,0.0,125.0,42.32347,0.00044,0.31,3.373,-1.0,1.987805,0.3187751701900281,107.21929847171499,0.1331983017305903,0.16645916309816594,65253.813956317696,0.12839567279591288,92.96904832374796,0.12133707691515977,26293.67312797179,3.771873378160504,314.6192769045062,22.509114583333332,34.43121639298804,0.09112596280848283,0.187704758910666,0.2814384295817393,0.2233245072222267,95.11867148657589,0.21433602153140408,5.910245222102967,0.07846228028443525,0.6704243137254903
75,75,61.2803,20.7215,34,31.2059,0,114,122,6,133,8,0.99555,58.69117,0.0,0.0,4.35714,4.838,17.54196,0.0,0.0,125.0,42.27174,0.00035,0.3,3.595,-1.0,2.049109,0.3187751701900254,107.89890382071056,0.13479216118492016,0.16664223009838885,65199.59896563428,0.1277545866549972,92.95583979129557,0.12153891335133428,26077.09046579004,3.5901248201039873,313.2951562529824,22.703317901234566,34.25336804802035,0.0905726171491473,0.1865851297352795,0.28792492644974305,0.223121601313276,91.50515095313075,0.2151843471024873,5.904464886894141,0.07833161415703431,0.6698517647058824
76,76,60.828,20.1037,33,30.7692,0,114,122,6,133,8,0.99303,58.18667,0.0,0.0,5.21429,4.784,17.78579,0.0,0.0,125.0,42.55572,0.00033,0.3,2.987,-1.0,2.105071,0.31877517019002316,107.03200183351763,0.13623033758103265,0.16673856162993064,65292.74074647444,0.12709233462114397,93.00660088784184,0.12224585570555041,25563.427177580546,3.7479193930296586,311.9542761315029,23.18185763888889,34.0144423496576,0.08997805237759053,0.18576374475572346,0.2938178733939747,0.22296006306525784,93.02616421188188,0.21577697749910327,5.887585542134102,0.07825135178259175,0.6765090196078433
77,77,60.0888,19.5617,33,29.2851,0,114,122,6,133,8,0.99284,57.48739,0.0,0.0,7.14286,4.793,17.25532,0.0,0.0,125.0,42.89032,0.00028,0.31,3.918,-1.0,2.074324,0.31493412921096064,106.62704768208644,0.1372344240848281,0.16684173461110546,65281.280502157766,0.12654634993494993,93.12040249849784,0.12403609731010555,24589.25223460356,3.8024645295549626,310.6737952873818,23.306520061728396,33.974569626796395,0.08960311861386995,0.185025241186063,0.2996319155172909,0.2229138466908481,90.63422328537129,0.21685689582038994,5.863272472623131,0.0780612296445796,0.6831105882352941
78,78,59.7233,19.5955,33,29.6809,0,114,122,6,133,8,0.99806,57.112,0.0,0.0,5.57143,4.765,16.79115,0.0,0.0,125.0,43.10222,0.00028,0.3,4.127,-1.0,2.118192,0.31493412921096015,107.40135895710002,0.1369492456147784,0.16681764688302173,65276.064571357754,0.12656442021454886,93.0913501623924,0.12561232157707194,24202.69362245261,3.8437096138661837,309.4314598041508,23.500192901234566,33.86134677463107,0.0892696017503131,0.18432290361576617,0.30556862068553436,0.22285248106213085,90.60139667848894,0.21802135082531857,5.865716633365644,0.07795125914726779,0.6862568627450981
79,79,58.6171,19.6856,32,29.2085,0,114,122,6,133,8,0.99604,56.01789,0.0,0.0,7.85714,4.708,16.81986,0.0,0.0,125.0,43.10048,0.0002,0.3,3.988,-1.0,2.134904,0.3149341292109553,106.75582455564714,0.1360100688168139,0.16685740514634945,65207.18744265663,0.1266300164576256,93.21209048549835,0.12767824663579,22829.635414178236,3.4370696934052214,308.2779066066934,23.296489197530864,33.7631820867091,0.08910807521501843,0.18376210565455958,0.31135201608498614,0.22286394725228245,89.44932139251044,0.21918947270379976,5.873239710896031,0.07784353934242717,0.6822258823529412
80,80,57.6071,19.6263,32,30.8933,0,114,122,6,133,8,0.99516,55.03369,0.0,0.0,5.96429,4.774,16.89794,0.0,0.0,125.0,42.99121,0.00031,0.3,4.071,0.41795,2.107189,0.30059916912314555,106.818201919388,0.1352562917981921,0.16664976604339102,65113.350876049284,0.12708297266218346,93.3428785006487,0.13113910838327292,21778.999444551555,3.4553378010075497,307.2037004351154,23.126350308641975,33.84824211214795,0.08913376363983075,0.18314319037532883,0.31610075868829407,0.22280006392930515,95.14137281931704,0.22013635315005528,5.870867737831706,0.0776548093106401,0.6755040980392122
81,81,56.8273,19.1562,31,29.7669,0,114,122,6,133,8,0.99957,54.2411,0.0,0.0,7.92857,4.761,16.84861,0.0,0.0,125.0,42.81904,0.00029,0.3,3.803,-1.0,2.105673,0.3005991691231435,107.39951965354902,0.13444917760699143,0.1661845742071551,65057.82000013397,0.12698221551214262,93.3890340805761,0.1362471663353039,20879.14267740443,3.531351581859852,306.20162469182554,23.257040895061728,33.943355230637536,0.08905161067797322,0.1823278929727227,0.3206346834027769,0.2227308048213524,91.14143548487144,0.220940679970096,5.8969641714227174,0.07753627071985555,0.6699333333333333
82,82,55.5123,18.4869,30,29.1702,0,114,122,6,133,8,0.99481,52.95104,0.0,0.0,10.46429,4.769,16.45041,0.0,0.0,125.0,42.60191,0.00029,0.31,3.925,-1.0,2.168574,0.30059916912314133,106.38047973046655,0.13384644751404284,0.1654739766774626,64932.37129637082,0.12633693497434267,93.61387835884265,0.14072182836930866,19318.687418971414,3.4903231885216495,305.2384533917602,23.28197337962963,34.078787909613716,0.08891566495503064,0.1813827489227581,0.3235867243235703,0.22260929909800814,94.55247911032134,0.22155196528658547,5.877420753789726,0.07752161406600204,0.6645674509803922
83,83,54.2532,18.3244,30,28.5418,0,114,122,6,133,8,1.00242,51.76763,0.0,0.0,6.92857,4.795,15.87488,0.0,0.0,124.0,42.35573,0.00022,0.3,3.969,-1.0,2.101264,0.2983815430799127,105.54928995071532,0.13315329452485036,0.16497842915084085,64781.86660933278,0.1259485350814892,93.86414957390664,0.1439802053884586,17812.306757758903,3.312693635014287,304.3799192349815,23.205005787037038,34.21295806508005,0.08847872476638775,0.18043042653987065,0.3248748675358565,0.2224609007030923,95.08197734332308,0.2221921652182264,5.796470232976258,0.07760123645795254,0.660035725490196
84,84,53.9473,18.3007,30,26.7918,0,114,122,6,133,8,1.00951,51.48836,0.0,0.0,6.75,4.853,15.72915,0.0,0.0,124.0,42.06349,0.00024,0.3,3.896,-1.0,2.082059,0.2983815430799107,106.47050250582056,0.13229603537208434,0.16432491077952996,64974.01541663403,0.1258400336843272,93.95469310923468,0.14682404017627484,17472.94654325803,3.442796652085562,303.66259404553676,22.650318287037038,34.26177997353636,0.08783102980957515,0.17965380125009411,0.3257737584242476,0.22226510336498928,94.61925592314148,0.22291173146955776,5.757668078766517,0.07803445506893897,0.6542470588235295
85,85,53.755,18.3713,30,25.7757,0,114,122,6,133,7,1.01385,51.36744,0.0,0.0,6.03571,4.884,15.71193,0.0,0.0,122.0,41.568,0.00018,0.3,3.593,-1.0,2.031992,0.29838154307991244,106.81385515540713,0.13178033076361312,0.16357569010941375,65073.39522566491,0.12461230786172292,93.99631441359412,0.1496789844693367,17195.660033064836,2.6147022110125304,303.0681593859328,22.06616512345679,34.22531410499855,0.08690350780268909,0.17889092313502414,0.3264642377419668,0.22188461194718762,92.97256744025188,0.2241232060263706,5.691930946519692,0.07845750899475122,0.644138431372549
86,86,53.0985,18.7702,30,26.6305,0,115,122,6,133,7,1.01409,50.79784,0.0,0.0,5.5,4.85,15.77919,0.0,0.0,122.0,41.03753,0.00019,0.31,3.649,-1.0,1.921412,0.29838154307991477,107.21614368416641,0.13151065649501215,0.16294104823262892,65071.790749333166,0.12282014278143222,94.16834758348327,0.15015802594742664,16957.643122168633,2.035587396432148,302.57326772791134,21.760657793209877,33.92454924406829,0.08608381420975449,0.1780387237012099,0.32714956524093025,0.2214461966882705,89.12492860148149,0.2247774234410977,5.661893286726427,0.07885631612705572,0.6308070588235295
87,87,51.8256,18.2639,29,28.037,0,115,122,6,133,8,1.02331,49.58834,0.0,0.0,5.28571,4.872,16.11789,0.0,0.0,122.0,40.81088,0.00022,0.31,3.186,-1.0,1.849391,0.30059916912314055,108.47126403856579,0.13133732884334343,0.16227142858612995,64781.60149043383,0.11634581821854044,94.43985431676955,0.1498495770545509,16262.73702091883,2.662513426243806,302.17145727166775,21.495225694444443,33.93038243423273,0.08523915477953156,0.17741975119200312,0.3274566352920884,0.2209892090928506,91.72963037510297,0.22589871411930504,5.67682099575091,0.07928010241339421,0.6247713725490196
88,88,51.1201,17.9991,29,28.9709,0,115,122,6,133,7,1.01165,48.83781,0.0,0.0,4.03571,4.857,15.66981,0.0,0.0,121.0,40.43565,0.00039,0.31,3.771,0.41319,1.848086,0.30059916912314294,108.72257298215654,0.13122898335210065,0.16168434406895324,64820.917332951,0.10853762290156267,94.38326897155756,0.15040090330545627,15776.052275629605,2.961878335030754,301.8162128961376,21.007474922839506,33.71517529899691,0.08407369331492219,0.1768714376494779,0.32662976013660233,0.22068413360005215,91.80510186582121,0.2270715569545399,5.681654844734179,0.07973483291603281,0.6178866666666667
89,89,51.8229,17.3785,29,26.8214,0,115,122,6,133,7,1.01665,49.36021,0.0,0.0,3.07143,4.869,15.44491,0.0,0.0,121.0,40.1568,0.00046,0.31,3.194,-1.0,1.810125,0.30059916912314266,108.56917874521801,0.13168920634780168,0.161415162991818,64980.127198175556,0.10391603176150363,93.93223781951085,0.15108276660591166,15723.490730594063,3.3344951419678637,301.5266106658556,20.261622299382715,33.59298875596789,0.08305599807442174,0.17643713972832498,0.326280145923773,0.22046313019708114,89.81440313215478,0.22819716694587586,5.55942719549656,0.08020866848426789,0.6132964705882353
90,90,52.1693,17.1018,29,27.2844,0,115,122,6,133,7,1.00934,49.55745,0.0,0.0,1.75,4.798,14.91631,0.0,0.0,122.0,39.98368,0.00037,0.31,3.157,-1.0,1.906513,0.2983815430799122,108.39504005069342,0.1323202755496389,0.16081425799572924,65187.66492049059,0.10172927400606298,93.82916190779959,0.1512429658652906,15987.713226571539,2.2181393289026348,301.28937582731555,19.80565200617284,33.836438214337385,0.08221670233912479,0.17637829418182555,0.32594445582374415,0.22018744436994647,88.80654693563947,0.23070909034308773,5.417550749908044,0.08064939183450404,0.6095000000000002
