,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,uhdhdsim,saturation,cubrow.1.0,cubcol.1.0,cubrow.0,movement,cubcol.0.3,noise,cubcol.0.6,blockiness,cubrow.0.6,temporal,staticness,tone,cubrow.0.5,blur,contrast,color_fulness,cubcol.0.5,cubcol.0,fft
45,45,121.011,25.3942,143,40.7071,0,116,129,19,125,14,0.99805,120.18008,0.0,0.0,2.10714,3.717,21.59143,0.0,0.0,128.0,58.37628,0.00231,0.51,3.473,-1.0,0.003892,0.383615539714012,80.35803983583068,22.53069164134838,0.37180188780118123,0.38701043997619955,0.18408393693055264,14.921440972222221,0.3665869898774094,0.8604160420418047,0.42381588390328095,2.453406860519396,0.3808313474593235,5.332941684235713,183.81831462256477,0.89685568627451,0.3602721606986089,185777.20896051,95.73581222156976,146.35596957546375,0.4412788848222928,0.2609613337938593,82575.64834944754
46,46,120.681,25.4242,143,43.8466,0,116,129,19,125,14,1.00327,119.83169,0.0,0.0,1.53571,3.695,21.81185,0.0,0.0,128.0,58.25046,0.00231,0.51,3.397,-1.0,0.004868,0.3850597998952283,80.41916923515714,22.56959816261574,0.37207668179363346,0.3867117961582185,0.18595837439143673,14.982494212962964,0.36704658518565275,0.8531689528047165,0.423063464213393,1.7171489565143758,0.3815210738632524,5.301178871532589,183.3930484724737,0.89685568627451,0.3609245384213441,184969.08630339298,94.46291349916605,146.04945337809454,0.44096900450240034,0.26093756345189867,82526.46490273213
47,47,120.996,25.8699,143,41.5198,0,116,129,19,125,14,0.9876,120.13687,0.0,0.0,1.71429,3.698,21.83556,0.0,0.0,128.0,58.14853,0.00221,0.5,3.226,-1.0,0.002988,0.3864585606980686,80.36821764069614,22.565538947964892,0.37211940273534416,0.3864165014894217,0.18748974973401147,15.086226851851851,0.36857492746929565,0.8620394569776298,0.4230537957886236,1.3706289696565117,0.3813557534679553,5.29058369641436,182.9681307116134,0.8961274509803924,0.3607324894246888,186648.6341298767,94.56615048901286,146.03394619310058,0.44098151200378216,0.26143368849172904,82819.37349932612
48,48,121.14,25.7077,144,41.9687,0,116,129,19,125,14,0.99581,120.34432,0.0,0.0,0.46429,3.699,22.21965,0.0,0.0,128.0,58.08412,0.00192,0.5,3.134,0.17233,0.003285,0.38865639469763236,80.35260323655694,22.527436244634934,0.3723385419707608,0.3862696988573729,0.18772669593154995,15.217110339506172,0.3700639806682817,0.8632278791924364,0.4229233595053897,2.190767087173565,0.3812284909019991,5.314209601462065,182.5586379480809,0.8957545098039217,0.3606272317786196,187492.75784175203,94.27060911519885,145.9653306648033,0.44059457319193035,0.2614746228938732,82973.00755340663
49,49,121.446,26.1609,144,42.0585,0,116,129,19,125,14,1.00192,120.69157,0.0,0.0,0.85714,3.709,22.08004,0.0,0.0,128.0,58.10989,0.002,0.5,3.094,-1.0,0.003363,0.3905308796058056,80.32292537187834,22.492321061499325,0.37261276940680094,0.38641328562015276,0.1880511775802617,15.414207175925926,0.37218123938259456,0.8664747090641,0.4232620461245854,1.6275543086710083,0.3817693825836741,5.334732437289534,182.15664510098844,0.8957545098039217,0.3611492244326504,188853.4238418999,94.25869810937017,146.0976064782971,0.44022637264290837,0.2607569617374221,82916.45561025727
50,50,121.185,25.9328,144,40.7975,0,116,129,19,125,14,0.98844,120.42197,0.0,0.0,1.25,3.713,22.46583,0.0,0.0,128.0,58.14739,0.00205,0.5,2.999,-1.0,0.003578,0.3918920111456159,80.33796161828894,22.33196701238185,0.3726362801975329,0.38641295287870053,0.18882341765283317,15.465229552469136,0.3740414775717751,0.8643366922140502,0.423510414413557,1.7738605502101366,0.3821472593362755,5.371016339462739,181.747859260011,0.8958149019607845,0.361022507536865,187277.7396598507,95.7587202953641,146.44299680859342,0.4402850329734076,0.2599729942700263,82800.84280061793
51,51,120.771,25.3964,143,43.5673,0,116,129,19,125,14,1.00216,120.00725,0.0,0.0,0.92857,3.715,22.27091,0.0,0.0,128.0,58.2083,0.00215,0.51,3.191,-1.0,0.0031,0.3928201720007488,80.3982205645411,22.285033991307387,0.37301940513744464,0.3863571928581489,0.18956103719542877,15.46778549382716,0.37535353261580157,0.8587926271059755,0.4238613990575848,1.6850137208681284,0.3828465232242207,5.3483611852175015,181.3261528713966,0.8960450980392158,0.3604955770178556,185617.65142437306,95.11366341953536,146.57499332293094,0.4400391897636624,0.25925079381536836,82677.86686753936
52,52,121.103,25.7052,143,40.5592,0,116,129,19,125,14,1.00098,120.27458,0.0,0.0,0.96429,3.729,21.81015,0.0,0.0,128.0,58.35258,0.00221,0.51,3.071,-1.0,0.003944,0.3938798156514437,80.36989797742251,22.37632186324508,0.3733583401815132,0.3865228793253077,0.19012204784305486,15.498456790123457,0.3765046454625827,0.8581984159985753,0.4241636054265476,2.220207829088167,0.38350291536795716,5.34181368788544,180.9230717040719,0.8960450980392158,0.3602845424289339,187370.33664005197,95.51531266652832,146.29984599572506,0.44015703719247756,0.2584778186402354,82798.72647101906
53,53,121.051,25.6684,143,43.3569,0,116,129,19,125,14,1.0094,120.213,0.0,0.0,1.17857,3.72,22.07668,0.0,0.0,128.0,58.46447,0.00187,0.51,3.463,-1.0,0.00306,0.3941078996606143,80.36429057176258,22.514570636513792,0.37345839345101095,0.38656014058465243,0.190389413646771,15.48485725308642,0.3774330952366473,0.8565750010627476,0.42474300405008764,1.6289298987329437,0.38419068405091394,5.316801559760763,180.53279742652975,0.8960450980392158,0.36016947397036586,186781.9902362048,95.53787541851538,146.03520679866796,0.43974153857349096,0.2578092725687851,82808.44403630134
54,54,120.705,25.4665,143,42.6628,0,116,129,19,125,14,1.00078,119.83174,0.0,0.0,1.28571,3.707,22.04306,0.0,0.0,128.0,58.57819,0.00198,0.5,3.653,-1.0,0.004048,0.39434552376041254,80.39706426820871,22.5328210901331,0.37369602915632305,0.386737599477669,0.19090972845793244,15.39771412037037,0.3777677801375909,0.8549515861269094,0.4251189488627232,1.598566880411144,0.3851218609266526,5.377418930649711,180.1435741715694,0.895992549019608,0.3598922503602637,185148.63215792406,95.78202477088645,146.35256418578,0.43920848397347545,0.25739896731051276,82825.01670901624
55,55,121.069,24.8638,144,42.3952,0,116,129,19,125,14,0.99313,120.20707,0.0,0.0,1.21429,3.711,21.86647,0.0,0.0,128.0,58.65228,0.00237,0.51,3.661,-1.0,0.003872,0.3950117306433888,80.35793741650097,22.580680187837576,0.3745552779069165,0.38648384511532313,0.1913487261638882,15.430507330246913,0.3783878162807522,0.8521397489762842,0.42509247218762813,2.589882476518547,0.38563173041684273,5.316529018666894,179.7604642792683,0.8962901960784315,0.3595594078532681,186657.05586780587,95.12466981096657,146.3878171339241,0.43871924151103947,0.2572341833036664,83010.94993349802
56,56,120.859,25.9141,144,41.984,0,116,129,19,125,14,0.99472,119.97973,0.0,0.0,1.64286,3.7,21.35177,0.0,0.0,128.0,58.66336,0.00211,0.51,3.744,0.17515,0.004186,0.3962634991847655,80.39598883952422,22.61136109151958,0.37568939526015505,0.38665382734787856,0.1914568605900181,15.507474922839506,0.3794713050293558,0.8482987079972237,0.42502029314428214,2.122406072150753,0.3859747138788927,5.372324347194695,179.38621474267876,0.89685568627451,0.3589632772636118,185800.81100504214,95.4261202780911,146.36773027492728,0.4381683573480207,0.2574269904444533,82963.2819737044
57,57,121.043,24.8729,144,42.6897,0,116,129,19,125,14,0.99576,120.23476,0.0,0.0,1.25,3.709,22.25236,0.0,0.0,128.0,58.68359,0.00217,0.51,3.792,-1.0,0.002901,0.3966841769483552,80.413100559297,22.64565192328559,0.3762309501548213,0.3864238175040927,0.19178141378212435,15.599681712962964,0.38043739625899836,0.8517047562552427,0.42455238305840076,2.4677147964480253,0.385937061836021,5.596646217260194,179.017104607707,0.8968635294117648,0.35794453892090655,186507.12351988998,95.55632161672948,146.49835813224985,0.43765219848136167,0.25753131804010176,82844.04303828506
58,58,121.326,25.2675,144,42.0813,0,116,129,19,125,14,0.99993,120.49217,0.0,0.0,1.35714,3.709,21.36469,0.0,0.0,128.0,58.6927,0.00204,0.5,3.622,-1.0,0.004592,0.3968268457860421,80.39157387361477,22.6001134801794,0.3767096349936337,0.3864011566407658,0.19245519659101087,15.545669367283951,0.3822421392443501,0.852139748976294,0.4239699688177525,1.8620725018664086,0.385880799900062,5.423700487123402,178.6588699137125,0.8974290196078433,0.3570352559673018,187799.65923656645,94.23225745638109,146.66059377784364,0.4381389364166983,0.257864715234707,82983.22563940883
59,59,121.469,25.0974,145,42.5063,0,116,129,19,125,14,1.00182,120.62958,0.0,0.0,1.32143,3.712,21.6999,0.0,0.0,128.0,58.66061,0.00205,0.51,3.441,-1.0,0.004537,0.39714088757557364,80.3954495574225,22.59858402205102,0.37693383688171034,0.38616634666481003,0.19284034950749984,15.668065200617283,0.383404985455071,0.8604160420418013,0.4234812668310816,1.7496271445707536,0.3858799815300452,5.313415301808798,178.31087762587458,0.8974290196078433,0.3566472841766806,188554.4500374646,94.40037238046354,146.40067311754729,0.4380968267902713,0.25838647183530644,82868.72942042854
60,60,121.36,25.2543,144,39.1409,0,116,129,19,125,14,1.00361,120.50348,0.0,0.0,1.25,3.702,21.55744,0.0,0.0,128.0,58.60891,0.00198,0.5,3.795,-1.0,0.00326,0.3969596085832245,80.37821291423656,22.49231635199653,0.3771526781015162,0.38604556811745616,0.19315881470849727,15.77097800925926,0.3846802381598896,0.8499221229330485,0.42246570651886395,2.2567044598716937,0.38620605019874704,5.279051868630128,177.96578771293727,0.8970937254901963,0.3578069655482314,187993.53109836153,92.77079810128875,146.57409381071807,0.4394016138092944,0.25911636739757293,82822.669208514
61,61,121.404,25.1324,144,42.608,0,116,129,20,125,14,1.00235,120.51709,0.0,0.0,0.92857,3.704,21.69008,0.0,0.0,128.0,58.61745,0.00229,0.51,3.977,-1.0,0.003906,0.3968992783946225,80.33932717646381,22.489830864800346,0.3769974851030594,0.3863281271106118,0.1928571084983798,15.872106481481481,0.38553552277188413,0.848298707997226,0.4219428221938108,1.7429101417259398,0.3864028631847392,5.291017369881219,177.63820724726767,0.89685568627451,0.3580258000635045,187850.28265713208,95.8727403141166,146.53999497162516,0.43996101594868287,0.2595592745814857,82815.3662689004
62,62,120.799,25.2121,143,44.3232,0,116,129,19,125,14,0.99145,120.02805,0.0,0.0,0.92857,3.705,21.58708,0.0,0.0,128.0,58.66816,0.00194,0.51,4.122,-1.0,0.0051,0.396350872154047,80.44183700926867,22.421573591820987,0.37666582584297853,0.38644791765320313,0.19277377546965088,16.023051697530864,0.3859416220697657,0.8466752930613909,0.4217576276234858,1.8059869136756612,0.3863182287162151,5.35883551301545,177.30474447636576,0.8971839215686276,0.358828631674091,184634.48943985545,92.75039718192367,146.6556911901335,0.4395164404265791,0.26025381046498136,82609.21938307489
63,63,120.871,24.8724,144,42.1479,0,116,129,19,125,14,0.9999,120.03303,0.0,0.0,0.64286,3.693,21.65223,0.0,0.0,128.0,58.75045,0.00189,0.51,3.962,-1.0,0.002929,0.39645102651656783,80.36999308052211,22.434465008017458,0.37614576800506627,0.38695965674307486,0.19341056362120299,16.072579089506174,0.3859733552546747,0.8517047562552448,0.42158100960794387,1.9515605441671062,0.3864176291142797,5.275782091008943,176.98593780509302,0.8979945098039217,0.3591781795165846,185676.0694535388,94.92996973172664,146.60303641407032,0.4387323693654329,0.2602466399626681,82699.70120282832
64,64,120.59,25.1498,143,44.9895,0,116,129,19,125,14,0.99308,119.68986,0.0,0.0,1.14286,3.696,21.36136,0.0,0.0,128.0,58.80636,0.00224,0.5,4.399,0.17747,0.003418,0.39640493620601136,80.44931974159465,22.425579494900173,0.3761095485387387,0.38730521403312745,0.1940425611477328,16.18778935185185,0.385080706899309,0.8466752930613862,0.42086381561328584,2.0072465993891035,0.3862159954314443,5.316303165424995,176.66850338736407,0.8982027450980394,0.35959849697169993,185239.43985484846,95.84613166631125,146.5950343183807,0.43816801896315327,0.25985793800305756,82730.53134375812
65,65,120.748,24.5512,143,43.5216,0,116,129,19,125,14,0.99292,119.76175,0.0,0.0,0.82143,3.693,21.59795,0.0,0.0,128.0,58.83748,0.00209,0.5,4.184,-1.0,0.004537,0.3969823765371387,80.419745007089,22.425998829029226,0.3765337218819647,0.38753581655428626,0.19449266588210015,16.159625771604937,0.38366123858328754,0.8466752930613862,0.42088953523912154,2.4085475216877956,0.38608774968366316,5.365739073035244,176.35954882827528,0.8982921568627452,0.35990812963683005,186193.96827490794,93.5312590941215,146.54253221452586,0.43768525836537103,0.25994391548969004,82879.34418660204
66,66,120.668,25.0041,143,41.1057,0,116,129,19,125,14,0.99925,119.77017,0.0,0.0,1.0,3.687,21.08625,0.0,0.0,128.0,58.8114,0.00224,0.5,4.162,-1.0,0.003318,0.39740747549261657,80.42215572490977,22.413091212143133,0.37737825645936196,0.38761301469239173,0.1951638083306168,16.24435763888889,0.3831857267382685,0.8466752930613864,0.42103462853181095,1.5120978994467977,0.38578792987132726,5.306547470055717,176.0571892533181,0.8991027450980393,0.36092162176868825,185073.20821660978,95.6285018058196,146.74371201053563,0.43763116335599617,0.26033074180363086,82822.9699680189
67,67,121.036,24.666,143,40.7544,0,116,129,19,125,14,1.00102,120.08442,0.0,0.0,1.21429,3.676,21.4749,0.0,0.0,128.0,58.82102,0.00229,0.51,4.088,-1.0,0.00314,0.3981320863137648,80.38449280554451,22.44265313796055,0.3776966698616375,0.38723575040816893,0.19553985604484775,16.246190200617285,0.38296262765958405,0.846675293061386,0.42180723226936967,2.1408049443146777,0.38494403918127335,5.34822605115847,175.7462811941688,0.8994309803921571,0.3614319334652631,187126.88041611848,95.89036683604587,146.59536580303003,0.4383309562913637,0.25985699902072495,82913.80640591832
68,68,120.345,25.3436,142,42.6292,0,116,129,19,125,14,0.993,119.36927,0.0,0.0,1.03571,3.675,21.18283,0.0,0.0,128.0,58.81763,0.00222,0.5,4.127,-1.0,0.004621,0.39882444947480383,80.47598139945434,22.470306396484375,0.37782457219922455,0.387169610998565,0.19590102580418864,16.22120949074074,0.3830493329350059,0.8438634559107583,0.42235164143207027,1.98545993827544,0.3848287842435861,5.322938395379777,175.42221177642654,0.8988654901960786,0.36224044064892796,183674.8805398964,94.02019170767628,146.43774262093484,0.43874959863434154,0.2591957605798814,82653.8078374435
69,69,120.757,24.6138,143,44.0685,0,116,129,19,125,14,1.00821,119.65735,0.0,0.0,1.10714,3.718,21.76491,0.0,0.0,128.0,58.89116,0.00214,0.5,4.034,-1.0,0.003396,0.39959923888951515,80.42811980850266,22.6817009066358,0.37751751042391907,0.3872722925788049,0.1969129673926871,16.14183063271605,0.38301583099536296,0.8454868708465849,0.4233406713134047,2.5326363384345107,0.38357053756835663,5.429440289358552,175.08781513123122,0.8988654901960786,0.362666157969555,186961.59974874245,94.80086800696627,146.11716602490515,0.4386163075322331,0.25886282720497716,82735.1372681395
70,70,120.541,25.6542,142,41.656,0,116,129,19,125,14,1.00367,119.49476,0.0,0.0,0.96429,3.717,21.13926,0.0,0.0,128.0,58.84162,0.00208,0.5,4.033,-1.0,0.003527,0.40044954629666973,80.49293563376766,22.765937522605615,0.3776572709919622,0.3874811711976211,0.19740425407915388,16.239583333333332,0.38323707896594217,0.8438634559107531,0.4240295196041474,2.7290236683103557,0.3822815453004154,5.4215193125523955,174.75305152204578,0.8982027450980394,0.3621853956341377,186017.07159574976,95.00588344482793,145.97195524519202,0.43870875964041955,0.2584692632677894,82716.4440980326
71,71,120.977,24.4888,143,43.42,0,116,129,19,125,14,1.00558,119.9391,0.0,0.0,0.75,3.735,22.03112,0.0,0.0,128.0,58.84016,0.00225,0.5,4.207,-1.0,0.003815,0.40036960873473815,80.43712182710931,22.782209796670042,0.3778472296600927,0.38674900249771377,0.1978181020872763,16.203076774691358,0.38484819019047173,0.8438634559107597,0.42400078016247766,2.7004387579410016,0.38162411545418656,5.4963693210822875,174.41484259606952,0.8988356862745099,0.36194083792663856,187864.52306523532,93.52652901510855,145.81255682668382,0.43891694045744034,0.25853120828327497,82752.00541599366
72,72,120.715,25.3076,142,41.5365,0,116,129,19,125,14,0.9993,119.73302,0.0,0.0,2.10714,3.742,21.02819,0.0,0.0,128.0,58.82549,0.00218,0.5,4.294,0.17528,0.003664,0.40055153183829734,80.48863483810436,22.805333832163868,0.3777304287972537,0.3863946131601576,0.19844619876309838,16.234712577160494,0.3863846425491287,0.8460810819539919,0.4231104571872084,2.560342940512222,0.3807910033690267,5.461931110374362,174.07808202087253,0.8996392156862747,0.36119788121046675,186973.95355604496,94.54694053465809,145.8430362910158,0.4392087066203651,0.25854763196545594,82788.89958858037
73,73,120.787,24.4566,143,42.6977,0,116,129,19,125,14,0.99651,119.82007,0.0,0.0,1.82143,3.723,21.73332,0.0,0.0,128.0,58.80732,0.00216,0.51,4.683,-1.0,0.003083,0.4007960032521235,80.42676310705687,22.857517572096835,0.3782093196822829,0.3862756337524154,0.19878041330420088,16.20264274691358,0.38771987336878955,0.8460810819539913,0.4242284894810236,2.5306569280973696,0.37937787737952744,5.523818419055566,173.75182239261915,0.8999745098039218,0.3610637613400955,186576.27887909533,94.5507367381003,145.60691408703752,0.4399513880696784,0.2573917747327387,82819.30386821544
74,74,120.603,24.8627,143,43.0835,0,116,129,19,125,14,0.99552,119.62677,0.0,0.0,1.0,3.726,21.00408,0.0,0.0,128.0,58.77479,0.00208,0.51,4.826,-1.0,0.004212,0.4013188688288949,80.46637659451477,22.89706345546393,0.37856025460423703,0.3860821448861928,0.19868349461533547,16.257137345679013,0.3892091827344976,0.8460810819539898,0.4248734666336682,2.4322448557764855,0.3795536515857787,5.431783215880489,173.42524572446098,0.8999666666666668,0.36041908880712337,186005.32075513413,95.59882131579101,145.5907485166736,0.440692387836306,0.25607347025053623,82818.99770610852
75,75,120.785,25.1751,143,40.4005,0,116,129,19,125,14,1.01319,119.83073,0.0,0.0,0.5,3.705,21.3518,0.0,0.0,128.0,58.7105,0.00207,0.51,5.244,-1.0,0.002847,0.4014195230056235,80.45092082678481,22.987050185968847,0.3788930170006598,0.3860848092206361,0.19862384594629703,16.34080825617284,0.39018298318147215,0.8482987079972171,0.4256891360371903,2.1826314485034595,0.3797997730087897,5.309251457754348,173.10507209648804,0.899914117647059,0.3600345033230576,186990.27832275015,93.90729255771885,145.52190040036425,0.4409136430952492,0.25556418151917665,82855.64657728888
76,76,120.88,25.5062,143,42.5159,0,115,129,19,125,14,1.00443,119.96293,0.0,0.0,0.82143,3.713,21.62457,0.0,0.0,128.0,58.63903,0.00206,0.51,5.494,-1.0,0.003326,0.4025667281808471,80.47235632358257,22.85401068793403,0.3791742176434319,0.38626706536964683,0.20001319305268228,16.433063271604937,0.3910328652697658,0.8521397489762791,0.42630490258235776,2.7537608206315465,0.3805462413784837,5.3163065368907425,172.78395255350762,0.8999666666666668,0.3597153824098872,187773.24735277452,94.04336449063722,146.11460103125643,0.4407776346681646,0.2547682529805877,82767.30412072482
77,77,121.25,25.1672,144,42.759,0,115,129,19,125,14,0.99743,120.31365,0.0,0.0,0.57143,3.709,21.9052,0.0,0.0,128.0,58.59258,0.00219,0.5,5.697,-1.0,0.003589,0.40355724054663794,80.41839831632558,22.84736313054591,0.3792366719210636,0.38671383850745417,0.20151748227237828,16.444685570987655,0.3920102220553566,0.8549515861269082,0.42684216228909333,3.155466891738943,0.38126243462700066,5.3778090444262485,172.4681919966211,0.9002117647058825,0.35889387485860624,189963.81559773852,95.78528184834302,146.25324333819344,0.440558589555367,0.25392094226820705,82881.93771545532
78,78,121.117,25.6189,144,43.8966,0,115,129,19,125,14,0.99891,120.21998,0.0,0.0,1.03571,3.717,21.61503,0.0,0.0,128.0,58.55639,0.00196,0.5,5.302,-1.0,0.003733,0.4041976388173009,80.45108864842645,22.73021745093075,0.3793773158709921,0.386919341777701,0.20302373262290974,16.553288966049383,0.39284936688224203,0.8581984159985742,0.42704905937359583,2.432625043894421,0.38200875246302507,5.4532532639943865,172.1410717914728,0.9005400000000001,0.3581946464807809,189194.15963421183,94.00501793042513,146.57594003028638,0.4406782751259066,0.2544496203499936,82806.10592507894
79,79,120.975,25.5775,143,43.8323,0,115,129,19,125,14,1.00711,120.13996,0.0,0.0,0.96429,3.727,22.00102,0.0,0.0,128.0,58.58399,0.00231,0.5,5.351,-1.0,0.003988,0.4050570860778805,80.47373639586095,22.705151593243635,0.3796536162135267,0.3867864336692877,0.20442572425262717,16.705150462962962,0.392373568437972,0.8511105451478503,0.4267140069850726,2.3498332109655085,0.3823351284643048,5.4763132591456305,171.8109792258002,0.9015509803921571,0.3581531917009548,187588.68026885483,94.45451971900891,146.97532469351896,0.4399347197237436,0.25477712156974497,82701.0451861571
80,80,120.935,25.0762,143,45.0006,0,115,129,20,125,15,1.00474,120.08703,0.0,0.0,1.35714,3.732,21.97065,0.0,0.0,128.0,58.59832,0.00229,0.5,5.396,0.17374,0.003541,0.4052068965945098,80.44032621002657,22.70811575430411,0.3797671296558656,0.3874438230603998,0.2057745974805075,16.618778935185187,0.3923186796916244,0.8488929191046178,0.4269826586181413,2.289271744693366,0.3828460944010666,5.535192585966144,171.49047844712223,0.9015886274509806,0.3579911429656777,187406.072732253,93.27333217321495,146.9553028578252,0.439572765692494,0.25538583168660217,82682.10522185151
81,81,121.196,25.3438,144,42.5611,0,115,129,20,125,15,1.00273,120.3795,0.0,0.0,1.25,3.724,21.54454,0.0,0.0,128.0,58.60138,0.00234,0.49,5.347,-1.0,0.005481,0.40613601992601306,80.39080809798949,22.78520993833189,0.37998607415735597,0.3880259671673933,0.20757168238695092,16.77589699074074,0.39335334202624717,0.8581984159985775,0.4270029511112485,2.3221791425274536,0.38325884420902306,5.631749037574581,171.17485625915776,0.90107568627451,0.3575874725348181,188464.97112672415,93.2279715938848,146.5591275431964,0.4397358799160672,0.25559349268412607,82866.91989285177
82,82,120.844,25.1505,144,43.0374,0,115,129,20,125,15,1.00348,120.07404,0.0,0.0,0.82143,3.742,21.76833,0.0,0.0,128.0,58.52947,0.00214,0.5,5.048,-1.0,0.004452,0.40657704332909345,80.46848281500274,22.808365244924286,0.37984415204348326,0.3881678147734734,0.20982340539506625,16.80174575617284,0.39502579560026424,0.8533281711910822,0.4270569406589996,2.7917861661467347,0.38372951330838323,5.497489752861658,170.8609682535905,0.8999666666666668,0.3569051767714988,187331.43472113225,95.6513100506573,146.51271948488215,0.43894977994778167,0.25628579240358806,82602.45618209665
83,83,121.212,25.3365,144,42.0401,0,115,129,20,125,15,1.00284,120.49337,0.0,0.0,1.25,3.72,21.60268,0.0,0.0,128.0,58.44886,0.00223,0.49,4.924,-1.0,0.003967,0.40614689774234863,80.39492324930406,22.854423428759162,0.37966714650955097,0.3890033466253698,0.21250983095450252,16.852141203703702,0.3967700289719184,0.8604160420418024,0.4269243489539983,2.8193423540434934,0.38434885633581906,5.388839430376322,170.54924698909267,0.8996760784313728,0.3563340250341286,188723.8899653775,94.30340570054412,146.29214675009996,0.4383059822012467,0.2569105375932562,82758.65719299618
84,84,121.34,25.6579,145,44.2625,0,115,129,20,125,15,0.99831,120.64112,0.0,0.0,1.17857,3.723,21.75981,0.0,0.0,128.0,58.4104,0.00258,0.5,4.639,-1.0,0.002861,0.40579342228691706,80.40770302180437,22.846262990692516,0.37971685052743975,0.3898404185298978,0.21454252289346906,16.95486111111111,0.39852692765925274,0.8581984159985759,0.42717559157961527,2.9300106295739576,0.38414477750973425,5.4649982721835455,170.2392628871958,0.8996760784313728,0.35642135733865044,189589.76010630795,95.34872895613343,146.3284288815268,0.43673629246934553,0.2572305285726317,82746.81258823702
85,85,121.736,25.9983,145,42.8476,0,115,129,20,125,15,1.00308,121.09487,0.0,0.0,1.82143,3.745,22.03416,0.0,0.0,128.0,58.35747,0.00221,0.49,4.877,-1.0,0.00345,0.40556871081108237,80.4001185664506,22.87223024721499,0.38017661288657784,0.3905591176325898,0.2172144567458353,16.990596064814813,0.3999869122062872,0.8626336680850349,0.4271677209218042,2.66533108305151,0.3847043668536787,5.398617021716838,169.93535039187086,0.8996760784313728,0.3572363321066166,191127.873132255,95.75008535192121,146.4133167517944,0.43662791952243507,0.25734869240167246,82807.63722243934
86,86,122.043,25.5366,146,42.8531,0,115,129,20,125,15,0.99861,121.35865,0.0,0.0,1.0,3.76,22.32483,0.0,0.0,128.0,58.34182,0.00248,0.49,5.301,-1.0,0.00415,0.4051451395855731,80.37398466593828,22.85837545512635,0.38064061519991416,0.39047537166549984,0.22023337006490862,16.993007330246915,0.4015003081280838,0.8626336680850386,0.427051335788037,2.1808102899873143,0.38495832878808517,5.423916726226075,169.63260616429932,0.8999666666666668,0.3573678608303038,192989.2779410621,95.73698193440953,146.5598758667651,0.4356265505752822,0.2580597690311587,82902.65474271936
87,87,122.134,25.3624,146,43.397,0,115,129,20,125,15,0.9961,121.42363,0.0,0.0,1.17857,3.742,21.93012,0.0,0.0,128.0,58.39992,0.00235,0.49,4.878,-1.0,0.003001,0.40494993977188615,80.39240540570256,22.88614946530189,0.38094582569113933,0.38998371438838403,0.222633890660011,17.085165895061728,0.4025916091694384,0.8610102531492041,0.4262458710086709,2.3719719414066427,0.3848179696776441,5.423674983025998,169.32943427144633,0.9007850980392158,0.3574479061076064,192990.4840824642,95.68780519241604,146.71199674358905,0.4354320568759841,0.2587390443356427,82962.24880629528
88,88,121.478,25.4965,145,43.5713,0,115,129,20,125,14,1.00349,120.73366,0.0,0.0,0.92857,3.735,21.78171,0.0,0.0,128.0,58.46604,0.00214,0.49,4.939,0.17927,0.003292,0.404367555633607,80.43142489829813,22.7929497236087,0.38126323953596797,0.3899960924912441,0.22460413556697909,17.118730709876544,0.40372392063504353,0.8565750010627428,0.4255639285649817,2.5274442030275543,0.3848170978379406,5.373340942874785,169.0311794813884,0.9007850980392158,0.3573843889491752,190456.19845125187,95.78438454555065,146.99727496793014,0.4355048065131922,0.25948471597907935,82854.39435839374
89,89,121.524,25.3336,145,43.3625,0,115,129,20,125,14,0.99624,120.75401,0.0,0.0,1.28571,3.728,21.89302,0.0,0.0,128.0,58.60807,0.00225,0.49,4.847,-1.0,0.002711,0.40467918491316524,80.44443856864987,22.70569846070843,0.3811482546250094,0.38925997404962165,0.22611028225792146,17.096161265432098,0.40407238857083216,0.8565750010627369,0.4251659269672549,2.4371370401893735,0.3857597395350682,5.407940442557306,168.72111410282463,0.9013505882352943,0.35749541524128925,191134.540202419,95.47260172204521,147.2107680193928,0.4360140340600864,0.2601018063466338,83001.03606010182
90,90,121.608,25.4525,145,44.0538,0,115,129,20,125,14,1.00133,120.85241,0.0,0.0,1.32143,3.732,21.75367,0.0,0.0,128.0,58.7079,0.00215,0.49,5.131,-1.0,0.002538,0.4051716669798577,80.44151425855188,22.582106790424866,0.3819025549901243,0.38856729235764514,0.22783081454213122,17.127025462962962,0.40466959833987076,0.8543573750195078,0.424670772177501,2.421972088907844,0.38660150518997377,5.387821925087225,168.40057365592628,0.9013505882352943,0.3575955764897705,191331.4767469279,95.20827704734344,147.38609047709693,0.4363942181902902,0.26076018145269136,82886.12140377161
