,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,fft,cubcol.0.6,cubcol.0,saturation,movement,tone,noise,cubcol.0.5,color_fulness,contrast,blockiness,staticness,cubrow.0.6,cubrow.0.3,cubcol.0.3,uhdhdsim,cubrow.1.0,cubcol.1.0,cubrow.0.5,temporal,blur
45,145,34.9677,7.91832,26,10.2494,0,108,121,7,135,6,1.01431,36.40427,0.0,0.0,3.89286,8.192,6.75995,0.0,0.0,126.0,44.78943,0.0,0.39,3.034,-1.0,0.710496,0.08522098318577503,64029.37551061935,0.08493602925273247,0.09256744450362718,48.3587424195843,11.166136188271604,0.6615380392156862,0.35409796849535163,0.07771469574164232,63.823657467381295,94.00284070342511,1.1770936828337546,497.30861103991475,0.11387355048928843,0.06419746298717553,0.07425533674538268,100.05921405488786,0.14165910992751057,0.11632615831968994,0.09244090937271161,4.9602763110065675,8231.83191207981
46,146,35.0173,8.1782,26,9.10752,0,108,121,7,135,6,1.01232,36.45367,0.0,0.0,4.10714,8.208,6.80976,0.0,0.0,126.0,44.79991,0.0,0.4,2.959,-1.0,0.674896,0.08494191848003414,64052.71442885614,0.08486288680367436,0.09307579418396701,48.208211263020836,11.562885802469136,0.6614776470588235,0.3540979684953533,0.0776931213714869,63.81336518227369,93.03255742294935,1.7212837663933336,497.51224511692374,0.11435479053566039,0.06429697978496926,0.07424454694519486,100.0506901788711,0.14201814529541654,0.11694889027625346,0.09220527199187667,4.158912112730895,8245.535015734353
47,147,34.9448,8.60487,26,9.46623,0,108,121,7,136,6,1.0068,36.39304,0.0,0.0,4.0,8.313,7.0354,0.0,0.0,125.0,44.82685,0.0,0.4,3.194,-1.0,0.68728,0.08449163073040211,63989.40175826025,0.0846060596074416,0.09328472641237388,48.08626170217255,11.658227237654321,0.661412156862745,0.3540979684953521,0.07771189538890289,63.703134433721786,92.90710496580401,1.2228289073545164,497.73877350791054,0.11473101774900017,0.06443549095952139,0.07415729678250368,100.05172732617119,0.14242190849794784,0.11774243978317678,0.09183176164653584,4.201320228242145,8172.765305848087
48,148,35.0367,8.87022,26,9.80907,0,109,121,7,136,6,1.00173,36.50082,0.0,0.0,4.03571,8.34,7.41207,0.0,0.0,126.0,44.87388,0.0,0.4,3.352,0.21772,0.714123,0.08408901121968969,63939.77482650768,0.08440228505351947,0.0933211834890739,48.16843743971837,11.82638888888889,0.6628266666666667,0.35409796849535224,0.07775820873660476,63.839010588221164,92.9786757556451,1.618079593352489,497.9539800567321,0.11502261003984611,0.06461541176565168,0.07408894366767119,100.02764243300048,0.14251762065348983,0.11750984732212694,0.0915713519417452,4.255762894148826,8255.001540654675
49,149,35.0954,8.96297,26,9.4686,0,109,121,7,136,6,1.00067,36.51722,0.0,0.0,4.25,8.282,7.64006,0.0,0.0,126.0,44.97701,0.0,0.39,2.934,-1.0,0.726853,0.08372890931130594,63920.926388772896,0.08419382438033818,0.09336628138024695,48.19074183334539,12.09230324074074,0.6657360784313726,0.3540979684953518,0.07783705218133224,63.55059799684039,91.76333151876875,1.4095849081936225,498.16332415829794,0.11529223274511369,0.06472450312111215,0.07403874322247952,100.03094154616318,0.14255565955672905,0.11711006759916728,0.09142911353504575,4.210133328075834,8310.355989486283
50,150,34.8878,9.50713,26,9.89327,0,109,121,7,135,6,1.00556,36.30211,0.0,0.0,2.82143,8.292,7.71867,0.0,0.0,127.0,45.04338,0.0,0.4,2.91,-1.0,0.762065,0.08338162347985388,63780.940230985376,0.08412151826942908,0.09336625027506151,48.02318017276717,12.622395833333334,0.6682141176470588,0.3540979684953509,0.07788090980382745,63.87491643485681,89.94636334066531,1.7510028089954168,498.34064484979393,0.11562210430839157,0.06476137325455296,0.07399000689989987,100.05213046048831,0.14268647151933056,0.11670472849592266,0.0913016677615296,4.265496778812724,8175.338575065671
51,151,34.7338,10.4409,26,10.9053,0,109,121,7,136,6,1.01169,36.16772,0.0,0.0,2.35714,8.415,8.20785,0.0,0.0,127.0,45.11855,0.0,0.39,2.882,-1.0,0.779989,0.08313768898786557,63803.55503135785,0.08412018480956743,0.09340648657120132,48.00804364239728,12.944203317901234,0.6700517843137237,0.3540979684953518,0.07781732965876895,63.71995226079909,89.07218486193112,1.6741046061855416,498.5087758801548,0.11578559539081938,0.06480603936498684,0.07386823074990237,100.0685872812451,0.14290187089597314,0.11625059425885985,0.09097000569686307,4.314948367876291,8067.00400842758
52,152,34.5429,11.7924,26,10.6655,0,109,121,7,136,6,1.00622,36.01818,0.0,0.0,5.14286,8.501,8.98627,0.0,0.0,127.0,45.14139,0.0,0.4,2.692,-1.0,0.78297,0.08278721863181722,63903.443832758625,0.08385803976851407,0.0934150749443769,47.917638896424094,12.925009645061728,0.6711737254901962,0.35409796849535247,0.07776800725004682,63.61172587967966,91.68264876439275,1.650370517309572,498.67098391156145,0.11597988131293606,0.06487313423805988,0.0738004544422849,100.09301393609037,0.1430088596956984,0.11595027022613705,0.09073171672069993,4.365371846036334,7959.76525442848
53,153,34.5359,12.3685,26,12.085,0,109,121,7,136,6,1.00031,36.03579,0.0,0.0,4.0,8.413,10.13375,0.0,0.0,127.0,45.02654,0.0,0.39,1.647,-1.0,0.78802,0.08248012416693508,63852.24189434739,0.08381736046139401,0.09336654271669359,47.93585468810282,13.033034336419753,0.66828,0.35409796849535274,0.07776423762694384,64.29962192132894,88.7582528426399,1.4380979445347677,498.88590659890764,0.11622389006858544,0.0648418455420596,0.07382882069406979,100.07526491320634,0.14292638291435364,0.1156366272111485,0.09058344127280173,4.481489492455344,7969.501828609886
54,154,34.451,12.811,26,11.8488,0,109,121,7,136,7,1.00271,36.05047,0.0,0.0,4.14286,8.407,10.62687,0.0,0.0,127.0,44.78597,0.0,0.4,2.891,-1.0,0.72828,0.08222127510810562,63786.35854753647,0.08356640207046122,0.09323543077587935,47.996472017264665,13.234423225308642,0.6646992745098037,0.35409796849535535,0.07781620166522508,64.88672473762077,91.61744325786559,1.378958311529118,499.1531279148098,0.11648385285522772,0.06475672390157051,0.07387152982486225,100.05296852994204,0.1426886565067311,0.11538602094119901,0.09043068932935912,4.633076205506316,7968.631135870162
55,155,34.4064,13.2039,26,12.0313,0,109,121,7,136,7,1.00289,36.03705,0.0,0.0,2.82143,8.476,11.00673,0.0,0.0,127.0,44.54875,0.0,0.4,3.141,-1.0,0.7946,0.08186817032974705,63867.11699205068,0.08351938104127675,0.0930897061521379,48.0880158977744,13.169029706790123,0.6614574901960776,0.3540979684953535,0.0778585723601472,64.48187452600499,93.3668092708414,1.9870678022847204,499.38121435810893,0.1166274249613471,0.06527929835782215,0.07388792052131639,100.04872662485889,0.14234513298995927,0.11540501338156074,0.0901283198462703,4.687261173614159,7983.856290280635
56,156,34.5559,13.269,26,13.2519,0,109,121,8,136,7,1.00757,36.19436,0.0,0.0,2.89286,8.522,11.3418,0.0,0.0,127.0,44.36161,0.0,0.4,2.524,0.23765,0.739218,0.08144365594175741,63797.21140196296,0.08334192185090289,0.09325842991256189,48.09885171019001,13.486689814814815,0.6602282352941176,0.35409796849535596,0.07786288501716808,64.09438620542059,92.50013034545329,1.592079127732016,499.54857989680494,0.11676994053055674,0.06520868680960402,0.07387250530104095,100.01522090388644,0.14223447845756582,0.1155363218626416,0.08992217419013081,4.751654076985759,8081.742941868225
57,157,34.4595,13.2479,26,12.9651,0,110,121,8,136,7,1.00956,36.14234,0.0,0.0,3.03571,8.485,11.39742,0.0,0.0,127.0,44.15458,0.0,0.4,2.635,-1.0,0.765901,0.08105553133082452,63780.74625231324,0.0832537982041632,0.09364955627958414,48.18469049901138,14.04441550925926,0.658293725490196,0.356315594538581,0.07788700457862657,64.25065015754052,89.80334292083835,0.8348717106454099,499.6935548376835,0.11696890360529777,0.06537425288019456,0.07379326898109975,100.02374517235621,0.1421652051791466,0.11525630732042828,0.08977288663948953,4.817790385520822,7998.596614522755
58,158,34.3246,13.6831,26,13.7331,0,110,121,8,136,7,0.99747,36.05365,0.0,0.0,3.60714,8.545,11.37812,0.0,0.0,126.0,43.99458,0.0,0.4,1.862,-1.0,0.765023,0.0807599158668978,63738.010765537736,0.08310483657677874,0.09404300552875802,48.32205256709346,14.606047453703704,0.6575945098039215,0.35631559453857936,0.07795089046178773,64.4402890218584,88.73240512654938,0.929028424823068,499.8325010439259,0.1171669303688774,0.06631746572599583,0.07367565382650726,100.02976231046958,0.1422134766924384,0.11481580255943649,0.08946915536990953,4.922486060931177,7964.718808034688
59,159,34.4017,13.1067,26,13.6947,0,110,121,8,136,7,0.9961,36.15267,0.0,0.0,2.75,8.447,11.75997,0.0,0.0,127.0,43.83567,0.0,0.4,2.16,-1.0,0.776556,0.08071839868125337,63791.28120075993,0.08304107561702126,0.09456148833480332,48.38218915020978,15.097222222222221,0.655261568627451,0.35409796849535646,0.07804098356546507,64.16595550035838,91.54218965970979,1.0693167053173422,499.9345610838272,0.11748674625475028,0.06618824080221551,0.07360191912049939,100.02124936227253,0.14198827298356578,0.11452823702959183,0.08918680059235483,4.896850482072709,8037.521792360574
60,160,34.1571,13.4535,26,12.8622,0,110,121,8,136,7,0.99796,35.9372,0.0,0.0,2.78571,8.339,11.26376,0.0,0.0,129.0,43.812,0.0,0.4,1.975,-1.0,0.735442,0.08059931388972916,63715.96363641456,0.08309492105961488,0.09560369658444665,48.21697357554495,15.674479166666666,0.6549686274509804,0.3540979684953587,0.07869661353510822,63.832161937061706,90.94918371387296,1.0298125842866845,500.0102070836144,0.11797588313825333,0.06657073380385427,0.0734669308382871,100.0770300810595,0.14162874802598177,0.11430826901076581,0.08860610832638152,4.744151322641315,7794.7506045550945
61,161,34.2111,14.3874,26,13.74,0,110,121,8,136,7,1.00992,35.98948,0.0,0.0,2.71429,8.354,11.5628,0.0,0.0,130.0,43.83751,0.0,0.4,2.126,-1.0,0.762711,0.08002208362410254,63759.686170445966,0.08343510442701775,0.09662309599426454,48.13767459068769,16.191309799382715,0.658742490196077,0.3540979684953561,0.07882312099317604,63.78538015465658,91.35007849641376,1.2627910140995293,500.0345318760696,0.11828987150057041,0.0663790994412638,0.0733763420624022,100.04334424590178,0.14142429272725046,0.11405680737469598,0.08827401037897309,4.793670826844703,7847.04651180552
62,162,34.2763,14.5546,26,13.5097,0,110,121,8,136,7,1.01582,36.01863,0.0,0.0,2.82143,8.459,12.35153,0.0,0.0,129.0,43.77531,0.0,0.39,2.407,-1.0,0.7658,0.07975685819825021,63816.01087506038,0.08364115550375575,0.09791260208532192,48.114791681737074,16.410349151234566,0.6585764705882353,0.35631559453858,0.08004113093275475,64.23917144103571,88.66198101337096,0.8927186427985575,500.02919010253095,0.11867086396663953,0.06641685680548871,0.07325008671197526,100.03114206809516,0.14135854017249508,0.11359579881137163,0.08774498060915085,4.815909569941478,7917.148894323793
63,163,34.2105,14.4915,26,13.8918,0,110,121,8,136,7,1.01868,35.93483,0.0,0.0,2.32143,8.468,12.49753,0.0,0.0,129.0,43.77803,0.0,0.39,2.132,-1.0,0.775474,0.0793081745135176,63748.7897306781,0.08378048366869521,0.09876251267413555,48.0697481131848,16.17679398148148,0.6600143725490187,0.35631559453858097,0.07874169965553503,64.21643318764635,90.43787053086318,1.013887049738869,500.01004449239133,0.11918077023458683,0.06658838621715095,0.07308976881712834,100.02541241815936,0.14124778607554225,0.11286591261964263,0.08729251709240118,4.819157352159872,7933.9042170915245
64,164,34.3447,14.7537,26,14.4753,0,110,121,8,136,7,1.01476,36.02982,0.0,0.0,2.39286,8.559,12.44625,0.0,0.0,129.0,43.79064,0.0,0.4,2.462,0.22672,0.720729,0.07900128187192615,63719.72799328607,0.08441647406086573,0.09957137499962834,48.17307121371046,16.22974537037037,0.6611603921568628,0.3540979684953571,0.07874758496498774,64.56505903095803,89.0892679356944,1.139789189651085,499.9555711145523,0.11961056799825642,0.06690760029414335,0.0729851403088136,100.00989620362974,0.1411672714008065,0.11191786308200802,0.08694969997734936,4.878102233234862,7958.890491672535
65,165,34.3943,15.3046,26,15.5154,0,110,121,8,136,7,1.01207,36.01498,0.0,0.0,2.42857,8.501,12.67717,0.0,0.0,129.0,43.75197,0.0,0.39,2.271,-1.0,0.726679,0.07904681851040733,63787.49814788845,0.08431921328131199,0.10014582111662222,48.17942489812403,16.09567901234568,0.6621482352941176,0.3540979684953582,0.07855015885509575,64.52565057112177,87.75269941951704,1.0147129118237683,499.8884212533536,0.11986586563274636,0.06714891585357123,0.07283396709043492,100.01208316671422,0.14107714117169198,0.11109162680564748,0.086677090011159,4.914317353030459,7986.570465266339
66,166,34.5423,15.2027,26,15.9879,0,110,121,8,136,7,1.00694,36.16312,0.0,0.0,1.96429,8.473,13.14665,0.0,0.0,129.0,43.85343,0.0,0.39,2.563,-1.0,0.728414,0.07903306852323344,63886.89124833278,0.08398678239037267,0.10078950638399202,48.45301027651187,16.127507716049383,0.6628444509803886,0.3540979684953567,0.07855911907470971,64.46287469478041,89.1572236183269,1.0438639301767825,499.8106154907754,0.12029930046943044,0.06707971380761694,0.07275374355397246,99.98709603052517,0.1410645566495445,0.1103670767677606,0.0863664037472622,5.0226254421671275,8083.857469116045
67,167,34.0413,15.1728,26,14.9421,0,110,121,8,136,7,1.00064,35.71643,0.0,0.0,2.25,8.47,13.0558,0.0,0.0,128.0,43.76958,0.0,0.4,2.859,-1.0,0.683771,0.07873957365610769,63916.42634426647,0.08376801941804383,0.10138057460372678,48.33201504931038,16.212287808641975,0.6609968627450981,0.3540979684953573,0.07893141829739897,63.87210295217835,91.0360317028393,1.09058137799902,499.69280305933347,0.1206990103321376,0.06655150863224339,0.07264009662225897,100.05478513896281,0.14081249555477762,0.10980870137804902,0.08597331847699535,5.013651887288703,7734.860396691119
68,168,34.0153,15.108,26,16.167,0,110,121,8,136,7,0.99834,35.78207,0.0,0.0,1.89286,8.59,13.02829,0.0,0.0,129.0,43.65256,0.0,0.4,2.901,-1.0,0.648048,0.07857630862925759,63960.42753994805,0.08392120981363325,0.10193356757187555,48.344518779236594,16.355806327160494,0.6578552941176472,0.35631559453858275,0.07928738517513376,63.80090599100032,89.89027079139618,1.0471511867143801,499.54889283091927,0.12112089738426028,0.06631853122593225,0.0725525282156102,100.03813736279314,0.14052258253288352,0.10949354679758636,0.08565823353014346,4.9795137637943,7710.993057888584
69,169,34.3039,15.5746,27,16.6394,0,110,121,8,136,7,1.0026,36.20178,0.0,0.0,1.82143,8.641,12.99346,0.0,0.0,129.0,43.75691,0.0,0.4,2.761,-1.0,0.635631,0.07860624262558454,63989.52583274806,0.08377504063715241,0.10249252549251095,48.882134519977335,16.53785686728395,0.6568270588235294,0.3601566355176457,0.07970129457453662,63.80673060374258,89.18173783927938,1.0293837578198197,499.3912117164587,0.12154640153523438,0.06600960291478547,0.07242764788067874,99.9761876536249,0.14007492176440944,0.11006981112487473,0.08548128394486204,5.234732279281437,7826.17505508846
70,170,35.29,16.3167,27,16.9259,0,111,120,8,136,7,1.00288,37.26439,0.0,0.0,0.89286,8.584,13.41095,0.0,0.0,128.0,44.00378,0.0,0.39,2.138,-1.0,0.616042,0.07902951689132842,64104.54904612614,0.08342347658964996,0.1032029050082228,49.35477814850984,16.885850694444443,0.6610286274509805,0.36237426156087,0.08003404254383786,64.31029294416659,87.5511337048041,1.3871069161108474,499.2075772695807,0.12201631765237843,0.06604452071263285,0.07237078291942736,99.7835573011144,0.13981555415677954,0.11028424915709974,0.0853416104714469,5.270227222628818,8434.413778644495
71,171,35.6416,16.1641,28,16.8451,0,111,120,8,136,7,1.00828,37.68501,0.0,0.0,2.67857,8.496,14.03496,0.0,0.0,129.0,44.18861,0.0,0.4,2.471,-1.0,0.580646,0.07909599801978215,63890.40440979514,0.08316594899823496,0.10390454500136845,49.31747229305314,17.28882137345679,0.6655819607843138,0.3623742615608742,0.08029259180703917,64.9294398206184,86.55570851635302,1.4207737581078252,499.00808062731517,0.12257776140012938,0.06622092898977092,0.07221472006584678,99.72507174173019,0.13928483870473993,0.10945924997536134,0.08493687270401144,5.2458119287603004,8615.544567525909
72,172,35.6929,16.3073,28,17.2643,0,111,120,8,136,7,1.0055,37.82879,0.0,0.0,3.17857,8.573,13.89975,0.0,0.0,129.0,44.2792,0.0,0.4,2.189,0.21682,0.556869,0.07924689336861394,63890.31637388517,0.08317875236507127,0.10459236273337652,49.17377123420621,17.47386188271605,0.6661372549019609,0.36237426156087404,0.08047192075554936,64.62681337127583,88.33530494212711,1.258144647431934,498.80816190465976,0.12306017895200826,0.06636872189145607,0.07216817249731587,99.69973930127784,0.13890100370979025,0.10925660647178762,0.08482778513870395,5.231508931425854,8649.898611777693
73,173,35.7107,15.9535,28,17.8974,0,111,120,8,136,7,1.00145,37.87594,0.0,0.0,3.17857,8.619,14.00492,0.0,0.0,129.0,44.31749,0.0,0.4,2.879,-1.0,0.580903,0.07975070107641195,63893.89970274835,0.08335585184475676,0.10506467547044408,49.15809028531298,17.50752314814815,0.6656733333333332,0.3623742615608762,0.08085208264379706,64.48856864987249,88.41210789187716,1.2899929714080904,498.57479757130557,0.12359308087509265,0.06684169249144309,0.07218525063045673,99.67658629255601,0.13862393506493179,0.10941397717126329,0.08463121328141544,5.232940712374678,8665.721766829432
74,174,36.1526,15.8308,28,17.7404,0,111,120,8,136,7,0.99993,38.26051,0.0,0.0,3.5,8.545,13.7043,0.0,0.0,128.0,44.28511,0.0,0.39,3.151,-1.0,0.6105,0.08005364626504037,63929.41161541415,0.08336169436898361,0.10560166779271898,49.373009010597514,17.57494212962963,0.664372549019608,0.3623742615608754,0.08128617418347285,64.35060839977871,90.14186493962502,1.5743673617789795,498.3167191931312,0.12412935519488381,0.06740576578895648,0.07236085564143402,99.6166634298533,0.1382703312708383,0.10986720626284542,0.08457488942547998,5.281341724311221,8954.284051484527
75,175,35.956,15.4694,28,19.5357,0,110,121,9,137,7,0.99975,37.90617,0.0,0.0,3.64286,8.48,13.6677,0.0,0.0,128.0,43.53155,0.0,0.4,2.829,-1.0,0.630801,0.08033199639382663,63899.47188278262,0.08286397211320652,0.1061413638150079,51.083488935305745,17.28559027777778,0.6490811764705882,0.36237426156087166,0.0819190631347107,64.78591639743661,88.7853988744117,1.9581437281050502,498.1739591129458,0.12423585111580678,0.06782423124659882,0.07206826749161532,99.71354093547743,0.13834091301839196,0.11026711249981734,0.08413899713012359,5.684013029121797,8808.126722989002
76,176,36.1708,15.2627,28,17.3906,0,110,121,8,137,7,1.00568,38.14504,0.0,0.0,4.10714,8.586,13.29254,0.0,0.0,128.0,43.52564,0.0,0.4,3.107,-1.0,0.662747,0.08054208745094135,63913.260584894044,0.08251464767214409,0.1068791654796506,51.125622219509545,17.664978780864196,0.6528631764705881,0.3623742615608714,0.08263494988349503,64.29833661087198,86.80645072050297,1.7573350486732242,498.0179123081485,0.12452089100224349,0.06777605611277132,0.0718366677242671,99.69121790785334,0.13856910315795123,0.11049498342090974,0.0838212681699218,5.333469236549717,8941.383448203404
77,177,36.2121,15.1806,28,17.6743,0,110,121,9,137,7,1.00962,38.19302,0.0,0.0,2.42857,8.502,13.11357,0.0,0.0,128.0,43.57611,0.0,0.4,2.777,-1.0,0.595089,0.08087586429728283,63880.19541437998,0.08254625920001334,0.10750695421137994,51.23538716634115,17.662471064814813,0.6562490196078432,0.3623742615608727,0.08335046955713694,64.54216765773818,90.1882932003832,1.3020774290304022,497.8557799203469,0.12477597537746993,0.06803452325511122,0.07153662139088098,99.67371902279021,0.13868364720268353,0.11080568566040988,0.08380309595975866,5.248958536226074,8965.534727737993
78,178,36.3107,15.137,28,17.7941,0,110,121,9,137,7,1.00898,38.23722,0.0,0.0,4.96429,8.45,13.04385,0.0,0.0,128.0,43.59071,0.0,0.4,3.318,-1.0,0.592353,0.081098167640794,63905.5380436338,0.08262874641925586,0.10814246353499005,51.286993521231196,17.53804976851852,0.654864588235293,0.3623742615608723,0.08398626566416796,64.65325473406392,89.89776958641167,1.284602253770411,497.7054088690484,0.12513329224462796,0.06862938817125194,0.07130099266995577,99.68029562364936,0.13803519384581917,0.11101143601964454,0.0837755614210515,5.143799752495787,9045.95139354842
79,179,36.4324,15.2944,28,17.1068,0,110,121,9,137,7,1.00859,38.31986,0.0,0.0,5.03571,8.385,13.01126,0.0,0.0,128.0,43.68898,0.0,0.4,3.599,-1.0,0.598537,0.08155339473626327,63824.870580184666,0.08284002644639775,0.10874841242943277,51.24827311951437,17.236786265432098,0.6558894117647059,0.3623742615608705,0.08464868905570369,64.30425294123111,87.52434102476008,1.416913944119839,497.5594091345315,0.12546451499034927,0.06879517677444168,0.07116524986180518,99.67590480010679,0.13762596312144096,0.11103276640361578,0.0838087021330335,5.114705594324587,9149.559219178669
80,180,36.2893,15.0755,28,17.4956,0,110,121,9,137,7,1.00866,38.18108,0.0,0.0,4.25,8.45,13.15348,0.0,0.0,128.0,43.75383,0.0,0.4,3.939,0.18943,0.582514,0.0822389995795709,63867.10793680913,0.08313550842055352,0.10925441899455729,51.32697418589651,17.125675154320987,0.6566796078431373,0.36015663551764887,0.08549626419932105,64.5289670642156,90.0868964259449,1.8124255561402718,497.42725485080973,0.12585206392100617,0.06919860910558899,0.07076281577530415,99.691796593505,0.1373455077881181,0.11137501234859888,0.08362030167589973,5.100446048839194,9012.97628042112
81,181,36.1725,14.9462,28,17.2088,0,110,121,9,137,7,1.00534,38.06115,0.0,0.0,4.71429,8.614,12.95622,0.0,0.0,128.0,43.812,0.0,0.4,3.93,-1.0,0.586807,0.08204691953217755,63880.894233939835,0.08361345049041821,0.1095597486050853,51.493321359893415,17.023582175925927,0.657990058823527,0.3601566355176469,0.08638298550875442,64.46283367540074,88.1869179249148,1.2447311778258063,497.30758647856896,0.12627657784180268,0.06938234956738785,0.07062001988575616,99.70761824749695,0.13720323745160545,0.11176383584365213,0.08349558812478063,5.12787520974006,8928.607660595622
82,182,36.1897,14.9417,28,16.7032,0,110,121,9,137,7,1.00026,38.11022,0.0,0.0,4.82143,8.395,12.84109,0.0,0.0,127.0,43.698,0.0,0.4,3.177,-1.0,0.601476,0.08224116770008591,63789.78544288503,0.08401362908112509,0.10971961156767987,51.479406474549094,16.83246527777778,0.6545266666666667,0.36015663551764826,0.08724402622426779,65.04380377912014,87.96554548936483,1.8922247138823636,497.2151734772182,0.12620527040080767,0.07002074000040212,0.0704870202403768,99.70081646235445,0.1371479294506929,0.11186375029695725,0.08373579648974146,5.086101092036575,8992.282233556949
83,183,36.0238,15.4782,28,16.2061,0,110,121,8,137,7,1.00371,37.98823,0.0,0.0,5.46429,8.342,12.84285,0.0,0.0,127.0,43.66823,0.0,0.4,2.807,-1.0,0.586693,0.08210712272427216,63818.69090903118,0.08448875344524956,0.1098638749983655,51.39612004786361,16.638503086419753,0.6545506078431358,0.36015663551764926,0.08800078631809949,64.97772306692492,87.57162109743375,1.168646791232437,497.18558296561224,0.12635875843208455,0.07055251556306096,0.07035716192900641,99.7238084960904,0.13672130960134657,0.11162111862116265,0.08373137750482038,5.074060160877451,8883.396810672213
84,184,35.9666,15.8059,28,16.9338,0,110,121,8,137,7,1.00583,37.95377,0.0,0.0,5.71429,8.458,13.29926,0.0,0.0,128.0,43.61171,0.0,0.4,3.224,-1.0,0.581138,0.08261888246905637,63828.00150237723,0.08515118619741412,0.1099996131723493,51.434784500687215,16.559702932098766,0.6552792156862746,0.36015663551764626,0.08860609118762194,64.50171785585466,90.21779619377995,1.3448495318636071,497.15194905096155,0.1265775664145765,0.07090532026022099,0.07026802703035982,99.74400682811437,0.13637766308496965,0.11129860908421889,0.08351220774710372,4.993217445090981,8787.067794971645
85,185,36.3384,15.489,28,17.014,0,110,121,8,137,7,1.00701,38.29475,0.0,0.0,6.78571,8.427,13.58136,0.0,0.0,128.0,43.54643,0.0,0.4,3.168,-1.0,0.60215,0.08263521028837563,63982.97567310262,0.0859067437632291,0.11021709527619906,51.447047669210555,16.31081211419753,0.6539120784313724,0.3601566355176537,0.08937449659108519,64.60287027301874,85.86776124526826,1.417566952869992,497.1520621107684,0.12683618478429165,0.07119028472518577,0.07025198912402099,99.69104235606724,0.13602570907592104,0.1110785767914173,0.08428848412815879,5.013137752163886,9056.63790692314
86,186,36.4626,15.2201,28,16.3398,0,110,121,8,137,7,1.00444,38.39289,0.0,0.0,5.71429,8.3,13.30366,0.0,0.0,128.0,43.42809,0.0,0.4,3.659,-1.0,0.608358,0.08308888106057061,63905.1600531763,0.08660806719839084,0.1104096443809174,51.62121129918982,16.04369212962963,0.6464921568627451,0.36015663551765265,0.09021105169450162,65.04791305956101,86.11203781928751,1.7809673330150955,497.1786612780716,0.12740375956007996,0.0715743324188408,0.0703906520835605,99.67813434729864,0.13554428706766797,0.1109478559494086,0.08522161151016701,5.035350870714344,9117.945460307152
87,187,36.4895,15.3333,28,16.5517,0,110,121,8,137,7,1.00013,38.49026,0.0,0.0,5.14286,8.313,13.07043,0.0,0.0,127.0,43.29767,0.0,0.4,3.952,-1.0,0.56881,0.0835251764803965,63922.77153516974,0.08731473598287291,0.11023308778248146,51.497532032154226,16.06737075617284,0.6419074509803921,0.36015663551765015,0.09098157967862827,64.92517880785668,90.0059798606764,1.6846919969475078,497.23866590078563,0.1276439775422918,0.07193541550901007,0.07039321123156524,99.7013425088813,0.13515996186409493,0.11082538703457556,0.08519328023306642,4.962257984841938,9170.343617813312
88,188,36.3428,15.4626,28,15.8801,0,110,121,8,137,7,0.99933,38.3916,0.0,0.0,4.67857,8.374,13.16832,0.0,0.0,128.0,43.27567,0.0,0.41,4.068,0.19239,0.562511,0.08399614730095402,63964.44006178919,0.08796595842264818,0.11004541201415326,51.71441254792391,15.87572337962963,0.6461556862745097,0.3601566355176506,0.09168405456137133,65.26496211177147,88.58948770028445,1.5453968820251391,497.3147169708814,0.12766316786924264,0.07225680229774277,0.07046862447547625,99.70687515582917,0.13488103883437266,0.1106420923934311,0.08579044373292341,4.98125693830808,9105.977630782738
89,189,35.9986,15.0171,28,16.1664,0,110,121,8,137,7,0.99738,38.07911,0.0,0.0,5.07143,8.391,13.27452,0.0,0.0,129.0,43.21872,0.0,0.4,4.134,-1.0,0.602372,0.08441487424349504,64079.90103132039,0.08870691009149721,0.109846624961189,51.80064467441888,15.265914351851851,0.6466811764705882,0.36015663551764926,0.092393895599446,65.28342237359489,90.48932069276505,1.3381709068690544,497.40301589398365,0.12773661733016528,0.07257156311130203,0.07051475973371336,99.75351016241844,0.13457464539177616,0.11070757935971406,0.08547548845446806,4.967535131782546,8928.813790492493
90,190,36.219,14.4878,28,16.1501,0,110,121,8,137,7,1.00522,38.26198,0.0,0.0,4.14286,8.265,12.89475,0.0,0.0,129.0,43.23136,0.0,0.4,4.091,-1.0,0.606335,0.08494182241507026,63998.572366826,0.08920859906626329,0.10938440733958105,52.104685465494796,14.839409722222221,0.6485670588235293,0.362374261560868,0.09302947663962768,65.49557478554115,88.06887352954178,1.3046680922035534,497.5104784995309,0.12773323221108088,0.07283100052709532,0.07046476198481366,99.74866849624462,0.1344032024102854,0.11059819286031437,0.08563256748419386,4.915199777253071,9104.586025795516
