,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,noise,uhdhdsim,cubrow.0,cubrow.0.3,cubrow.0.6,blockiness,temporal,saturation,blur,cubcol.0.6,cubcol.1.0,contrast,tone,cubrow.0.5,color_fulness,cubcol.0.3,cubrow.1.0,staticness,cubcol.0,cubcol.0.5,movement
45,45,65.0065,22.6383,43,35.2252,0,112,122,9,133,10,1.00128,64.43603,0.0,0.0,2.96429,4.766,19.18272,0.0,0.0,125.0,43.58919,0.00135,0.32,2.889,-1.0,1.774609,65508.46887802162,0.362374261560873,91.80197391026779,0.09753485026371626,0.24469931569850978,0.19065486300847267,3.8929882970492984,5.8994405871451185,37.16362413947965,27960.821785994103,0.1477036064156301,0.17703893702004836,91.99135275547032,0.720363137254902,0.23923378222660655,116.7204976960504,0.20347056143267947,0.113291431624243,368.86165086388985,0.1969940581062183,0.14305305839487398,25.40277777777778
46,46,65.7633,22.7768,44,35.6917,0,112,122,9,132,10,1.01017,65.1314,0.0,0.0,4.42857,4.749,19.42863,0.0,0.0,125.0,43.49182,0.00122,0.32,2.84,-1.0,1.805269,65493.916022472295,0.3623742615608692,91.707306957875,0.09737265562132823,0.2448725305007577,0.19008059336320227,3.170249740995484,5.945846351110876,36.893156075183256,28528.72160136023,0.14681932915550724,0.17610595876191756,90.28889839916422,0.7190398627450941,0.23845282592462483,117.29139598968973,0.20415299247388027,0.11317524224435724,367.0014162170713,0.1975590170320288,0.1435807628240308,26.011815200617285
47,47,65.9306,22.4237,43,35.6295,0,112,122,8,133,10,1.00771,65.19867,0.0,0.0,4.89286,4.684,19.55052,0.0,0.0,124.0,43.65038,0.00123,0.31,2.427,-1.0,1.805208,65358.557311928,0.36015663551764615,91.67004997132591,0.09717950770140783,0.24501162065152168,0.18961095741232914,3.5137498352920984,5.963697067224269,36.907079249252504,28260.677258762236,0.14642129823349861,0.1749636771801077,91.00408257580578,0.720243137254902,0.23768892726013716,116.50252675101986,0.20462364348067918,0.11303302708899388,364.7076413093734,0.19803558106616737,0.14413032181155108,26.652006172839506
48,48,66.2277,22.2157,43,35.0991,0,112,122,8,133,10,1.00542,65.40061,0.0,0.0,5.71429,4.585,19.24946,0.0,0.0,124.0,43.79692,0.00107,0.32,2.701,0.41101,1.82527,65366.53198337702,0.3601566355176454,91.63038301283632,0.09698090301204841,0.24521914069673562,0.1889584878628183,3.4694276483702375,5.971772485219638,36.65068317931375,28329.710187179684,0.14619130489258564,0.17403751160258688,88.0214430524534,0.7182874509803922,0.23692900680370257,116.43776835820829,0.20485440403533128,0.11300589059111223,362.34981476493317,0.19850837857433956,0.14462912114659576,26.937451774691358
49,49,66.2749,22.3065,43,35.2419,0,112,122,8,132,9,1.00729,65.36165,0.0,0.0,5.10714,4.544,19.06463,0.0,0.0,124.0,43.65295,0.00108,0.31,2.563,-1.0,1.796784,65405.19190201283,0.3601566355176415,91.5915245678045,0.09678590289261775,0.24540341284378156,0.18848966197253317,5.380601251501351,5.953848742365313,36.587549656997496,28146.236530754133,0.14601498289911247,0.1728357952646387,87.95292186654225,0.71095088235294,0.2362699237532231,116.06983835945066,0.20508936091294278,0.11300203648447832,360.1100109505397,0.198998736594758,0.14514221592708515,26.775270061728396
50,50,66.6296,22.0771,43,34.291,0,112,122,8,133,9,1.00001,65.62224,0.0,0.0,5.82143,4.506,19.14514,0.0,0.0,124.0,43.51696,0.00103,0.32,2.813,-1.0,1.82218,65381.4833766214,0.36015663551764315,91.54338319452864,0.0965764737399588,0.24539175004182626,0.18772881863810365,4.465642163421557,5.93768859349607,36.67480167341821,28400.56365261967,0.14583296567553752,0.17155978421990878,90.81800087134454,0.7011847450980381,0.23562730720813402,115.71348638113437,0.2054673632068209,0.11292378746979742,357.99856739816266,0.19942722627219625,0.14569039497736677,26.150559413580247
51,51,66.8166,21.9076,42,33.3858,0,112,122,8,133,9,0.999,65.61779,0.0,0.0,4.03571,4.467,18.95003,0.0,0.0,124.0,43.62901,0.00083,0.31,3.206,-1.0,1.81069,65473.62156302351,0.3563155945385838,91.52572681283308,0.09642611935178766,0.2454252125051305,0.18697438943382141,4.33315291346557,5.927238723580895,36.46123476381655,28800.76010146437,0.1456631450103153,0.16985790785006086,87.44259359138786,0.6985858823529412,0.2350151184760402,114.30223261351925,0.20599934516353785,0.11242063534488503,355.97716019938343,0.19991966333339578,0.14617236386491542,25.56524884259259
52,52,66.8841,21.785,42,34.577,0,112,122,8,133,9,0.9982,65.43866,0.0,0.0,3.57143,4.497,18.80526,0.0,0.0,124.0,43.84588,0.00079,0.31,3.247,-1.0,1.866885,65771.01859649783,0.3540979684953542,91.58158443903528,0.09619772430421539,0.24547826533710787,0.18647643528859545,4.139584549797215,5.978832232441643,36.52229459786121,29586.836978813662,0.14554981966905545,0.1683022276190546,90.00622013447966,0.7008176470588232,0.23425212322101055,112.06858699681477,0.20658350989409108,0.11208397613860509,353.98435899702343,0.20025166759054863,0.14662399384957886,24.89163773148148
53,53,67.0243,21.4803,42,32.4594,0,113,122,8,133,9,1.00025,65.33599,0.0,0.0,3.42857,4.517,18.70902,0.0,0.0,123.0,44.0064,0.00083,0.31,3.155,-1.0,1.942594,65600.12835215098,0.35188034245211847,91.60873225823272,0.09602857529081289,0.24550314539668758,0.1857923290720549,4.130930778923055,5.96815613090682,36.576682761863424,30104.44858756874,0.1454470257374488,0.16681291774149135,88.20932249136189,0.7001968627450981,0.23335682605025265,111.31272362223685,0.20716937934546692,0.11161858002263868,352.072608911091,0.20070450750383217,0.14699301877247334,24.637538580246915
54,54,66.4987,21.3348,41,31.5207,0,113,122,7,133,9,1.00484,64.62686,0.0,0.0,3.32143,4.479,18.44894,0.0,0.0,123.0,44.001,0.00102,0.32,3.106,-1.0,1.978332,65872.4240079454,0.3458216754298302,91.71256940408503,0.09599649839040203,0.24530667309185542,0.18534830015034798,4.054777782847419,5.928392557566952,36.36717054578993,29465.670838059174,0.14536844488292844,0.16542141801828042,94.29012044451741,0.6985458823529412,0.23235590237609582,110.53280570177233,0.2080692508437489,0.11118483829889869,350.2457700721738,0.2011659710747428,0.1472772641451886,24.745515046296298
55,55,66.0085,21.6646,40,32.7157,0,113,122,7,133,9,1.00211,63.99452,0.0,0.0,2.53571,4.546,18.31559,0.0,0.0,123.0,43.82127,0.001,0.32,3.485,-1.0,2.027186,65943.84841984819,0.3419806344507645,91.81647840661333,0.09592022885248312,0.24512259132945524,0.18479674270707583,4.402220892536898,5.937072447785794,36.12825596185378,28772.271078177622,0.14524272268450628,0.16419473158281897,91.94413347080462,0.6910594901960729,0.23151828683629266,110.56735174736492,0.20906273522564778,0.11087243728880897,348.3534533110354,0.20163911710836474,0.14759165976369124,24.481336805555557
56,56,65.4605,21.7631,39,33.027,0,114,122,7,133,8,1.00784,63.41421,0.0,0.0,2.71429,4.576,18.60162,0.0,0.0,123.0,43.68804,0.00084,0.32,2.707,0.40046,2.027046,65390.28266876088,0.3397630084075361,91.89236185208392,0.09582285151996775,0.24494079495410262,0.18412186473217637,3.839260832779901,5.954702432828093,35.68214586046007,27905.55058930845,0.1450755972420356,0.16290214450884394,86.92111673295447,0.6855058823529412,0.2307318458240695,110.10241042647952,0.21016869453672307,0.11037657676042416,346.30272908279096,0.20204651091081202,0.14785624516397167,24.523099922839506
57,57,65.7379,22.0008,39,33.3931,0,114,122,7,133,8,1.00859,63.63291,0.0,0.0,3.64286,4.625,18.68377,0.0,0.0,123.0,43.68176,0.00118,0.32,3.268,-1.0,2.089174,65361.329227287344,0.33754538236430515,91.8142153620852,0.09576910354622056,0.24475147286240237,0.18357445805137806,4.241875854463167,5.982004612128509,35.48697897828655,28546.980968218533,0.14487902255188037,0.16178514553651893,87.08751285691976,0.6837070588235294,0.2300022148739686,109.07906320000652,0.2112174150084259,0.10980569872954085,344.02313867628504,0.20243225167986278,0.1482791714635353,24.591435185185187
58,58,65.9305,21.9675,38,34.7783,0,114,122,7,133,8,0.99986,63.79401,0.0,0.0,2.42857,4.672,18.88046,0.0,0.0,123.0,43.66831,0.00105,0.32,3.368,-1.0,2.001165,65399.60522757415,0.33754538236430465,91.77666890996903,0.09570380893513256,0.2444793232626263,0.18294188428272296,4.28695239929605,6.059420951904277,35.18640155556761,29160.835154142307,0.14485113407471017,0.16099725478513,92.15200710436697,0.6842435294117648,0.22925616863685114,108.3144627442986,0.21239806965026353,0.10930375885359774,341.68305480841207,0.20286041539795002,0.14850719862203646,24.26171875
59,59,66.6407,22.3598,38,35.3742,0,114,122,7,133,8,1.00201,64.43648,0.0,0.0,2.96429,4.712,18.85235,0.0,0.0,123.0,43.93648,0.00117,0.31,3.679,-1.0,2.006006,65566.70647596204,0.33754538236430226,91.72433466605683,0.09570676299175093,0.24420410286979818,0.18236231567730593,3.006935744189428,6.059647957223549,35.29283763744213,30730.76147267699,0.14492918071486996,0.16032559194674867,88.1463541016616,0.6905705882352942,0.2284766450155544,106.10458939155242,0.21352743141258484,0.10879285488673765,339.6598760912209,0.20326830549801625,0.1487330313248364,24.348427854938272
60,60,66.8668,22.617,38,33.4475,0,115,122,7,133,8,1.00621,64.64355,0.0,0.0,4.96429,4.771,19.19157,0.0,0.0,123.0,44.16759,0.00114,0.31,3.323,-1.0,1.942715,65744.83898881765,0.3375453823643019,91.76543066609305,0.0955650687899043,0.2434865172412047,0.1811285649837814,3.2158058386404593,6.063832330477996,35.16884189181857,31706.18980306904,0.1450089479846673,0.1594405518827312,89.00387075425306,0.6991313725490197,0.22696538760945412,105.56554395224069,0.21398704057308107,0.10810351602815158,338.0243625222223,0.20444103428108534,0.14880063142772104,24.634837962962962
61,61,66.872,22.4787,38,33.8594,0,115,122,7,133,8,1.00151,64.56901,0.0,0.0,5.67857,4.808,19.41562,0.0,0.0,123.0,44.25132,0.00091,0.31,3.715,-1.0,1.942807,65816.98694585456,0.33754538236430176,91.85886612199276,0.09542430162795441,0.2429652081460268,0.1804352523207027,3.7363020453895652,6.072067444805727,34.85673824357398,32200.10189145708,0.14440193418756656,0.15845136124932307,88.49618041783265,0.7037831372549019,0.22545491909093066,105.46109960140379,0.21454472773236283,0.10733084136706755,336.6015056727061,0.20650235285866503,0.14874602243269525,25.007957175925927
62,62,66.8876,22.699,38,32.5349,0,115,122,7,133,8,1.00001,64.51217,0.0,0.0,3.39286,4.865,19.299,0.0,0.0,123.0,44.20257,0.00063,0.31,3.981,-1.0,1.857123,65736.94133530867,0.33754538236430204,91.98219442336274,0.09517464262068041,0.24255319786525734,0.18001357853628572,2.9305866848654203,6.070674204278787,34.68589292926553,32964.240858070174,0.14329834148619294,0.1568356512026719,87.68881829931902,0.7080933333333332,0.2238316144429314,105.55931064951713,0.21511931993012742,0.10648693299738826,335.1348306272956,0.20990370917015308,0.14861585164298335,25.328462577160494
63,63,66.956,22.7783,38,32.1302,0,115,122,7,133,8,0.98789,64.60458,0.0,0.0,7.0,4.874,19.48546,0.0,0.0,123.0,44.08777,0.00063,0.31,3.592,-1.0,1.835496,65734.75442141453,0.3375453823643029,91.96163866377626,0.0950170206308497,0.2421188699996607,0.17967084839699596,2.8313773464212404,6.138254795892755,34.42407057020399,33457.47898576336,0.1445285011409401,0.1553931312518507,89.41648366025541,0.7083384313725489,0.22213566058645134,106.534504302865,0.21575013929331371,0.10570695424998992,333.60801099714587,0.21472472801243492,0.14836244524525555,25.236882716049383
64,64,67.003,22.9223,38,32.2392,0,115,122,7,133,8,0.9885,64.76525,0.0,0.0,3.64286,4.927,19.55025,0.0,0.0,124.0,43.79062,0.00123,0.31,3.83,0.40818,1.832141,65638.3194383015,0.3375453823643033,91.88688824907828,0.0947829074151448,0.24178942657285846,0.17946053484376095,3.015325652291116,6.216019663978145,34.347628746503666,33682.67118840014,0.1463521486770829,0.15399655015393005,92.8509115939973,0.706358431372549,0.2204693467580175,108.00304913247382,0.21623661019023496,0.10504072298495286,332.12519973492067,0.2207657306708226,0.14797352392433472,25.257860725308642
65,65,67.0483,22.5727,38,32.815,0,115,122,7,133,8,0.98738,64.97449,0.0,0.0,5.5,4.952,19.67498,0.0,0.0,125.0,43.55831,0.00109,0.31,3.918,-1.0,1.808242,65799.25343709122,0.3375453823643036,91.91925762894155,0.094580620550377,0.24136531502499547,0.17939456109228147,4.060979006820282,6.239542859367071,34.07079494146653,33876.5647623242,0.14450282832500289,0.1527233903427248,88.3963826033064,0.7031065490196068,0.21897247675924944,109.36394930375995,0.2166627758136642,0.10438241846426569,330.6124756126297,0.22797251873503038,0.14751735394838064,25.258005401234566
66,66,67.2547,22.3358,39,32.1048,0,115,122,7,133,8,0.99004,65.24356,0.0,0.0,4.17857,4.996,19.3742,0.0,0.0,125.0,43.47075,0.00135,0.31,3.367,-1.0,1.695018,65852.5994155484,0.3375453823643057,91.75809215975326,0.09450606234841522,0.24106195641161554,0.17944595695784454,4.249444183605786,6.235876158136829,34.127901053722994,33941.320345801934,0.14348533588045134,0.1515779774682716,90.72615024192538,0.695456862745098,0.21753654018230878,110.14568849588095,0.21711809344274882,0.10352889901738883,328.87111369311594,0.2361717452459176,0.1470722287541647,25.003327546296298
67,67,67.053,22.0061,38,32.3899,0,115,122,7,133,8,0.99658,65.0458,0.0,0.0,2.67857,4.988,19.16918,0.0,0.0,125.0,43.26277,0.0012,0.31,3.547,-1.0,1.744476,65886.0125998824,0.33754538236430603,91.80960551666642,0.09436235045760386,0.24097602164984785,0.17955781385339153,4.998560719745345,6.242667277712815,34.011569176191166,33615.54891021036,0.1430614571798893,0.15023261067424312,88.93805780615746,0.6918913725490196,0.21600916789265961,110.23352435461973,0.21761126983579582,0.10240389041961157,327.05450877781436,0.24397212779885794,0.1467836702708968,24.197916666666668
68,68,66.9098,21.4784,38,33.9009,0,115,122,7,133,8,0.99383,64.86133,0.0,0.0,2.03571,4.963,18.89582,0.0,0.0,125.0,43.14288,0.00105,0.31,3.084,-1.0,1.740555,65878.31950755595,0.33754538236431236,91.87531556562264,0.09424617359719432,0.24079680347358937,0.17963526781428343,3.8775809801411647,6.187387752546311,34.141247219509545,33462.72616510843,0.14332357936120502,0.1490997919733232,91.22487828730982,0.6906345098039216,0.21471043381437083,108.59149452543853,0.21780464474279967,0.10140784960288864,325.25238935513124,0.25144186031500637,0.14696324977804487,23.420524691358025
69,69,66.3306,21.0603,38,31.7232,0,115,122,6,133,8,0.98632,64.30422,0.0,0.0,1.96429,4.959,18.44384,0.0,0.0,125.0,43.11981,0.00083,0.31,3.088,-1.0,1.789804,65797.6866555702,0.3375453823643056,92.0253319833794,0.09378943177996672,0.2406850336587873,0.17965383526703285,2.8807297758749426,6.167281860580032,34.35003869327498,32858.30783464024,0.1442594658701928,0.14849903807481793,90.89123011243153,0.6906721568627451,0.2135961403618465,107.59788149515833,0.2181739917753764,0.10034039029424179,323.5091296747845,0.2576442294269809,0.148062168721839,22.963204089506174
70,70,65.7527,21.0993,37,32.4262,0,114,122,6,133,8,0.99297,63.72962,0.0,0.0,3.75,4.927,18.08897,0.0,0.0,125.0,42.99096,0.00073,0.31,2.831,-1.0,1.785489,65716.12085286446,0.337545382364306,92.16104987736895,0.0933282293119967,0.24050391637848392,0.1795345578145026,3.822090125012626,6.1662385153336015,34.53523894886912,32142.46653845111,0.14481721072679538,0.14757597070384063,91.00050901399094,0.6837521960784299,0.21245806248241766,109.15439017433053,0.21863380763984028,0.0994172300912117,321.8316277477626,0.26393298085765116,0.1476695015008662,23.14327739197531
71,71,65.5266,20.9501,37,30.5508,0,114,122,6,133,8,0.99964,63.51326,0.0,0.0,4.60714,4.88,18.11681,0.0,0.0,125.0,42.95585,0.00059,0.31,2.678,-1.0,1.854013,65672.69565251147,0.33754538236430554,92.30739486295049,0.09282479401269415,0.2400983764199174,0.17955813232757417,4.381067912445431,6.142898663746258,34.753195115077645,31732.605662679507,0.14597840557773165,0.14714346911431705,95.17362169357122,0.6816901960784314,0.21127154655121144,108.96660738909897,0.21920061392118512,0.0984040603681724,320.25838284150495,0.27097798370288045,0.14822467740579362,23.363184799382715
72,72,65.5671,21.4111,37,31.5328,0,114,122,6,133,8,1.00471,63.51141,0.0,0.0,1.71429,4.881,17.98798,0.0,0.0,125.0,43.03652,0.00047,0.32,2.71,0.39545,1.833476,65743.16222559863,0.33754538236430487,92.39063713732266,0.09251704716341859,0.23972190752132405,0.1795505535815556,3.6237962250414855,6.114130264830717,34.85998780050396,31524.48003233501,0.14649987195348946,0.14659079169914097,92.93325617781684,0.6841235294117647,0.2103014816221334,108.72319314197364,0.22010889608206607,0.0975238754935978,318.8098197331037,0.27828611127121006,0.1482838237844673,22.966724537037038
73,73,65.4426,21.3649,38,31.3437,0,114,122,7,133,8,1.00413,63.47483,0.0,0.0,3.07143,4.847,18.38343,0.0,0.0,125.0,42.89084,0.00049,0.31,3.379,-1.0,1.871285,65388.23426605537,0.33754538236430504,92.37384256540011,0.09207071753390028,0.23931070561186968,0.17952347964777354,4.214369804808172,6.049966667318815,34.70437169958044,30904.34232391969,0.1481953593852877,0.14597939048658787,90.39284887255809,0.6800137254901961,0.2093474938136189,108.62366068093957,0.22109790764296433,0.09667704895709357,317.4769498402534,0.28439830585264253,0.14784627705295975,22.824074074074073
74,74,65.2565,21.2832,38,32.5468,0,114,122,7,133,8,1.00213,63.35126,0.0,0.0,4.57143,4.82,18.34146,0.0,0.0,125.0,42.71415,0.00052,0.31,3.346,-1.0,1.869881,65470.58354402942,0.33754538236430465,92.39505119770237,0.09172935219887551,0.23895704882091057,0.17948248665831543,3.4584330387202353,6.001735029703457,34.62201511712722,30288.88768560905,0.14961829927626422,0.14535636468477037,93.88239852214818,0.6744545098039216,0.20827686098323545,107.70138654399445,0.22223516277277328,0.09585273368889356,316.1625071584912,0.29034570418906414,0.14763445755142324,22.702787422839506
75,75,65.228,21.547,38,33.1915,0,114,122,7,133,8,0.99417,63.3313,0.0,0.0,4.17857,4.75,18.26951,0.0,0.0,125.0,42.66497,0.00043,0.31,3.498,-1.0,1.903922,65432.5409534565,0.33754538236430337,92.37453208713379,0.09149544004666187,0.23867746806241727,0.1795292197626161,3.5878716567444475,5.992948330120993,34.45750464922116,30086.067777198794,0.1515883960267949,0.14475214590492272,92.32228616183914,0.6753886274509804,0.20701438054418583,108.29049946482692,0.2231759591562768,0.09522840982615191,314.8182840075816,0.2971532997366842,0.14790844059019115,22.877266589506174
76,76,64.734,20.9494,37,32.6549,0,114,122,7,133,8,0.99192,62.76727,0.0,0.0,3.82143,4.701,18.49673,0.0,0.0,125.0,42.93972,0.00044,0.31,2.908,-1.0,1.944927,65605.82959676975,0.33754538236430304,92.4326178249467,0.09134523937170447,0.23847465371490503,0.17948879607298446,3.974338325158735,5.972855478915965,34.208358199508105,29469.23621959872,0.15354858231876498,0.14419029817508097,95.34803453578093,0.6814458823529411,0.2060583756513681,107.36062794490982,0.22377082082887945,0.0946046994863282,313.46750231546514,0.30331252838516237,0.1487114617165219,23.320891203703702
77,77,64.0137,20.4162,37,31.3873,0,114,122,7,133,8,0.99219,62.05117,0.0,0.0,6.85714,4.684,17.98369,0.0,0.0,125.0,43.26881,0.00036,0.32,3.969,-1.0,1.913962,65530.348951152046,0.3375453823643008,92.54919634092987,0.09107816744494605,0.23837187674215307,0.1794173296335367,3.9547528775725085,5.947483417011566,34.1704862618152,28395.20895565121,0.15496833495189732,0.14373870909150022,93.33821044202371,0.6889678431372549,0.20516213188597307,107.01683860846876,0.2248633470141519,0.09416696675336766,312.16713566180835,0.30935126252158507,0.15069211917607922,23.36033950617284
78,78,63.6608,20.4451,37,32.0163,0,114,122,7,133,8,0.99591,61.66595,0.0,0.0,4.28571,4.665,17.52645,0.0,0.0,125.0,43.47447,0.00032,0.32,4.216,-1.0,1.966054,65497.0166289294,0.33754538236429904,92.52787879298147,0.09091237830283144,0.23824795579660557,0.17921872328572747,3.9679451316518572,5.943775138635592,34.06377250765576,27910.046257692222,0.15488972549229268,0.14381228152504152,90.27994499678651,0.6901670588235295,0.20429696982991818,107.7205136294364,0.22605787371960234,0.09382381402513297,310.9125289012394,0.3155541835695165,0.15240838265562523,23.55049189814815
79,79,62.5788,20.5314,36,31.3989,0,114,122,7,133,9,0.99365,60.57302,0.0,0.0,6.92857,4.662,17.55223,0.0,0.0,125.0,43.46461,0.00029,0.31,4.254,-1.0,1.960165,65426.976294201784,0.3337043413852368,92.64076421894458,0.09079896078100749,0.2381825522228071,0.1790985401678736,3.9953946714997577,5.944828431696286,33.96291040491175,26397.121790899295,0.15373601197314837,0.143937398194686,94.89483985775533,0.6872196078431373,0.2036248230479496,107.28400418055045,0.2273017270516454,0.09369203240713157,309.7391413680262,0.3214800033728852,0.15466335819565938,23.33082561728395
80,80,61.5785,20.4757,35,33.3079,0,114,122,7,133,9,0.99309,59.55195,0.0,0.0,5.21429,4.677,17.62702,0.0,0.0,125.0,43.35178,0.00033,0.31,4.433,0.40625,1.983135,65282.020139411994,0.33148671534200774,92.74535777938473,0.09052885983279094,0.2380237342156689,0.17874333052337055,2.6090687704570077,5.94080144298557,34.041719978238326,25187.522878103322,0.15292114713260227,0.1444445422004379,91.23091620621763,0.6811545098039216,0.20286040778989162,107.31233270045496,0.22827077835887644,0.09375129489939552,308.66017913923173,0.32634213324873146,0.15840104922319378,23.191213348765434
81,81,60.7927,20.0112,35,32.0072,0,114,122,7,133,8,0.99631,58.73364,0.0,0.0,7.21429,4.704,17.58004,0.0,0.0,125.0,43.17565,0.00036,0.31,4.182,-1.0,1.956178,65202.408353435836,0.3232104222764876,92.7923583948651,0.09042678635450162,0.23785680477841184,0.1781666658402864,3.8472120194724364,5.960797696793506,34.13331264919705,24168.844324670416,0.1521735020622606,0.14425027770533597,91.54857473668115,0.6746736078431362,0.20185696830671385,107.76767840162414,0.2291989784936738,0.09368002900307863,307.6502930404878,0.3310536056157646,0.16374598921615668,23.31664737654321
82,82,59.4838,19.3661,34,31.5431,0,114,122,7,133,8,0.9935,57.43139,0.0,0.0,10.14286,4.699,17.187,0.0,0.0,125.0,42.95492,0.00025,0.31,4.118,-1.0,2.047522,65129.029022911505,0.32321042227648383,93.01837431592423,0.09040144574020242,0.23766056055114426,0.17733298694046226,2.3177023421822436,5.946590169049124,34.25703901126061,22445.061708611924,0.15158086538695284,0.14342233439709182,92.9015939186317,0.6693898039215687,0.20069700610612354,106.93801967646404,0.22985642286683752,0.09355105637455437,306.68386832079915,0.3341424722716505,0.16850292412638618,23.322675540123456
83,83,58.2608,19.2014,34,31.1781,0,114,122,7,133,8,1.00152,56.25236,0.0,0.0,7.5,4.758,16.63162,0.0,0.0,125.0,42.70557,0.00029,0.31,4.279,-1.0,1.961917,64993.460932562986,0.32321042227648106,93.26687357489567,0.09042873754127924,0.23743661463312057,0.17674348979040663,3.1832586771964726,5.865391489281075,34.38923494315442,20768.868074888473,0.15097495571784675,0.14295192901658693,91.12000527731281,0.663801568627451,0.19948489158607513,105.93088087149282,0.23053783332656072,0.09305147474243376,305.81791780859635,0.33560114385164,0.17199953696873502,23.22149884259259
84,84,57.9318,19.1629,33,28.8864,0,114,122,6,133,8,1.00749,55.94982,0.0,0.0,6.25,4.814,16.48251,0.0,0.0,124.0,42.41634,0.0002,0.31,3.89,-1.0,1.925982,65074.451218733695,0.3187751701900257,93.35452637264312,0.09077914451967496,0.23714307351947306,0.176010466423714,4.149562380749822,5.821585806634851,34.44004200122975,20346.976157483758,0.14999282229646477,0.14263840015943333,90.56800896976297,0.6585196078431373,0.19847147848414756,106.88657824291197,0.23132717499097774,0.0923383293798862,305.0868482214007,0.3364928069489941,0.17497448986249156,22.715663580246915
85,85,57.8,19.2558,33,27.8053,0,114,122,7,133,8,1.00992,55.89298,0.0,0.0,5.03571,4.84,16.45154,0.0,0.0,122.0,41.92871,0.00022,0.31,3.879,-1.0,1.910261,65224.48854134063,0.32099279623325105,93.39363379304424,0.09115559741996894,0.23670476223551704,0.17521376051486431,2.9356801057083675,5.758286322189333,34.3991842387635,20105.885153320705,0.14944318607105905,0.14117118649805196,91.66761032684866,0.6514564705882353,0.1974967849395333,107.41908950149079,0.23250531268265404,0.09142947137480953,304.4860120006055,0.3372286077172882,0.17807931539422014,22.166859567901234
86,86,57.1941,19.6937,33,28.7291,0,115,122,6,133,8,1.01201,55.41124,0.0,0.0,4.82143,4.782,16.53744,0.0,0.0,122.0,41.4066,0.00022,0.31,4.119,-1.0,1.835969,65268.51236751603,0.3232104222764829,93.5427867470471,0.09147561741537492,0.23625453986197828,0.17451348942216674,3.5717211224113794,5.7343805960603325,34.10061626669801,19851.238224233155,0.14920239621815165,0.13885616535389317,89.8767643980359,0.6375395882352913,0.19641648420173252,107.77376697168549,0.2332261000390373,0.09058164736927413,303.9836313303872,0.33790852716664393,0.17901443674340822,21.862509645061728
87,87,55.8238,19.2539,33,29.9232,0,115,122,7,133,8,1.01975,54.18884,0.0,0.0,4.0,4.796,16.91248,0.0,0.0,122.0,41.17479,0.00031,0.31,3.36,-1.0,1.780288,65084.35788949719,0.3232104222764839,93.81768930900692,0.09183883563272444,0.23577378384820005,0.1737899989029536,4.172350882801449,5.775393513462049,34.10510988588686,19024.746640264846,0.14908146332671338,0.13144914679027034,88.88346142261355,0.6312823529411765,0.19564668242369518,108.88986256424135,0.2343412369669412,0.08964736780713484,303.57229935365774,0.33826210996393585,0.17896039986993736,21.570650077160494
88,88,55.0513,18.8975,33,31.2305,0,115,122,7,133,8,1.00699,53.37789,0.0,0.0,4.35714,4.775,16.52316,0.0,0.0,122.0,40.79752,0.00044,0.32,4.014,0.40934,1.786392,65099.578548530495,0.3232104222764866,93.74007449763607,0.09224116173935067,0.235465205094053,0.17310628439971126,3.9527052555054847,5.786650602838509,33.88080606342834,18441.67933049643,0.1490326239041633,0.12286470310706922,91.72090201224383,0.6248764705882353,0.19503629101817083,109.1167718957965,0.23554162915705518,0.0884352152910617,303.2117142090922,0.33748048232634864,0.17974028770897163,21.066599151234566
89,89,55.6307,18.2052,33,28.9855,0,115,122,7,133,8,1.01272,53.70199,0.0,0.0,3.14286,4.754,16.21771,0.0,0.0,122.0,40.51444,0.00043,0.32,3.341,-1.0,1.741945,65093.07172594645,0.3232104222764877,93.30382953341552,0.09264594275476018,0.2352668403313277,0.17275744856026365,3.874290650446649,5.670869589011559,33.75851383915654,18271.474904977338,0.14957732410309046,0.11786568206346462,87.61205106566987,0.6201145098039216,0.194526292926429,109.12018402717908,0.23685677853449094,0.08736939781444933,302.92446452281854,0.3371297557393024,0.1806454787800041,20.35522762345679
90,90,55.9376,17.9218,33,28.9834,0,115,122,7,133,8,1.00676,53.81949,0.0,0.0,1.53571,4.744,15.6272,0.0,0.0,122.0,40.34032,0.00031,0.32,3.295,-1.0,1.796928,65285.986014076116,0.3232104222764825,93.22212658964472,0.09300707583192247,0.23502830380226844,0.17210915639386162,3.41579315557689,5.511669645639569,34.00032269513166,18584.327266696604,0.15027140842137504,0.11526362540719708,90.4926274628095,0.6169650980392156,0.1944277479271079,108.85346217100489,0.2395470255709372,0.0865000183508953,302.6628725888267,0.3367999826656039,0.18105433947069013,19.90890239197531
