,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,noise,temporal,cubcol.0,color_fulness,cubrow.0,cubcol.0.5,movement,contrast,cubrow.0.6,saturation,blockiness,cubrow.0.5,cubcol.0.3,fft,cubcol.0.6,uhdhdsim,blur,cubrow.1.0,staticness,cubrow.0.3,cubcol.1.0
45,445,41.2532,6.2851,34,7.63036,0,115,116,8,139,8,0.99571,44.3244,0.0,0.0,2.71429,8.227,5.20683,0.0,0.0,128.0,43.2062,0.0,0.4,1.979,-1.0,0.928394,0.6638678431372549,0.36237426156087355,3.6973860904359137,0.11468280948073004,85.47765858092386,0.12767087155302545,0.13677507493116028,6.911458333333333,86.61261891821843,0.17105821754151224,58.94000055760513,1.745792633258913,0.17649399175868902,0.0837184794622627,64064.595996399825,0.1600982009763313,98.75287067868794,12550.933963572183,0.15488129473515128,707.633069278973,0.14095728710889582,0.1760710220508364
46,446,41.2525,6.36309,34,8.00684,0,115,116,8,139,8,0.99647,44.27335,0.0,0.0,2.75,8.171,5.39864,0.0,0.0,128.0,43.16948,0.0,0.4,2.071,-1.0,0.88921,0.6631972549019609,0.362374261560871,3.7270078110339706,0.11461993463258009,85.24784228085059,0.12753169025373676,0.13648638110809028,6.729311342592593,90.11854162289255,0.17153520717737972,58.718493614667736,1.8895622316931504,0.17639009914642956,0.08453754137495087,63994.89502953644,0.16025580272274545,98.75948776109317,12493.014850751237,0.15518230360411925,707.009319176436,0.14102810859913484,0.17544554981554336
47,447,41.1818,6.8962,34,7.65324,0,115,116,8,139,8,0.99597,44.21559,0.0,0.0,2.64286,8.198,5.4591,0.0,0.0,128.0,43.17019,1e-05,0.41,2.009,-1.0,0.954849,0.663086274509804,0.36237426156087316,3.775157681755736,0.11460425037936907,85.28013325863894,0.12739337956652674,0.13637821526151667,6.396026234567901,87.42157156090411,0.17179975248659526,58.89366168740355,2.150339356896617,0.17629172984134214,0.08509587375922298,64005.760186075466,0.1603857273012762,98.76788358700892,12424.041258356132,0.15517262153034567,706.4098554994373,0.14109382360164818,0.1747468848259455
48,448,41.2335,7.45706,34,8.97372,0,115,116,8,139,8,0.99761,44.25153,0.0,0.0,2.64286,8.172,5.92297,0.0,0.0,128.0,43.11986,0.0,0.4,2.154,0.30761,0.946036,0.6615369019607844,0.3623742615608713,4.019306085085708,0.11462659378657279,85.27962862869957,0.12709347217900022,0.13616898653151732,6.257040895061729,87.01287875664016,0.17190686063953872,58.8345218234592,2.0954346500506027,0.17618644317834323,0.08550053108825334,64016.91470109117,0.1604677447392797,98.77228690134083,12504.739977756815,0.15540094719675973,705.8244223655943,0.14128524498910772,0.17412046995050906
49,449,41.2257,8.38738,34,9.42285,0,115,116,8,139,8,0.99974,44.21023,0.0,0.0,1.64286,8.159,6.40933,0.0,0.0,128.0,43.14547,0.0,0.4,2.39,-1.0,0.969233,0.6618487647058823,0.36237426156087144,4.180102873239389,0.11477448234718529,85.26856304459767,0.12688470882608713,0.13610362285496402,6.408468364197531,90.1046677870307,0.17196661534707777,58.80582437397521,2.576013205036354,0.17606510899239716,0.08566054924870811,64049.90265413224,0.160650561320473,98.78310481359628,12486.332167518294,0.155127847124028,705.2585308690157,0.14149192976690622,0.17342223618908012
50,450,41.0219,9.53927,33,10.6251,0,115,116,8,139,8,1.00324,43.9425,0.0,0.0,2.39286,8.22,7.20689,0.0,0.0,128.0,43.11615,0.0,0.4,2.221,-1.0,0.981154,0.6608839215686274,0.3601566355176475,4.454922796980618,0.11496089936742354,85.48104108650122,0.12667834458535307,0.13593404416289936,6.9674961419753085,88.2826761629508,0.17207229753817516,58.72507316683545,1.6344262288659697,0.17577375597788644,0.08546903702450842,64003.85119766741,0.16075183782869382,98.81975175103597,12323.09127453757,0.15503632431907946,704.7009431499661,0.14168883977706684,0.17269477961526603
51,451,40.9338,10.342,33,12.2349,0,115,116,8,139,8,1.00356,43.74697,0.0,0.0,2.82143,8.222,8.19889,0.0,0.0,128.0,43.08496,0.0,0.4,2.206,-1.0,1.005067,0.660261568627451,0.36015663551764815,4.766547821837109,0.11553263023706546,85.47292526770806,0.12654520904330946,0.13566252989527733,7.710792824074074,88.13491631401476,0.1722288647392949,58.68487002525801,1.5272983574364727,0.17546076580564335,0.08535224734014775,64131.349979896615,0.16088771317750086,98.84330257171946,12224.066289573402,0.15491707328573365,704.1402195351435,0.141854016846974,0.17208369363359804
52,452,40.9604,11.159,33,12.7397,0,115,116,8,139,8,1.00442,43.66514,0.0,0.0,2.67857,8.248,8.88804,0.0,0.0,128.0,43.08267,0.0,0.4,2.395,-1.0,1.068542,0.6586498039215687,0.3601566355176434,4.937381425361643,0.11650842976221122,85.9076324878803,0.12639098228814005,0.1354726896380641,8.451003086419753,91.07019413395571,0.17233715057110113,58.73865254720052,1.3773506491549705,0.17522186638926104,0.08505049997120222,64214.499239183715,0.16102391920880263,98.85415559488514,12221.024286126905,0.1547999772312728,703.5763150111515,0.14215660757631868,0.1715290190902818
53,453,41.1229,11.7482,33,13.407,0,115,116,8,139,8,0.99979,43.79776,0.0,0.0,3.21429,8.259,9.60018,0.0,0.0,128.0,43.12301,0.0,0.4,2.423,-1.0,1.057283,0.6583094117647058,0.3601566355176417,5.010328677264408,0.11666550148245805,85.88958883040439,0.12638246467453015,0.13526894814544338,9.194782021604938,87.68771476926834,0.17232344831284166,58.58028364770207,2.114029827480649,0.17533595944896974,0.0847808335591889,64126.79994188344,0.16115411172347008,98.83285850648053,12315.469054500965,0.1545999729357394,703.0053752252105,0.14249912438562057,0.1710365546338942
54,454,41.0859,12.2233,32,13.8049,0,115,116,7,139,8,0.99552,43.73038,0.0,0.0,4.32143,8.236,10.10243,0.0,0.0,128.0,43.1124,0.0,0.4,2.478,-1.0,1.068348,0.6580486274509804,0.36015663551764426,5.151407783709593,0.11673000474815019,86.02018715021585,0.12631074405628748,0.135279801404393,9.971547067901234,86.5168476105412,0.1721405553243592,58.6106322488667,1.9173622970247783,0.17548122651711356,0.08469932881418342,64152.01905688743,0.16126071063569838,98.85528860050673,12256.902543722144,0.1543482460874454,702.4389301522577,0.14287239509151609,0.17065524285036762
55,455,41.0634,12.3631,32,15.0162,0,115,116,7,139,8,0.99159,43.67595,0.0,0.0,3.17857,8.238,10.51317,0.0,0.0,128.0,43.03736,0.0,0.41,3.141,-1.0,1.076486,0.6564949019607843,0.3563155945385857,5.251429341361723,0.11674733859496947,86.09264450134694,0.12636164828151658,0.13519031180484076,11.009837962962964,88.62507611180659,0.17204675057063915,58.60340692967544,2.0949500760008704,0.1753427957462006,0.08458537039312389,64104.0725665356,0.16127360682525851,98.86239989564064,12204.29433475271,0.15395238511347414,701.8819665446674,0.14311910895227034,0.17038434388100648
56,456,41.0276,12.3676,32,13.9869,0,115,116,8,139,8,0.98914,43.68308,0.0,0.0,3.17857,8.225,10.63508,0.0,0.0,128.0,42.9565,0.0,0.4,2.778,0.32279,1.049394,0.6538650980392158,0.36015663551764066,5.23616287183376,0.11678968482982036,86.04635708179977,0.12662770234757653,0.13505145520181097,12.130063657407407,88.6748573716994,0.17185482926132523,58.559909961841726,1.870459203416517,0.17537803934458038,0.08441643414877445,64065.12123597331,0.16136282352717904,98.86362836237632,12182.474963996492,0.15359046744829005,701.3038266330578,0.14348896451070953,0.16995611515253162
57,457,41.0884,12.7112,33,14.5043,0,116,116,8,139,8,0.99598,43.77668,0.0,0.0,3.28571,8.223,10.64233,0.0,0.0,128.0,42.86407,0.0,0.4,3.057,-1.0,1.081146,0.6529356862745097,0.3601566355176436,5.218290435890136,0.11677133081879738,86.45810262949574,0.12644266167693916,0.13498911525310095,13.124083719135802,91.22412459269214,0.17173849080168035,58.51409459997107,1.3371557052329968,0.17536392637991066,0.08431919010282468,64036.73006056439,0.16137218507127987,98.83876992794855,12177.881085490815,0.15339245680745062,700.7288085329985,0.14385613096234556,0.16943213013847508
58,458,41.03,12.8967,33,14.391,0,116,116,8,139,8,1.00586,43.79553,0.0,0.0,2.92857,8.305,10.93598,0.0,0.0,129.0,42.74846,0.0,0.4,2.848,-1.0,1.119955,0.6504356862745098,0.3601566355176449,5.256810064210341,0.11673698086257464,86.59248757933199,0.1264592890707564,0.13484193390146806,13.927083333333334,85.4173912780535,0.17164775858020864,58.576011375144674,1.5443171606955315,0.1752705225621174,0.08418290216181276,63996.08810039181,0.16141814434782958,98.8212606200664,12168.76504410461,0.15336452109956544,700.1431538664646,0.1441692176002014,0.1690051743539812
59,459,41.0081,13.1231,33,14.0886,0,116,116,8,139,8,1.0065,43.85228,0.0,0.0,2.46429,8.362,11.09375,0.0,0.0,129.0,42.66385,0.0,0.4,2.641,-1.0,1.117891,0.6496478431372549,0.3601566355176448,5.304068214902936,0.11660499284846931,86.87989696371082,0.12641386196255433,0.1347514802531396,14.641927083333334,89.03997037743154,0.17151252780040516,58.666209844895356,2.0232941839251506,0.17503977150731534,0.0840221136362365,63972.63077110538,0.16154258854491046,98.81773077974536,12142.534273837739,0.15333511193689375,699.5315114819571,0.14467086574689778,0.1686612265458288
60,460,41.2887,13.0993,33,14.7257,0,116,116,8,139,8,1.01325,44.17915,0.0,0.0,2.39286,8.304,11.2865,0.0,0.0,128.0,42.58563,0.0,0.4,2.95,-1.0,1.030848,0.6488819607843137,0.3601566355176557,5.375195858475792,0.11703354938623538,86.76016712904794,0.12595059180258159,0.13481924103119597,15.494212962962964,86.53864504099727,0.17143161802097054,58.675541253737464,1.6781695143598798,0.17497800657443327,0.08416145918574716,63974.50074719166,0.16183428315483447,98.7626995640868,12356.372500716945,0.15374960046869698,698.9036741951364,0.14503682682490432,0.16778265365379816
61,461,41.6516,13.1789,34,14.776,0,116,116,8,139,8,1.00971,44.62213,0.0,0.0,2.28571,8.292,11.27171,0.0,0.0,129.0,42.49792,0.0,0.4,3.267,-1.0,1.100674,0.647407843137255,0.36237426156087177,5.375329761274026,0.11737127324806396,86.9213336996452,0.1257708112868517,0.13496599824785008,16.325327932098766,87.76809419703447,0.17134428286481346,58.740319146050346,1.6054919625230692,0.1747330198451529,0.08415422755032627,64014.765844044225,0.16225955168519968,98.69126195128217,12684.653503025449,0.15373992895638527,698.2311485079586,0.14539004194641417,0.1664874116826814
62,462,42.0845,13.323,34,14.9405,0,116,116,8,139,8,1.00637,45.15463,0.0,0.0,1.35714,8.304,11.34011,0.0,0.0,128.0,42.4885,0.0,0.4,2.723,-1.0,1.107853,0.6470796078431373,0.36237426156087277,5.373926674105495,0.11743592943603112,87.1591549109557,0.12580980888209656,0.13513735664372944,17.092978395061728,87.4215734003454,0.17134336265654448,58.67598168643904,2.0184286758615717,0.17489091366146028,0.08397822884716935,64004.215359819114,0.1623841884930327,98.61121625348231,13054.630427945955,0.15385069640412127,697.5338075479518,0.14630832734569646,0.16497392127078556
63,463,42.5224,13.0281,35,15.437,0,117,117,8,139,8,1.00082,45.71696,0.0,0.0,1.71429,8.389,11.47937,0.0,0.0,129.0,42.72789,0.0,0.4,3.245,-1.0,1.081059,0.6502427450980391,0.3623742615608771,5.790948280119991,0.11701172370045344,86.46804968978925,0.1256164301283646,0.13536316962554712,18.377363040123456,89.94490832127747,0.1711934639857673,56.59061026867525,1.7449625886033446,0.1749034532529631,0.08390097711204925,63955.042899250846,0.16285907243448342,98.51276416556982,13398.496441121722,0.1539014466752428,696.8005371403005,0.1468400357758507,0.16311281617009418
64,464,42.8814,12.4298,36,15.1495,0,117,117,8,139,8,0.99852,46.24054,0.0,0.0,2.53571,8.421,11.21642,0.0,0.0,129.0,42.90154,0.0,0.4,3.334,0.33963,1.055703,0.6509145098039215,0.3623742615608787,5.701379767778151,0.11654041669670803,86.73143419875777,0.1254264914069955,0.1354592957215022,19.703317901234566,88.60525727481149,0.17104665313229112,55.327740516191646,1.757661672262256,0.17493706404764517,0.08386225063619085,63910.9742076617,0.1630121509708193,98.427063904929,13728.65985653714,0.15406082173083682,696.0616917946747,0.14736618867076595,0.1613528796490113
65,465,43.1184,12.1633,36,14.5767,0,117,117,8,139,8,0.99925,46.56537,0.0,0.0,2.46429,8.404,10.69335,0.0,0.0,129.0,42.85309,0.0,0.4,3.15,-1.0,1.027258,0.6500427450980392,0.36237426156087826,5.305335098192689,0.11632101823663753,86.7612914896107,0.12496307998574052,0.13537284523022075,20.09910300925926,91.26589966492527,0.17095171272094134,55.257843394338344,1.4432299895988316,0.17493299273728366,0.08373532422773619,63915.71662333776,0.16304687455568798,98.37490018718357,13956.440391542039,0.15458345382768662,695.3295240635898,0.14804666401483216,0.15983215909680368
66,466,43.2827,11.8251,36,13.4202,0,117,117,8,139,8,0.99626,46.80434,0.0,0.0,2.39286,8.363,10.46582,0.0,0.0,129.0,42.83651,0.0,0.41,2.845,-1.0,1.110937,0.6500592156862744,0.36459188760410827,5.26568958621904,0.11618433228234654,86.98233472464989,0.12443515265160486,0.1353546537521344,20.26490162037037,87.35295131081935,0.1708122671376124,55.21873436445072,2.0192045132453313,0.17493825908195837,0.08352524381491871,63935.57989332421,0.16293251565856484,98.3350792429197,14137.628444692198,0.15496296337346993,694.6115418292103,0.1487983775247292,0.15851316528270756
67,467,43.4842,11.7881,36,13.8551,0,117,117,8,139,8,0.99869,47.04979,0.0,0.0,2.07143,8.33,10.17483,0.0,0.0,129.0,42.84568,0.0,0.4,3.095,-1.0,1.126948,0.6502309803921568,0.3645918876041067,5.196767868919701,0.11618856676888059,87.08658219262617,0.12421884336484082,0.1353101737670781,20.053819444444443,91.13548532092241,0.17081714044387383,55.349815651222514,2.201354346709527,0.17503583179206877,0.08335955365088621,63995.74212514881,0.1631483736108265,98.30051093214193,14349.730064796327,0.15565633248442037,693.9254718365758,0.14957862447214745,0.15751980877158475
68,468,43.5204,12.2957,36,13.3204,0,117,117,8,139,8,0.99837,47.11282,0.0,0.0,2.35714,8.372,10.15243,0.0,0.0,129.0,42.85463,0.0,0.4,2.899,-1.0,1.104726,0.6496925490196078,0.3684329285831649,5.191467181902588,0.1161354035663287,87.2389207496929,0.12413507354614008,0.1353690452887662,19.548177083333332,91.159076929039,0.1704901801682466,55.196664315682874,1.1885653641427347,0.17518077142030014,0.08331181114435932,64000.16756213617,0.16328840666917743,98.28468176198137,14390.154320018664,0.15596186648753496,693.2644279733462,0.1504198200495064,0.15712155994595808
69,469,43.2446,12.373,36,14.5647,0,117,117,8,139,8,0.99553,46.80615,0.0,0.0,2.57143,8.313,10.59795,0.0,0.0,129.0,42.49747,0.0,0.4,2.603,-1.0,1.071212,0.6437533333333334,0.3645918876041045,5.481060541465293,0.11587096264416234,86.94271143073126,0.12388614833351672,0.1352948463019995,18.915364583333332,91.70432464043341,0.17047562375582445,54.80776280532649,1.3015962517711526,0.1752455155463568,0.08345552654663776,63933.499070966805,0.1631931683025277,98.3229186605972,14203.496527914704,0.1560395695299336,692.425712069857,0.15125398799572615,0.1570528026203191
70,470,43.1928,12.4008,36,14.5651,0,117,117,8,139,8,0.9936,46.7171,0.0,0.0,2.67857,8.265,10.65102,0.0,0.0,128.0,42.46243,0.0,0.4,2.841,-1.0,1.091393,0.6427627058823527,0.3645918876041039,5.330853674619644,0.11535505871262736,87.33550973607802,0.12381338475214045,0.1352815669093592,18.504050925925927,89.44880352519183,0.17049543138076903,54.751676582995756,1.9477652661993836,0.17532215719133223,0.08402419048475941,63919.95145749526,0.16293719882442004,98.35027085875141,14172.475492738993,0.15596354083706812,691.5913154296557,0.15213060474885579,0.15685441475176587
71,471,43.0193,12.4547,36,14.7637,0,117,117,8,139,8,0.99425,46.5133,0.0,0.0,2.35714,8.297,10.67417,0.0,0.0,128.0,42.53105,0.0,0.4,2.626,-1.0,1.125266,0.6448760784313725,0.3623742615608801,5.38355259725275,0.11468313614337065,87.3226748181122,0.12373271383178139,0.1348211926879331,18.302324459876544,87.76683508654713,0.1701714364213925,54.58917085624036,2.2096366803166365,0.1754036519479815,0.08478497050493294,63897.81188384073,0.1627988974041917,98.37356546515704,14003.81720702454,0.1559290167087001,690.7730669622325,0.15301702739639028,0.15655646178151383
72,472,43.2534,12.5921,36,14.1596,0,117,117,8,139,8,0.99552,46.76187,0.0,0.0,2.25,8.259,10.72449,0.0,0.0,128.0,42.68121,0.0,0.4,2.752,0.33423,1.101726,0.6471396078431373,0.36237426156088276,5.408348833772419,0.11422643783117402,87.19102005829082,0.12408159854767804,0.13438311010661194,17.815104166666668,89.66408039313984,0.16979659762576674,54.6674520233531,2.1533026229140058,0.17549550064122965,0.08549017863543519,64021.17991433927,0.16238610774784407,98.33848151851413,14249.472831987498,0.15602242413119558,689.9719642456582,0.15386796262135932,0.15605417062966997
73,473,43.3225,12.3592,36,14.2665,0,117,117,8,139,8,0.99656,46.85255,0.0,0.0,2.57143,8.299,10.8472,0.0,0.0,128.0,42.86998,0.0,0.4,2.679,-1.0,1.088208,0.6494,0.3645918876041065,5.387043298531877,0.11413962212188727,87.39267876458538,0.1244943526034022,0.13436007061280938,17.68137538580247,87.7771070495547,0.16978355551469965,54.579565165955344,1.2193894769076954,0.1754949512463056,0.08606202650310613,64063.310535138524,0.1618614666818485,98.32168897289755,14290.560404107782,0.15578070990770845,689.1832167797306,0.1548201333403949,0.15550785687024032
74,474,43.3706,12.214,36,14.0733,0,118,117,8,139,8,0.99449,46.86415,0.0,0.0,2.85714,8.277,10.64882,0.0,0.0,129.0,43.03088,0.0,0.4,2.79,-1.0,1.06317,0.6522478431372548,0.3645918876041065,5.343028718799637,0.11432223156814444,87.57243474334285,0.12456481141217864,0.13443012482856007,17.35744598765432,85.26757888839572,0.16971375198873595,54.52515854070216,1.3425505267517577,0.17552708725509947,0.08670838168988619,64138.565159262194,0.16176379870636978,98.30379602042396,14378.548134631596,0.1554327120767311,688.3791882442603,0.15575252181066632,0.1550572477813311
75,475,43.3324,12.519,36,14.0541,0,118,117,8,139,8,0.99173,46.82426,0.0,0.0,2.03571,8.277,10.52083,0.0,0.0,128.0,43.19817,0.0,0.41,2.427,-1.0,1.092183,0.6541498039215686,0.3684329285831626,5.342772920443453,0.11483546347090873,87.56025992956282,0.12459130946568922,0.1342081365646486,17.152006172839506,87.50717136850521,0.16983355484931945,54.60915873963156,1.6808498266704186,0.17563340667797123,0.08721224268608092,64125.38147920203,0.16186553890660146,98.30704432894018,14300.638217218839,0.15497358460813543,687.5820723653698,0.1565121603435034,0.15463203384013183
76,476,43.473,12.7512,36,15.0036,0,118,117,8,139,8,0.99688,46.90059,0.0,0.0,2.60714,8.273,10.78439,0.0,0.0,129.0,43.34439,0.0,0.4,2.363,-1.0,1.060425,0.6554544901960783,0.36459188760410716,5.395898978937158,0.11539564179860744,87.7144364173941,0.12479405673087166,0.13411503599206312,17.249373070987655,87.32398251886056,0.17002014044592567,54.517365820613904,1.7419158042758698,0.17600120275524778,0.08779900794475008,64169.208518588464,0.16232737823139287,98.28964203721462,14435.110258965438,0.15472665640262787,686.7737405904489,0.15726801027905807,0.15423301030205755
77,477,43.5651,12.975,36,14.4701,0,118,117,8,139,8,0.99973,46.99445,0.0,0.0,2.96429,8.297,10.98991,0.0,0.0,129.0,43.5146,0.0,0.4,2.139,-1.0,1.100806,0.6580023921568626,0.3623742615608796,5.422120977775555,0.11593081351543671,87.35370009294098,0.12513807532731047,0.13412864921146345,17.160108024691358,88.38046638936127,0.17022329557893842,54.51226392204379,1.6124356540082503,0.17639353676804506,0.0883185811605668,64159.4802664435,0.16293784644312734,98.2752131629821,14488.092943585045,0.15432300635642165,685.9359661351303,0.15825882389642887,0.15385524509054857
78,478,43.739,13.4499,36,15.2119,0,118,117,8,138,8,0.99747,47.17033,0.0,0.0,1.75,8.309,11.18274,0.0,0.0,129.0,43.68562,0.0,0.4,2.022,-1.0,1.130547,0.6607514117647058,0.3645918876041025,5.42348403192043,0.11636435080787622,87.28869638366064,0.1249838820940679,0.1341445269755691,17.104648919753085,89.29769818922878,0.17065465409487798,54.4261395489728,2.231934951245768,0.17661552578928716,0.0889336100405364,64210.67662363552,0.16310468847717408,98.24454733158109,14659.494236492086,0.15400392436118834,685.0745784088228,0.15907893394620626,0.1535728297391856
79,479,43.7842,13.859,36,14.5501,0,118,117,8,138,8,0.99743,47.25148,0.0,0.0,2.07143,8.248,11.59185,0.0,0.0,129.0,43.84291,0.0,0.4,2.464,-1.0,1.09322,0.6631913725490197,0.36459188760410227,5.471680299590422,0.11657481735231688,87.2180609171884,0.12491091369301738,0.13378303366544445,16.896026234567902,88.65843463759116,0.17099680952596763,54.4414697340977,1.9269683276178242,0.17679239358540574,0.08947247714449849,64113.27655404784,0.1638827755609359,98.21547139296632,14744.997032907162,0.15359831473053323,684.1958931296085,0.1598731990577045,0.15354153053537078
80,480,43.8777,14.3959,36,15.0898,0,118,117,8,138,8,0.99716,47.33487,0.0,0.0,3.07143,8.3,11.94667,0.0,0.0,129.0,43.9357,0.0,0.4,2.561,0.33912,1.095545,0.665401568627451,0.3623742615608782,5.507706208113966,0.11665264654391971,86.95526617439596,0.12508106174358347,0.13324828723371085,16.974440586419753,87.84721099366202,0.17113012356840376,54.362737019856766,2.2139114692965296,0.17753744326676332,0.09008248095035143,64045.88145388324,0.16466297066333327,98.20586857755244,14780.93210240192,0.1533128865167887,683.2994223912551,0.16076757507358622,0.1536405381902483
81,481,43.7718,15.0301,36,16.2508,0,118,117,8,138,8,0.99766,47.24208,0.0,0.0,3.35714,8.369,12.41469,0.0,0.0,130.0,44.01158,0.0,0.4,2.331,-1.0,1.081077,0.666724705882353,0.3623742615608754,5.562809326952047,0.11676369941076581,86.82472242792903,0.1255756843931161,0.13328175070675993,17.297019675925927,87.10927059305652,0.17113173752459082,54.39763556586371,2.2046721634563458,0.1779219930649061,0.0907371364437368,64130.49778485278,0.16505616729770564,98.22067889532747,14642.31715649431,0.15324727370652017,682.3616787893397,0.16131279093689344,0.15360269985827718
82,482,43.602,15.709,36,15.7747,0,118,117,8,138,8,0.99981,47.04635,0.0,0.0,2.82143,8.41,12.9648,0.0,0.0,129.0,44.09599,0.0,0.4,2.585,-1.0,1.035889,0.6679768627450982,0.36237426156087577,5.597493215570155,0.11698430153215579,86.93313873615759,0.1257274296273038,0.1335203906557498,17.433015046296298,86.98050824014567,0.17086915898916125,54.33163866584684,1.7948626185736671,0.17826350025881263,0.0914356870890962,64200.911391404436,0.16545210580712436,98.255768862921,14416.464840881481,0.1530490533768189,681.3875407448729,0.1619414418515022,0.15341625912337142
83,483,43.5379,16.4099,36,16.2979,0,118,117,8,138,8,1.00131,46.89175,0.0,0.0,2.39286,8.369,13.54982,0.0,0.0,130.0,44.13319,0.0,0.4,2.566,-1.0,1.06278,0.6682517647058823,0.3623742615608763,5.665451698341877,0.11727809110772187,86.43728643727727,0.1259123641897471,0.13358140869721505,17.68137538580247,86.62705613875004,0.1706611109125205,54.20141432020399,2.2819750203139386,0.1787537028525508,0.09210284097555485,64213.33998952404,0.16569832986552888,98.2690634975228,14408.815198642833,0.15288401150083306,680.3710309823687,0.16275378782949823,0.1535155389340346
84,484,43.4746,17.057,36,16.4502,0,118,117,8,138,8,1.0047,46.80364,0.0,0.0,3.0,8.436,14.15326,0.0,0.0,129.0,44.16575,0.0,0.4,2.51,-1.0,1.044622,0.6700231372549019,0.36237426156087577,5.753985607641228,0.11778275079152421,86.19724782360542,0.1259579245767202,0.13297175817681828,17.95216049382716,84.74825634958353,0.17021422197648173,54.1471295768832,1.326299485871722,0.1791170629549602,0.09269231805814626,64198.113851393704,0.165764417206727,98.26641565988629,14379.341865450178,0.15235240005752818,679.3008201938613,0.163603117791677,0.15377338964287532
85,485,43.3974,17.4117,36,18.0439,0,118,117,8,138,8,1.00601,46.7222,0.0,0.0,2.82143,8.453,14.71399,0.0,0.0,128.0,44.07593,0.0,0.4,2.746,-1.0,0.930006,0.669918431372549,0.36237426156087804,5.869046733076945,0.11850125602840608,84.35443735769428,0.12614530074749367,0.1328412578882123,18.443769290123456,87.4276863614385,0.16964175932398715,53.889491140106585,1.161352628193718,0.17933388724332094,0.09290798186091072,64179.838442607375,0.16557529246851274,98.28418105247003,14344.994697363541,0.15182182431422064,678.1457173921586,0.16440673402333938,0.15410665571284682
86,486,43.3979,17.2222,36,18.6166,0,118,117,8,138,8,1.00301,46.78378,0.0,0.0,2.42857,8.456,15.03431,0.0,0.0,129.0,43.908,0.0,0.4,2.536,-1.0,0.789718,0.6696513725490195,0.3684329285831645,5.892404133499282,0.11971222890772912,82.35431631985621,0.12639163898499844,0.1325213579739351,19.155671296296298,86.55198269713841,0.1692702597079702,53.551369561089416,1.4787051082684946,0.17954127080408616,0.09319106878493066,64307.07111860599,0.1655617352310913,98.27754198774834,14357.143736934773,0.15143870835413847,676.8551061624562,0.16504920751642116,0.15404537243711394
87,487,43.6995,16.8307,36,18.2915,0,118,117,8,138,8,1.00597,47.21333,0.0,0.0,2.85714,8.403,14.87384,0.0,0.0,129.0,43.80179,0.0,0.4,2.623,-1.0,0.660759,0.6695901960784314,0.3684329285831692,5.907202236147401,0.12082600204555419,80.98811196286032,0.12650481403797195,0.13223417091069914,19.60421489197531,84.41393198835284,0.16944138496701366,53.4033059956115,1.2659580175824912,0.1799255450045254,0.0938015861181873,64323.927618500595,0.1656085339668213,98.21308265889601,14632.847999289277,0.1510175500348289,675.4644099774553,0.1656638032534966,0.15393259074464447
88,488,44.1672,16.0755,37,18.4825,0,118,117,8,138,8,1.00633,47.7511,0.0,0.0,2.53571,8.416,14.52917,0.0,0.0,128.0,43.74515,0.0,0.4,2.903,0.28935,0.54269,0.6688380392156862,0.37065055462639984,5.874234378468314,0.12181712780597377,79.32981626889658,0.12642333936354458,0.1320862051329542,20.081693672839506,84.59309252517181,0.16910822045314836,53.29478755998023,1.9611802729697572,0.18049076347093063,0.09466174791660581,64429.82619959621,0.16585515922992486,98.14530390120007,15043.036300165038,0.1503503744163026,674.0406611278502,0.16631184121982834,0.15352571874361118
89,489,44.229,15.6313,37,17.3187,0,119,117,8,138,8,1.00393,47.90023,0.0,0.0,2.32143,8.402,13.87101,0.0,0.0,128.0,43.58464,0.0,0.4,3.287,-1.0,0.573962,0.6662725490196079,0.36843292858317606,5.839601763183173,0.12206350932617109,78.64860189820389,0.12634925614771145,0.13185932879580844,20.423996913580247,86.87506594399663,0.16895380834039692,53.17961026415413,1.9954812485048736,0.1809488751209768,0.09553599386130537,64390.05564472388,0.1660180035077371,98.10843802107462,15094.083221099452,0.14974654894506917,672.574048374261,0.16706795399877228,0.15320292310315003
90,490,44.2311,16.046,37,17.8887,0,119,117,8,138,8,1.00449,47.92418,0.0,0.0,3.03571,8.426,13.48527,0.0,0.0,128.0,43.42616,0.0,0.4,3.289,-1.0,0.554029,0.6638854901960785,0.3767092216486943,5.7958769196957,0.12188164752484389,78.94328787302352,0.12633354020538784,0.1312322786113607,20.569733796296298,86.65106387307955,0.1688363475420647,53.049204885223766,1.6762088924583338,0.18132828229845824,0.09675830228509455,64157.8908491175,0.16655681463598418,98.11379142255242,15131.20583310455,0.14918744250184449,671.1307937099192,0.1677943996070494,0.1530594662467982
