,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0.5,color_fulness,tone,noise,fft,cubrow.0.6,blur,cubcol.0.5,cubcol.1.0,cubcol.0,cubcol.0.6,cubcol.0.3,cubrow.1.0,cubrow.0.3,staticness,contrast,movement,uhdhdsim,blockiness,temporal,cubrow.0
45,45,71.3431,9.41278,50,11.4195,0,137,125,3,128,4,0.99767,71.40435,0.0,0.0,8.21429,8.504,8.32858,0.0,0.0,131.0,67.09279,0.0,0.31,1.716,-1.0,1.696103,14.663943632149401,0.31051005105321267,102.64977703938524,0.3394309159031162,0.3088754621886732,65177.87639532903,0.2429408688092002,45497.73743886885,0.1553025813244179,0.2667571495656969,0.20132867318513412,0.22170732810740176,0.2113346663298086,0.21219531139659875,0.16815393648493213,265.1746289559326,90.97939923347633,12.52589699074074,95.42111704169768,1.2696260678145619,4.647508486678088,0.23309525501577721
46,46,71.2983,10.4446,50,11.5231,0,137,125,3,128,4,0.99581,71.38647,0.0,0.0,7.25,8.479,8.11398,0.0,0.0,131.0,67.06754,0.0,0.32,1.733,-1.0,1.74189,14.669874779972028,0.3103472388752877,102.65742252635278,0.3394563341330277,0.3066578361454501,65193.0884717795,0.2427890585802948,45414.66480449917,0.15528586326662216,0.2668893540319305,0.20030867385519605,0.22246145430034733,0.2120398066420845,0.21200321417177506,0.16778507945488294,264.9354916172466,89.68858648442406,12.691213348765432,95.4214119669661,1.6213083203157355,4.6199152653375775,0.2331063811780922
47,47,71.262,10.4398,50,12.5577,0,137,126,3,128,4,0.9988,71.33606,0.0,0.0,6.71429,8.479,9.01992,0.0,0.0,129.0,67.0534,0.0,0.31,1.717,-1.0,1.730614,14.685446280020253,0.31023286616937124,102.41421320761879,0.33856127290426796,0.30665783614544184,65176.77049582624,0.2427343383388762,45388.18497150751,0.15517347661609238,0.2671009641786616,0.19948711913821757,0.2231154462853782,0.21189693554935188,0.2117849205000154,0.1674832813138793,264.6852968738584,89.66804380243126,12.945842978395062,95.42556573438884,1.1630831298351678,4.827889321794561,0.2330447198822366
48,48,71.367,9.41689,50,12.6125,0,137,125,3,128,4,1.00545,71.44445,0.0,0.0,9.57143,8.491,9.01913,0.0,0.0,128.0,67.06552,0.0,0.32,1.985,0.4519,1.69091,14.7571529812283,0.3102521794381903,102.35585861023627,0.3395561914648232,0.3066578361454473,65240.619659290016,0.2428295922507336,45639.18154478073,0.15496096255767508,0.2672893266803919,0.19894785878612303,0.22374103538376672,0.211975975399719,0.2115069522277866,0.1672870916514627,264.4475201274095,89.69613494362198,13.218798225308642,95.40416200671496,1.0881257769824528,4.836600508136748,0.23320652822998597
49,49,71.3593,9.29311,50,11.6019,0,137,125,3,128,4,1.00669,71.44386,0.0,0.0,9.03571,8.476,8.12859,0.0,0.0,128.0,67.06097,0.0,0.31,1.732,-1.0,1.684669,14.724143134223091,0.31031943075869994,102.53239838016529,0.3394309159031162,0.3088754621886674,65192.052433957404,0.24300838428632862,45617.6586520275,0.1545981390174552,0.26714166239268566,0.198583413453742,0.22403122340119275,0.2122379059595863,0.21134885016122093,0.16717381899239678,264.20506702084543,90.98185168879012,13.408371913580247,95.41382941072601,1.7776351061399909,4.675960006293112,0.23370096186060868
50,50,71.4294,9.58146,50,11.4028,0,137,125,3,128,4,1.00323,71.51516,0.0,0.0,10.32143,8.459,8.01542,0.0,0.0,129.0,67.06026,0.0,0.31,1.855,-1.0,1.66174,14.721763516649789,0.3103283092022479,103.31167003277582,0.34373199367012913,0.3066578361454508,65111.23567402884,0.24325003227739622,45894.95060994126,0.1542501454772506,0.26721465111625026,0.19821979267872364,0.2242298360778681,0.2127177843563793,0.2111966877949296,0.16715077709714182,263.9718319795453,90.96906587497169,13.543595679012345,95.40937319692249,1.1941408935043796,4.662032531536313,0.23427604558409992
51,51,71.3522,10.0204,50,11.3022,0,137,125,3,128,4,1.00022,71.44158,0.0,0.0,9.60714,8.449,8.26914,0.0,0.0,130.0,67.05388,0.0,0.31,1.785,-1.0,1.707578,14.756793740354937,0.3103262474355222,102.91408489053138,0.3392150260023088,0.31493412921095404,65167.65844011926,0.24356010317332452,45752.02244179386,0.15389110247882695,0.26733872862810953,0.19748301887490427,0.22449968550179483,0.2132853779425733,0.2110173774042617,0.16712674259899335,263.7353561870824,90.99068018940983,13.696325231481481,95.40690626661053,1.6326015064589325,4.73462023074965,0.2347909782214242
52,52,71.3103,10.39,50,11.9002,0,137,125,3,128,4,0.99893,71.38497,0.0,0.0,10.42857,8.464,8.65065,0.0,0.0,130.0,67.02888,0.0,0.31,1.947,-1.0,1.724523,14.768258742344232,0.3102420356426592,101.98361324493084,0.33856127290426796,0.3066578361454417,65170.680961185026,0.24387759548257498,45578.34508869956,0.15358999860257297,0.26755453074241464,0.196738291464732,0.22488223270260532,0.2139602362638324,0.21089752970063047,0.16713479479315832,263.48649610285554,90.99092260912921,13.869212962962964,95.43001497500572,1.5272451981310826,4.810570550768355,0.23527439868368782
53,53,71.3458,10.4894,50,12.0225,0,137,125,3,128,4,0.99765,71.44778,0.0,0.0,9.0,8.464,8.97493,0.0,0.0,131.0,67.04049,0.0,0.31,1.798,-1.0,1.73824,14.783685754846642,0.310224731019263,102.35878233787118,0.3345065612549042,0.3066578361454578,65190.94240405748,0.24425992012902556,45551.50179313968,0.15331658836059353,0.26786517834673873,0.1968214002379146,0.22540457073308462,0.21467404021494352,0.21082865967456152,0.16712315411370193,263.23645899797714,89.75275760418222,14.055555555555555,95.42136458818804,1.803674157103929,4.854577752423066,0.23607494155122027
54,54,71.2576,10.2227,50,12.3604,0,137,125,3,128,4,1.001,71.37736,0.0,0.0,10.07143,8.478,9.05787,0.0,0.0,130.0,67.04918,0.0,0.32,1.944,-1.0,1.707761,14.814881878134646,0.31035865613184743,102.0311956399231,0.3433087233218003,0.31109308823189924,65274.97029552146,0.24470513019487983,45437.311188579064,0.1529694637698308,0.26835195892881036,0.1976972263576567,0.22586264947350035,0.21507027875404403,0.21079553686569388,0.16721935453683193,262.98886167975803,90.9932063248073,14.282021604938272,95.42216704002459,1.8280071602914285,4.90098100797534,0.23671890676324628
55,55,71.2711,10.0009,50,12.4346,0,137,125,3,128,4,1.00378,71.39347,0.0,0.0,9.92857,8.464,8.82624,0.0,0.0,129.0,67.02142,0.0,0.31,1.853,-1.0,1.663342,14.827210037796585,0.3103933226758814,102.1661805047512,0.33425011618300876,0.306657836145457,65240.530847755865,0.2451677053641622,45418.76456002477,0.1526245109742486,0.26867109911129394,0.19906978182766014,0.22616595797437516,0.21524271329544087,0.21085634419210547,0.1675940442263637,262.7258717911628,90.94800096935474,14.565007716049383,95.41094333456898,1.0361184223149993,4.852261653954392,0.23711970407252356
56,56,71.3648,10.3199,51,11.6565,0,137,125,3,128,4,1.00306,71.48005,0.0,0.0,8.60714,8.468,8.63215,0.0,0.0,130.0,67.0443,0.0,0.32,1.907,0.44329,1.675862,14.832107543945314,0.3104556790816528,102.39598140346055,0.334281032784316,0.30887546218866485,65300.4780615553,0.24558631619808322,45603.73435546462,0.15240023844745115,0.2687713715584132,0.2002867150350936,0.22649411357392343,0.21523274137366896,0.210860496162112,0.16813341933315956,262.4644212085858,90.97144388406689,14.673273533950617,95.40183412086286,1.5142007423512647,4.813689694485327,0.237126633793938
57,57,71.3611,11.0104,51,12.4937,0,137,125,4,128,4,1.00167,71.47437,0.0,0.0,7.96429,8.486,8.90835,0.0,0.0,130.0,67.0341,0.0,0.32,1.82,-1.0,1.666625,14.848546346028646,0.3105242943450226,102.07798149938313,0.33430934588235517,0.31271650316773,65391.32464523558,0.245987637739544,45594.540130918,0.15231838577610077,0.26889496097675314,0.20129670305668512,0.22654452394488075,0.21524571869796882,0.21079301037545628,0.16892771394736253,262.2005284572548,90.98026470634846,14.820842978395062,95.40708223498515,1.3138173466380816,4.857203455850149,0.23693000496981642
58,58,71.2089,10.9066,50,13.1827,0,137,125,4,128,4,0.9998,71.32031,0.0,0.0,7.32143,8.491,9.5072,0.0,0.0,129.0,67.03132,0.0,0.32,1.761,-1.0,1.686834,14.847347306616513,0.3105624403966676,102.23646424939935,0.334281032784316,0.3088754621886685,65327.829353960406,0.24633576506954113,45340.507508244686,0.15235445642549716,0.2689083062499005,0.20152600878409868,0.2265797913764691,0.21517727944637302,0.210793892803333,0.16989176531640898,261.9330667949084,90.9832417558893,15.053578317901234,95.41859930917943,1.6001041714981379,4.970440837396172,0.2365713224221616
59,59,71.2723,10.4955,50,12.6012,0,137,125,4,128,4,1.00277,71.39362,0.0,0.0,8.14286,8.459,9.42028,0.0,0.0,130.0,67.02982,0.0,0.31,1.878,-1.0,1.698944,14.875665546935283,0.3106655701705602,101.87821587915289,0.3345065612549042,0.31493412921095704,65299.47634604167,0.246606900792297,45366.25206954,0.15235791209677232,0.26879152303327786,0.20163653820088479,0.22650035910916802,0.21530410343065423,0.2108537419676892,0.17093259351893006,261.6592314373225,90.95905368801633,15.249131944444445,95.42815905811662,1.6638221307553793,4.9556728033017645,0.23631812783931516
60,60,71.4552,10.3688,51,12.2776,0,137,125,4,128,4,1.00298,71.56499,0.0,0.0,9.21429,8.453,9.06184,0.0,0.0,130.0,67.03583,0.0,0.31,1.74,-1.0,1.675158,14.881025903018905,0.3108091906805807,102.08178235366194,0.33457229971242053,0.30887546218867057,65248.22499653692,0.2462180400360446,45696.696326723446,0.1521967427652719,0.2684422532719494,0.20155383119296572,0.22661121682013508,0.21597192415843858,0.21069489422881865,0.17184611932045088,261.3878342088326,89.75648071622595,15.530044367283951,95.40831747863969,1.428726568188731,4.908976366286904,0.2356131603299139
61,61,71.4502,10.5647,51,12.1701,0,137,125,4,128,4,1.0008,71.56302,0.0,0.0,7.46429,8.471,8.95078,0.0,0.0,131.0,67.02037,0.0,0.31,1.746,-1.0,1.713202,14.868886311848959,0.31094201766450985,102.28338785081255,0.3343373335424859,0.31109308823188914,65412.51414881337,0.24580141809680586,45788.22402057516,0.15195720996580128,0.26822670158924444,0.20169023737218258,0.22654374158809626,0.21675206267319233,0.21057869909428129,0.17263249162183442,261.11469971321384,88.55655357720129,15.673177083333334,95.38006080138389,1.8163628697945826,4.869812235877864,0.2351238336249557
62,62,71.6192,10.5054,51,12.3186,0,137,125,4,128,4,0.99751,71.72474,0.0,0.0,6.25,8.463,9.12301,0.0,0.0,130.0,67.03666,0.0,0.31,1.77,-1.0,1.691237,14.893620055398824,0.31107969067178864,101.35139402312845,0.33522415092810504,0.3088754621886705,65307.596579417295,0.2454662032911697,46110.68083626211,0.15173031995871145,0.26807771000881786,0.20153310677699054,0.22646213498480927,0.21757232473914087,0.21046593800798946,0.17341915567981414,260.828049028658,89.65308596758194,15.775318287037036,95.37153731121958,1.4661529391908943,4.88647819089396,0.23443681708816064
63,63,71.5864,10.6126,51,12.6713,0,137,125,4,128,4,0.99679,71.6937,0.0,0.0,6.46429,8.459,9.07562,0.0,0.0,129.0,67.02456,0.0,0.31,1.659,-1.0,1.706228,14.900269119827836,0.3113494517697509,101.49925552247484,0.33415460015686493,0.3066578361454441,65175.8686460692,0.24515045317270706,45986.78198631459,0.1514416943150766,0.2678989434545343,0.20157153512985795,0.22620511405073793,0.21868014261141788,0.21035306694374223,0.1741875319164293,260.55229075152994,89.63114409851171,15.826437114197532,95.38809015971039,1.1454419362082935,4.864494341851298,0.23397260323958255
64,64,71.5275,10.9021,51,13.0211,0,137,125,4,128,4,0.99358,71.63681,0.0,0.0,9.21429,8.466,9.16478,0.0,0.0,129.0,67.01353,0.0,0.31,1.738,0.43917,1.715569,14.894843772605611,0.3115342333724245,101.84814186809541,0.33415460015686493,0.3088754621886717,65190.8425583433,0.24482382077955758,45853.35896848712,0.15110008359506827,0.267900212284,0.20155086214202736,0.22598000711657126,0.21982664262351584,0.21024175181206822,0.17495031105541275,260.2770204657517,89.60427002749881,15.930555555555555,95.39110819100158,1.6564324229100356,4.880579550126519,0.23371035996348824
65,65,71.515,10.5553,51,13.0614,0,137,125,4,128,4,0.99708,71.63786,0.0,0.0,8.96429,8.501,9.41039,0.0,0.0,130.0,67.02469,0.0,0.31,1.858,-1.0,1.676103,14.955080762321565,0.3116438805703703,101.47524367254857,0.33409650949019826,0.30887546218867024,65182.537965027426,0.24444452972447037,45740.93472537426,0.1506443404390632,0.2682386767331072,0.2016250962875052,0.22590499512152143,0.22091211373584044,0.21024848340944777,0.17591820724212412,260.00207932893085,90.87749397344561,16.12914737654321,95.40038909187967,1.5099850370161945,4.935262261836447,0.23372636442130038
66,66,71.593,10.7964,51,12.5657,0,137,125,4,128,4,0.99973,71.71774,0.0,0.0,8.21429,8.494,9.11745,0.0,0.0,128.0,66.97942,0.0,0.31,1.858,-1.0,1.699555,14.948499137972608,0.31180565187629433,101.5409083372056,0.33394469270588456,0.30665783614544734,65134.17971207166,0.2440672424769404,45867.27854752362,0.15024817906568605,0.268533702058486,0.2017825277033896,0.22582957578838078,0.22187579781851205,0.21024679954090802,0.1769184123602663,259.7300620826399,90.82544128454856,16.243682484567902,95.40070377221767,1.406056568752964,4.872527153899046,0.23338599921133055
67,67,71.587,10.6892,51,13.0261,0,137,125,4,128,4,1.00155,71.72472,0.0,0.0,8.17857,8.484,9.31762,0.0,0.0,130.0,66.98913,0.0,0.31,1.797,-1.0,1.65117,14.937959270712769,0.3120205623024889,101.44120897359431,0.3339588492549042,0.3149341292109496,65168.33337328111,0.24368903035552386,45911.76207102016,0.14975911619698515,0.26863892352809193,0.20198390513499526,0.22569550184874979,0.22240831426974453,0.2102919344589876,0.1777818508883537,259.4533249764903,90.79910573259536,16.24951774691358,95.38651566487387,1.0641668495906362,4.932042290194132,0.23320922561625765
68,68,71.4826,10.8702,51,13.0914,0,137,125,4,128,4,1.00003,71.64069,0.0,0.0,8.85714,8.514,9.23524,0.0,0.0,130.0,66.95829,0.0,0.31,1.75,-1.0,1.662065,14.952236976152586,0.31210865035733887,101.01943044726971,0.3336820643137277,0.31331071427512136,65178.844086490615,0.24323312296132094,45666.211012082524,0.14927667661886654,0.2687264149238191,0.20219231254451417,0.22555898621153306,0.22291008128413767,0.21025293630167888,0.17836247652320236,259.16873575508043,90.7304703711014,16.330246913580247,95.39611667280107,1.2598481305095552,4.926469061622478,0.2335319493175501
69,69,71.3679,10.7397,51,13.7403,0,137,125,4,128,4,1.00125,71.51834,0.0,0.0,8.57143,8.513,9.38557,0.0,0.0,129.0,66.94298,0.0,0.31,1.793,-1.0,1.734477,14.980269443841628,0.31217900778856256,101.70341223891026,0.338573958437526,0.3066578361454427,65189.85340684849,0.24287541347152922,45345.33267767343,0.14857903781093862,0.26860257235507456,0.20231592321239422,0.22533614663922336,0.22316240037749094,0.2102775557654533,0.17923125630025075,258.8857388487569,90.74326928076958,16.409481095679013,95.39821168217745,1.224619834619187,4.95768314870284,0.23395126211281808
70,70,71.3147,11.5572,51,13.0762,0,137,125,4,128,4,1.00159,71.45909,0.0,0.0,8.60714,8.492,9.27366,0.0,0.0,131.0,66.93086,0.0,0.3,1.651,-1.0,1.657576,14.974964283130788,0.31235416853782966,101.18547971896064,0.3375454361337951,0.30887546218866946,65174.13075609568,0.24272572068276335,45237.580666862894,0.14808500004332611,0.26836050209895945,0.20211717067997792,0.2248851108494997,0.2231289296031601,0.21034119632639606,0.1802636606817785,258.6006594798766,89.5074766467651,16.488618827160494,95.4132142984227,1.255468168162468,4.945044878102788,0.2343476973496161
71,71,71.2812,11.8566,50,14.0654,0,137,125,4,128,4,1.0037,71.42011,0.0,0.0,6.67857,8.487,9.9845,0.0,0.0,130.0,66.9366,0.0,0.31,1.71,-1.0,1.719964,15.016130988980517,0.31258495436336997,101.25753581155624,0.3383816711787794,0.3088754621886658,65239.74873123985,0.24282887765226951,45314.32957849497,0.14764538676214906,0.2679233540789773,0.20199871647313142,0.22440214841298317,0.22323926457860935,0.21030496363504442,0.18108182301659256,258.31751306799197,90.71062272744601,16.785686728395063,95.41365986889815,1.4310354953015418,5.047936410543108,0.23449866429588154
72,72,71.3978,11.3115,50,13.4678,0,137,125,4,128,4,1.00778,71.4866,0.0,0.0,10.07143,8.472,10.24861,0.0,0.0,128.0,66.92015,0.0,0.3,1.785,0.4411,1.68929,14.96322273913725,0.31287889866452573,101.15377318403449,0.3335585606274532,0.306657836145441,65228.23487900703,0.24296003953104067,45461.312682301184,0.14716256297569164,0.2674168537273642,0.20175395255447995,0.22402439258053577,0.22355249129714613,0.21020442904743172,0.18189822291105498,258.0265632052011,89.48366813277583,16.970823688271604,95.41647485441034,1.4906654654822662,5.083907498311598,0.23463470730482183
73,73,71.401,11.1645,50,13.4795,0,137,125,4,128,4,1.00515,71.48516,0.0,0.0,6.75,8.463,9.7742,0.0,0.0,129.0,66.92604,0.0,0.31,1.801,-1.0,1.674847,14.974316255545912,0.31316667587591973,100.84557510710586,0.3336617244444467,0.308875462188669,65067.76697949832,0.24335437449939537,45421.402308163306,0.14668083946623953,0.2667660308416649,0.201294824972765,0.223668039067696,0.2236477454200959,0.21004255089234708,0.1827105453359351,257.72864989171876,90.64751875416813,17.077787422839506,95.4139292730868,1.5995430213073916,5.0032179395379535,0.23483901387303258
74,74,71.316,11.2405,50,13.3042,0,137,125,4,128,4,1.00332,71.39946,0.0,0.0,7.14286,8.477,9.64907,0.0,0.0,128.0,66.92666,0.0,0.3,1.889,-1.0,1.703847,14.961699874312789,0.31328271250464396,100.87248546546273,0.3334270837124205,0.3066578361454375,65022.508169254885,0.2438635645617926,45299.594033111694,0.14607631656807674,0.266108909854795,0.20096099003635548,0.22333857064669574,0.22368749687550057,0.20990356617487688,0.18337153637970285,257.43993292916196,89.45203855672014,17.211033950617285,95.41055615304302,1.2279275538957215,5.002509401154782,0.234754457961028
75,75,71.3795,11.0823,50,13.077,0,137,125,4,128,4,1.00221,71.45623,0.0,0.0,7.28571,8.46,9.71049,0.0,0.0,130.0,66.94912,0.0,0.3,1.742,-1.0,1.623561,15.01369278519242,0.31331361381874995,100.56530814207214,0.32454560752941397,0.3088754621886667,64960.036097425036,0.24461696270113317,45499.475258108985,0.1452585792170186,0.2655755922842642,0.2006061970489503,0.22302324052664596,0.22377326289021485,0.20971731751892028,0.18393723969892906,257.1399804486392,90.5996406836574,17.358024691358025,95.40532698114036,1.6295948700748877,5.005846857917019,0.23470985991970997
76,76,71.3758,11.6955,50,13.4227,0,137,125,4,128,4,0.99537,71.43089,0.0,0.0,8.78571,8.457,9.56819,0.0,0.0,130.0,66.94848,0.0,0.31,1.748,-1.0,1.676694,15.016251552252122,0.31340998163735834,101.01009193494288,0.3334754112418323,0.30665783614543835,64912.012339037545,0.24557555106706572,45508.145503465494,0.14451547198440862,0.26471154437999833,0.20018250733562867,0.22287493084521678,0.22393443345082953,0.2094936289188333,0.18450779319540345,256.8450924791073,89.46739470361229,17.50829475308642,95.41633902989618,1.2303518386580883,4.976784743302932,0.2346916442551188
77,77,71.2965,12.5199,50,12.8718,0,137,125,4,128,4,0.99544,71.31678,0.0,0.0,9.57143,8.473,10.10178,0.0,0.0,130.0,66.95591,0.0,0.31,1.675,-1.0,1.662505,14.998537605191453,0.3135462831061581,100.56149915847378,0.32438589923875655,0.3066578361454389,64958.50365268676,0.24643985430362772,45277.87855591506,0.143925901922188,0.26366168321505784,0.19959446552271357,0.22265633764974546,0.22396931854650817,0.20899287101518715,0.18503080206871472,256.54987138441993,89.40219839232607,17.58087384259259,95.42179528433303,1.3250760097934555,5.048322005706695,0.23464575902246337
78,78,71.1687,11.9314,50,14.7639,0,137,125,4,128,4,0.99848,71.17032,0.0,0.0,9.64286,8.498,10.81743,0.0,0.0,130.0,66.95968,0.0,0.31,1.604,-1.0,1.678751,15.047200332453222,0.31360885766317403,100.71566143920256,0.3241332783944658,0.306657836145442,64833.29240814212,0.24736356991575,44966.09809901829,0.14332171185893575,0.26248243305827934,0.19872549470648396,0.22231424142222989,0.2240357819380403,0.20823316150007856,0.18575328838822847,256.2509383785187,90.54572955141128,17.75636574074074,95.45410945733133,1.626942915861936,5.146512941202121,0.23426505905091
79,79,71.2653,10.9554,50,14.1662,0,137,125,4,128,4,1.00191,71.2742,0.0,0.0,9.0,8.481,10.31121,0.0,0.0,130.0,66.99725,0.0,0.3,1.751,-1.0,1.652821,15.036661595474055,0.31368067605502925,100.50855118175812,0.3245031874878915,0.30665783614543973,64823.614531448904,0.24839120758571398,45214.77519652298,0.14265301489880833,0.26117918078784014,0.19783238588578775,0.2214958986986085,0.2240607083012801,0.207604338429309,0.1865071729946141,255.96074774020866,90.53382905575398,17.885320216049383,95.43474612524817,1.4023003719686042,5.1067808718604315,0.23355217412321266
80,80,71.1496,10.85,50,12.8358,0,137,125,4,128,4,1.0039,71.1666,0.0,0.0,8.35714,8.473,9.46457,0.0,0.0,130.0,66.98923,0.0,0.3,1.8,0.4384,1.707958,15.016888653790508,0.3138156001222116,99.94793517708817,0.3243497234906596,0.306657836145443,64779.613422680886,0.2493279267299408,45044.80343904197,0.14220192203054385,0.2599498218303161,0.19714842067507177,0.22074956596754708,0.22414585367078718,0.2066006568809056,0.18734155031750513,255.66744382015605,90.44953282408883,17.887490354938272,95.43926425060522,1.4184896986300624,4.9840836400710895,0.2327345033110042
81,81,71.1057,10.3537,50,12.6148,0,137,125,4,128,4,1.00543,71.12706,0.0,0.0,9.57143,8.461,9.36789,0.0,0.0,129.0,67.00436,0.0,0.3,1.73,-1.0,1.664657,15.032930727358218,0.3141200658229537,100.33608783931587,0.32436152354325476,0.30665783614543624,64746.941006450084,0.25027488782329954,44890.429287705505,0.14199725273569275,0.25866324825083337,0.19674866212452227,0.2200279986938332,0.224364289833568,0.20566745652138563,0.18856264498937583,255.3743601441139,90.46728756110723,17.95138888888889,95.44954927428222,1.8944035078625514,4.976530679774685,0.23183771975790415
82,82,71.1369,11.3759,50,12.6435,0,137,125,4,128,4,1.00222,71.15201,0.0,0.0,8.96429,8.469,8.93952,0.0,0.0,129.0,67.00906,0.0,0.31,1.681,-1.0,1.614693,15.051813573013117,0.3144546700902594,100.73584785542559,0.32425341575086725,0.30665783614544245,64927.137074539605,0.25127619422086606,44985.61072334204,0.14161237661496945,0.25755285723693144,0.19670848812814992,0.2193314763643216,0.22470017930632458,0.204767468924997,0.19010114376249648,255.0829408495592,90.50941728558864,17.914255401234566,95.43485847986705,1.6758337247135269,4.896613544346224,0.23088442256080924
83,83,71.0178,12.5818,50,13.4855,0,137,125,4,128,4,0.9941,71.01239,0.0,0.0,7.78571,8.493,9.82538,0.0,0.0,130.0,67.00223,0.0,0.3,1.915,-1.0,1.641861,15.062279030128762,0.3148732397260079,100.28878791952147,0.32412267338408524,0.30665783614543796,64786.78505153514,0.2521050368964067,44757.9342479293,0.1413456572327521,0.2564340183798486,0.19645576162901143,0.21872535994513725,0.22496403604498244,0.20383478200576935,0.1916270854485868,254.79821936642762,90.47456511504708,17.933063271604937,95.45680305614225,1.160865549600582,5.021246989388842,0.2297303699955799
84,84,71.0417,12.1591,50,14.0231,0,137,125,4,128,4,0.99405,71.03247,0.0,0.0,8.10714,8.494,10.87485,0.0,0.0,131.0,66.98432,0.0,0.31,1.713,-1.0,1.627178,15.068572621286652,0.3152366420762121,100.47238161631552,0.3240343510588257,0.30665783614544,64804.76311416789,0.2526947900498995,44755.876410220524,0.14095503294551945,0.2553714591658056,0.19570239644506102,0.2179640649701629,0.22494964621038427,0.20296242374286025,0.19322791046775517,254.50721288154435,89.43044805533673,18.059895833333332,95.45859785459305,1.3385026032417078,5.149537718599387,0.22869838039817073
85,85,70.9914,11.5415,50,14.3733,0,137,125,4,128,4,1.00018,71.02331,0.0,0.0,7.57143,8.474,10.50915,0.0,0.0,129.0,66.99738,0.0,0.31,1.712,-1.0,1.693249,15.073056821469907,0.3158644640033622,100.44003202966613,0.3280698393325648,0.30665783614543934,64827.92066683183,0.25326913242015886,44655.38297901372,0.14070785624835563,0.25438555243337196,0.1953768917094324,0.21706211090829367,0.2249178084630895,0.2022245076143013,0.19490319855823063,254.22264362365723,89.41058203621455,18.186873070987655,95.45367451746925,1.151825640943223,5.115688274827324,0.22795225560323806
86,86,70.9259,11.384,50,14.005,0,137,125,4,128,4,0.99819,70.96582,0.0,0.0,9.25,8.499,9.96123,0.0,0.0,129.0,66.99418,0.0,0.3,1.572,-1.0,1.674524,15.110815165955344,0.3166559805700738,100.12498042789846,0.3278388221730107,0.30665783614543773,64857.121375929215,0.25387848892804726,44538.088299363415,0.14038593160866147,0.25341860834401414,0.195412911802194,0.2161422140318798,0.22486177072527377,0.2015770260288381,0.19664985182155406,253.93724447953886,90.50441180135682,18.355131172839506,95.45146485483022,1.2077680089667806,5.085345669665899,0.2269902177701402
87,87,70.9161,10.9671,50,13.6044,0,137,125,4,128,4,0.99364,70.95449,0.0,0.0,8.28571,8.493,9.82814,0.0,0.0,129.0,66.98177,0.0,0.3,1.795,-1.0,1.666244,15.131319210853105,0.31738855115574344,100.13919841213979,0.32390819892041744,0.3066578361454386,64887.81757674011,0.25453455979730416,44502.56912974357,0.1400432175141658,0.2523486039330743,0.1955070446338173,0.2152690792757299,0.22499507878569347,0.2009711320099065,0.19842721997629467,253.6554786402128,90.51380496491788,18.401234567901234,95.47155333082736,1.6084335125413032,5.072486308335492,0.2255269724112291
88,88,71.04,11.1572,50,13.716,0,137,125,4,128,4,0.99403,71.04451,0.0,0.0,8.60714,8.452,9.47075,0.0,0.0,129.0,67.02573,0.0,0.3,1.634,0.43094,1.654243,15.155121414749711,0.3183353998925489,100.41979150138069,0.32438589923875655,0.3066578361454383,64901.338078516965,0.25507345735365455,44762.17828473954,0.13970642663959784,0.25133914922071693,0.19552391912235365,0.21436662290342012,0.22517636975000327,0.20046671878470476,0.2001845726203119,253.37472614395935,90.49629274263096,18.422743055555557,95.45802194707905,1.7987161505548837,5.020765473262021,0.22442098486995382
89,89,71.177,11.1603,50,13.5501,0,137,125,4,128,4,0.99536,71.17043,0.0,0.0,9.25,8.466,9.63381,0.0,0.0,129.0,67.02129,0.0,0.3,1.641,-1.0,1.576484,15.151544829945504,0.3193110520360732,100.12134202336888,0.3289597748096905,0.3066578361454386,64898.42744272676,0.25554729110735597,45008.22600437203,0.1392617877471007,0.2501858625842551,0.19526689203333744,0.21358301491838483,0.2254451125842046,0.2000215053257647,0.2020315568316188,253.09096775827598,88.93506710105653,18.450279706790123,95.44955140439461,1.966134865796969,5.027392173672275,0.2233938481535022
90,90,71.0435,11.5944,50,13.6245,0,137,125,4,128,4,1.00417,71.04892,0.0,0.0,9.39286,8.452,9.63363,0.0,0.0,129.0,67.01668,0.0,0.3,1.599,-1.0,1.637516,15.149826803325134,0.320117205899553,99.82885718909782,0.3279421550911192,0.30665783614543773,64894.635843120275,0.2559716877663338,44747.04609180758,0.13888198581550468,0.2490659198264568,0.19447859562010672,0.21253515267213274,0.22562496348160443,0.19978096773997042,0.20387538146435366,252.8090395881032,89.32731579316054,18.481770833333332,95.4711767992746,1.9101402093111777,5.0244522490039225,0.22177128865239737
