,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubrow.0.5,blur,tone,cubcol.0.6,fft,cubcol.1.0,cubrow.1.0,color_fulness,cubrow.0.3,saturation,cubrow.0.6,cubcol.0,staticness,cubcol.0.3,noise,movement,cubrow.0,temporal,blockiness,contrast,uhdhdsim
45,45,66.7439,23.407,36,37.7248,0,121,118,10,135,14,1.01396,60.83663,0.0,0.0,0.71429,6.083,19.85008,0.0,0.0,120.0,34.66562,0.00309,0.4,13.757,-1.0,0.241584,0.20297212216543248,0.09446259113750674,59750.08197900229,0.5320207843137253,0.18801027217238542,75043.32388820597,0.1138588268145292,0.016158677298990128,81.02254845481006,0.04490017618645607,45.184368934160396,0.10710672056355623,0.13175832828361211,366.62856592193424,0.2531457390925427,0.43020802102090155,13.80787037037037,0.0129472715855686,6.2646870898591365,4.965475253185094,88.6259960831776,82.70306463354459
46,46,67.8031,23.8328,37,35.6885,0,121,118,10,135,14,1.06418,61.81614,0.0,0.0,0.17857,6.006,20.0949,0.0,0.0,122.0,34.83855,0.00367,0.4,14.086,-1.0,0.241185,0.20211858786272754,0.09597766011190968,64123.61489907851,0.5320956862745099,0.18844799949644528,74883.64352113266,0.1152097074001652,0.016259083366513553,82.4919136781076,0.04619267928130122,45.25157862533758,0.10781072229720953,0.130468870260054,366.9805109681978,0.25519028056887627,0.432425647064135,13.64279513888889,0.013313644759809937,6.270494343509577,5.636304236899863,87.221203653422,82.59662883273705
47,47,68.4344,23.8671,37,34.3613,0,120,118,10,135,14,1.09525,62.36883,0.0,0.0,0.21429,5.894,20.45994,0.0,0.0,124.0,35.02837,0.0037,0.39,12.83,-1.0,0.255169,0.20170172001849254,0.09816767258338693,66191.90293202818,0.5322749019607843,0.18904732582980463,75970.16681384807,0.11597842352690514,0.016347841772530913,83.5212216633439,0.04832097965007456,45.59972070764612,0.10897191701991371,0.12923391105746165,367.47204456967046,0.25623092952339893,0.43242564706413505,13.283613040123457,0.013803420631011636,6.221095081752384,4.592268866326285,88.41667512650893,82.55778142470817
48,48,68.7429,24.0161,37,36.5219,0,120,118,10,135,14,1.08539,62.6502,0.0,0.0,0.32143,5.927,20.49566,0.0,0.0,124.0,35.30233,0.00391,0.4,12.756,0.12899,0.238923,0.20280025699702714,0.10113134830243656,67938.8543434094,0.5337058823529411,0.18934626122639472,75910.44869404117,0.11672239708217687,0.01645398113971036,84.50317623160655,0.049645287812936215,45.96228893892265,0.11176733576497966,0.12790183546431716,368.0066649949891,0.25569108964052273,0.4368608991505985,13.127893518518519,0.01441578000735341,6.207308761984958,5.914441399139062,84.81381607586661,82.42750864862498
49,49,67.777,24.3339,36,38.4603,0,120,118,10,136,14,1.08688,61.80997,0.0,0.0,0.10714,6.038,20.61955,0.0,0.0,124.0,35.26446,0.0035,0.4,11.366,-1.0,0.239371,0.20299900575008123,0.10304918394647691,64839.56245714165,0.5346594705882353,0.18958110126741873,75172.66426939372,0.11805761310021333,0.016678797510186458,84.37930703531529,0.04957153494404901,46.175451396424094,0.11456507392781488,0.12665086427796937,368.51150090898267,0.25452394581135473,0.43242564706413705,13.116271219135802,0.01500562318641918,6.2011334893075745,5.685327961048068,84.68083207094972,82.41361505471124
50,50,67.3504,23.9559,36,40.686,0,120,118,10,136,15,1.01768,61.42451,0.0,0.0,0.89286,6.041,20.89287,0.0,0.0,125.0,35.21882,0.00244,0.4,12.825,-1.0,0.22442,0.20301506252356663,0.10523290319835472,61588.7227930998,0.5340019607843137,0.18959609926778398,75876.20988177625,0.11992034103823974,0.01714460540019819,84.02114863677494,0.04952249005795225,46.53407513653791,0.11879647873434868,0.12551979919650194,368.97734383395783,0.25384260133382636,0.43464327310736506,13.137586805555555,0.01565204101008797,6.148186617879422,5.228640974192581,85.64576044603726,82.67289824343672
51,51,66.3456,24.7603,36,39.8531,0,120,118,10,136,15,1.01943,60.54924,0.0,0.0,0.5,6.225,20.57163,0.0,0.0,125.0,35.08666,0.00248,0.41,12.758,-1.0,0.222901,0.20293807741121375,0.10637473443859637,58415.55887391068,0.5346035294117647,0.18983447336970385,75536.92230326,0.12175807173361289,0.017753465436197314,82.90427188314422,0.04985144176483413,46.875869374216336,0.12010386107592427,0.1243137506516638,369.41730957470185,0.2534386033746379,0.4362666880431958,12.904658564814815,0.016268987040011614,6.0401774452377515,4.414469449263742,85.15013114100977,82.70345649089889
52,52,66.4059,24.6957,35,40.3509,0,120,118,10,136,14,1.02306,60.55606,0.0,0.0,0.28571,6.332,21.26371,0.0,0.0,125.0,34.84577,0.00326,0.41,11.365,-1.0,0.218853,0.20304011786102472,0.10738741308823072,62499.595783246594,0.5294615686274509,0.18996008995443517,74479.45017665012,0.12282793277822521,0.017785432871916904,82.78897859367532,0.04995253850456251,47.032115041473766,0.1197065164086874,0.1232313993695579,369.81700563237195,0.25362647521722415,0.43464327310736545,12.995949074074074,0.016798039367467255,6.1014926278582555,3.8915195693667024,84.28274863617386,82.57073669728491
53,53,65.5793,23.9527,35,42.4523,0,120,118,10,136,14,0.99079,59.82113,0.0,0.0,0.32143,6.129,21.20578,0.0,0.0,125.0,34.73792,0.00307,0.41,12.843,-1.0,0.226145,0.20403960195972456,0.1062387273213412,60544.37500760597,0.5290529411764706,0.19000779783008614,73287.19773235815,0.12354082541385052,0.01790963013166919,83.87326437560935,0.04959521362006445,47.2034262197989,0.11990051154373532,0.12220822089444983,370.0803652397397,0.25492253617719063,0.43464327310736267,12.894917052469136,0.017142952072688813,6.172762734379846,3.452200009093877,85.32090677577204,83.04322487932163
54,54,64.5638,23.4814,35,37.5509,0,120,118,10,136,14,0.96094,58.98247,0.0,0.0,0.32143,6.23,20.56307,0.0,0.0,125.0,34.72576,0.00367,0.41,11.982,-1.0,0.207445,0.20203112781622315,0.1057937814976135,54716.57356303289,0.5262654901960785,0.19019228422947518,73439.82106215868,0.12523156423410237,0.018218005115146842,83.95998109122965,0.04927831469337913,47.35096778398679,0.12124250126544352,0.12125243484390838,370.23308223807936,0.2547471290832408,0.43848431408642946,12.86935763888889,0.01780407480864059,6.191998146752203,4.294826163563435,86.52555766781188,83.55176444187266
55,55,64.991,23.5134,36,37.7296,0,120,118,10,136,14,0.94114,59.35442,0.0,0.0,0.42857,6.256,20.15883,0.0,0.0,125.0,34.7074,0.00404,0.41,11.014,-1.0,0.183823,0.2008658911886779,0.10577446151693573,56927.30415998439,0.523207843137255,0.19047531005120025,74201.77995775155,0.12652195654500198,0.01855979758041832,83.7881020093296,0.049080878532739465,47.26047525288146,0.1225723519730502,0.12037638541490622,370.2231758828398,0.2548563289381088,0.4445429811087167,12.671440972222221,0.01852211432547322,6.132317857532563,4.685506827597585,85.87384598057695,83.51012741367045
56,56,66.9942,23.345,37,38.4142,0,120,118,10,136,15,0.91671,61.1198,0.0,0.0,0.17857,5.948,20.18498,0.0,0.0,125.0,34.77608,0.0037,0.42,11.903,0.13117,0.198081,0.20061952811269249,0.10635812242162848,64152.312245178604,0.5241086274509804,0.19071985327344718,75696.13248642605,0.12716404888024502,0.018751249008018514,84.02758389314626,0.04883849702936627,47.228034313814135,0.1251416864872594,0.11954017636827219,370.07639000620594,0.25518863207524006,0.44454298110872753,12.269241898148149,0.0195417859692924,6.081047724591145,4.575412681286175,89.09924075219429,83.02511136875829
57,57,69.8704,22.8904,38,41.2055,0,119,118,10,136,15,0.93958,63.66545,0.0,0.0,0.35714,5.454,20.03954,0.0,0.0,125.0,34.90829,0.0038,0.43,12.869,-1.0,0.199381,0.20095003252392252,0.10728781137156432,73831.24523876881,0.5266449607843138,0.19095072551064976,76516.15016638409,0.12858320629836784,0.019059936628032736,84.4025610974609,0.04847560152001034,47.325104701666184,0.12815268322827367,0.11864231262638938,369.7463953758425,0.25702701778105036,0.4467606071519565,12.084153163580247,0.020767638585836634,6.053267332283495,5.753258835068666,84.59080133871281,82.39307799348947
58,58,70.9914,23.0998,39,39.3128,0,119,118,10,136,15,0.9388,64.68845,0.0,0.0,0.46429,5.102,19.6429,0.0,0.0,125.0,34.63472,0.00358,0.42,11.851,-1.0,0.190377,0.20094738027906459,0.10845127831641188,77266.08264345785,0.5237882352941177,0.19124472116774613,77263.67114485099,0.13133479058115144,0.019887318538588526,83.26238429467661,0.04818924652169077,47.52984091676311,0.13119744524875673,0.11775516071720053,369.2247360435625,0.2592861515031143,0.4528192741742352,11.647328317901234,0.022357967522940683,5.986851618071948,4.294437472468332,84.08624256208083,82.42847884183959
59,59,71.1084,23.1827,39,42.674,0,119,118,10,136,15,0.95871,64.88295,0.0,0.0,1.21429,4.909,19.82521,0.0,0.0,125.0,34.14165,0.0033,0.43,11.747,-1.0,0.196244,0.20104655999461704,0.10939510943079138,73566.23432232025,0.5150074509803921,0.19201985777383598,77011.8612240861,0.13355094609019724,0.019809816351724463,82.2424925835838,0.047915027725859344,47.67530672049817,0.1350908810184428,0.11691376447355016,368.550770591092,0.26095219942687925,0.4528192741742451,11.360677083333334,0.02464602039960683,5.976424622357259,5.381602300070185,87.66522723209755,82.69384695757063
60,60,70.8116,23.1092,40,42.8411,0,119,118,10,136,15,0.95231,64.70821,0.0,0.0,0.96429,4.672,19.90097,0.0,0.0,125.0,33.81768,0.00316,0.46,11.416,-1.0,0.183277,0.20216261531724083,0.10970824890866888,71468.15016508826,0.5130556862745097,0.19232876532196808,76069.27282865746,0.1356129734532898,0.020142621499409694,81.38516669897274,0.04806470840776667,47.88271454234182,0.13709083975079675,0.11088237034861316,367.8073100516492,0.2643659988461657,0.4528192741742527,11.406057098765432,0.027500852977011568,5.774177800862852,5.985288712346536,86.18458570259196,82.62782211881934
61,61,69.8453,23.0206,40,43.5138,0,119,118,9,136,15,0.96709,63.90383,0.0,0.0,1.39286,4.199,19.83838,0.0,0.0,125.0,33.54059,0.00232,0.47,11.757,-1.0,0.188947,0.2034345611471487,0.10993136100064918,70410.21423749697,0.5111752941176471,0.1913970029502431,75210.64587675588,0.13570079942788105,0.019487853455416555,80.38310736527593,0.048246363918515486,47.96734675654658,0.13753011578039137,0.10594723230914369,367.0793405724448,0.2653600042680661,0.45887794119654024,11.531105324074074,0.03138681515282418,5.704546763842347,6.213431557491374,88.78733080299055,82.4619215742824
62,62,68.3053,22.8198,39,41.3797,0,119,118,9,136,14,1.00372,62.56322,0.0,0.0,0.5,4.11,19.75893,0.0,0.0,125.0,33.13871,0.0024,0.47,12.646,-1.0,0.189888,0.2048680872302463,0.10947670127020839,62789.334605350545,0.505827843137255,0.19044482810045846,74176.09574627517,0.1367006788482383,0.01939289919515424,79.6075109707215,0.04850103953338407,47.89537312072,0.13845939930829257,0.10572266879755235,366.4248151557113,0.2655539883560365,0.45725452626070656,11.117814429012345,0.034330279304267734,5.701267127201626,6.206784641746871,85.14990023000848,82.16810276025706
63,63,67.9653,23.1531,40,38.9048,0,119,118,9,136,15,0.99798,62.28861,0.0,0.0,1.21429,3.957,19.58336,0.0,0.0,123.0,33.21632,0.00221,0.49,11.535,-1.0,0.186027,0.20618390484648672,0.10952904724972963,61501.83090003569,0.5065952941176469,0.18860023088642458,73627.6366407942,0.13759263551842726,0.01952051690702339,79.99198821159166,0.0487257535214785,47.84804695035205,0.13921663105429005,0.10545671290679434,365.9081968801874,0.26590575836175134,0.4588779411965365,10.961033950617283,0.037635009211887414,5.627529623815753,5.470920996633544,85.51998065106152,82.23127400188736
64,64,67.5383,22.669,40,40.932,0,119,118,9,136,15,1.00305,61.90217,0.0,0.0,1.96429,3.917,19.87109,0.0,0.0,125.0,33.40653,0.00239,0.47,10.522,0.12834,0.173031,0.20772485832826004,0.11029157815970417,60863.917034932754,0.5078627450980393,0.1866618447504286,74280.10102596125,0.1383321663740643,0.019679696587083805,80.14097024688235,0.04899910903345528,47.7888579191985,0.14018381559980636,0.09792587943925662,365.5615166266008,0.26607025011021285,0.45725452626070867,10.836805555555555,0.04004532280468019,5.7102484790857595,5.874599713832964,85.03465778374547,82.59419236455594
65,65,68.0514,22.7616,40,42.7721,0,119,118,10,136,15,0.96831,62.44507,0.0,0.0,1.82143,3.768,19.45791,0.0,0.0,124.0,33.34228,0.00289,0.46,12.391,-1.0,0.181461,0.2092874296399091,0.11117278496170414,58982.4963779614,0.5055678431372549,0.18544290857012743,73365.10670193928,0.13955161763109364,0.01983670489920408,79.19027896765758,0.049259251615617505,47.74341366614824,0.1411616366473071,0.08760521751628224,365.3123616075571,0.26660368018730146,0.4649366082188317,10.704764660493828,0.04331818971660225,5.606936373837071,5.0896530676537735,82.97684477576661,82.71518991620262
66,66,70.5068,22.3485,43,46.4991,0,119,118,10,136,15,0.95489,64.69138,0.0,0.0,3.28571,3.446,19.54448,0.0,0.0,122.0,33.35222,0.00274,0.46,12.304,-1.0,0.179473,0.21113851742532833,0.11158987070212548,62318.681203403605,0.5073862745098039,0.18467445786404854,75453.5082737644,0.14119784449386225,0.020067136054683,79.74306777074369,0.0496207828989023,47.65929667154948,0.14284077261708022,0.08160494047203987,365.1128337438253,0.2671319512199229,0.46877764919790027,10.36892361111111,0.04833130168171883,5.498197437148867,7.205812561683874,84.64366195753394,82.39759952636703
67,67,74.1562,20.9227,46,50.4337,0,119,118,10,136,15,1.00604,68.06456,0.0,0.0,1.78571,3.213,19.19212,0.0,0.0,120.0,33.43349,0.0027,0.51,12.708,-1.0,0.16612,0.21271555146143872,0.11298033152508871,67587.11718384206,0.5101240980392121,0.18584050310927716,78210.18868034512,0.14298540742005028,0.02042576167396563,80.49869569006493,0.05048364987321668,47.69277671531395,0.14679739478151607,0.07427643383581546,364.928248530843,0.267998053812036,0.4798657794140507,10.228202160493828,0.057646204774627376,5.411303731646533,7.359128937461548,84.72212527394976,81.51298843696965
68,68,76.421,20.4735,47,41.291,0,119,118,11,136,15,1.03321,70.15841,0.0,0.0,0.96429,3.049,17.96529,0.0,0.0,126.0,33.51155,0.00249,0.51,12.197,-1.0,0.150275,0.21344948081303272,0.11481626384626008,70245.87709138513,0.5094345098039216,0.18623789721179235,79265.61773936269,0.1449661917638721,0.021021144488451115,81.75653817699705,0.051515750551067725,47.66908301836178,0.15232923047475846,0.07286371544190626,364.75829347052183,0.2689038112693188,0.4881420724795709,9.692563657407407,0.07340093152843215,5.312292676298273,7.19783101774247,87.84129957523047,80.96136141911687
69,69,75.4737,21.3119,47,38.3519,0,119,118,11,136,15,1.02124,69.33225,0.0,0.0,1.64286,3.059,17.57618,0.0,0.0,124.0,33.25055,0.00193,0.52,11.724,-1.0,0.165081,0.21354953895685927,0.11648560319683879,65786.14524940333,0.5039835294117646,0.18745188387359796,78447.65715487635,0.14681155047488345,0.021987756914940152,81.71574492707524,0.052510428430170224,47.66386564278308,0.15799557300674083,0.07207567746003764,364.56768843611644,0.26940646808210394,0.48208340545728046,9.286747685185185,0.08967862057000243,5.174552984112825,9.32155198395659,89.95722784932563,80.90914999858921
70,70,74.7719,21.793,46,40.4148,0,119,118,11,136,15,0.9474,68.65082,0.0,0.0,1.78571,3.145,18.29682,0.0,0.0,126.0,33.23055,0.00301,0.5,12.469,-1.0,0.157198,0.21368794505361752,0.11742014448936781,65713.26794302014,0.5032611764705881,0.1885545154328629,79043.5771762808,0.14829793052784265,0.022136607486946944,81.96995551837759,0.05296184113878672,47.47281844527633,0.16329603003313517,0.07161888770154677,364.3361721015874,0.2702502204031117,0.4814891943498845,9.069685570987655,0.0988362155470253,5.34209577192026,5.58764143454023,88.59231795195645,81.56420399574597
71,71,73.8295,22.1519,46,40.2088,0,119,118,11,136,15,0.91649,67.68629,0.0,0.0,2.32143,3.298,18.71157,0.0,0.0,126.0,33.28855,0.00407,0.48,12.389,-1.0,0.180226,0.21637618076550263,0.11864670730821324,68333.41834050065,0.5039838039215685,0.18963406665123164,79261.53196076208,0.1489588034832599,0.022788679234782883,82.77439627685146,0.052845252132462425,47.535149279935865,0.16714822598440315,0.07109470001085381,364.1019101932867,0.27218686449883506,0.4776481533708142,9.042631172839506,0.10145873603998858,5.414447848023951,10.05080733293017,85.1963598419767,82.32572047976387
72,72,71.829,22.4097,44,40.0758,0,119,118,11,136,15,0.96276,65.8687,0.0,0.0,1.5,3.714,19.02278,0.0,0.0,126.0,33.24248,0.00284,0.51,10.434,0.13079,0.158715,0.2194010637842264,0.12041482092356323,64637.666556925156,0.5030929411764705,0.19080111112528336,78892.6816264642,0.14966815634376776,0.02383316035682271,83.17425337272321,0.05279021161217925,47.44194482873987,0.17100727821196574,0.07060831053285457,363.8621143589467,0.27499569597703705,0.4715894863485266,9.150462962962964,0.10209424436963617,5.440168078560976,9.139002478194744,84.637681725991,82.36835575071362
73,73,70.403,22.1817,44,40.1009,0,119,118,11,136,15,0.96426,64.59487,0.0,0.0,1.5,3.956,19.24201,0.0,0.0,125.0,33.19717,0.00451,0.48,11.134,-1.0,0.155777,0.21907024498739777,0.1209465702582015,61949.54242066661,0.4997666666666667,0.19190264125560005,78317.14287777196,0.1504321002966708,0.024249861854544783,83.46558229707891,0.052795680433545066,47.31828439971547,0.1717428375071287,0.07027888085194423,363.6336872500021,0.2788998206399849,0.46937186030529787,9.301890432098766,0.1025446002211543,5.515196298142735,7.015262245240185,87.15957273392095,82.68103693064572
74,74,69.8273,22.065,43,36.844,0,119,118,10,136,15,0.94313,64.03607,0.0,0.0,0.5,4.187,19.04824,0.0,0.0,125.0,33.3427,0.00321,0.48,10.733,-1.0,0.165599,0.21902049683828176,0.12115087556335832,63243.36960607986,0.5006298039215686,0.19303150597763755,77568.66232806556,0.15109705598160503,0.02513568155018871,84.56297771681304,0.052792433615489937,47.31287789050443,0.17176505375295514,0.06998168175788647,363.46154118244965,0.279749337316065,0.46715423426206315,9.382040895061728,0.10303522618214014,5.529702054330846,6.439172826436177,88.08401285009245,83.15381109123423
75,75,70.507,21.9789,43,34.9352,0,119,118,11,136,15,0.9003,64.5261,0.0,0.0,1.25,4.257,18.95319,0.0,0.0,124.0,33.64047,0.00268,0.47,10.269,-1.0,0.186268,0.21921256477028964,0.12154740817246319,68832.12429363476,0.50186,0.19420980959003975,78489.34024811881,0.15182850836365114,0.026121606721260564,85.76292876516118,0.052861794451580686,47.49461666154273,0.17355250643206332,0.06908688133731972,363.3370415198408,0.2792627879824409,0.4671542342620634,9.837094907407407,0.10348480996633362,5.514592020076457,4.90775467959102,86.88914350483893,82.94851043587767
76,76,70.8759,22.1592,42,38.82,0,119,118,10,136,15,0.92025,64.72097,0.0,0.0,1.10714,4.429,18.87636,0.0,0.0,124.0,33.79462,0.00258,0.45,10.699,-1.0,0.191427,0.21949799891822688,0.12173138169450978,74819.58003846114,0.5040325490196079,0.19531276275760978,79331.52867130983,0.1525494817933591,0.026729952817546542,85.60135589021239,0.052938449140170894,47.392078917703515,0.1749857970244168,0.06861809234328056,363.21047800388016,0.28083994979856625,0.4633131932829993,10.24001736111111,0.10368227382549627,5.5615704418195575,8.390481901486986,89.2798969750414,82.87319574154421
77,77,66.8678,22.4095,40,42.7031,0,119,118,10,136,15,0.92857,61.17067,0.0,0.0,0.67857,5.039,19.02869,0.0,0.0,124.0,33.61973,0.0031,0.44,11.207,-1.0,0.210755,0.2197715937147127,0.12169719890975202,64401.99718566445,0.5031447058823529,0.19666812936578265,76251.32763094586,0.1532420716661698,0.027391926827473153,85.74097995868168,0.053006147869640106,47.151360594196085,0.17639813434144783,0.06824325918291115,363.08382749147097,0.27930217844716393,0.4550369002174759,10.265769675925926,0.10370898311449113,5.622013982245489,6.930437796071982,85.96618702902713,83.15932435865659
78,78,65.5714,22.5443,39,42.0447,0,119,118,10,136,15,0.93751,59.98978,0.0,0.0,0.5,5.421,19.2428,0.0,0.0,124.0,33.69365,0.00262,0.45,12.543,-1.0,0.185168,0.220131886826046,0.1224311973327967,63172.95707513194,0.5069839215686274,0.1979791717937436,75431.2067806194,0.15370972823091816,0.027838947334106776,85.372582905867,0.05256037452117881,47.07978274498457,0.1773299634164852,0.06738662247556874,362.9175995599769,0.28021194759687296,0.4528192741742492,10.480324074074074,0.1037844966692022,5.793389601284697,6.2929473790763755,85.4657910989146,83.0299615377345
79,79,65.4146,23.0561,39,38.1097,0,119,118,10,136,15,1.00346,59.89399,0.0,0.0,0.21429,5.665,19.3575,0.0,0.0,124.0,33.90003,0.00334,0.42,10.669,-1.0,0.190427,0.22086895041014562,0.12320621139433985,62760.29021398961,0.5080992156862745,0.19795177709724707,74822.99441520059,0.15402957424916003,0.028411111048916433,85.56420949973126,0.0522586956883606,46.92568536452305,0.177896860072359,0.06696524628995577,362.7081708410806,0.2817995141084474,0.452819274174247,10.746190200617283,0.10389525339229917,5.922986580229453,3.790928636731243,88.26187686311494,82.88750445230349
80,80,66.881,22.763,39,38.0044,0,119,118,11,135,15,1.03095,61.14557,0.0,0.0,0.57143,5.772,19.79556,0.0,0.0,124.0,34.06771,0.00316,0.43,12.096,0.13079,0.180347,0.2220482033392876,0.12400680771066587,67038.8353857558,0.5078462745098039,0.19787520956481724,76154.12245340837,0.1546275014186451,0.02892648058954414,85.33949478187381,0.052258274312407614,46.70108578528887,0.1786793778186375,0.06660609928906845,362.46402172287327,0.28467629672543154,0.4528192741742461,10.749855324074074,0.10399570790514118,5.995865063424651,3.4487866317482974,84.83733172633951,82.6822421800662
81,81,66.3541,23.0803,38,40.31,0,119,118,10,135,15,0.9847,60.61146,0.0,0.0,0.14286,5.819,19.53931,0.0,0.0,124.0,33.90954,0.00254,0.42,13.24,-1.0,0.183984,0.2232302994603674,0.12432767796859084,63897.12187600255,0.5058935098039216,0.19856634757095276,78100.36409229836,0.15535929397786882,0.02966474472896293,84.92810678899576,0.05239510716483552,46.522864447699654,0.17999949729155532,0.06646185968658988,362.1865071823252,0.28822287239706856,0.4467606071519574,10.417582947530864,0.10406223103107862,6.073790145344262,3.903908852782991,87.00126651146923,82.8874402748322
82,82,63.3916,22.3588,36,42.491,0,119,118,10,135,14,0.93256,57.96421,0.0,0.0,1.10714,6.07,19.80929,0.0,0.0,124.0,33.60019,0.00312,0.41,14.047,-1.0,0.197278,0.22291661513157687,0.12434476950007033,57199.7955554282,0.5011960784313725,0.1990221129745869,74180.18721454771,0.15593955884979224,0.030472791366238785,84.39260591890805,0.05239272052891444,46.450933950918696,0.18156235387147943,0.06623873791672655,361.8815236853692,0.2886262247238992,0.44454298110871976,9.921778549382717,0.10411772845153203,6.097218649813347,3.2519534771741876,84.2863969989578,83.10124078972088
83,83,63.0469,21.694,35,37.8709,0,119,118,10,135,13,0.90798,57.56202,0.0,0.0,0.78571,6.057,19.19218,0.0,0.0,125.0,33.52312,0.0035,0.4,14.273,-1.0,0.185239,0.22280237168708167,0.12499424631050123,57855.29021965587,0.5003172549019608,0.20059911532789132,73354.5450358244,0.15629594919845174,0.031107891752421242,83.49839356961232,0.05270617063624601,46.35887296700184,0.1819586036893776,0.06582415123932966,361.528946363191,0.2890174158560781,0.43242564706413544,9.870032793209877,0.1042093432266019,6.047378712099271,2.525095588764448,84.75648766893084,82.93928196818857
84,84,63.5053,20.3899,35,37.9407,0,119,118,10,135,13,0.95372,57.88089,0.0,0.0,0.53571,5.923,18.62322,0.0,0.0,124.0,33.44097,0.00337,0.4,13.06,-1.0,0.20544,0.22346475882624003,0.12569886687822734,56597.28819880345,0.4983513725490197,0.20132290088265956,74487.8969264364,0.1567598150017003,0.03147511423512118,83.19399772832142,0.051735565654565364,46.39629938573013,0.18214919853208197,0.06525684312596171,361.1907636707769,0.29028662958483237,0.4302080210209047,9.694251543209877,0.10423287437208828,6.031056322718132,3.634361148100311,89.28425440176501,83.31299388794703
85,85,66.4077,19.1138,34,36.936,0,119,118,10,135,13,1.00459,60.25842,0.0,0.0,0.32143,5.519,17.50719,0.0,0.0,125.0,33.38087,0.00381,0.4,16.275,-1.0,0.2129,0.22492724381460763,0.126189287728935,66719.75923692145,0.49750470588235296,0.20145351201934017,77209.07660452405,0.15704880269339253,0.03183014335726907,82.77360888601,0.0509767276267829,46.59779244882089,0.1819989805605478,0.06472098245458058,360.8535920150994,0.2924516908708471,0.42799039497767843,9.548466435185185,0.10430126263233948,5.986586555730149,2.7988198923209193,84.01687195482981,83.04397003595204
86,86,65.9893,19.0276,34,31.8085,0,119,118,10,135,13,1.02613,59.83052,0.0,0.0,0.03571,5.432,16.41559,0.0,0.0,125.0,33.10178,0.00373,0.4,14.565,-1.0,0.215065,0.2258325059609941,0.12563444278605854,64767.71097776029,0.4962066862745099,0.2011439627348855,76797.31356985468,0.15730971460171342,0.03231546705570351,82.46129183445898,0.050232238879690194,46.52772974084925,0.18149501320454706,0.06474750419843814,360.5230145015021,0.2943443749054188,0.4241493539986099,9.150221836419753,0.1043254398680547,5.906928320183338,2.607115024912149,88.37854886178201,82.94498267318687
87,87,65.6193,19.3465,34,30.4909,0,120,118,9,135,12,1.02504,59.48458,0.0,0.0,0.5,5.467,16.33717,0.0,0.0,125.0,32.64481,0.00338,0.4,16.267,-1.0,0.205192,0.22743377881242732,0.12567992394727281,62801.35248782293,0.48457333333333336,0.20095061127951222,77678.2363382429,0.15723049931939898,0.032650863342647586,80.91068268604457,0.04973012079636341,46.122152634608895,0.18082061068917327,0.06450615489425505,360.1623081637089,0.29607841038320637,0.42193172795537937,8.535493827160494,0.10434299121070183,5.897271778459285,3.0074249346283892,88.51479401018757,83.0324165420361
88,88,65.221,19.3103,34,30.7258,0,120,118,10,135,12,1.03282,59.168,0.0,0.0,0.35714,5.713,16.60913,0.0,0.0,124.0,32.34505,0.00377,0.39,17.068,0.13079,0.219175,0.2283557655441994,0.1261106034184048,63636.74842128774,0.4760345098039214,0.20061913275518165,77600.1500035763,0.15723475928172487,0.03294075547990675,80.38672377883054,0.0496246494025569,45.70614153073158,0.18187208749157593,0.06423973955989823,359.8006124394379,0.2960887907991196,0.42414935399860765,8.406346450617283,0.10436155906472004,5.962259401069184,3.7229655397923325,87.24102052891575,82.8647887753495
89,89,64.9888,19.3162,34,32.054,0,120,118,10,135,12,0.96479,58.97243,0.0,0.0,0.39286,5.763,16.56965,0.0,0.0,125.0,32.38595,0.0041,0.39,18.001,-1.0,0.234852,0.22934805887907594,0.12698651719549753,59934.300402185465,0.47601764705882343,0.20054871281335906,77438.57256411554,0.15724759739940553,0.03315042142389523,81.23306284116559,0.04963526495087303,45.492650161554785,0.18239010834082198,0.06417038122850086,359.3851563586087,0.29671701803925093,0.42193172795538075,8.585407021604938,0.10437620034991864,6.000020897597352,3.557285173239253,86.77163685180545,82.7237368603494
90,90,64.3202,20.0095,34,36.6345,0,120,118,10,135,13,0.97665,58.39865,0.0,0.0,0.67857,5.95,16.57452,0.0,0.0,125.0,32.55464,0.00359,0.39,18.685,-1.0,0.204402,0.23070858550579157,0.12815357615620798,56621.25924022069,0.48231568627450966,0.2006941805855451,76287.4284841269,0.15717604050466039,0.03329882408679371,81.79162429194098,0.049108946574199966,45.66659884982639,0.18290275408277082,0.0634150874872535,359.0387100237012,0.29681182211973794,0.4241493539986089,9.014033564814815,0.10439842191600969,6.021099063938178,2.8922021590336335,86.6615626495778,82.73350652104129
