,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubrow.0.3,cubcol.0.6,movement,saturation,uhdhdsim,staticness,tone,cubrow.0.5,cubrow.1.0,cubcol.0,color_fulness,temporal,cubcol.0.3,cubcol.0.5,contrast,cubcol.1.0,blur,cubrow.0,fft,noise,blockiness
45,45,31.2186,18.7675,27,18.9089,0,110,120,10,137,8,0.99246,35.16065,0.0,0.0,4.78571,8.395,17.92794,0.0,0.0,129.0,45.63167,0.0,1.42,3.02,-1.0,0.000267,0.12961491513001835,0.07186037132704785,0.1021834818180891,15.512972608024691,51.53435054826148,99.89827196288088,525.2920289052397,0.6863454901960785,0.09678998041011677,0.13414395847685948,0.11440412260223319,61.24209385520133,7.226048443372566,0.1083937911843874,0.08233796154340565,89.30649347187946,0.12486997270226621,7352.859338217751,0.08081534018200216,64890.29108799213,0.42193172795537653,1.3119281486155197
46,46,31.261,18.8254,27,17.4961,0,110,120,10,137,8,0.99509,35.18855,0.0,0.0,4.25,8.388,16.17431,0.0,0.0,129.0,45.30091,0.0,1.43,2.655,-1.0,0.000646,0.12904156589986474,0.07181443433160907,0.1017877194966611,15.57325424382716,51.94828363112462,99.90154274145078,523.1378676070073,0.6798180392156862,0.09624592208217765,0.134201980813143,0.11642699488734068,61.95440205597702,7.231070890291549,0.10762987695029062,0.0820283957638696,89.20095223049755,0.1249819153474811,7421.132576851274,0.08146846621605638,64827.86475726055,0.4219317279553774,1.3965414678956436
47,47,30.985,19.4682,27,16.6971,0,109,120,10,137,8,0.99257,34.96525,0.0,0.0,3.96429,8.365,16.22178,0.0,0.0,129.0,45.44114,0.0,1.42,2.451,-1.0,0.000633,0.12828484310262908,0.07175278122614873,0.10132946621118023,15.950231481481481,52.39283865469473,99.94160033870142,521.1363252643771,0.6834420784313722,0.09595198403948069,0.13414684505214508,0.11796064322905453,62.059160734941486,7.234106541495204,0.10694292985353464,0.08157676883713161,90.12687889348656,0.12486146609416815,7287.9225478868375,0.08271357690377622,64756.28043818672,0.4219317279553771,1.412837018848007
48,48,31.1641,17.7704,27,17.0431,0,109,120,10,137,8,0.99193,35.1994,0.0,0.0,3.85714,8.371,16.78719,0.0,0.0,129.0,45.67652,0.0,1.42,2.675,0.12551,0.00041,0.1275275871941078,0.07165605533716207,0.10065619656582475,16.213541666666668,53.07434722523631,99.8912618150288,519.2003852080185,0.6899850980392157,0.09577760539766693,0.13396304511993462,0.11893651407896376,62.92793404743908,7.20861158520615,0.10633074566769105,0.0811613395562769,89.39414316625422,0.12471360178577838,7384.498776826775,0.08344811877871507,64970.67063932806,0.4219317279553772,1.1289594704276533
49,49,31.1659,15.4623,27,16.9182,0,108,120,10,138,8,0.99144,35.39979,0.0,0.0,3.42857,8.378,15.32606,0.0,0.0,129.0,45.41923,0.0,1.42,2.711,-1.0,0.000469,0.12678812423938515,0.07157495816798318,0.10009244648602794,16.282841435185187,53.666234899450224,99.852545719197,517.4156079333892,0.6838690196078431,0.09561007133547196,0.13367813002566717,0.11955004695500333,62.33638647235476,7.140174441103152,0.10568993460444676,0.08078988287501392,90.04337030217113,0.12457821255399085,7420.832406030275,0.08422705921227087,65028.29558184647,0.42193172795537875,1.133071228450253
50,50,31.5587,12.864,28,15.3736,0,108,120,10,138,8,0.98434,35.85151,0.0,0.0,3.21429,8.357,13.34854,0.0,0.0,129.0,44.58367,0.0,1.43,2.982,-1.0,0.000706,0.12616082217338123,0.07169907312895406,0.09996572066966138,15.675202546296296,53.966029414424185,99.7982610765723,515.7547112169518,0.6636843137254902,0.09549952337288423,0.1331619658879894,0.119906681360044,60.659906620494894,6.946515327797908,0.10509085054889997,0.08057434324501818,91.56328168400037,0.12446091178236438,7613.536265227136,0.08501410115114345,64865.71984283745,0.42193172795537875,1.2382674424800844
51,51,31.9299,11.559,28,13.9401,0,108,120,10,138,8,0.98496,36.40802,0.0,0.0,2.82143,8.3,11.10907,0.0,0.0,127.0,44.44603,0.0,1.43,3.286,-1.0,0.000414,0.12553131611888785,0.0719457815175067,0.09997822690353578,15.390480324074074,54.05949232313368,99.71222555919519,514.1831822165086,0.6615810588235284,0.09561132955330999,0.13287867660608005,0.12050398510940638,62.353665897499305,6.719268235348992,0.10460901600958361,0.08030881479949115,88.82681877216308,0.12435567899159897,7881.42453516159,0.08542921223799892,64854.66752867057,0.4219317279553796,1.431702045792788
52,52,32.0913,11.1918,29,13.4058,0,108,120,10,138,8,0.993,36.73809,0.0,0.0,5.78571,8.351,9.98777,0.0,0.0,127.0,44.55912,0.0,1.44,3.929,-1.0,0.000191,0.12495829415797521,0.07218483987685721,0.09999940833389334,15.05005787037037,54.177371366524405,99.65374262754715,512.6531551353921,0.6633690196078431,0.09571768185982614,0.13281307467177864,0.12125663822375077,63.66423084222657,6.54420325614326,0.10421173054109101,0.08008810864681006,88.8913764634362,0.124079810205322,8051.9826628910005,0.0861351497812609,64852.2474764979,0.42193172795538336,1.155948652607804
53,53,32.1175,11.6649,29,12.1124,0,108,120,10,138,8,0.99171,36.8999,0.0,0.0,4.14286,8.347,9.67436,0.0,0.0,127.0,44.67833,0.0,1.44,3.092,-1.0,0.000168,0.12452707721473276,0.07231654253662993,0.1000652722479195,14.351707175925926,54.29634885434751,99.6187093723887,511.17642962545955,0.665521568627451,0.09586742872180895,0.13311394354959072,0.1219909086681509,63.723756048799636,6.350922580597468,0.10402399127004126,0.07986546366198637,91.45031464948063,0.12364316200838651,8091.932495903616,0.08638337115039742,64894.99708944446,0.4241493539986054,1.4235305778570493
54,54,32.4242,11.4921,30,12.4576,0,108,120,10,137,8,0.99789,37.35673,0.0,0.0,4.46429,8.299,10.19602,0.0,0.0,129.0,45.51454,0.0,1.43,3.204,-1.0,0.00016,0.12433152258813358,0.07259193952759072,0.09998897431265841,13.752266589506172,52.91672789020303,99.54102542882545,509.1507077709482,0.6854603921568628,0.09610253581885311,0.13341739064052272,0.12268992150424739,62.247402378891216,6.664159926095421,0.10362910420479192,0.07967373343144113,89.0760719714901,0.12327194060626749,8316.168635177883,0.08669912690545721,64932.86045847786,0.42414935399860726,1.299287564794154
55,55,32.4774,11.3281,30,11.9895,0,109,120,10,137,8,0.99085,37.4166,0.0,0.0,3.32143,8.285,9.93843,0.0,0.0,128.0,45.64859,0.0,1.44,3.507,-1.0,0.000836,0.12396021762585367,0.07290623784663613,0.09965378234507921,12.990981867283951,52.64743776674624,99.52313740311213,507.15034568819,0.6884683529411731,0.09644927897728331,0.13376641234880832,0.12331058644787174,62.172000274254096,6.393739578673588,0.10315171878789162,0.07949243508045585,92.68564947442759,0.12301600042092803,8343.584938060954,0.08696905612901265,64819.65728203495,0.42414935399860815,1.5095835525396892
56,56,32.4197,11.2968,30,11.7079,0,108,119,9,137,8,0.99131,37.40962,0.0,0.0,4.03571,8.396,9.80097,0.0,0.0,128.0,45.33899,0.0,1.42,3.414,0.125,0.00014,0.12366679547709944,0.07316439027510191,0.09967032064405644,12.015335648148149,55.1466509030189,99.51145630791551,505.0067498322141,0.6863180392156862,0.09680387984053104,0.13385577151845102,0.12387011214665963,62.5295795280297,6.711243785288695,0.10284803997793886,0.07932664242260219,87.35514143576759,0.12275316173579656,8294.678087313396,0.08759147141762179,64916.22012511536,0.42414935399860615,1.4390971272607187
57,57,32.4133,10.5042,30,11.3212,0,108,117,9,138,9,0.99461,37.44403,0.0,0.0,3.78571,8.414,9.78721,0.0,0.0,127.0,44.79087,0.0,1.44,3.831,-1.0,0.000124,0.12340539475882505,0.07328471667927772,0.0998582843249307,11.787567515432098,58.90443985550492,99.49688093275414,502.71806908965846,0.6816258039215631,0.0971120295550653,0.13391208370843025,0.1244981805969301,65.17082083966469,6.705346221685715,0.10255620839613801,0.07915296320849266,90.07231238968606,0.12248271352645933,8265.527237289773,0.08861220285871362,64704.45201725579,0.4219317279553924,1.122075281591188
58,58,32.3504,10.0876,30,10.9859,0,108,117,9,138,9,0.99851,37.51293,0.0,0.0,3.71429,8.306,9.10257,0.0,0.0,127.0,44.86329,0.0,1.44,3.051,-1.0,9.4e-05,0.12307399833771601,0.07351883520573779,0.10013967073485447,11.295331790123457,58.85127823441116,99.47925952647743,500.58727515464886,0.6829321568627451,0.09755332943978039,0.13398894699181968,0.12487405312571764,65.34330783426357,6.046690732483381,0.10226419160422098,0.07896949146451855,85.54679324993774,0.12227360255716652,8281.124774353751,0.08993276204217965,64732.26918929448,0.42414935399860715,1.0930139459451986
59,59,32.3871,9.82164,30,10.6579,0,109,117,9,138,9,0.9967,37.63528,0.0,0.0,3.64286,8.371,8.73367,0.0,0.0,127.0,44.93878,0.0,1.43,3.627,-1.0,0.000162,0.12258849918609283,0.07373870438887689,0.10050929738326682,10.743971836419753,58.861630286699466,99.46764494220182,498.60432898747933,0.68398,0.09799370208616821,0.13368521172426565,0.1254421855119832,65.50565701322171,5.90629033561248,0.1019194656827955,0.0788600316905444,91.07018409527772,0.12213024562943955,8307.052010251895,0.09157663764229834,64885.3754986149,0.4241493539986109,1.0410131356578092
60,60,32.4315,9.51258,30,10.241,0,109,117,9,138,9,0.99521,37.79189,0.0,0.0,2.85714,8.354,8.50318,0.0,0.0,127.0,45.03655,0.0,1.45,3.263,-1.0,0.000159,0.12115734528708123,0.07395661483913195,0.10116516205458015,10.28197337962963,58.83474467713155,99.44335872713417,496.74089274085856,0.685661568627451,0.09815804511758318,0.1326968681576985,0.1268597949852944,65.75328156548073,5.766648268542691,0.10106163727538081,0.07836811559215257,90.90913611357702,0.12202619738688504,8345.434378695189,0.09360562483021019,64821.77743785529,0.4263669800418343,1.2741917368828495
61,61,32.4552,9.68369,30,9.90016,0,109,117,9,138,9,0.99831,37.80443,0.0,0.0,3.03571,8.293,8.23274,0.0,0.0,128.0,45.10557,0.0,1.43,3.456,-1.0,6e-05,0.11987776800232641,0.07415645344327289,0.10161371081592588,9.958236882716049,59.03448787736304,99.44452450665088,494.9982221584735,0.6865602156862742,0.09823427870873241,0.13207578637929054,0.1282675318834961,65.87961525818712,5.571829664960085,0.1005160898189121,0.07775718256598166,90.55818052708537,0.12185128017297293,8346.824330716645,0.09565597221759223,64827.76804811145,0.42636698004183743,1.2800192286256735
62,62,32.4628,9.87105,30,10.2198,0,109,117,9,138,9,0.99851,37.81061,0.0,0.0,3.0,8.308,8.38048,0.0,0.0,127.0,45.22207,0.0,1.44,3.273,-1.0,0.000624,0.11860329509574129,0.07433511342415529,0.10195326799004151,9.641541280864198,58.864952369972514,99.44870336285746,493.3522638338865,0.6880729411764648,0.09813018257905677,0.1315517014996932,0.12960147455906879,65.93065407295654,5.68226312569922,0.09979960580872736,0.07716875340841822,89.58908101559022,0.12168950572465206,8356.78540365474,0.0972684452294755,64804.23194005905,0.4263669800418395,1.5702174624741205
63,63,32.3025,9.96921,30,10.3687,0,109,117,9,138,9,0.99402,37.63771,0.0,0.0,2.03571,8.325,8.53397,0.0,0.0,127.0,45.33543,0.0,1.45,3.531,-1.0,6.6e-05,0.11724636635856385,0.07430062282532321,0.10215599589427919,9.433545524691358,58.958060747311436,99.4693898666896,491.8160973699348,0.6899349019607843,0.0979818977057048,0.13129792591877884,0.13081947401590605,66.02856121343724,5.801479247427619,0.09763825153500207,0.07680173105236526,93.0386896847578,0.1214883236593821,8279.543776610317,0.09876117488252277,64854.188654382735,0.4263669800418352,1.4122013165946423
64,64,32.2278,9.81931,30,10.5793,0,109,117,9,138,9,0.99688,37.51481,0.0,0.0,4.53571,8.331,8.61722,0.0,0.0,127.0,45.39911,0.0,1.45,3.354,0.125,0.000108,0.11595390659153562,0.07408710081640278,0.10228841869464297,9.347559799382717,58.794229766468945,99.48983717719042,490.3637027922444,0.6903654901960785,0.09785423710133653,0.1310800066474888,0.1325273374960982,66.04426762322302,5.864258715770803,0.09523753853555862,0.07654496837292593,88.9347027285283,0.12134824347066604,8210.678500383383,0.10033166973341595,64925.36388303607,0.42636698004182905,1.5842347666145036
65,65,32.3977,9.44463,30,10.7007,0,109,117,9,138,9,0.99655,37.64,0.0,0.0,5.67857,8.237,8.48296,0.0,0.0,127.0,45.47483,0.0,1.44,3.67,-1.0,0.000223,0.11492925979395587,0.07411731002727455,0.10254115118092273,9.277536651234568,58.93620545187114,99.47378051247154,488.9838201837334,0.691081568627451,0.09791076078372059,0.1309205469813133,0.13465238754094197,66.0762165486755,5.820621635222634,0.09397149813211075,0.0760548352848014,90.9552877113083,0.12117914372182607,8292.388805709199,0.10153024107271297,64964.66232377487,0.42414935399861114,1.235009899187636
66,66,32.4743,9.17245,30,10.4264,0,109,117,9,138,9,0.99712,37.68782,0.0,0.0,4.21429,8.192,8.15373,0.0,0.0,128.0,45.52135,0.0,1.43,3.464,-1.0,0.000222,0.11413806559334028,0.07402195189228049,0.10257580250690204,9.239969135802468,58.92970991723332,99.47924231554326,487.68546069091354,0.6908129411764706,0.09793759461289382,0.13093514097879502,0.13680072150776085,66.08113828445504,5.794817149824239,0.09283327470191703,0.07574660840944515,90.04152701729411,0.1211397353648437,8338.712847731522,0.10284904250995613,64992.964490367616,0.4241493539986145,1.1361516637007092
67,67,32.4568,9.13667,30,9.89992,0,109,117,9,138,9,0.99903,37.63155,0.0,0.0,5.32143,8.251,7.91729,0.0,0.0,127.0,45.55667,0.0,1.43,3.834,-1.0,0.000725,0.11356957503616485,0.07403381278322359,0.1026453430907315,9.138261959876543,58.9016239495925,99.48120290147641,486.4383676946926,0.691366274509804,0.09805185120187437,0.13094714704804386,0.13855851726853036,66.09778867239618,5.777505460663264,0.09186881364480014,0.07551335854852642,91.27607987637569,0.12079051609819454,8313.79409473158,0.10448086501774022,64980.470886181145,0.42193172795538486,1.3408840652856253
68,68,32.4514,9.2071,30,9.79551,0,109,117,9,138,9,0.99704,37.62524,0.0,0.0,2.67857,8.294,7.88913,0.0,0.0,128.0,45.60991,0.0,1.44,3.685,-1.0,0.00027,0.11314055768632801,0.07401588864101995,0.10288470062302557,9.18532986111111,58.87264750916281,99.48436150507776,485.2618061669202,0.692517647058822,0.09796860447364114,0.13075243484925633,0.13995665006608363,65.9762411682392,5.7881497448783925,0.09109006472233204,0.07503716569926325,91.31972918140353,0.12082809620731341,8279.392442112923,0.10587665883499754,64817.32701048924,0.42355514289121304,1.325420753447146
69,69,32.4959,9.06763,30,9.64186,0,109,117,9,138,9,0.9919,37.6146,0.0,0.0,4.71429,8.246,7.95209,0.0,0.0,128.0,45.65853,0.0,1.42,3.641,-1.0,0.000332,0.11279943923283312,0.07414723396814539,0.1034017084512887,9.19825424382716,59.06740636001398,99.4849936011968,484.1227568345844,0.6930372549019608,0.0978328112530388,0.13073476282143726,0.141182206500286,65.93892440214837,5.833026846556086,0.09052699303197836,0.07487962641308277,93.1761228887117,0.12074810555788563,8257.373455821864,0.10730187075531694,64819.24580420042,0.4219317279553847,1.2979913586631633
70,70,32.5673,8.43529,30,9.58693,0,109,117,9,138,9,0.99613,37.66644,0.0,0.0,5.60714,8.225,7.8284,0.0,0.0,127.0,45.65874,0.0,1.43,3.454,-1.0,0.000299,0.11255313797414834,0.07431762003323242,0.10399533570247936,9.103587962962964,58.99799827293113,99.46588516459303,483.0238101616958,0.6932894117647059,0.09769936547050169,0.13066660320150608,0.1419108292517286,65.8719005246961,5.884620917470843,0.08977049721841195,0.07463117602677463,89.32091459420155,0.12088119672830445,8341.72899110688,0.10853413593469823,64739.28827483515,0.42193172795538664,1.495062948036466
71,71,32.7147,7.91736,30,9.19082,0,109,117,9,138,9,0.99836,37.81363,0.0,0.0,4.17857,8.229,7.27069,0.0,0.0,127.0,45.7261,0.0,1.44,3.491,-1.0,0.000466,0.11237748164869214,0.07459137139807581,0.1046215006292691,9.079137731481481,59.01598292221257,99.44380696338729,481.97362945619943,0.6941682352941176,0.0975898858107406,0.13075145178141592,0.14234654701723273,65.78051649759821,5.734823848363545,0.08853325142451546,0.07463112599494819,91.45802606731502,0.12116438533687184,8448.852441891808,0.10978706114603898,64768.616965394496,0.4219317279553862,1.487373843742906
72,72,32.7568,7.83204,30,8.22914,0,109,117,9,138,9,0.9995,37.88988,0.0,0.0,3.39286,8.213,6.80753,0.0,0.0,127.0,45.73917,0.0,1.43,3.016,0.125,0.000357,0.11211380017532407,0.07488126785304858,0.105193945427452,8.886043595679013,58.974998756691264,99.44617759510083,480.9529048574489,0.6943984313725491,0.09765071614862003,0.1309372492428537,0.14265521481613286,65.67332521888197,5.449820870267583,0.08729938754029946,0.0746730715335402,89.87316314421899,0.12149895384952601,8493.736975331112,0.1107059550705005,64744.164834160525,0.4219317279553884,1.4302931991778711
73,73,32.4874,8.04116,30,8.28361,0,109,117,9,138,9,1.00028,37.71796,0.0,0.0,2.39286,8.203,6.73877,0.0,0.0,126.0,45.73653,0.0,1.44,3.092,-1.0,6.3e-05,0.11172525720376536,0.07527825271804466,0.10559592289161791,8.709538966049383,59.13291592068143,99.45111135740618,479.9843470734092,0.6944051176470587,0.09758444705576061,0.13114819979727474,0.14288490755755673,65.52708506788518,5.353628167424513,0.08637219364606971,0.0748592451263296,91.47603081550145,0.1217369853592052,8368.176517145253,0.11151527572145077,64780.97175594607,0.4263669800418357,1.1230525546258683
74,74,32.164,8.23334,30,8.47617,0,108,117,9,138,9,1.00116,37.46353,0.0,0.0,1.60714,8.137,6.92449,0.0,0.0,127.0,45.728,0.0,1.43,3.203,-1.0,0.000544,0.11144326276038578,0.07560450859520926,0.10609806041178461,8.417390046296296,58.9972257260923,99.5044390691842,479.0450097166198,0.6942372549019608,0.09727182035687552,0.131176688556551,0.14307104805235424,65.2948205943545,5.462490641854289,0.08509832693985026,0.07515877776488096,89.4753789431277,0.12199553227244021,8195.031129654395,0.11240191498781384,64755.239198486706,0.42193172795539025,1.2162838679044854
75,75,31.8997,8.4941,30,9.09875,0,108,117,9,138,9,0.99961,37.22336,0.0,0.0,2.35714,8.11,7.09244,0.0,0.0,127.0,45.69269,0.0,1.44,3.271,-1.0,3.3e-05,0.11115322402663924,0.07590345428244341,0.10657950807684467,8.081114969135802,58.89911623354311,99.54681558024618,478.1211672986107,0.6938627450980392,0.09700778805370133,0.13124089258248095,0.14285097255917306,64.84685769327415,5.591607329817089,0.0838874466577175,0.07534926842921716,91.12754968008392,0.1222932559586083,8058.941033948973,0.11325354115251755,64704.116060995904,0.42414935399860365,1.6225099910295653
76,76,31.5031,8.44645,30,9.61904,0,108,117,9,138,9,0.99821,36.93903,0.0,0.0,2.21429,8.201,7.33127,0.0,0.0,128.0,45.64185,0.0,1.43,3.087,-1.0,0.000255,0.11074424571008382,0.07611718322644274,0.10655654538088394,7.7524594907407405,58.508584293318386,99.58735377687867,477.24330610097127,0.6935054901960784,0.09683494767365289,0.1313015913702254,0.14262935777573327,64.41152569463624,5.660096613383866,0.0827095304103016,0.07557623782567997,90.17866163726842,0.12249362263017644,7847.167917528615,0.11381135917628246,64613.3895415577,0.4219317279553855,1.6069957356788684
77,77,31.4604,8.12165,30,9.10523,0,108,117,9,138,9,0.9986,36.88172,0.0,0.0,2.0,8.158,7.28561,0.0,0.0,127.0,45.60517,0.0,1.43,3.02,-1.0,5.4e-05,0.11033061318287153,0.07633296665733764,0.10605597705841914,7.53491512345679,58.700112613630886,99.60466589202362,476.3901518902761,0.6929392156862747,0.09683386663619085,0.13142548468374232,0.14265833928326138,64.26512934501338,5.669847764747439,0.08143745681576157,0.07590063914609674,88.26127046891513,0.12275218790336163,7787.503437092316,0.11404078750753416,64678.14403464955,0.4219317279553921,1.7335447240160653
78,78,31.5575,8.1062,30,8.59924,0,108,117,9,137,9,0.99893,37.02127,0.0,0.0,1.78571,8.113,6.99784,0.0,0.0,127.0,45.5964,0.0,1.43,2.879,-1.0,0.000167,0.11001079603122679,0.0765737263495564,0.10544213245125227,7.393952546296297,58.72141086908035,99.57758557441085,475.5478109399114,0.692716862745098,0.09698001952948322,0.1315279821667489,0.14253118349760607,64.13619112084875,5.587220696198128,0.08032487723506512,0.07630922947876471,86.50712404918312,0.122985413806868,7869.2112450059685,0.11444905312243825,64738.8023369814,0.4241493539986085,1.3365824881154744
79,79,31.6256,8.26139,30,8.86931,0,108,117,9,137,9,0.99829,37.14007,0.0,0.0,1.64286,8.172,6.98513,0.0,0.0,128.0,45.56194,0.0,1.43,3.198,-1.0,0.000194,0.10976385717018323,0.07681618091156732,0.10495871662124098,7.303481867283951,58.6861317952474,99.5558960172728,474.7359851415814,0.692773725490196,0.09716147827353058,0.13149302078831707,0.14215973059255876,64.06650409715917,5.525610529224713,0.07936934076958099,0.07669356827509002,86.42791139299872,0.12310234927694333,7912.309528255005,0.11501703161933119,64671.67860195469,0.4263669800418351,1.0472442092075627
80,80,31.6964,8.67798,30,9.05395,0,108,117,9,137,9,1.00135,37.27516,0.0,0.0,1.92857,8.239,7.11941,0.0,0.0,128.0,45.54785,0.0,1.45,3.498,0.125,0.000165,0.109542943726539,0.07713258766344408,0.10460280087160805,7.32860725308642,58.92664045169029,99.53793891040877,473.94697513159383,0.6921819607843137,0.09737410559529,0.13136865271932555,0.14195665736127286,63.9875352463172,5.571502474310216,0.07841428053944684,0.07696088771835262,88.04195006232669,0.1228947131265149,7991.565868498912,0.11574486710715012,64677.13419681717,0.4263669800418394,1.4814692484271341
81,81,31.7655,8.95189,30,9.9512,0,108,117,9,137,8,1.00179,37.19734,0.0,0.0,2.78571,8.168,7.50672,0.0,0.0,127.0,45.40735,0.0,1.43,3.652,-1.0,0.000322,0.10936135310632156,0.07728025308292219,0.10387141685450622,7.457320601851852,58.418439888659826,99.55650854128868,473.04898363367795,0.6902466666666667,0.09755609870031585,0.13141574495761088,0.14172922452440143,63.092237460028855,5.85153361110161,0.07752900425702819,0.07712241546906425,91.52097402859127,0.12268274060841139,8011.612148364825,0.11608810353945764,64639.44954056225,0.4263669800418383,2.077395056199439
82,82,31.7729,9.12014,30,9.41909,0,107,118,9,137,8,0.99898,37.16663,0.0,0.0,2.53571,8.192,7.73922,0.0,0.0,127.0,45.29085,0.0,1.44,3.507,-1.0,9.6e-05,0.10921422329933923,0.07741293108488205,0.10327453681588009,7.60889274691358,57.6804008954837,99.56458681355663,472.1283599519017,0.6884749019607844,0.09779778276108653,0.13111907626902217,0.14176120119935592,62.77896177917679,5.747249437174882,0.07672084066974405,0.07715336052222581,92.05294579973881,0.12270809099257689,7985.010954048693,0.11624140049163839,64539.87443071024,0.42414935399861126,1.9312455792705614
83,83,31.6931,9.44551,30,9.18979,0,107,117,9,137,8,0.99391,37.09022,0.0,0.0,3.10714,8.234,7.8801,0.0,0.0,127.0,45.27197,0.0,1.43,3.593,-1.0,6.1e-05,0.10907655446650603,0.07742572697132323,0.1025285003654684,7.839023919753086,57.905444486641585,99.56458227418219,471.2236211494589,0.6876564705882353,0.0979995184202369,0.13087682709057985,0.14189627067004093,62.69824529678647,5.753601791719244,0.07585495152262316,0.07718491807891785,88.17941081954244,0.12190141479135753,7925.822559760086,0.11647626445811168,64619.986608274936,0.4241493539986138,1.9140473728709892
84,84,31.5251,9.44567,29,10.0083,0,107,117,9,137,8,0.99211,36.85764,0.0,0.0,2.17857,8.236,8.15654,0.0,0.0,127.0,45.17389,0.0,1.43,3.705,-1.0,0.000202,0.1091240431935769,0.07748666407312942,0.10189243661049528,7.830873842592593,57.970574461383585,99.60862104642484,470.3366024023449,0.6846137254901962,0.09805239967541449,0.13079024981906462,0.14203904664806394,62.68546409406954,5.845190371771743,0.07509076470032416,0.07722808915149523,91.8875974060716,0.12141847562682262,7821.6388628512395,0.11709412219090452,64630.9489126703,0.42414935399861015,1.5400655157722776
85,85,31.7063,9.18612,29,9.83053,0,107,117,9,137,8,0.99455,36.98425,0.0,0.0,2.0,8.229,8.16014,0.0,0.0,127.0,45.145,0.0,1.42,3.983,-1.0,0.000247,0.10952131968218966,0.07756029756879626,0.10118662011663475,7.909722222222222,58.01283546730323,99.5942003163937,469.4762899356439,0.6843682352941176,0.09810207764663761,0.1308331373085696,0.14210191586768336,62.54696152769212,5.907085791779253,0.0744753281603429,0.07758261201173947,91.20755728473824,0.12141860623714987,7876.9189099337855,0.11738011496084812,64678.85665245511,0.42414935399860965,1.2573958775660736
86,86,32.0771,9.57315,30,9.93682,0,107,117,9,137,8,1.00153,37.36095,0.0,0.0,2.07143,8.186,7.94047,0.0,0.0,127.0,45.06525,0.0,1.44,3.729,-1.0,0.00027,0.11007166677163593,0.07751520574912321,0.1006392923202065,8.013840663580247,57.94075370129244,99.53834665146152,468.6433020271546,0.6819605294117611,0.0982957184995559,0.13083065646652928,0.14234687968075713,62.51694929693169,5.825281659349273,0.07379738715011425,0.07779437542531914,88.37379544908596,0.1217330776182515,8086.946629077344,0.117798583596804,64748.571884066165,0.4241493539986109,1.3532630455112593
87,87,32.8209,9.15979,31,11.5984,0,108,117,9,136,8,1.00095,38.3278,0.0,0.0,2.75,8.269,8.43183,0.0,0.0,127.0,46.05402,0.0,1.44,3.414,-1.0,0.000157,0.11044024016487704,0.07773385541205012,0.10034527078798165,8.195505401234568,57.36415458019869,99.3598181655895,467.5257718355069,0.6952403921568627,0.09860509717481998,0.13103595292287376,0.142387349722214,63.10122460669835,6.141679151577843,0.07301298308221862,0.07761268032368919,88.43099954823509,0.12189263345616773,8575.620398182675,0.11799860391453447,64886.898097550715,0.42636698004184054,1.6892227878044237
88,88,33.3405,9.0295,31,10.1782,0,108,117,9,136,8,0.99952,38.91777,0.0,0.0,1.96429,8.269,7.91766,0.0,0.0,127.0,46.08552,0.0,1.44,3.549,0.125,7.6e-05,0.11054627082953956,0.07799862138470355,0.100086898080821,8.398244598765432,57.325769683461125,99.26304024909102,466.4381731075241,0.6952396078431372,0.09887185805002216,0.1318859596348969,0.1422919388506579,62.91702178165656,5.764592800614195,0.07252355126589688,0.07776148107252294,92.29430517517326,0.12192711627880227,8930.16161397962,0.11839794854560017,64930.46330602772,0.42414935399861314,1.7452968811992173
89,89,33.8381,8.19606,31,9.84897,0,108,117,9,136,8,0.99617,39.43403,0.0,0.0,1.75,8.236,7.80333,0.0,0.0,127.0,46.06277,0.0,1.44,3.756,-1.0,0.000462,0.11057377700413117,0.07826847732593079,0.0998838407452971,8.648967978395062,57.11013888135369,99.19191875093999,465.3744652508384,0.6931886274509804,0.09924847555471968,0.13250600632637807,0.142126524140584,62.79582498971804,5.769350965067698,0.07259258391557884,0.07786537751017882,89.13062678493952,0.12229650621087985,9230.898446401376,0.11881231076955587,64835.90735171522,0.43020802102090433,1.5522938310419991
90,90,34.1299,7.43588,32,8.94842,0,108,117,9,136,8,0.99518,39.81062,0.0,0.0,1.75,8.17,7.07752,0.0,0.0,127.0,46.06334,0.0,1.44,3.037,-1.0,0.000181,0.11069235717567129,0.078266647139903,0.09978997837392567,8.740306712962964,57.15675297489873,99.14505929003323,464.3306855203492,0.6927921568627451,0.09972983444128966,0.1331441590188208,0.14178325422162918,62.901031681876674,5.51541938421697,0.07280933989620926,0.07796396878443153,89.52009067854675,0.12273026209964974,9437.690728173127,0.1193602007094756,64728.582861632,0.4302080210209042,2.2084635737360716
