,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,cubcol.0,blur,saturation,cubcol.0.6,cubrow.0.3,tone,uhdhdsim,cubcol.0.5,contrast,cubrow.0.6,cubcol.0.3,movement,cubrow.1.0,cubrow.0.5,color_fulness,noise,blockiness,fft,staticness,cubrow.0,cubcol.1.0
45,345,29.2489,25.0602,17,29.0459,0,119,118,6,138,10,1.00309,28.59563,0.0,0.0,18.03571,10.28,22.34967,0.0,0.0,124.0,35.42557,0.0,0.3,3.194,-1.0,2.748653,6.448192967613664,0.03814670935448366,4703.063206155453,50.4474796248071,0.06655454914716509,0.07725315495929296,0.5071066666666667,101.32353620434677,0.06056315394455917,87.0636555261002,0.07530418063521606,0.07994491109184855,16.906394675925927,0.032722757001282916,0.07389681461728383,97.43948974266824,0.244882743707704,1.0060694062919506,62566.293591459165,541.7270716687465,0.02983686564694515,0.07506845309329348
46,346,29.5866,24.858,17,28.5326,0,119,117,6,138,10,1.00423,28.88453,0.0,0.0,11.75,9.736,21.52289,0.0,0.0,124.0,35.29058,1e-05,0.3,4.019,-1.0,2.62763,6.4056703667315125,0.03845630523442205,5046.7875643346415,50.50802273220486,0.06648215066449417,0.07691186251423628,0.5023360784313726,101.2566860861638,0.06214823025971362,83.92661147253986,0.0762629780502558,0.07938049395787057,16.769675925925927,0.03273996668337429,0.07355912623665185,95.27508367256839,0.244882743707702,0.6280890118474599,62391.22024752626,539.8914941170528,0.02959149063559963,0.07433130545454608
47,347,30.0993,24.7372,17,28.6052,0,119,117,5,138,10,0.9984,29.27519,0.0,0.0,8.64286,9.784,21.35023,0.0,0.0,124.0,35.19026,0.0,0.3,4.123,-1.0,2.632567,6.366443967891047,0.03838940087261381,5410.892876889825,50.46856350368923,0.06632223681019382,0.07688398534158315,0.5004576862745096,101.1811029468541,0.06191529026069633,90.0943798150028,0.0770744418323247,0.07883514268680304,16.44656635802469,0.03296291074316711,0.07314717908386169,93.63697057812094,0.24488274370770083,0.8800823993439767,62592.87098631533,537.6612778290574,0.029352017276345916,0.07462518948879242
48,348,30.6061,25.0206,17,27.7172,0,119,117,5,138,9,0.99765,29.70017,0.0,0.0,5.39286,9.656,21.25002,0.0,0.0,123.0,34.84585,0.0,0.3,4.757,0.3957,2.653738,6.292440229711832,0.038182918056311625,5682.643606015427,50.49732293023004,0.06612543623755304,0.07680048261941154,0.4973580784313725,101.13768199535458,0.06136935440087404,87.27666127982594,0.07768381444629321,0.07828325451234566,16.288290895061728,0.03290914777158407,0.07294238421932385,90.9528751152287,0.2448827437076989,0.9321100494684025,62843.72762611734,535.155036871765,0.029128218098006378,0.07603758011200248
49,349,29.4074,25.1501,16,26.7039,0,120,117,5,138,9,0.99012,28.64007,0.0,0.0,8.46429,10.413,21.49396,0.0,0.0,122.0,34.40253,0.0,0.3,4.142,-1.0,2.713574,6.244416397331404,0.038090473495149844,5074.7708144927765,50.494250262225115,0.06617394286584874,0.07646757636331612,0.4922992156862745,101.29810081396549,0.06161032561751751,87.46014642674086,0.07756975730738255,0.07777786629186347,16.247878086419753,0.033762682837403975,0.0727191638358072,89.18799424965934,0.2426651176644672,0.9625104322411588,62806.43369035001,532.4504751939121,0.02891998168534117,0.07646073664006296
50,350,29.4018,24.8098,16,26.5206,0,120,117,5,138,9,1.01066,28.57692,0.0,0.0,5.0,10.594,21.60524,0.0,0.0,123.0,34.22981,0.0,0.3,6.86,-1.0,2.806915,6.187077070697854,0.03805898798124296,5102.624944293202,50.43774074978299,0.06671928921452996,0.07621692711797672,0.49032705882352934,101.30197786032909,0.06310568461702497,83.76601434316613,0.07781110268657201,0.07733429285146438,16.09717399691358,0.0340648375104957,0.07221799269067575,88.37672285303616,0.23276540966311673,0.7708704387410958,62567.38638456126,529.5116625552149,0.028719881361192617,0.07634390404693576
51,351,29.3725,24.4388,16,26.4525,0,120,117,5,138,9,0.99284,28.427,0.0,0.0,3.82143,10.578,21.31216,0.0,0.0,120.0,33.82126,1e-05,0.31,5.965,-1.0,2.927603,6.091308231905544,0.03774601213778521,5114.059667442498,50.170314270773055,0.06688953103730959,0.07609905139000371,0.48522901960784315,101.28931452850068,0.06373495856555188,86.96369261136044,0.07921129632202166,0.07690821449777056,15.738136574074074,0.034451940262321776,0.07213998544789105,88.434349788175,0.23276540966311499,0.8642293151304686,62667.03993330055,526.3018516979456,0.02854179914645413,0.07720683824667372
52,352,29.498,24.4813,16,26.1924,0,120,117,5,138,9,1.00964,28.43242,0.0,0.0,3.75,10.6,20.99361,0.0,0.0,115.0,33.55399,1e-05,0.3,4.598,-1.0,2.972733,6.0237472657307904,0.03754982080840463,5304.313798794896,50.194259831934794,0.06735947576853502,0.07593737811959193,0.4789054901960784,101.28033890997295,0.06358574824119961,89.79816562352258,0.08093073732256946,0.07653816746657574,15.292775848765432,0.03444660365845679,0.07275695182437251,88.690079621909,0.2327654096631151,0.7884767205324806,62769.72538195755,522.8405434827174,0.028376147242185856,0.07868114855284482
53,353,28.0583,24.9608,15,26.091,0,120,117,5,138,9,0.99584,27.20591,0.0,0.0,2.75,10.824,21.03642,0.0,0.0,112.0,33.31353,1e-05,0.3,4.004,-1.0,3.16997,6.039925887998154,0.03733202923679947,4815.4725765717285,49.910154554578995,0.06779037078960626,0.07596822204665776,0.47794784313725486,101.49312510392369,0.06361002919674821,91.94163317625484,0.08169147388140652,0.07616886089435472,15.10373263888889,0.034472302779624805,0.07477348711961962,87.98391554870821,0.23276540966311546,0.7463555614902964,62190.85972919051,519.0956626748941,0.02826999871044771,0.0776379040838821
54,354,26.0294,25.997,15,26.8292,0,120,117,5,138,9,0.9969,25.5596,0.0,0.0,6.53571,11.603,21.44349,0.0,0.0,112.0,33.27736,0.0,0.3,4.246,-1.0,3.10641,6.11030091167565,0.03702814036177532,3469.1078968795214,49.75415133252556,0.06818243010528582,0.07604243047462088,0.48330588235294114,101.86570221265703,0.06363365822728781,93.31250734056502,0.08173339539459201,0.07579741554574634,15.39356674382716,0.0344751343230598,0.07461413117239117,87.89878464872044,0.23276540966311665,0.9477959175660089,62178.508339299304,515.0306494148116,0.02812793456367642,0.07723824479643751
55,355,25.7727,26.5152,15,27.0964,0,120,118,5,138,9,0.99501,25.42928,0.0,0.0,9.21429,11.835,22.33274,0.0,0.0,116.0,33.3615,0.0,0.3,4.427,-1.0,3.148356,6.197933590079603,0.036774043883901535,3160.568281175636,49.55256577479987,0.06855480556181169,0.07613673339228857,0.4889574117647052,101.91559163821265,0.06382529606288492,92.54420643459412,0.08105784595228926,0.07538878756380896,15.544849537037036,0.034368325142513964,0.07388075923339224,88.15485244510883,0.24488274370769803,0.6434171626054951,62360.92994309938,510.73456913334866,0.028044563462177794,0.07729737372167216
56,356,28.0749,27.5417,16,28.844,0,119,118,6,138,9,0.99285,27.50607,0.0,0.0,6.28571,11.355,22.7934,0.0,0.0,121.0,33.81153,1e-05,0.3,3.741,0.43261,3.277729,6.233433922263086,0.03657927329608375,4011.8341499065823,49.44614193763262,0.06888932655746999,0.07611858597996139,0.4926039215686273,101.55046000304482,0.064092490895627,89.89801729744515,0.08072325447558812,0.0750366648745647,16.19188850308642,0.03435134072277036,0.0735532420623444,90.78617676135788,0.24488274370769894,0.7894912319528373,62479.97113866833,506.30893555872234,0.027945772921766546,0.07738611912644058
57,357,28.5191,28.5824,17,27.1741,0,119,118,6,137,9,1.0007,28.02029,0.0,0.0,5.85714,11.468,23.67369,0.0,0.0,120.0,34.15738,0.0,0.3,3.52,-1.0,3.421754,6.293912555981826,0.03641343827886709,4213.694711381112,49.02486956561054,0.06919891455469225,0.07610482461146321,0.4977835294117646,101.464917440885,0.06444160968878261,88.1446211102403,0.08039940510726844,0.07468749988535886,16.81221064814815,0.03425159836496247,0.07317494628882995,94.07036942729589,0.24488274370770266,0.552453696639484,62460.13358942796,501.7737761805714,0.02787814363179689,0.07719898153947166
58,358,28.912,29.3433,17,27.4011,0,119,118,6,137,9,0.99893,28.52874,0.0,0.0,4.5,11.305,24.55842,0.0,0.0,118.0,34.40178,1e-05,0.3,2.921,-1.0,3.42149,6.353232601858109,0.03624169521838383,4296.67220029699,48.497401673116805,0.06949035004357074,0.07610528030437867,0.50358,101.38427224517991,0.06481913392886703,91.54410804781926,0.08011167912874673,0.07438861404440664,17.701051311728396,0.03404012941331414,0.0727984351782685,96.25977875823469,0.24710036975093266,0.8687372240850338,62556.56659772909,497.1267907742859,0.027873804357084055,0.07771309472500863
59,359,29.3038,29.9493,17,27.5148,0,118,118,6,137,9,0.9962,28.96815,0.0,0.0,5.10714,11.021,25.20699,0.0,0.0,120.0,34.50914,0.0,0.3,3.109,-1.0,3.529505,6.410171024775582,0.036047612536870374,4339.354971079875,47.88568209424431,0.06973512804720938,0.07595108075700406,0.5072160784313726,101.37836389955459,0.06524249132234619,89.37678615148631,0.07980662802032966,0.07415718081187941,18.386766975308642,0.03383590057660335,0.07258651213763252,98.22743394933737,0.24710036975093388,0.7377580795856713,62648.815903579794,492.3253749399366,0.02788910827284207,0.07816411470120796
60,360,28.6399,29.7466,17,28.2638,0,118,118,6,136,8,0.99423,28.44146,0.0,0.0,6.35714,10.835,25.73133,0.0,0.0,118.0,34.66796,0.0,0.3,3.318,-1.0,3.321216,6.484933385522205,0.03597397627898816,4148.873138487011,47.379109700520836,0.07041170181617215,0.07591343456488388,0.5048588235294119,101.50884774643102,0.06573045619610154,87.524026853555,0.07986149902862616,0.07421055474440374,18.667341820987655,0.03392664712167876,0.07269876457854921,100.07530148426369,0.24710036975093438,1.1957487216534914,62571.40508231375,487.354346533065,0.027718594881495407,0.07874108891237588
61,361,28.1163,29.0277,17,26.8396,0,118,118,6,136,8,0.99231,28.0634,0.0,0.0,7.0,10.92,25.55333,0.0,0.0,118.0,35.00433,0.0,0.3,3.082,-1.0,2.946779,6.488980115832752,0.03591138801605309,3967.4557525053374,46.84842389895592,0.07110083544783617,0.07588285722282534,0.5093756862745098,101.59753779302123,0.0667764759727478,87.9869634377875,0.08010394932097596,0.07439031961418077,19.088011188271604,0.034582980980346414,0.0726341005193016,101.33802249424782,0.2611382242850469,1.3556798243929813,62816.46881257695,482.3151203575773,0.02725787263224208,0.07975859991142696
62,362,27.5366,29.1551,17,25.3876,0,118,118,6,136,8,0.98948,27.56688,0.0,0.0,5.96429,11.225,24.93239,0.0,0.0,118.0,35.00937,0.0,0.3,3.216,-1.0,2.63483,6.527521837969185,0.03586182582460398,3752.14678557552,46.406935326847034,0.07171870911841431,0.075926845505216,0.509489411764706,101.70167890487124,0.06773433109491472,89.02945988086879,0.08030734079073451,0.07438967074954723,19.121190200617285,0.03632202370825842,0.07277174423309175,102.39047026617962,0.2614353298387552,1.093533828938082,62935.80703329808,477.3429602570791,0.026803452591963005,0.08053305336151996
63,363,27.0841,29.3249,17,24.7161,0,118,118,6,135,7,0.98498,27.26657,0.0,0.0,5.17857,11.502,25.03759,0.0,0.0,119.0,34.94015,0.0,0.3,2.956,-1.0,2.316064,6.607437364338957,0.035807389124876216,3614.5560677084,45.755872749987944,0.07238874258770284,0.07615290625487431,0.5096364705882352,101.72767068510174,0.06873173329159374,86.96262386652853,0.08051103884551777,0.0741096496376793,18.800684799382715,0.038466629557546865,0.07286945814066204,103.6063097104321,0.26749399686104386,1.1514045302580809,63042.945263720176,472.484849273016,0.026359654783643358,0.08183932472849997
64,364,26.9133,29.6603,17,25.6522,0,118,118,6,135,8,0.98379,27.22645,0.0,0.0,4.53571,11.179,25.17768,0.0,0.0,119.0,35.06653,0.0,0.3,2.461,0.44985,2.088526,6.667147106048689,0.035762875292906574,3589.193094446552,45.25878623679832,0.07307049657848298,0.07658106303899917,0.5101635294117647,101.69344253759526,0.06973300951651282,88.15852002711995,0.08024671215158775,0.07362739951840744,19.01755401234568,0.04143558475015784,0.07246715209243021,103.56074809847144,0.27192924894751047,1.1309740807755537,62978.80067450567,467.7951659663896,0.025788632340035852,0.08267436767638608
65,365,27.0476,30.4442,17,26.7648,0,117,118,6,135,8,0.98881,27.40524,0.0,0.0,4.89286,11.133,25.49138,0.0,0.0,117.0,35.32846,0.0,0.3,2.573,-1.0,2.088128,6.7746448673494095,0.0357805486500535,3606.9222909196164,45.31427736635562,0.0737797538522202,0.07701245303997456,0.5156274509803922,101.63082104194238,0.07070006207318232,85.23148308858302,0.07974744504867895,0.07366624942137873,18.03684413580247,0.04477971491220573,0.07234887947519443,104.87596379038561,0.2757702899265717,0.938672734802473,63020.045901866266,463.3920923987851,0.025338852678146048,0.08258274610845334
66,366,27.6243,30.3465,18,27.9989,0,117,119,6,135,8,0.98723,27.95902,0.0,0.0,4.28571,10.765,26.15703,0.0,0.0,117.0,35.57909,0.0,0.3,2.882,-1.0,2.172652,6.888591503437736,0.03585557702627912,3824.4004045976553,45.80892699441792,0.07409254731740798,0.07759075655022837,0.5174709803921569,101.52039258308238,0.07161947716075913,88.27778913133491,0.0794939619315762,0.07322084388458701,17.110966435185187,0.04653218839307687,0.07265444416650317,105.50677711539261,0.2779879159698016,0.8339224691243554,63003.23960672665,459.20596746575785,0.024802008675020713,0.0820234551575408
67,367,29.2137,31.4065,19,29.4176,0,117,119,7,135,9,0.99337,29.37246,0.0,0.0,2.75,10.297,26.06594,0.0,0.0,121.0,35.92856,0.0,0.31,2.707,-1.0,2.115285,7.053095100387713,0.0359383937590082,4659.843391667192,46.039212638949174,0.07460517214708016,0.07837355677246338,0.5161552941176472,101.22891925055988,0.07257609034699941,91.37865648254305,0.07931926149835576,0.07257947371838622,16.84259259259259,0.04965819278152768,0.07280537849023552,106.92453883756355,0.28404658299210106,1.2005258990326793,63122.94203835491,455.2003105149331,0.02416493985399415,0.08274723701012839
68,368,31.3283,32.6012,20,32.2329,0,117,119,7,135,9,0.99323,31.19474,0.0,0.0,4.32143,9.951,26.96745,0.0,0.0,122.0,36.2632,0.0,0.3,2.623,-1.0,2.120322,7.250417596973579,0.036113387949673996,5845.855865471143,46.022373340747976,0.0751937672016309,0.07975579693905133,0.5233909803921569,100.84023716142252,0.07357957530769504,89.29397554407122,0.07945709472305464,0.07211339090486392,17.22699652777778,0.050179633941220304,0.07334130047216933,107.24105781142677,0.2923228760576126,1.0374756758583616,63298.39022361263,451.3909060254759,0.02330160810632946,0.08333482422556299
69,369,28.8725,32.8013,19,36.2194,0,117,119,7,136,9,0.9984,28.99407,0.0,0.0,3.14286,10.42,28.00555,0.0,0.0,119.0,36.41121,1e-05,0.3,2.959,-1.0,2.190976,7.398374845875431,0.03644588672943017,4317.888769298159,46.189872835889275,0.07559394002484235,0.08008212966064873,0.533216862745098,101.24627305964006,0.07439517342852847,86.60914591948307,0.07976838271917833,0.07201498488521735,17.922743055555557,0.0506513569020906,0.073533707933755,107.15175207645613,0.2779879159698069,0.8275859180714836,63139.885948183466,447.8462296160866,0.022787187932365637,0.0836292796294389
70,370,27.9544,33.0961,18,36.1607,0,118,119,7,136,9,1.00311,28.09415,0.0,0.0,6.25,10.501,28.16923,0.0,0.0,119.0,36.48614,1e-05,0.3,2.518,-1.0,2.272762,7.445975714024841,0.03711819166779262,4018.4569581541646,46.636270782093945,0.0757342591092148,0.07983401153020735,0.5297898039215686,101.39333762810887,0.07522332821785198,89.41371653205154,0.08032301531436191,0.0718418308276872,17.952064043209877,0.05119360212534212,0.07364623720692816,107.05717734999594,0.2757702899265733,0.6537456170090615,63174.788693647686,444.599348214719,0.022535456555563528,0.08415755157215236
71,371,26.8721,32.5954,17,35.6115,0,118,119,6,136,9,1.00045,27.09417,0.0,0.0,5.64286,10.102,28.42049,0.0,0.0,120.0,36.37871,0.0,0.3,2.435,-1.0,2.157395,7.533708681191194,0.03815805970234632,3806.332393860919,46.78047782992139,0.07612682300318194,0.07944620740542484,0.5249062745098039,101.56103778586169,0.07586877089839701,87.70533042982521,0.08092291972894484,0.0715337453725996,19.209346064814813,0.0518593087932723,0.07397689504944792,106.39440195364628,0.27798791596980243,0.7838000458818372,63434.62287547978,441.5478409656625,0.022213841825172588,0.08508966965930384
72,372,26.2126,31.9231,17,34.931,0,118,118,6,137,9,1.00506,26.38847,0.0,0.0,3.28571,9.849,27.98995,0.0,0.0,120.0,36.35463,0.0,0.3,2.172,0.42953,2.219633,7.547360634866095,0.039165205156010026,3692.1323281302675,47.13477692780671,0.07575411459769721,0.07893223183624852,0.5181913725490197,101.69655235989664,0.07637366332318385,87.35762780474468,0.0814465946533544,0.07143502488579997,19.978202160493826,0.05234169377889921,0.07409238291446127,104.85527555348126,0.2719292489475063,0.6517332095070509,63340.80269921042,438.63010035560376,0.022224608750136862,0.08636929340417329
73,373,24.7571,30.5434,16,34.2199,0,119,118,5,137,9,1.00743,24.84507,0.0,0.0,3.39286,9.795,27.41145,0.0,0.0,120.0,36.2221,0.0,0.31,2.438,-1.0,2.273921,7.474631209763129,0.04055901177726302,3341.7739602120664,47.634009467230904,0.07558118543335915,0.07857922597193923,0.5100282352941176,101.96995443572033,0.07612879460931604,87.60424149693357,0.08193152076418252,0.07093762916902145,19.964072145061728,0.05260184388581313,0.07428783213446324,103.12243598726752,0.2697116229042735,0.7457951497966651,63393.13631585734,435.8129617199987,0.022503057402257113,0.0880110126625112
74,374,23.2652,29.2047,14,33.1752,0,119,118,5,137,8,1.00894,23.22598,0.0,0.0,1.57143,10.232,26.2402,0.0,0.0,117.0,35.77998,1e-05,0.3,2.532,-1.0,2.250424,7.343968388312194,0.04213347281031241,3094.988784612138,47.82014201599875,0.07575788691866082,0.07823600450701738,0.49868941176470594,102.25758823179154,0.07610645564846234,83.90187696461787,0.08190921730179022,0.07075029325098246,19.394145447530864,0.05302586620681957,0.07437800317067092,101.48125009991911,0.26365295588197957,0.6944534638460638,63257.26322017314,432.9940956942207,0.02289696968719558,0.08955488792104867
75,375,22.5741,27.4751,13,29.8405,0,120,118,5,137,8,1.0036,22.38899,0.0,0.0,1.0,9.911,25.11658,0.0,0.0,120.0,35.23614,0.0,0.31,3.455,-1.0,2.201422,7.150929620097261,0.042941200391774105,2941.571941370677,47.57458006305459,0.07604530845702309,0.07785151667984894,0.4897905882352941,102.45483076907546,0.07578191405175588,86.84351072724898,0.08183790544333304,0.07083116746176239,18.16141010802469,0.0536537055550581,0.07422037268309593,99.70136754475782,0.2553766628164586,0.4352725817669117,63443.402758513635,430.0843138329528,0.023212659282281046,0.09271749587235464
76,376,22.7261,26.1211,13,26.1002,0,120,118,4,136,7,0.99414,22.34437,0.0,0.0,1.21429,9.838,23.64175,0.0,0.0,120.0,34.73256,0.0,0.3,5.091,-1.0,2.309378,6.949376662823826,0.04267727537165482,3008.4437546751183,46.94380903832707,0.07618470351858912,0.07755433736628353,0.48835490196078435,102.54607419839432,0.07589568830197992,88.91214015485615,0.08175565735390822,0.07098758785757313,17.08521412037037,0.05438672945222244,0.07352306182968535,97.8857954243268,0.24710036975093555,0.7223269578320126,63327.08114078058,427.0635992832508,0.023546545837963735,0.09524850297660309
77,377,24.631,25.0797,14,24.3408,0,121,118,4,136,7,0.97109,23.98226,0.0,0.0,1.35714,9.745,22.46948,0.0,0.0,119.0,34.73912,0.0,0.3,4.051,-1.0,2.360605,6.775974970847779,0.04305301056374604,3622.0875131286607,45.69606677396798,0.07624718369026985,0.0774795387400445,0.4931098039215688,102.30677199685572,0.07623535654268049,90.22960635113265,0.08233900535673488,0.07031848780672037,16.006992669753085,0.055145405299237546,0.07283563422229368,96.39106466863714,0.247100369750935,0.946149157816663,63299.21338760881,423.90760806019995,0.023773156225447,0.09847118829299062
78,378,26.0711,24.9876,14,24.1353,0,121,118,5,135,6,1.01463,25.30573,0.0,0.0,4.0,9.7,21.56383,0.0,0.0,119.0,34.70224,0.0,0.3,5.165,-1.0,2.528825,6.647635185706478,0.04343974593526691,4069.3325257529673,44.54523006486304,0.0762983160856387,0.0771684990013262,0.5054392156862746,102.14682579231244,0.07683378748418389,89.03707326775879,0.08309758479991532,0.06910669439182408,15.43262924382716,0.055632431712100965,0.07250817647617,96.15393242148878,0.2471003697509336,0.4939811281121444,63351.68216145832,420.69617498460804,0.023971776842493145,0.10276994081061426
79,379,26.8036,25.2121,14,22.3012,0,122,118,5,134,6,1.00865,26.03986,0.0,0.0,8.82143,9.257,21.49427,0.0,0.0,120.0,33.9627,0.0,0.3,4.569,-1.0,2.605481,6.554176796119726,0.043680470319788126,4250.839012895838,43.49459349078897,0.07612839510187099,0.07685497360588837,0.4975858823529411,102.07242380019832,0.07757392145273126,88.24537292241843,0.08384255439150261,0.06822096935832843,14.854070216049383,0.05601597538836644,0.07232357027247566,96.53992368349112,0.24710036975093197,0.77126029448161,63367.7219412094,417.5034706756827,0.024159806852804323,0.10675737521263536
80,380,26.8333,25.8887,15,21.8205,0,122,118,5,134,6,1.00885,26.11246,0.0,0.0,7.10714,9.569,21.68478,0.0,0.0,119.0,33.10964,0.0,0.3,4.817,0.4267,2.765557,6.595248303625208,0.04394995808302852,4292.936079065124,42.94246739517023,0.07588811284503452,0.07667113722307775,0.4855281568627451,102.03743247521366,0.0780111897664544,86.5603399533931,0.0850561556018222,0.06706863643941426,14.49074074074074,0.056215979435127565,0.07182776182797837,96.76888464986209,0.24488274370770183,0.5755196520601203,63268.71370444531,414.7393061618022,0.024058296722986646,0.11018454805741426
81,381,25.3123,25.803,14,22.8783,0,122,118,5,135,6,0.99218,24.73694,0.0,0.0,10.28571,10.175,22.25504,0.0,0.0,117.0,32.59261,1e-05,0.31,4.939,-1.0,2.72628,6.726931340497958,0.04474623334533695,3504.5863046398977,43.094879527150844,0.07470632900000079,0.07635853398481149,0.47682941176470583,102.30710280668046,0.07855095186528512,86.98357633133702,0.08451987047456803,0.06601675508300693,13.818094135802468,0.05630563759661259,0.07126354807770087,97.85778613302284,0.24488274370769955,0.6341480520998894,62958.35129112301,412.55640996454673,0.02404926050227308,0.11121465722150019
82,382,24.1216,25.7356,14,23.3123,0,122,118,5,135,6,0.99633,23.60973,0.0,0.0,9.64286,10.892,22.18988,0.0,0.0,117.0,32.44155,0.0,0.3,4.501,-1.0,2.81885,6.7896705082687125,0.04586901266796403,2921.3606064621918,43.69415961371528,0.07391675555708907,0.07593016580049075,0.4700996078431373,102.55072488358584,0.07894766187466673,84.95655311948518,0.08452462528107106,0.06431276280412557,12.87914737654321,0.05634560957471922,0.07078681714084284,98.59284814033973,0.232765409663117,0.5490584819615851,62866.98508993064,410.8594610489207,0.024145957930566293,0.1115284479333495
83,383,22.9296,26.104,13,25.6109,0,122,118,5,135,6,1.00163,22.53272,0.0,0.0,13.96429,11.839,22.14081,0.0,0.0,117.0,32.64464,0.0,0.3,3.818,-1.0,2.818247,6.877090263983104,0.04588886291635552,2546.7364992198222,44.41344612027392,0.07323653421736175,0.07545488582040993,0.47597058823529415,102.7587499970266,0.0796141565204999,87.32807772362206,0.08424237592696476,0.06310544090460318,13.424093364197532,0.05630693475428278,0.07039881200128134,98.39550635657436,0.23276540966311574,0.5011517542865378,63057.13843181406,409.52063038466173,0.024224300966138323,0.11207083814343133
84,384,22.2129,25.9464,13,26.001,0,122,118,5,135,6,1.0066,21.92943,0.0,0.0,12.0,12.272,22.43494,0.0,0.0,112.0,32.43079,0.0,0.3,3.43,-1.0,2.733879,7.008527229650688,0.04596418234909036,2299.331165656312,44.65341563283661,0.07266938044489427,0.07496216720697325,0.47098705882352937,102.85704549983089,0.08013410990583937,86.6525229872824,0.08399032996180714,0.06268676868298628,13.700279706790123,0.05630782193607835,0.0698386429596356,97.95141600571404,0.23276540966311512,0.8945733832821822,62950.550043915646,408.3548201043947,0.024271443599795495,0.11230299774664483
85,385,22.6142,25.6983,13,25.0017,0,122,118,5,135,6,0.99801,22.30962,0.0,0.0,14.89286,11.999,22.2983,0.0,0.0,111.0,32.34787,0.0,0.3,3.77,-1.0,2.571962,7.01311768083179,0.04517858544641743,2387.2357093701717,44.8285784309293,0.07245727543628444,0.07454686608779149,0.4731398235294118,102.7645181941748,0.08207939185797773,86.87152763219586,0.08353912978546955,0.0616818333429056,13.969376929012345,0.05628710623654548,0.06998228808575081,98.01981806866164,0.2388240766854058,0.8272005683983116,62852.76430582488,407.2352129112524,0.024236066778317314,0.11258047063021483
86,386,23.2484,25.8724,14,25.6537,0,121,118,5,135,6,0.99685,22.92009,0.0,0.0,13.92857,11.346,22.07819,0.0,0.0,114.0,32.30829,0.0,0.3,2.971,-1.0,2.584829,6.983434904992934,0.04496077567014126,2589.936038521605,44.84875638985339,0.07212051041191983,0.07420492818705623,0.47513882352941195,102.67376308938938,0.08310280788639575,86.12108348797659,0.08331601508398401,0.060598857787898266,13.83545524691358,0.056150041623889604,0.06964016635524777,98.30024970815325,0.2448827437076999,0.529397571925644,62901.34227023452,406.0567415306746,0.024208424174970173,0.11259713075550971
87,387,23.8673,26.0892,14,25.4034,0,121,118,5,135,6,0.99916,23.57738,0.0,0.0,14.21429,10.762,22.23529,0.0,0.0,123.0,32.39808,0.0,0.3,2.76,-1.0,2.579288,7.005340695316598,0.04445637810871138,2796.3000412087886,45.06386481391059,0.07203168106318718,0.073997287930687,0.4742541176470588,102.53322619890216,0.08330482369407155,84.6169043888291,0.08307751297680763,0.05976815835899387,13.789351851851851,0.056190945501494664,0.06923348343961828,96.95342516473869,0.24710036975093078,1.1061424213923543,62909.0410792947,404.7763327039854,0.024283122921178065,0.11290366633211914
88,388,24.1554,26.5144,14,25.1946,0,121,118,5,135,6,1.00429,23.8869,0.0,0.0,11.82143,10.693,22.42102,0.0,0.0,109.0,32.36472,0.0,0.3,2.462,0.40201,2.660863,7.01239792092102,0.04421721424580352,2863.4279553838396,45.22420115529755,0.07212621418043987,0.07384782109860331,0.48027382352940856,102.4728534307738,0.08345395183263901,87.32581321463888,0.08302273986499685,0.05861934932177721,14.482494212962964,0.05606385416416051,0.06902088735678644,96.80956840803705,0.24710036975093394,1.2549794776596472,62916.22275270976,403.4141615234591,0.023871353643259426,0.11344302046886079
89,389,24.3803,26.7738,14,24.7722,0,121,118,5,135,6,1.00508,24.14693,0.0,0.0,9.03571,10.677,22.78387,0.0,0.0,109.0,32.73064,0.0,0.3,4.114,-1.0,2.684732,7.023353075698667,0.043699049773671624,2908.9341446424337,45.22971918553482,0.07203387136794642,0.07358179591374323,0.4838058823529412,102.41805292056496,0.08369404508899739,84.729321563451,0.08268921829161355,0.05727540599782236,15.475260416666666,0.05603019465065593,0.06859561693341486,97.03154353357115,0.24710036975093488,0.8084073551720699,62869.19348573079,401.9024666230985,0.023157310123442805,0.11370385927075105
90,390,24.3623,26.9138,14,24.5505,0,121,118,5,135,6,1.00067,24.14926,0.0,0.0,9.28571,10.735,23.00869,0.0,0.0,112.0,32.9001,0.0,0.3,2.989,-1.0,2.624149,7.017908616187917,0.043944292919465944,2915.353585404309,45.09709751458816,0.07225630628370229,0.07340339246692719,0.4870298039215687,102.39988341413324,0.08414784258654698,85.27718507523117,0.08204094857957647,0.056329772744719,16.84934413580247,0.05616274761815507,0.06823125167562266,98.20732588095107,0.24710036975093486,0.9480068881874181,62845.70059256885,400.2425926212419,0.02288268206998101,0.11352265303256254
