,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,noise,tone,contrast,cubcol.1.0,movement,saturation,cubrow.0.5,temporal,cubcol.0.3,blockiness,cubcol.0.6,fft,staticness,cubcol.0.5,cubrow.0.6,cubrow.0.3,cubcol.0,cubrow.0,uhdhdsim,blur,color_fulness
45,245,39.2862,10.1847,34,11.1402,0,110,116,8,139,8,1.00066,43.66974,0.0,0.0,2.42857,8.122,9.06815,0.0,0.0,124.0,43.09546,0.0,0.41,3.086,-1.0,0.438079,0.13805581851633422,0.3932618077797411,0.6571925490196079,88.23078302089586,0.10933206116249658,7.665123456790123,61.73935463987751,0.13568197659086365,4.631202672572692,0.10256610226157414,1.374681798729901,0.1301533594692853,63995.46278301873,588.3070971906577,0.11151378520869472,0.15704019507804834,0.10451070874141061,0.1167210076511733,0.1446821941880808,98.78584691761671,11971.732300522024,72.2837001281679
46,246,39.5056,10.0418,34,11.3885,0,110,116,8,139,8,0.99841,43.88609,0.0,0.0,2.39286,8.04,8.78502,0.0,0.0,124.0,43.05941,0.0,0.41,2.832,-1.0,0.46123,0.13799050983294425,0.39326180777974434,0.6570725490196079,90.7735589900515,0.10950846838638534,7.7788869598765435,61.629684259862074,0.13604798108080945,4.6486783004251455,0.10225169932448781,1.2977210038640508,0.13050750165808853,64092.05225339661,587.7101594671972,0.11139254080043012,0.15704967898647304,0.10468817061651199,0.11707106882731405,0.1449387949157805,98.75421347400588,12106.61569110115,72.68568552157392
47,247,39.6775,9.83519,34,11.1945,0,110,116,8,139,8,0.99972,44.1246,0.0,0.0,3.03571,8.073,8.65759,0.0,0.0,125.0,43.04962,0.0,0.41,2.566,-1.0,0.451689,0.1378915477797053,0.3932618077797425,0.6577650980392158,87.90642698287465,0.1099957245849486,7.665171682098766,61.635502756377804,0.13637683348458635,4.605255478485351,0.10188249796773036,1.5880073932850998,0.13073822356911102,64180.33488126375,587.1466506041518,0.11135519969240074,0.15708842363805767,0.10491267731627253,0.11746345215450293,0.14509335329134104,98.71214349842847,12220.717865090532,72.60783348046846
48,248,40.0115,10.3397,34,11.7236,0,110,116,8,139,8,1.00302,44.46553,0.0,0.0,3.35714,8.1,8.47959,0.0,0.0,124.0,43.03808,0.0,0.41,2.782,0.20177,0.438351,0.13776597698712975,0.39326180777974445,0.6591725490196079,89.26939706227553,0.11057218121685648,7.722222222222222,61.72268657919802,0.136933335989377,4.617995248144233,0.10151234060225867,1.6776823881527905,0.13095447046632827,64144.57335489408,586.6171573568062,0.11131439042961164,0.15705205283083426,0.10528777120886833,0.11723490390669367,0.14527376841360704,98.65294970066253,12555.151893751428,72.12710543323442
49,249,39.9915,10.565,35,11.2153,0,110,116,8,139,8,1.0016,44.46626,0.0,0.0,2.96429,8.159,8.90939,0.0,0.0,124.0,43.15028,0.0,0.41,2.573,-1.0,0.410925,0.13759550738744983,0.3932618077797452,0.660756862745098,89.7478501081759,0.11119333891554983,7.891444830246914,61.8825097731602,0.1373117696945816,4.714209125888792,0.10119507525671521,1.4497211456891435,0.13104080572186888,64094.51973298046,586.1320139816416,0.11123846450663946,0.15700761648025663,0.10508139996034968,0.1168714006613959,0.1453579326870919,98.64591943434232,12492.650885415822,72.3856605414656
50,250,39.3943,11.5592,34,13.2234,0,110,116,8,139,8,1.00582,43.84462,0.0,0.0,3.0,8.095,9.10317,0.0,0.0,124.0,43.05649,0.0,0.41,2.859,-1.0,0.438722,0.1373935727069023,0.3932618077797425,0.6591121568627452,88.23193587363069,0.11187252280374703,8.013020833333334,61.839029194396225,0.13769588737893207,4.802380718410153,0.10083527083162154,1.7795229868995586,0.13107490665026617,64168.12695443289,585.675625500995,0.1111677983361434,0.15689424138336433,0.10522004727525389,0.11690341245325728,0.14524382426715574,98.7582872428867,12095.34546560807,71.78234579047084
51,251,39.1016,11.5707,34,12.3204,0,110,116,8,139,8,1.008,43.54768,0.0,0.0,3.92857,8.107,9.95368,0.0,0.0,124.0,42.99073,0.0,0.42,2.398,-1.0,0.430259,0.13721886611216666,0.3932618077797423,0.6582106274509802,88.5643823266788,0.1126500270260947,8.13623649691358,61.54809532636477,0.13827186420488977,4.897450399481414,0.1004248534025957,1.6925326504087068,0.13108378686442465,64220.702961005874,585.1714202167993,0.11118089636115125,0.15682446381618406,0.10535307709642575,0.1168127556230424,0.14504351238795654,98.80595247503959,11913.341192822254,71.51198690090465
52,252,39.1286,10.84,34,12.9603,0,110,116,8,139,8,1.00621,43.69822,0.0,0.0,2.07143,8.171,9.96782,0.0,0.0,123.0,43.00454,0.0,0.42,2.568,-1.0,0.427341,0.13702309910588886,0.39326180777974606,0.6556992156862745,91.8447698564479,0.11379364648275961,8.151041666666666,61.272615409191744,0.13862972504474286,4.932453778444535,0.10014354477693342,2.13131717799765,0.1311427144135103,64309.03897419129,584.670320534165,0.1112274132320282,0.1567285798309429,0.10544149078432209,0.11685919839416249,0.14468226017910468,98.76547074798546,11944.506301808631,71.63319742350754
53,253,39.3623,10.2403,34,12.2539,0,110,116,8,139,8,1.00204,43.9049,0.0,0.0,2.28571,8.155,9.34307,0.0,0.0,123.0,43.08763,0.0,0.42,2.615,-1.0,0.469439,0.13685308226723744,0.39326180777974123,0.6547521568627451,89.95818615584831,0.11485427492713818,8.37890625,61.265217910578215,0.1391281377814361,4.882327625102339,0.099809873639171,1.771149798081465,0.13128491398988726,64111.356240794565,584.2021550216609,0.11132690450163907,0.15671098094907412,0.10582497668138106,0.11685168425638191,0.14460312947601212,98.74082226219019,12097.212245207538,72.66880158876455
54,254,39.5819,10.3409,34,12.0564,0,110,116,8,139,8,1.00622,44.14546,0.0,0.0,3.07143,8.159,8.81967,0.0,0.0,123.0,43.10307,0.0,0.42,3.124,-1.0,0.483948,0.1367693873659182,0.3932618077797418,0.6551607843137255,88.882634458737,0.11579254389466741,8.512008101851851,61.20489181706935,0.13951010630645067,4.768542514997155,0.09980538537479008,1.5180989184005547,0.13143326645444328,64164.469254675096,583.7712387089562,0.11120781258076566,0.1567884557158924,0.10651347586938982,0.1167365117262228,0.14464261190387556,98.70557494651104,12218.400661622083,72.97407199475717
55,255,39.6409,9.83313,35,12.6337,0,110,116,8,139,8,1.00482,44.2886,0.0,0.0,1.85714,8.216,8.91311,0.0,0.0,124.0,43.07169,0.0,0.42,2.547,-1.0,0.473643,0.13668856092850906,0.393261807779743,0.6554584313725489,92.68952799408864,0.1165638384006229,8.601755401234568,61.47509897491078,0.13975878428420827,4.796926578287334,0.09943778822813717,1.8400132496095374,0.13162489989509532,64080.16582576075,583.3387182836115,0.11096106193334764,0.15697504526278483,0.10671107741872136,0.11672131521807425,0.14441286569983972,98.67255398561417,12275.813913445945,72.3846250711093
56,256,39.8779,10.6346,35,12.5916,0,110,116,8,139,8,1.0012,44.51249,0.0,0.0,2.0,8.128,8.47147,0.0,0.0,123.0,43.0334,0.0,0.42,2.261,0.17708,0.43378,0.13666430294299214,0.3932618077797468,0.6551976470588236,90.29428702472389,0.11734760986427234,8.649257330246913,61.287826349705824,0.14004663776769857,4.8440047224939,0.09920284852426042,1.4235316748641336,0.1317827620125738,64134.0548010413,582.9373629477539,0.11060879512109695,0.15706740810957878,0.1064051167632562,0.1165932300083726,0.14379948158379277,98.63713509841304,12567.453397821737,72.190761579883
57,257,39.8753,9.76723,35,12.7989,0,110,116,8,138,8,1.00136,44.40564,0.0,0.0,2.75,8.083,9.16888,0.0,0.0,123.0,43.01902,0.0,0.42,2.043,-1.0,0.453298,0.13658384064424192,0.3932618077797434,0.6556247058823529,91.64064160822636,0.11800031093938257,8.65576774691358,61.11646977177373,0.14039319547375329,4.945174353766113,0.09882417213623723,1.4844915844279896,0.1320399865920681,64149.40843492129,582.5063624912885,0.11029325683632803,0.15723143559106004,0.1063640887982511,0.11657837951382422,0.1435523230280868,98.66785353736377,12517.33726107826,72.3517290551547
58,258,39.8415,10.7976,34,12.8868,0,110,116,8,138,8,1.00427,44.33195,0.0,0.0,2.28571,8.042,8.41165,0.0,0.0,124.0,42.98465,0.0,0.42,2.713,-1.0,0.49691,0.13651577663298348,0.3932618077797414,0.6541349019607842,90.79185042210602,0.11858669395778652,8.69458912037037,60.84801812819492,0.14051650778165467,5.053725089612473,0.0985670040079399,1.7642764679315597,0.1322413497832746,64148.622772376286,582.0271680383271,0.1099723361615681,0.1574619624957201,0.10657769501692316,0.1165903518115304,0.14329782388794027,98.69061803265802,12477.416171963174,72.43788402565471
59,259,39.7103,10.1089,34,12.9406,0,110,116,8,138,8,1.00217,44.25124,0.0,0.0,2.35714,8.072,9.30431,0.0,0.0,124.0,42.94271,0.0,0.42,2.601,-1.0,0.501302,0.13659271153898384,0.3932618077797428,0.6536270588235294,90.1747330952674,0.1190792071094783,8.674961419753087,60.704545197663485,0.1407727116900322,4.895958889905643,0.09829517439548621,1.9745298430898475,0.13236941541402325,64129.51693332972,581.580281772449,0.1096907859758315,0.1576954095025576,0.1068154504052887,0.11653053074861063,0.14293760037557776,98.69541375557736,12394.509011916172,72.14738503470298
60,260,39.8558,9.46316,35,13.21,0,110,116,8,138,8,1.00496,44.45755,0.0,0.0,1.53571,8.051,8.71133,0.0,0.0,123.0,42.96641,0.0,0.42,2.859,-1.0,0.500094,0.13657171844955654,0.3932618077797443,0.6552850980392156,94.64674590468346,0.11983605864156696,8.944637345679013,60.69644372257186,0.14186275813304067,4.94064919495329,0.09797177009807194,1.6940158886684757,0.1326048481250156,64060.69467984669,581.1387845859639,0.1094900033915765,0.15784667644459824,0.10699082047541776,0.11646711515716483,0.14295513094182766,98.67360416911019,12495.51577907179,71.67019554713484
61,261,40.1518,9.45141,35,11.8293,0,110,116,8,138,8,1.00156,44.76117,0.0,0.0,1.39286,8.03,8.14494,0.0,0.0,123.0,43.0087,0.0,0.42,2.925,-1.0,0.49642,0.13662149490908998,0.39326180777974157,0.6588670588235294,89.42266657501878,0.12071480262995414,9.051311728395062,60.55943938832225,0.14270363838497355,4.852393390005422,0.09769338370677536,1.700201147141999,0.1327311802095339,64188.73701653682,580.6911791321338,0.10896390903541131,0.15813838165448363,0.10699270839627795,0.11657712902897868,0.143099813091428,98.6228950723702,12756.544631591509,71.06869804059104
62,262,40.5768,9.33331,35,12.8477,0,110,116,8,138,8,1.0028,45.28126,0.0,0.0,1.32143,8.035,8.17406,0.0,0.0,124.0,43.57265,0.0,0.42,2.391,-1.0,0.447063,0.13662601480164702,0.3932618077797458,0.6724909803921569,93.2080092492187,0.1216391916446844,9.052276234567902,60.30202437035831,0.1434091562718831,5.000380885055415,0.0975493011053461,1.7419025345128638,0.13295768306409642,64206.11405286063,580.1311504494514,0.10807340386636426,0.15853652272707142,0.10710670704098564,0.1165945163128061,0.14309383772337872,98.52968339659752,13107.88022837928,71.15758613960008
63,263,40.8209,9.61452,36,12.0554,0,111,116,8,138,8,1.00157,45.51833,0.0,0.0,1.28571,8.041,8.04404,0.0,0.0,125.0,43.89927,0.0,0.42,2.458,-1.0,0.46544,0.1367534538962353,0.3932618077797439,0.6835423529411766,89.9863647130186,0.122337413005417,9.161361882716049,60.35351035035686,0.14444026586161465,4.783714398912218,0.09750989169333865,1.5269509814386906,0.13321244484497347,64186.9066104238,579.543825362625,0.10700234123833322,0.15890795332994792,0.10713988175224815,0.11645704567770503,0.14327528284480515,98.48942979815028,13284.825796596697,71.47274008889613
64,264,40.721,9.70913,35,12.1126,0,111,116,8,138,8,0.99802,45.39488,0.0,0.0,1.25,8.072,8.27642,0.0,0.0,124.0,44.00764,0.0,0.42,2.284,0.17721,0.468163,0.13702006209874626,0.39710284875880636,0.6856843137254902,91.1155692772979,0.12314290960089072,9.133342978395062,60.22088849103009,0.14543764137248133,4.759710688662009,0.09748831979427332,2.534228399230816,0.13347384846121413,64146.01893168921,579.0250449891404,0.10604736311672024,0.15933957208180777,0.1072446562307691,0.1163722367264185,0.14361337863631315,98.48630069371353,13179.150181593248,71.66883330761404
65,265,40.8106,9.64151,36,12.167,0,111,116,8,138,8,0.99661,45.44825,0.0,0.0,1.32143,8.05,8.37284,0.0,0.0,125.0,44.07977,0.0,0.42,2.879,-1.0,0.482715,0.1370771436248344,0.3993204748020347,0.6859819607843137,91.20601815965917,0.12425556384727506,9.144627700617283,60.21146345727237,0.14642345836655268,4.764715806646499,0.09720239167050312,2.277146584463861,0.1335796390214417,64103.41974476614,578.5453304811247,0.10511544807060515,0.15993774635358124,0.10758866744733818,0.11611506126939992,0.1438039971126627,98.48463251541622,13242.451971823988,71.91724934609628
66,266,40.751,9.43599,36,12.0039,0,111,116,8,138,8,0.99161,45.40898,0.0,0.0,1.35714,8.063,8.30786,0.0,0.0,124.0,44.16226,0.0,0.42,2.597,-1.0,0.472899,0.13719877292508698,0.39326180777974495,0.6857596078431373,92.67632046754171,0.12559349593051258,9.244550540123457,60.13191581066744,0.14740651974234484,4.793747904158227,0.09687585138023622,1.73797384161591,0.13380259495259592,64087.12801643906,578.1286081722778,0.10465176120476373,0.16062183341978983,0.10783500091804883,0.11600552911658142,0.14409963982336987,98.48191018630166,13176.924997335544,71.99121002355922
67,267,40.853,9.4733,36,12.0694,0,111,116,8,138,8,0.98908,45.52516,0.0,0.0,2.85714,8.051,8.12272,0.0,0.0,122.0,44.20559,0.0,0.42,2.2,-1.0,0.455784,0.13742402455566916,0.39710284875880814,0.6866611764705882,90.9256925451581,0.12667790420572708,9.293161651234568,60.09357932761863,0.14812201018935137,4.753597683867664,0.09652180076877487,1.764637484065047,0.1339195629381254,64115.921818279676,577.7379875829947,0.10421921998583586,0.16107742069396522,0.10799919365441223,0.11594663998152872,0.14431253086742457,98.47212369243971,13244.73351952035,71.89691522039122
68,268,41.0528,9.30631,36,12.5556,0,111,116,8,138,8,0.99055,45.68343,0.0,0.0,3.21429,8.052,8.15828,0.0,0.0,122.0,44.25651,0.0,0.42,2.447,-1.0,0.459004,0.13778481045383695,0.39326180777974207,0.6867657647058769,90.2411028678477,0.1273420720882175,9.42013888888889,60.188562840591246,0.14902325537751143,4.758453008294839,0.09638186572501549,1.9428939656439717,0.13405472012019926,64148.440197121745,577.3778780923946,0.10380100231773967,0.1619251817645741,0.10822466039658712,0.11565689531185952,0.14440529796861384,98.45788276203444,13371.899099628461,72.00731886466664
69,269,40.9188,9.14224,35,12.1112,0,111,116,8,138,8,0.99235,45.52242,0.0,0.0,2.46429,8.085,8.01044,0.0,0.0,123.0,44.18624,0.0,0.42,2.67,-1.0,0.480357,0.13800728032842058,0.39326180777974223,0.685484745098039,90.34827724094438,0.1278329425837604,9.480131172839506,60.01509000048225,0.14946221975535046,4.746688643674632,0.095971442049018,2.133560123116083,0.13425912199966092,64087.29108395787,577.0465949932966,0.10356380636124343,0.1622378855446311,0.10843666141386632,0.11553670919233192,0.14441945722855812,98.47424106305243,13257.348152268352,72.14890363384941
70,270,40.8234,8.87687,36,12.3743,0,111,116,8,138,8,0.98661,45.41653,0.0,0.0,2.32143,8.114,7.86211,0.0,0.0,121.0,44.12411,0.0,0.42,2.265,-1.0,0.47365,0.13830740008112186,0.3932618077797437,0.6838798823529388,87.7418918195063,0.12857740798472275,9.465422453703704,60.09798987117815,0.15008803089497721,4.7637445988298595,0.09578184762119232,1.9383148822771523,0.13425217407598242,64113.99196896744,576.7445226702133,0.1033421992672681,0.162772624370671,0.1086456637339816,0.11534212075856441,0.14465975284671845,98.48584563253107,13201.066779762892,72.15565759914004
71,271,40.9948,8.88569,36,11.8161,0,111,116,8,138,8,0.988,45.58461,0.0,0.0,1.92857,8.107,7.62901,0.0,0.0,121.0,44.10916,0.0,0.42,2.468,-1.0,0.485969,0.13852689297130566,0.39932047480203153,0.6839807843137254,87.38239973815863,0.12950875208452375,9.70360725308642,60.10547477816358,0.15079195719051902,4.703668223792625,0.09532246605500698,1.8774527205282905,0.13430532488140245,64189.72965976913,576.4679818390763,0.10304073273067586,0.16302095393156585,0.10893126063226383,0.11512520181181841,0.14519806751178915,98.46387593638609,13350.781413224793,72.39912095257887
72,272,40.9644,8.9026,36,11.898,0,111,116,8,138,8,0.99068,45.54266,0.0,0.0,1.89286,8.155,7.64186,0.0,0.0,122.0,44.08349,0.0,0.42,2.702,0.19226,0.48335,0.1388516636506585,0.39326180777974346,0.6844236862744932,89.14083360435515,0.1303448131397557,9.648292824074074,59.947160885657794,0.15127026233401156,4.742848827580952,0.09483867794971185,2.1233340066317568,0.13450333276192677,64116.84252927419,576.2044834913884,0.10271678929142701,0.16330344720894435,0.10910893142396327,0.11450596744262136,0.14462616787729665,98.47346728358487,13326.207774464176,72.35145122220547
73,273,40.91,8.71156,36,11.862,0,111,116,8,138,9,0.99282,45.48723,0.0,0.0,2.39286,8.147,7.65374,0.0,0.0,122.0,44.0028,0.0,0.41,2.416,-1.0,0.48163,0.13912398762685305,0.3932618077797428,0.6840864117647059,90.37157928302524,0.13127286136306932,9.613956404320987,60.05357850628135,0.15167427059024455,4.730860596991707,0.09452904496681624,1.9779280913995452,0.13468504150034358,64143.855480301776,575.9449466136173,0.10255509614965383,0.1637305607677083,0.10938478044092999,0.11388872405856318,0.14448081991702785,98.48172340245449,13283.296347271304,72.248197516037
74,274,40.9129,8.52363,36,11.7015,0,111,116,8,138,9,0.9895,45.54683,0.0,0.0,2.0,8.174,7.49205,0.0,0.0,124.0,43.96032,0.0,0.42,2.921,-1.0,0.507606,0.1394395591210245,0.3971028487588069,0.6842854901960784,89.84805020371752,0.13207573161167874,9.628472222222221,59.90379578390239,0.1521198405166257,4.694770630241283,0.09401463212710151,1.840158927429254,0.1349036573210005,64152.92368750602,575.7040845614025,0.10232204201790616,0.1643269810593758,0.10978110640875975,0.1136650444336,0.1444306229580334,98.47005348201655,13286.10582754404,72.32470455148817
75,275,40.9398,8.24309,36,11.6197,0,111,116,8,138,8,0.98922,45.63452,0.0,0.0,1.92857,8.172,7.3329,0.0,0.0,122.0,43.92324,0.0,0.42,2.933,-1.0,0.508984,0.13942261927441701,0.3932618077797417,0.6840609607843133,87.56509423409999,0.13275932915306587,9.689332561728396,59.854472407588254,0.15264685770214442,4.60431670821383,0.09349263148348708,2.1091119648069125,0.1350950858226977,64140.93802960089,575.4619965091542,0.10207741876037495,0.16487102708026138,0.1101350838245147,0.11347023103343347,0.14417485758784418,98.45747288162629,13359.752464505276,72.24531807328471
76,276,40.9119,8.2454,36,11.7665,0,111,116,8,138,8,0.98673,45.61409,0.0,0.0,2.35714,8.182,7.08722,0.0,0.0,123.0,43.85797,0.0,0.42,2.926,-1.0,0.488198,0.13933023388427182,0.3993204748020325,0.6827027450980392,90.04595276228942,0.1332213246295208,9.863184799382717,59.91980960045332,0.1531268741417969,4.539993019717581,0.09300862860733107,1.9656449131232343,0.13537460775775828,64215.73580797114,575.2183263221256,0.1018775529268718,0.1653686709701258,0.1102783556484066,0.11325500176976859,0.1442632920115744,98.45229020062773,13338.116679854651,72.30706436336528
77,277,40.9333,8.38404,36,11.6395,0,112,116,8,138,9,0.98737,45.66273,0.0,0.0,2.5,8.201,7.09364,0.0,0.0,123.0,43.75615,0.0,0.42,2.516,-1.0,0.487935,0.1393068060822862,0.39326180777974845,0.681325882352941,86.86744690769942,0.13369010698916856,9.717062114197532,59.88874722704476,0.15349593464721506,4.590586415213776,0.09257149419298401,2.3227573109760913,0.13576501171682434,64149.26029671855,574.9900399181115,0.1014551927571229,0.1659100603080358,0.11054236596601026,0.11262361477492631,0.14398162631943529,98.45107170707229,13338.07571313934,72.2889602379781
78,278,40.9671,8.54014,36,11.2918,0,112,116,8,138,9,0.99003,45.73521,0.0,0.0,2.35714,8.211,7.21649,0.0,0.0,123.0,43.70363,0.0,0.42,2.44,-1.0,0.492892,0.13933435251010545,0.3993204748020347,0.6819474509803921,89.7354888255231,0.13432753963629718,9.599633487654321,59.82547411506559,0.15381902107003176,4.564121738103218,0.0921241985846146,1.6123384897445259,0.13617840483013646,64225.47305634155,574.782463932908,0.10103247059683627,0.16633078796803696,0.11083520351900117,0.11194672646752113,0.14391620915243758,98.43956211638675,13385.93091569123,72.3828401468244
79,279,40.9967,8.30389,36,11.1583,0,112,116,8,138,9,0.99,45.80367,0.0,0.0,1.92857,8.202,7.35903,0.0,0.0,122.0,43.64202,0.0,0.42,2.462,-1.0,0.47545,0.13957068540551643,0.39932047480203403,0.6807611764705883,90.22359608285457,0.13516352390818204,9.560281635802468,59.82020832579813,0.15429706532273854,4.621304117080064,0.09159853176995997,1.986432559689846,0.13662575925514897,64338.348146374636,574.5895499618703,0.10065698159851656,0.16650577808113873,0.11112904860763657,0.11178528687902181,0.14354054738914626,98.42930786640026,13374.17383462107,72.53964226754995
80,280,40.747,8.26389,36,11.3997,0,112,116,8,138,9,0.98823,45.50356,0.0,0.0,1.25,8.228,7.14991,0.0,0.0,122.0,43.53599,0.0,0.42,2.381,0.18248,0.443854,0.13944823665482398,0.39932047480203575,0.6797494117647059,87.35295953149455,0.1361585478946949,9.458092206790123,59.716981299129536,0.15476463204879043,4.546051566402761,0.0908587903345741,1.9115420440469326,0.13711077793835655,64207.86711230929,574.406702909152,0.10028362847902264,0.16669641953895714,0.11137751058796963,0.11235983194062948,0.14323894658963754,98.48511440516388,13174.683648070977,72.51861619116455
81,281,40.6607,8.04572,36,10.6302,0,112,116,8,138,9,0.99457,45.39102,0.0,0.0,1.0,8.214,7.12385,0.0,0.0,121.0,43.53637,0.0,0.42,2.898,-1.0,0.451242,0.13944056905072263,0.3993204748020334,0.6787803921568627,88.56698259186602,0.13733163406386634,9.57325424382716,59.78446903935185,0.15517703286761103,4.602816299655515,0.09006438446307596,1.837241999624342,0.13753819931800526,64393.45236865246,574.2498261155981,0.09979581959218874,0.16691119010547173,0.1116932563751095,0.1125404099975121,0.14339596704370877,98.48282018676507,13101.287180996382,72.58693787478802
82,282,40.6295,7.93572,36,10.8258,0,112,116,8,138,9,0.99774,45.36272,0.0,0.0,1.32143,8.182,6.93139,0.0,0.0,121.0,43.54381,0.0,0.42,2.489,-1.0,0.447933,0.1396187497044002,0.39932047480203253,0.6785823529411764,87.09386032391355,0.13874322697997282,9.542052469135802,59.79129179024402,0.15570082186170875,4.642606073345377,0.08954452897042882,1.9662087246795723,0.13781541133901068,64356.02182603994,574.1105039444228,0.09918094102847244,0.16708366795630084,0.11214904122764031,0.11330158566817254,0.14346289162863976,98.49845035437802,13085.457388349145,72.81634733222117
83,283,40.5886,7.65379,36,10.7818,0,112,116,8,138,9,1.00381,45.32425,0.0,0.0,0.96429,8.183,6.83682,0.0,0.0,122.0,43.56822,0.0,0.42,2.307,-1.0,0.448349,0.13996413448470818,0.39932047480203425,0.6787882352941176,87.42989755081499,0.14030363502225973,9.370177469135802,59.76831111201534,0.15587430015469025,4.603279322766038,0.08900520098819426,1.9364900985998543,0.13815612043287862,64481.92003431863,573.9748897068661,0.09852930371450964,0.16720673335616987,0.11252569108911634,0.11474703106003693,0.14319722404593413,98.493627385483,13065.765475110784,72.93234751036431
84,284,40.5386,7.80986,36,10.3652,0,112,116,8,138,9,1.00241,45.28988,0.0,0.0,1.57143,8.205,6.58989,0.0,0.0,123.0,43.61231,0.0,0.42,2.115,-1.0,0.426958,0.14042487784780738,0.39710284875880436,0.6799262745098038,87.49119417859568,0.14218450928804025,9.23876350308642,59.798031088746626,0.1562053621820006,4.559772389193911,0.08853488716979209,1.6447402578894503,0.1385125541501263,64494.46417301905,573.861269011313,0.0978747130880601,0.16714349375609566,0.1127933845880061,0.11585138070928434,0.14288128808010644,98.50553132847894,12992.314933879394,72.87413581339884
85,285,40.5889,8.03707,36,10.4868,0,112,116,8,138,9,1.0055,45.37097,0.0,0.0,1.25,8.215,6.72762,0.0,0.0,123.0,43.60766,0.0,0.42,2.55,-1.0,0.427193,0.14080521194534515,0.39932047480203314,0.6801564705882354,91.96567174231848,0.14407108043326586,9.181471836419753,59.7731456992067,0.15676011529756748,4.565466737263977,0.08803460056297496,2.019345346664754,0.1389052552534445,64560.365721664675,573.7351565064017,0.09730782800439725,0.1670383615437849,0.11310980858714792,0.11670900266589125,0.14265888577234942,98.48460408900748,13058.453121820332,72.81914674076931
86,286,40.7702,8.20717,36,10.712,0,112,116,8,138,9,0.99968,45.55497,0.0,0.0,1.5,8.199,6.92497,0.0,0.0,124.0,43.66254,0.0,0.42,2.67,-1.0,0.467454,0.14104348230856664,0.39932047480203575,0.680224705882353,88.7786073252908,0.14598670211500553,9.322916666666666,59.66163616415895,0.1572990955746953,4.651083404862976,0.08750489004581097,2.0935704718794854,0.13929108121620792,64415.72691298548,573.60636246437,0.09642991662084809,0.16694022084349197,0.11346699509251285,0.11718421525112557,0.14250968906346276,98.4533368286809,13183.556582990384,72.80418580174344
87,287,41.1034,8.40309,36,11.3349,0,112,117,9,138,9,1.00044,45.99805,0.0,0.0,2.25,8.209,7.11327,0.0,0.0,125.0,44.11952,0.0,0.42,2.195,-1.0,0.433142,0.14130971801176148,0.3993204748020382,0.6851870588235294,86.22827638743041,0.14791949895320414,10.988377700617283,54.45348028489101,0.15788218231065795,5.481227945720984,0.08697578726582406,2.8222969458567917,0.13992754035063115,64422.12391735959,573.5176013306437,0.09581771742441546,0.16685670670137379,0.11372232615736956,0.11762685102632847,0.14235187068607696,98.40040451671335,13588.75109233325,72.92953736282709
88,288,41.1366,8.30424,36,10.2507,0,112,118,9,138,9,1.00242,46.04807,0.0,0.0,2.17857,8.242,7.24616,0.0,0.0,126.0,44.13957,0.0,0.41,2.43,0.192,0.433046,0.14151502917947195,0.3993204748020371,0.6852764705882353,87.69443947777924,0.14986639369255428,11.461371527777779,53.895383481626155,0.15844232019148888,4.674487855274087,0.08659052718787143,2.4430450053198642,0.14058532029243312,64359.88543860732,573.4501720120668,0.09528304165304499,0.16692057185448117,0.11396695939414737,0.11809580818814401,0.1421335254292158,98.40336466416102,13685.442616773533,73.34432084852835
89,289,41.1072,8.29964,36,10.7188,0,112,118,9,138,9,1.00771,46.00676,0.0,0.0,2.39286,8.246,7.15377,0.0,0.0,126.0,44.10253,0.0,0.42,2.634,-1.0,0.411757,0.14173304511635323,0.3993204748020429,0.683364705882353,90.8007915669732,0.1518067979667126,11.534529320987655,53.59417479715229,0.158986757894239,4.593991780681272,0.08626341654426856,2.1189269907955905,0.14122387717296933,64344.88799404853,573.387628268795,0.09471036865688665,0.16707849495818838,0.1142334441399025,0.11786295839313882,0.14182647291817865,98.39473418576898,13653.534819126327,73.56116850627404
90,290,41.0852,8.21073,36,11.3458,0,112,118,8,138,9,1.00585,45.95346,0.0,0.0,2.14286,8.245,7.14939,0.0,0.0,126.0,44.06468,0.0,0.42,2.394,-1.0,0.422743,0.14175644637847773,0.40153810084526365,0.6826407843137255,88.27115046540841,0.15336779123389627,11.50294174382716,53.4220017798153,0.15958724690086482,4.711893115128468,0.08480162217126944,2.341089789478813,0.14167177384917942,64324.604329415655,573.3157809279746,0.09415581997810238,0.16720001752808136,0.11450355818099295,0.117934734113613,0.1414340384662894,98.41758728652226,13603.351475478226,73.51295866499426
