,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubrow.0.5,color_fulness,cubrow.1.0,cubrow.0,blockiness,fft,cubcol.0,blur,cubcol.0.6,uhdhdsim,tone,noise,temporal,staticness,contrast,cubrow.0.6,cubrow.0.3,cubcol.0.5,movement,cubcol.1.0,saturation
45,245,78.3292,12.5433,72,18.8627,0,120,116,14,136,13,0.98852,82.34188,0.0,0.0,0.10714,4.304,10.5112,0.0,0.0,125.0,40.49096,5e-05,0.49,2.578,-1.0,0.609484,0.18994400335347053,0.25400795022578593,88.28146599962034,0.2153517690940321,0.2646202006060771,6.23487884605033,68680.4524047164,0.20022004870587357,44590.40059600229,0.2162038053537522,90.12952629465715,0.5976925882352941,0.5311469527430278,5.2425147654633095,541.9287990219686,88.23488273546997,0.2303407224602998,0.2801757581125411,0.1995987485697,9.2421875,0.2960957956087567,53.532443576388886
46,246,78.2645,12.3414,71,18.2719,0,120,116,14,136,13,1.00549,82.26617,0.0,0.0,0.42857,4.31,10.82032,0.0,0.0,126.0,40.50441,9e-05,0.49,2.464,-1.0,0.635649,0.19035141817758688,0.25399774899218464,88.34363614412183,0.214927332074024,0.2656408701543747,7.091488333296594,68607.54272122623,0.20087690868570304,44478.84642612833,0.2165947227389838,90.1406542503249,0.5977356862745098,0.533364578786257,5.259831879853289,541.7545432937019,87.59776992458298,0.23012402253647843,0.2790853304516129,0.19939467137689887,9.267023533950617,0.2947483619663937,53.45560540093316
47,247,78.3148,12.4584,71,17.6746,0,120,116,14,136,13,1.01125,82.31604,0.0,0.0,0.10714,4.288,10.64573,0.0,0.0,126.0,40.523,9e-05,0.48,2.466,-1.0,0.618744,0.1906115996579422,0.2541342659458811,88.56977451403056,0.21480583481078663,0.2669168654216321,7.330520762327923,68605.44665577126,0.20180760068729647,44506.89368769287,0.21699812912510325,90.11766325943401,0.5983070588235294,0.5349879937220895,5.20260592496624,541.6189827027033,87.23234860607434,0.23001124126607486,0.27856223081042786,0.19928030204660463,9.109664351851851,0.2933333583003778,53.56257158444252
48,248,78.1474,11.9127,71,17.883,0,120,116,14,136,13,1.01285,82.10807,0.0,0.0,0.0,4.296,10.745,0.0,0.0,126.0,40.47584,0.00011,0.49,2.641,0.2073,0.644161,0.19085501576496378,0.2542893774017042,88.86454127253182,0.21492754631358219,0.2678760899535777,7.866223192651737,68692.47475621931,0.20255129420454676,44347.99133735693,0.21750693889487197,90.15143483671872,0.5988337254901961,0.5349879937220829,5.298065781849692,541.5234366073506,84.5404503550551,0.22982936246707444,0.2779769012261489,0.19947850003770004,9.026186342592593,0.29203677157768393,53.49590932587047
49,249,78.2365,11.9064,71,17.6442,0,120,116,14,136,13,1.01864,82.19051,0.0,0.0,0.14286,4.325,10.27521,0.0,0.0,125.0,40.44627,0.00014,0.49,2.877,-1.0,0.649902,0.1910465190299686,0.2544624002921144,88.88100164790131,0.21510863146596884,0.2689793451104464,5.882240924847831,68630.16422445746,0.20266770701630904,44425.17004566294,0.2183014019142917,90.15319363397504,0.599843294117644,0.529523537807191,5.1646255239836645,541.4496872827921,85.93175723446294,0.22981774853496825,0.27772901076703116,0.19994223134404543,8.928433641975309,0.29078275282809607,53.562574410144194
50,250,78.5554,11.9968,72,17.571,0,120,116,15,136,13,1.00763,82.46718,0.0,0.0,0.28571,4.281,10.26623,0.0,0.0,125.0,40.42192,8e-05,0.48,2.913,-1.0,0.626246,0.19148785587048336,0.25444537056328226,88.86824344827147,0.21552535275029655,0.2701491973546926,6.684344294593349,68605.51218416227,0.2031253283375233,44749.08072120291,0.21910555494471431,90.08794415015124,0.6000435294117648,0.5273059117639666,5.148004927397631,541.3924273012892,84.75926877091278,0.2297607410666965,0.277663191239528,0.20019202836568764,9.115113811728396,0.2896012860329123,53.493997832875195
51,251,78.7706,11.9731,72,19.7231,0,120,116,15,136,13,0.9906,82.67509,0.0,0.0,0.46429,4.289,10.34602,0.0,0.0,126.0,40.44129,8e-05,0.48,2.574,-1.0,0.640186,0.19216164181790157,0.2546318362275746,88.75445354991685,0.21601784531974472,0.27035265542480297,6.808316434806033,68617.44486188049,0.20440387494634685,45249.02683871471,0.2199177154764122,90.05114477807768,0.6003866862745098,0.5295235378071977,5.172562518020369,541.3346286197069,87.61869433184773,0.22969460488319143,0.2770860742974067,0.2005141279223993,9.202064043209877,0.28882008998924763,53.436186613859945
52,252,78.7872,11.8821,72,20.208,0,120,116,14,136,13,0.96728,82.68345,0.0,0.0,0.32143,4.284,10.32439,0.0,0.0,126.0,40.50908,0.0002,0.49,2.435,-1.0,0.659948,0.19289604259440082,0.25528155072898256,88.593195918037,0.2162351312350107,0.27039279608605854,6.550697028966734,68620.97076810566,0.20534023495421827,44913.50959739501,0.22029946331881195,90.02302895818187,0.600798823529411,0.5311469527430267,5.169479443306006,541.2689342507808,84.82096540144921,0.22952366810138086,0.2764160835538103,0.20060109750529878,9.186487268518519,0.28815527588830364,53.48196448808835
53,253,78.7065,11.4615,72,18.8036,0,120,116,14,136,13,0.9921,82.67898,0.0,0.0,0.46429,4.291,10.24269,0.0,0.0,126.0,40.5952,0.00016,0.48,2.327,-1.0,0.625869,0.19330184594285532,0.2556361248570883,88.6556053348266,0.21630106663498194,0.270286198618967,6.080101413893516,68628.85701707772,0.20663633516191288,44670.12853523055,0.2208376498313952,90.04169105826585,0.602475294117647,0.5327703676788581,5.1906682680737015,541.2081215870758,87.80633280764147,0.22928126002133287,0.27571209900731747,0.20060517575968373,9.050443672839506,0.28759813786035643,53.57672646604939
54,254,78.664,11.3256,72,18.5316,0,120,116,14,136,13,1.01162,82.60321,0.0,0.0,0.42857,4.269,9.8828,0.0,0.0,125.0,40.70362,0.00013,0.5,2.41,-1.0,0.627244,0.19370933408597024,0.25587680842990196,88.75855107233102,0.21640764391815967,0.2702706989807478,8.008417707875454,68504.33872467616,0.20773422180725723,44613.382475582686,0.22133180946773895,89.98583097756921,0.6048996078431372,0.5349879937220869,5.118993534959464,541.1544079880649,89.52028956301517,0.22924557826195252,0.2749538644693126,0.20086180703152226,8.884211033950617,0.2873652601233668,53.56599011833285
55,255,78.4287,11.2931,72,17.5269,0,120,116,15,136,13,0.9923,82.39928,0.0,0.0,0.39286,4.282,9.7649,0.0,0.0,126.0,40.74679,0.00012,0.5,2.298,-1.0,0.628037,0.19395322249123773,0.2563959033376889,89.0644590557753,0.2163592065327509,0.2702631998294503,5.871469614797864,68370.53238451052,0.2085378742321464,44205.373427539496,0.22162021212160893,90.05594042907583,0.6072792156862745,0.5349879937220933,5.140799663530524,541.0965027151736,89.28246579141201,0.22923602824804887,0.27424902937822704,0.20137164396061252,8.900270061728396,0.2874982489846389,53.60202478479456
56,256,78.3353,11.427,71,17.7748,0,120,116,15,136,13,0.99302,82.24615,0.0,0.0,0.46429,4.264,9.73312,0.0,0.0,126.0,40.81362,0.00015,0.5,2.361,0.22737,0.6359,0.1946602914748932,0.2569183129801979,88.95938871863108,0.216117788872764,0.2699390185849703,6.617805902778246,68348.45535400609,0.20926164997022928,43737.15907435979,0.22205251978268137,90.02079161634751,0.6080349019607844,0.5323353749578232,5.1329581173245336,541.0354024400282,89.11047186086846,0.22923981276391311,0.27346606941342927,0.20199421274022317,8.973668981481481,0.2878211896685748,53.57370560257523
57,257,78.3445,11.2121,72,17.8265,0,120,116,14,136,13,1.01863,82.30113,0.0,0.0,0.53571,4.277,9.84869,0.0,0.0,126.0,40.86063,0.00015,0.5,2.464,-1.0,0.635243,0.19496322003605912,0.25724457855912625,88.74042174170614,0.2157268318698645,0.26981787370256893,5.927367854380919,68290.243110396,0.21007974699945378,43606.04524352809,0.22232002094793457,90.06425792526676,0.6094839215686274,0.5327703676788595,5.1942473874535375,540.9810966231565,87.11487535998506,0.22917852867874397,0.27271314137109887,0.2027886735930116,8.959587191358025,0.28795661764621155,53.58050687813465
58,258,78.3312,10.7994,71,17.2546,0,120,116,14,136,13,0.99148,82.28185,0.0,0.0,1.07143,4.286,9.67256,0.0,0.0,126.0,40.85329,0.00014,0.49,2.571,-1.0,0.646263,0.1953552813597506,0.2577196479551254,88.5670932092957,0.21509055526290677,0.26959891163707056,5.278398418742265,68314.18783177253,0.2107229762106936,43651.077530680646,0.22236994445543598,90.00529700032533,0.6103180392156863,0.5327703676788592,5.170463574611941,540.9361704391066,86.32713741151308,0.22917618408466373,0.2720688885180519,0.20347103482436504,8.893277391975309,0.2875724841004634,53.45944684817467
59,259,78.3837,11.0103,71,16.6132,0,120,116,14,136,13,1.00521,82.35643,0.0,0.0,0.67857,4.299,9.30874,0.0,0.0,126.0,40.8429,0.00011,0.49,2.49,-1.0,0.598817,0.19562918182828928,0.2582350744556909,88.82879105871241,0.21450254327353743,0.2695068813974046,6.066170259653227,68303.30741340127,0.21109990084504776,43693.967656408364,0.22235880197180663,90.0373032590914,0.6105279411764701,0.53498799372209,5.114572772863805,540.9112742044881,87.63980615752676,0.22914089862377945,0.2716783185949366,0.20360904330496274,8.801408179012345,0.2870794301678856,53.63580416455681
60,260,78.316,10.6651,71,16.9973,0,120,116,14,136,13,1.03369,82.28582,0.0,0.0,0.85714,4.271,9.49881,0.0,0.0,126.0,40.77594,0.00012,0.49,2.842,-1.0,0.591471,0.19587853725639057,0.25872890306325574,88.77257569932746,0.21377309791968938,0.27018002549214964,4.971473052430019,68258.80758244281,0.2109011918053251,43605.54087812831,0.22274024738049902,90.0217384654141,0.608833078431372,0.5372056197653167,5.208878227669495,540.8882679029191,85.66175891949013,0.2290180808626071,0.27128826567977504,0.20378603529904457,8.955873842592593,0.28655381188082923,53.533417313187215
61,261,78.2701,10.9723,72,17.4248,0,120,116,14,136,13,1.01036,82.25353,0.0,0.0,0.64286,4.291,9.19935,0.0,0.0,126.0,40.77473,0.00014,0.49,2.419,-1.0,0.615766,0.19583629687369813,0.2586816316724981,88.76425386152852,0.21334344335299393,0.27101438692309315,5.152408824500139,68346.67286640126,0.2113187384691789,43640.08647194055,0.22296138009289768,90.0399290475018,0.6087043529411763,0.5349879937220922,5.141459098247366,540.871774365557,85.6436371359012,0.22914007576039744,0.2709236036441279,0.2039993163794999,9.054783950617283,0.28584939530408887,53.56822656702113
62,262,78.2515,10.8742,71,16.9922,0,120,116,14,137,13,1.00884,82.16868,0.0,0.0,0.42857,4.301,9.4611,0.0,0.0,126.0,40.78562,0.00025,0.49,2.757,-1.0,0.572832,0.19611261135624694,0.2587440446868111,88.74709178720984,0.21313846457673935,0.2720094311322939,5.426526625324511,68361.61166909074,0.211424621431078,43439.213074393185,0.22361696152497032,90.02704205777205,0.6084050980392157,0.5349879937220924,5.247270105216499,540.8426575908562,88.37639296410552,0.22954990967225922,0.270443447069788,0.20372458292474205,9.08497299382716,0.2850634230812109,53.56608619218991
63,263,78.1791,10.7232,71,17.4522,0,120,116,14,136,13,1.00774,82.09422,0.0,0.0,0.35714,4.287,9.38457,0.0,0.0,126.0,40.80899,0.0002,0.49,2.559,-1.0,0.54475,0.19681154277886048,0.2588578419509442,89.01494512617006,0.21267386782579178,0.27365536452269856,5.1617242068325675,68267.45534207033,0.21026596156430102,43223.06037940662,0.2239378646315618,90.05638513748687,0.6080917647058823,0.5327703676788592,5.185842426930723,540.8254104048643,87.45103085769367,0.22967214411305495,0.2700353463403355,0.2038713120085064,9.12794174382716,0.2842435962494738,53.52936864782263
64,264,78.0699,11.0891,71,17.9409,0,120,116,14,137,13,0.98773,82.00387,0.0,0.0,0.32143,4.286,9.24595,0.0,0.0,126.0,40.86525,0.00016,0.49,2.937,0.22724,0.582624,0.1976369735545006,0.25914898419324356,88.67281012932817,0.2120600934153322,0.2753022960104989,3.7778892538268822,68237.74436901035,0.20953231759560362,43399.61290582653,0.22397860354722865,90.08385183174897,0.6088443137254902,0.5366114086579239,5.170328765510669,540.7988535402812,88.44568112107267,0.2297747405928343,0.2695193888784698,0.2032746640578929,9.135223765432098,0.2832128489225335,53.60222070011091
65,265,77.8039,11.0389,71,18.4448,0,120,116,14,137,13,0.98969,81.70415,0.0,0.0,0.64286,4.31,9.56678,0.0,0.0,126.0,40.85264,0.00018,0.49,2.965,-1.0,0.555978,0.19847615574115707,0.25955046807728044,88.54225928798864,0.21141520221142415,0.2768202977645057,4.851366368040361,68272.17160653562,0.2084005297371797,42941.625817001724,0.22382177765142242,90.0994402222064,0.6088066666666666,0.5372056197653176,5.210453164285418,540.759656286356,88.38579591244233,0.23005777108009554,0.26901049001892313,0.20272540560369076,9.284866898148149,0.2829716133408819,53.52822706434461
66,266,77.6463,11.4366,71,17.9282,0,120,116,15,136,13,1.00323,81.55469,0.0,0.0,0.82143,4.307,9.5272,0.0,0.0,126.0,40.91352,0.00014,0.49,2.874,-1.0,0.512324,0.1993147001774434,0.2601673580430911,88.54552355443613,0.21034869135534398,0.27812016302170206,5.649568443325687,68199.75926011654,0.20669782902723846,42707.401181191446,0.22390616553076353,90.13432247990536,0.6098054901960784,0.5355822048294817,5.139197203588956,540.7242421887876,86.08209041693232,0.2303284761248549,0.2685018592480982,0.20238991251468927,9.413194444444445,0.28267393655168094,53.421595632294085
67,267,77.5099,11.8557,71,17.8438,0,120,116,15,137,13,1.00412,81.34064,0.0,0.0,0.42857,4.29,9.86466,0.0,0.0,126.0,40.99738,0.00014,0.49,2.686,-1.0,0.4885,0.2000988083253488,0.2608537276166813,88.45055685633761,0.20935456910811717,0.27940298847560696,3.9216272385332966,68056.21939234227,0.20561478407347622,42526.976037779845,0.22355225683358979,90.12960970596478,0.6107862745098038,0.525088285720737,5.204850316866725,540.6768674378262,86.06149071257519,0.23048838927405568,0.2682160222845919,0.20203127490355166,9.505449459876543,0.2826304377060952,53.43267803427614
68,268,77.9095,12.0723,71,19.5401,0,121,117,15,136,13,0.97753,81.77251,0.0,0.0,0.28571,4.302,10.22447,0.0,0.0,128.0,41.38705,7e-05,0.49,2.741,-1.0,0.451268,0.20068004353026386,0.26140627099413183,88.7635262992725,0.2082621324244402,0.2801115277084426,3.490428276205472,68382.30199077577,0.20575828292131984,44013.21315949949,0.22318194252176635,90.09330915977422,0.6148239215686274,0.5311469527430287,5.40518430705756,540.5069468234875,89.14561607196771,0.23063537374543747,0.26775488299934874,0.20209975402914018,10.017988040123457,0.2832205667518876,51.739608199508105
69,269,77.7182,12.839,71,18.835,0,121,117,15,136,13,0.99704,81.53374,0.0,0.0,0.21429,4.333,10.40785,0.0,0.0,128.0,41.55601,8e-05,0.49,2.891,-1.0,0.480715,0.20113251610651187,0.26157608221749895,89.32811963758907,0.20758999931044064,0.28156899351511017,5.545225765414872,68475.89587816955,0.20461061681566953,43997.30367354176,0.2228776194616344,90.07572955921007,0.6166912352941176,0.5311469527430147,5.3813474280574844,540.3035715116021,88.52340054966892,0.23094371732699687,0.26696698392907425,0.20182493887200784,10.388551311728396,0.2839155747509225,51.211535983615455
70,270,77.6668,12.6851,71,18.7529,0,121,117,15,136,13,1.01076,81.50005,0.0,0.0,0.25,4.324,11.06196,0.0,0.0,128.0,41.63518,0.00014,0.49,2.83,-1.0,0.528463,0.20163368526899372,0.2619126810733752,89.66226298581333,0.20657530839395769,0.2831129384693282,4.756883729904632,68377.05303162335,0.20431052090017118,43825.53275228428,0.22183897897658938,90.11804680259601,0.6183427450980393,0.531146952743025,5.441536124433846,540.0959943484427,89.31013862746622,0.23102962329400245,0.26611739681340957,0.20129904031837445,10.536024305555555,0.2840713377111749,51.22050607940297
71,271,77.6888,12.9131,71,19.1482,0,121,117,15,136,13,0.99032,81.47131,0.0,0.0,0.46429,4.324,10.94,0.0,0.0,129.0,41.72342,0.00018,0.49,2.737,-1.0,0.596214,0.20261011379183355,0.2622154455274232,89.26550320903074,0.20629026333056022,0.28451772138910314,6.040119333661119,68509.23943308619,0.20458592853827523,44179.51299836658,0.22197145972171484,90.09454844707778,0.6208576470588236,0.5273059117639675,5.386887723842018,539.8853568874089,86.38591034849563,0.23109337121862386,0.2653514746126402,0.20081663566172842,10.890914351851851,0.2845543326920301,51.15659605426552
72,272,77.6815,12.689,71,18.3814,0,121,117,15,136,13,0.99913,81.46082,0.0,0.0,0.46429,4.31,11.12837,0.0,0.0,129.0,41.84607,0.00014,0.49,2.86,0.25154,0.575888,0.20291862162555688,0.2627163646969455,89.6026298788924,0.2069075283733491,0.28556605549792796,6.957892875755064,68537.10270603617,0.20487330584217026,44232.902054448175,0.22182172296317088,90.13200430370063,0.6234427450980393,0.5250882857207334,5.428694622894345,539.6771739376742,85.5645046143775,0.23103406400214507,0.26440239350056577,0.20086631026663873,11.150752314814815,0.28477254253969453,51.136509082935476
73,273,77.441,12.6306,71,20.085,0,121,117,15,136,13,1.00756,81.18788,0.0,0.0,0.60714,4.348,10.92828,0.0,0.0,129.0,41.75536,0.00014,0.49,2.617,-1.0,0.565884,0.2027062152554017,0.2633578119572485,91.35667567956807,0.20651399335824322,0.28662773158712884,6.830110154212478,68419.86668667714,0.2050297514919833,43838.97288024525,0.22224335443899723,90.1439504880953,0.6208627450980392,0.5228706596775077,5.419106911152997,539.3860793130264,87.24951763270273,0.2312401671483002,0.26360200151677093,0.201127043624441,11.179108796296296,0.2853844009917323,50.88237150215809
74,274,77.5806,12.7734,71,18.4676,0,121,117,15,136,13,1.00008,81.30546,0.0,0.0,0.92857,4.334,10.88013,0.0,0.0,129.0,41.7936,0.00019,0.49,2.718,-1.0,0.550946,0.20326406199604613,0.26396227814312095,91.36491002755217,0.20629977587042933,0.28806183537013147,5.946975834605116,68416.45174217747,0.20575759369718924,43973.55442220914,0.22173793432101976,90.14358294105136,0.6211402745098029,0.5273059117639672,5.29879034695151,539.0914716839345,89.50817266483588,0.23133572748034756,0.2627932040918642,0.20140344822474723,11.164689429012345,0.2857487156429307,50.93241053451727
75,275,77.6952,12.8972,71,19.1658,0,121,117,15,136,13,1.01322,81.4824,0.0,0.0,0.67857,4.325,11.00159,0.0,0.0,129.0,41.87099,0.00028,0.48,2.668,-1.0,0.583155,0.20302023232607824,0.2646809171243093,91.39744053629961,0.20575629759526268,0.2891744079464841,5.64960064350429,68466.22893303425,0.20688834899688724,44303.77429886589,0.22143958090785676,90.12045408716261,0.6236011764705881,0.5273059117639634,5.3653943711504795,538.8005675632652,89.89339333828286,0.23134287718630037,0.26172641931784746,0.2015822616904845,11.229841820987655,0.28566069636779595,50.77163300690828
76,276,77.8221,12.7236,71,18.6468,0,121,117,16,136,13,1.00711,81.61072,0.0,0.0,0.85714,4.326,11.1138,0.0,0.0,129.0,41.87071,0.00019,0.49,2.565,-1.0,0.556057,0.20203782221250607,0.26560346709204224,91.63288945886161,0.20481914818251953,0.2902027195060767,5.778278500217441,68625.42213459495,0.20814515524670293,44564.524167557334,0.2207122700979184,90.12194985079553,0.6237298039215686,0.5250882857207385,5.3448058513361705,538.5176126354095,87.90683046297708,0.23128802244785732,0.261258812092158,0.20171288165232135,11.32127700617284,0.28522201174429873,50.79235689139661
77,277,77.9827,12.3052,71,19.8358,0,121,117,16,136,13,0.99672,81.78887,0.0,0.0,0.60714,4.312,10.96008,0.0,0.0,129.0,41.87114,0.00016,0.49,2.578,-1.0,0.554692,0.20178528462646753,0.2663933120494249,91.7880640813675,0.2036424882868201,0.29156772300456,6.2937233903142635,68602.17548546777,0.20951141901458725,44866.93336485153,0.22025162609773205,90.08505263606654,0.6236317647058824,0.5273059117639587,5.302733397171829,538.2376459145979,89.43877476800742,0.23123272977936887,0.26029989121561575,0.20149305302860757,11.24855324074074,0.2845538099606874,50.82848085003134
78,278,78.0578,11.954,71,19.0708,0,121,117,16,136,13,0.99458,81.86171,0.0,0.0,0.75,4.322,10.60437,0.0,0.0,129.0,41.85721,0.00014,0.49,2.589,-1.0,0.589639,0.20203685407760302,0.26713184314115734,91.65042519566786,0.20302882496554545,0.29298428148566813,6.926041923055912,68625.90871428598,0.21074619706619396,45033.74325147525,0.21961610454740751,90.09878431225835,0.6239364705882353,0.533364578786257,5.244151651431324,537.968545925682,88.72077590782617,0.23111123858644425,0.25978543821541555,0.2011778860716964,11.165268132716049,0.2840783080185248,50.83785784686054
79,279,78.057,12.0402,71,18.2573,0,121,117,16,136,13,0.98688,81.78861,0.0,0.0,0.28571,4.328,10.2992,0.0,0.0,129.0,41.83978,5e-05,0.5,2.415,-1.0,0.624501,0.20266624678461456,0.2680783678726867,91.93623135875046,0.20235936634395785,0.29419794579192055,6.388824042832431,68633.03948317019,0.21158671560335446,44932.834252922155,0.2195029810734654,90.02387298885807,0.6244749411764703,0.5273059117639626,5.242025576413732,537.7104694982835,89.14554706969341,0.2309430824598279,0.2595916785058338,0.20110791647830392,11.135079089506172,0.28406784077393954,50.90347026306906
80,280,78.0224,12.2303,71,17.9034,0,121,117,16,136,13,0.98834,81.76112,0.0,0.0,0.28571,4.338,10.37655,0.0,0.0,129.0,41.83872,0.00019,0.5,2.479,0.26042,0.62906,0.20291471795050486,0.2690169002382192,92.26606722619378,0.2017244104622733,0.29535538258113836,7.147734852793564,68627.40502154002,0.2123489799368073,44682.068827746334,0.21955787365669166,90.05141993209728,0.6246811764705882,0.5273059117639599,5.229508774653405,537.4591241496449,86.77814321943355,0.23103967887689156,0.25929949927864065,0.2007081805251811,11.077064043209877,0.28484663053487635,50.87276600025318
81,281,77.9302,12.2406,71,18.7647,0,121,117,16,136,13,0.99314,81.65918,0.0,0.0,0.57143,4.33,10.54138,0.0,0.0,129.0,41.85345,0.00019,0.49,2.549,-1.0,0.675128,0.2029600180861043,0.2695449311258153,92.20804915968888,0.20123075967233742,0.2961810711637017,6.541441418403403,68713.50775711273,0.21337871343478934,44838.551529312506,0.21937263558943332,90.06820537547357,0.6259428823529407,0.5273059117639769,5.297264448913053,537.2072222121228,87.86154274173644,0.2310510552869956,0.25864047826587366,0.20029509830927805,11.196084104938272,0.2863082216899661,50.848851145049665
82,282,78.0106,11.9906,71,18.9451,0,121,117,16,136,14,0.98204,81.69337,0.0,0.0,0.46429,4.305,10.55462,0.0,0.0,129.0,41.89561,0.00015,0.49,2.595,-1.0,0.674628,0.2029853088370276,0.2699759279044298,92.51945150150135,0.20099993587308562,0.29713158307887205,6.2166405852693565,68674.73064927879,0.21428384470310657,45112.118170562724,0.22005126720666068,90.0612239914323,0.6270937647058823,0.525088285720742,5.311076046756829,536.9642035302322,87.91890295763757,0.23103518085007033,0.25836427200595685,0.2000447797825894,11.07986111111111,0.28701840788199523,50.94270324707031
83,283,77.7746,12.0556,71,17.6744,0,121,117,16,136,13,0.97771,81.43612,0.0,0.0,0.35714,4.315,10.32733,0.0,0.0,129.0,41.92835,0.00012,0.49,2.924,-1.0,0.734104,0.20290249517050615,0.2705182444081652,92.69320466482054,0.2008905147410212,0.2983880790518864,5.6681070921834795,68637.71368978555,0.21526428300326655,44655.51136983161,0.21994571127248957,90.06568652107697,0.6269643137254902,0.5234648707849013,5.235721477054339,536.7294332668738,87.51866940200185,0.2310670629668607,0.25808256218584474,0.1997818692928931,10.924961419753087,0.28702514623693137,51.02337702998408
84,284,77.6744,12.047,71,20.0821,0,121,117,15,136,13,0.98878,81.30832,0.0,0.0,0.71429,4.31,10.37842,0.0,0.0,129.0,41.96108,0.00021,0.49,2.905,-1.0,0.704431,0.20259625295258787,0.27117034056387074,92.46904665603854,0.20076860690021414,0.2993466128479354,5.065643077474713,68713.20228825347,0.21588522038353275,44489.10373394657,0.2195622738415013,90.05934134464331,0.627329411764706,0.5228706596775033,5.301654446138031,536.4909765855251,89.5061264952882,0.23115468444210155,0.2577266913876582,0.1992684811363008,10.835069444444445,0.28753239960081606,51.016524703414355
85,285,77.5202,11.7538,71,19.4398,0,121,117,15,136,13,0.98625,81.20009,0.0,0.0,1.0,4.334,10.3709,0.0,0.0,129.0,42.00019,0.00025,0.5,2.858,-1.0,0.732036,0.20223288483007998,0.2717676263090591,92.44223775536908,0.20037122700233947,0.3004027900697924,5.367556874334491,68678.13535553221,0.2166750413798559,44310.83193180631,0.21919069802329424,90.06404017711316,0.6278976274509802,0.5250882857207301,5.287001792749169,536.2677159369919,88.1960885809754,0.23138108154358233,0.2571769664737247,0.19858555777910789,10.796489197530864,0.28811056987760686,51.01668539164979
86,286,77.5373,12.094,71,19.0228,0,121,117,15,136,13,1.00765,81.2236,0.0,0.0,0.71429,4.326,10.11979,0.0,0.0,129.0,42.02601,0.00022,0.49,3.054,-1.0,0.717663,0.20180656640161213,0.2725109971249333,92.54724130483544,0.1997296474362008,0.30084223764043067,8.01262748302927,68678.24363560363,0.21739589150449562,44253.67896036961,0.2194934541764417,90.04781604592557,0.6282910980392137,0.5228706596775077,5.212381436094207,536.0490946822621,86.6560540349473,0.23148058414850833,0.2566731345362091,0.1982311475425958,10.80126350308642,0.2889652181604577,51.0144566665461
87,287,77.6268,11.7622,71,19.3387,0,121,117,16,136,13,1.00864,81.31354,0.0,0.0,0.46429,4.297,10.41215,0.0,0.0,129.0,42.07579,9e-05,0.49,2.905,-1.0,0.716827,0.20184487561001516,0.2725076242112756,92.49642434347909,0.19942797177368432,0.30179470861348673,6.08695545986137,68641.3466203311,0.21867859878400395,44258.449538200286,0.21946626312173584,90.01776439384227,0.6281620784313722,0.5234648707849051,5.317304986305265,535.8399114289336,88.16366352897704,0.23175979472090355,0.25595685959454123,0.19786999275820616,10.775945216049383,0.28987353097976115,51.14005703396267
88,288,77.2433,11.681,71,19.6533,0,121,117,16,136,13,1.00044,80.97423,0.0,0.0,0.39286,4.33,10.12599,0.0,0.0,129.0,42.07818,0.00014,0.48,2.919,0.28434,0.745884,0.20240165507989777,0.272925913125693,92.6268022576084,0.19876130792635202,0.3025162296781146,7.577433167232369,68699.25956894978,0.22021870643797622,43626.78772789947,0.21953481554674256,90.08989199920876,0.6287612745098039,0.522870659677508,5.2057710363915675,535.6251504431864,87.67744632414464,0.23194849179526014,0.25535602963460674,0.19788227486163987,10.714940200617283,0.29139157864868864,51.083429030430175
89,289,77.093,11.7473,71,19.2676,0,121,117,15,136,13,0.99839,80.75585,0.0,0.0,0.42857,4.318,10.05805,0.0,0.0,129.0,42.00579,7e-05,0.47,2.883,-1.0,0.769518,0.20320839542668398,0.2732415072554878,92.41465282681132,0.19818060049024885,0.30270974938144857,6.502242441102239,68774.53736429103,0.2208402369731279,43454.273097462145,0.21994829508876163,90.02620240371456,0.6276513725490197,0.5228706596774995,5.158259771683739,535.4227301016499,89.30019338772112,0.23183968523902265,0.2548001414449422,0.19787552742458714,10.542631172839506,0.2930621008345619,51.07289048183111
90,290,76.8371,11.5492,70,18.1057,0,121,117,15,136,13,1.01082,80.53515,0.0,0.0,0.25,4.324,10.11504,0.0,0.0,129.0,41.96828,0.00015,0.47,2.85,-1.0,0.753794,0.20298383105383042,0.2739981475159613,92.1390514747877,0.198291988228289,0.3024536127894121,6.8677792590736875,68668.3771943139,0.2207035508848247,43098.9163314043,0.2200678439180749,90.02512498505351,0.6272827450980392,0.5228706596775125,5.219893682744542,535.2094458648087,86.42560115116966,0.2318878557812857,0.2542586994344174,0.19765825255974423,10.371961805555555,0.29468128279621003,51.14644688735773
