,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,fft,cubrow.0,cubrow.0.5,cubcol.0.3,cubcol.0.5,blockiness,movement,cubrow.0.6,cubrow.1.0,noise,contrast,cubcol.0.6,tone,cubcol.0,saturation,cubrow.0.3,cubcol.1.0,temporal,color_fulness,uhdhdsim,staticness
45,45,51.5319,18.165,40,20.3251,0,118,114,17,138,19,0.99996,52.14129,0.0,0.0,3.42857,5.142,15.7683,0.0,0.0,126.0,28.02627,3e-05,1.63,1.556,-1.0,3.8e-05,25645.757041888846,68044.4521972835,0.26514984067946273,0.11519864385938486,0.1388144301431963,0.10264189390749372,1.1823017204674886,11.91430362654321,0.11559478140392329,0.10837839787772188,0.564252125005129,87.03047823744005,0.10114097788501272,0.4224258823529412,0.08655725633339605,61.93751412850838,0.20542551954281577,0.11858397945638294,5.3580082713931,81.5815667020231,95.33725107290405,474.82814114223817
46,46,51.3997,18.1447,40,20.4403,0,118,114,18,138,20,1.00254,52.02644,0.0,0.0,5.85714,5.15,15.60764,0.0,0.0,126.0,28.02357,0.0,1.62,1.544,-1.0,1.3e-05,25638.55715888095,68011.29618938934,0.26526470103820005,0.1154184853332934,0.1383881890423339,0.10233956239440306,1.1760103200268746,11.892312885802468,0.11563642755675736,0.10856916506102808,0.5642521250051233,87.99999355655551,0.10104775189879325,0.42609349019607845,0.08656308116446047,61.99634165822724,0.20558157857786893,0.11810757428929357,5.124590437062629,82.10448429692217,95.37045920618793,474.18949897802463
47,47,51.1536,18.3981,40,19.1365,0,118,114,18,138,19,1.00118,51.83747,0.0,0.0,4.67857,5.226,15.58782,0.0,0.0,125.0,27.98652,2e-05,1.62,1.484,-1.0,5.1e-05,25163.711111682616,68001.46151994471,0.2653491347324856,0.1153104803902362,0.1380245593437275,0.102917431499768,1.288659704582419,11.939429012345679,0.11560821059402751,0.1086702560806051,0.5658755399409604,88.59140669803331,0.10098799394634135,0.42603450980392166,0.08655579559340444,62.09618745026765,0.20609866815470274,0.11780691064034939,5.116133301512749,82.26503957129106,95.36160119600744,473.69214885048575
48,48,51.7307,18.8227,41,20.1152,0,118,114,18,138,20,1.00424,52.36617,0.0,0.0,3.17857,5.148,15.80563,0.0,0.0,125.0,28.06382,3e-05,1.63,1.492,0.13529,3e-06,26007.140042059793,68094.1211188197,0.26537761895305617,0.11500620315026126,0.13772009567981044,0.10255748855343139,1.3276554651943793,12.255787037037036,0.11541475876096076,0.10886644271319491,0.5658755399409637,87.43635450611833,0.10079715887787233,0.42772313725490196,0.08657234374035638,62.203790170175054,0.20693933892172892,0.11752240513443073,5.167218054757465,82.73246533110371,95.25175080607896,473.29328739906526
49,49,51.6014,18.6064,41,20.4809,0,118,114,18,138,20,1.00403,52.17258,0.0,0.0,4.28571,5.186,16.17224,0.0,0.0,124.0,28.0883,3e-05,1.63,1.507,-1.0,1e-05,26233.060161458063,68044.39528117451,0.26549243775736425,0.11485982566494303,0.13732608889467535,0.10217716957374377,1.068311895744177,12.342110339506172,0.11526311971365698,0.10907343109366827,0.5598168729186641,87.0943321607695,0.10069282035676735,0.4270639215686275,0.08664697504583817,61.99940660264757,0.20782276194476748,0.11724622953525125,5.316104592904044,83.04816807649824,95.3225778891415,472.88888269477417
50,50,51.6628,18.7338,41,19.909,0,118,114,18,138,20,1.0057,52.30619,0.0,0.0,3.42857,5.239,15.98502,0.0,0.0,123.0,28.13145,2e-05,1.6,1.455,-1.0,0.00016,26262.80410893847,68105.59972160889,0.26563865187325775,0.11463481438856424,0.13695051276705972,0.1019598001652879,1.222727922377546,12.419511959876543,0.11515918594080676,0.10917577114874456,0.5642521250051177,86.37064760962328,0.10104673723438622,0.42663215686274514,0.08670623757567805,61.910331820264275,0.20831045655736635,0.11704269013531708,5.312421885772841,83.68458195006998,95.24708222832815,472.4509578774037
51,51,51.8622,18.5687,41,19.3154,0,118,114,18,138,20,1.00215,52.44187,0.0,0.0,5.78571,5.22,16.09505,0.0,0.0,123.0,28.18738,3e-05,1.6,1.389,-1.0,1e-06,26498.175994282163,68126.89656719012,0.26557268728200406,0.11439063741274359,0.13670566685401456,0.10166405294087291,1.172064714305466,12.165123456790123,0.11489239416742728,0.10898425803579259,0.5620344989618964,86.45427826715338,0.10104262639611362,0.42936117647058814,0.08675946029483887,61.887838481385025,0.2084208157114292,0.11717899538524217,5.646706403725675,84.4092460808821,95.21251761914183,472.02388476135127
52,52,52.0214,19.5771,41,17.8972,0,117,114,18,138,20,1.00173,52.60797,0.0,0.0,4.96429,5.235,15.95093,0.0,0.0,122.0,28.22752,1e-05,1.61,1.51,-1.0,2e-05,26589.244940163564,68094.9568156167,0.2656342758139918,0.11431765936252561,0.13640537988379067,0.10154212588415824,1.0493055555955688,12.115788966049383,0.11464466802401208,0.10872411586998348,0.5559758319396017,87.60381519300647,0.10167954888456669,0.4332219607843137,0.08683738314093033,61.73914836365499,0.20871440795395207,0.11729741668185731,5.068437891574782,84.81116623682743,95.19886433879091,471.58893701001466
53,53,52.7492,18.8731,42,19.7532,0,117,114,18,138,21,1.00353,53.38977,0.0,0.0,3.71429,5.182,16.81496,0.0,0.0,122.0,28.55673,5e-05,1.61,1.373,-1.0,1.3e-05,27366.105967398664,68294.0580815225,0.2656549703706325,0.11416572854176206,0.13614966432962256,0.10135131946431913,0.9914910587719274,12.256028163580247,0.11439856360658926,0.10849454462512596,0.5642521250051226,86.34875260108004,0.10139519688116613,0.4374081568627449,0.08686246739760975,61.6380600163966,0.2088778178332947,0.11715510839014184,5.667739152775952,85.77806716765906,95.04828438106992,471.1001773428091
54,54,54.2887,17.7948,43,22.6053,0,117,114,18,138,21,1.00418,54.6149,0.0,0.0,3.78571,5.274,16.21896,0.0,0.0,125.0,28.92958,2e-05,1.6,1.588,-1.0,0.000147,29678.16163835066,68275.54467454035,0.2655612413404501,0.11425087364132024,0.13581855435235038,0.10121050411107702,1.010182964188298,12.213493441358025,0.11430947377413085,0.10807977960564723,0.555975831939601,86.64424109233146,0.10338142104967504,0.4380650980392157,0.08688542417300424,61.66511121208285,0.20885918817397015,0.11652596037676105,5.435654324072932,86.72786495354867,94.949230278322,470.6004661574694
55,55,53.5987,19.109,43,20.5836,0,117,114,18,138,21,1.00323,54.13956,0.0,0.0,3.07143,5.229,15.29097,0.0,0.0,124.0,29.01265,4e-05,1.63,1.522,-1.0,1e-06,28148.219672066774,68121.25894983314,0.26554453385575266,0.11436074969708665,0.1355195519467078,0.10106437781626271,1.1838328990903293,12.286168981481481,0.11459295681446335,0.10775646329304302,0.5642521250051208,86.07275715134946,0.10406641339165501,0.4382360784313726,0.08690517612809193,61.618097375940394,0.2088007927663938,0.11638952237895717,5.265099965734454,87.31947559284538,94.97732527982961,470.1330876720416
56,56,53.1513,18.768,42,22.2751,0,117,114,18,138,20,1.00063,53.8013,0.0,0.0,3.89286,5.311,16.41662,0.0,0.0,124.0,29.0842,2e-05,1.63,1.504,0.125,5e-06,27544.973495819744,68166.23365965082,0.2655122130845189,0.11414763138069639,0.13523389805135902,0.10096134868975315,1.4187438663633132,12.368971836419753,0.11476030673746566,0.10742909592688805,0.5658755399409546,89.01262335259091,0.10529221684281029,0.440076862745098,0.08685684331781048,61.36192378291378,0.2087185451400302,0.11646484577591992,5.500577533510503,87.40588288594617,95.02184924386631,469.74796046794836
57,57,52.9046,19.1181,42,20.7462,0,117,114,19,138,20,1.00135,53.49427,0.0,0.0,3.28571,5.335,16.12166,0.0,0.0,123.0,29.18931,2e-05,1.62,1.453,-1.0,1e-06,27164.21028740138,68050.08146045925,0.26551396926873516,0.1141488186560645,0.13507104948680446,0.10084541790401104,1.3470452277403462,12.496479552469136,0.11447398613366627,0.10711165849449977,0.555975831939604,86.79917459616448,0.10626521649713569,0.4425454901960785,0.08684532224161338,61.29861996497637,0.20882443997904582,0.1162501020205847,5.29860439116607,87.3037100201812,95.11241135570984,469.49437799240167
58,58,53.0094,19.7678,42,21.5708,0,117,114,19,138,20,1.00163,53.67096,0.0,0.0,1.5,5.274,16.42286,0.0,0.0,124.0,29.23127,2e-05,1.62,1.468,-1.0,6e-06,27067.917042172154,67935.46265651357,0.2655256282874623,0.11399469568511564,0.1352072416536669,0.1007533399096247,1.5681608921117747,12.524787808641975,0.11425060622767164,0.1067876852889102,0.5642521250051218,85.4859075144145,0.10682151460929187,0.440647588235294,0.0868785647544012,61.38032023111979,0.2090780218486823,0.11607742956470757,5.2869811021397375,87.50156655466377,95.08503564357403,469.306567128412
59,59,52.5452,19.3625,42,22.734,0,117,114,18,138,20,1.00478,53.23749,0.0,0.0,3.10714,5.3,16.9851,0.0,0.0,125.0,29.13731,7e-05,1.63,1.412,-1.0,1e-06,26593.313726565448,67810.64837025396,0.26545711991400306,0.11389416998385106,0.13505746634743873,0.10107803964585885,1.266883657437663,12.579427083333334,0.11411899405994198,0.10650251123723299,0.5642521250051201,86.99295238909245,0.10584671340068168,0.43782705882352946,0.08681069863811529,61.2839513708044,0.20909735503976387,0.11595063384445696,5.612328362535441,87.32330634255827,95.15467588819725,469.16469095205923
60,60,51.9155,19.9874,42,21.7072,0,117,114,18,138,20,1.00182,52.6644,0.0,0.0,2.85714,5.281,16.6363,0.0,0.0,125.0,28.99939,5e-05,1.63,1.407,-1.0,0.000136,25584.040360287272,67787.05498155694,0.26542535412541524,0.11264437262922421,0.1347338660317863,0.10210485193538728,1.1046183932946194,12.55444637345679,0.113301380304168,0.10610932493747215,0.5642521250051223,86.15846372753995,0.10543098480289156,0.43422,0.08681168542738427,61.165394724151234,0.2089272571682386,0.11578418196838997,5.147921100816972,87.12428547278472,95.20959748904205,469.02592177276256
61,61,51.4773,20.7647,41,20.837,0,117,114,18,138,19,0.99946,52.289,0.0,0.0,3.10714,5.238,17.17364,0.0,0.0,126.0,28.89339,2e-05,1.61,1.443,-1.0,7e-06,25086.016840105236,67724.51228906008,0.26539462908790046,0.11244935947895754,0.13456781025880646,0.10196168625109865,0.9845257198755537,12.841628086419753,0.11259526867538411,0.1057659409566784,0.564252125005126,84.8508918005038,0.10535999072860727,0.4307756862745098,0.08688945888176818,61.04660015341676,0.20884055093434584,0.115661126608001,5.375148905727622,87.32267902101226,95.25074719246128,468.8748397622643
62,62,51.2221,21.4076,41,21.1918,0,117,114,18,138,19,1.00029,52.06902,0.0,0.0,3.67857,5.207,17.83701,0.0,0.0,125.0,28.91878,2e-05,1.62,1.533,-1.0,2.3e-05,24848.308793542736,67711.32005036397,0.2653986063106292,0.11144394680319364,0.1342729758347965,0.10168159380285027,0.8925011564386551,13.170621141975309,0.112216175521762,0.10572411594307778,0.5658755399409543,84.90894433956387,0.10523941394459004,0.43136235294117653,0.08703014985030774,60.84077641993393,0.20888464081263725,0.11554017209235601,5.388946266757347,87.38239374858206,95.2803327915086,468.7151594691023
63,63,51.2819,21.8365,41,21.9999,0,118,114,18,138,19,0.99788,52.12676,0.0,0.0,3.25,5.18,18.38742,0.0,0.0,125.0,28.99082,3e-05,1.62,1.42,-1.0,0.000279,24937.16891411552,67877.69103068867,0.26539500515208864,0.11089949419750217,0.13406448789631292,0.10159304199157324,0.8237277309038153,13.091194058641975,0.11202307896502275,0.10590216507650635,0.5703107920274073,86.76474085539093,0.10505975168318303,0.43092509803921575,0.08709338586347663,60.508571483470774,0.209334901260886,0.11565863505519344,5.3185027965745,87.27158030466924,95.27255982830566,468.5221748733412
64,64,51.0833,22.0779,41,19.2157,0,118,114,18,138,19,1.00466,51.89872,0.0,0.0,4.64286,5.147,18.75375,0.0,0.0,125.0,28.9185,2e-05,1.61,1.372,0.125,1.9e-05,24947.254057205864,67870.09402668609,0.26550994216853085,0.11012623663526744,0.13390855428094836,0.10163407048950543,1.4715391383985152,12.80444637345679,0.11186652000919325,0.10690794819449433,0.5680931659841855,86.15360548516632,0.10533985510996881,0.430144725490196,0.08713783420010493,60.375839610158664,0.2097300245357282,0.11579757474729095,5.290942417264493,87.09186557687968,95.3521165756826,468.27641402580343
65,65,50.9524,22.1895,41,22.0519,0,118,114,18,138,18,1.00369,51.76533,0.0,0.0,4.25,5.149,18.9582,0.0,0.0,125.0,28.89633,3e-05,1.61,1.308,-1.0,3e-06,24830.453082304008,67888.51120303512,0.2655585853588832,0.1103155163883352,0.13371004585619234,0.10167540448363352,0.9501891432979711,12.890094521604938,0.11160957713756305,0.10653510457102666,0.5680931659841854,87.70090377341748,0.10523030041113149,0.42984129411764516,0.08718695058865102,60.21704308780623,0.21009595031725223,0.11582057222817063,5.3339048479713185,86.70524019699137,95.34247456922641,467.9677178756242
66,66,50.7897,22.0646,41,19.0832,0,118,114,18,138,18,1.00282,51.61436,0.0,0.0,5.67857,5.12,19.05392,0.0,0.0,126.0,28.87648,2e-05,1.63,1.427,-1.0,1e-06,24712.324441106914,67874.4885732425,0.2657486653544324,0.10994605684551928,0.13384830351101312,0.1015987638663935,1.593045612683764,12.962432484567902,0.11148820858716796,0.10644121762839315,0.57031079202741,87.2133817201574,0.10569631260873277,0.4291545490196078,0.0872439826329777,60.15579958315249,0.21056593657472114,0.11590102696594433,5.157253705777041,86.6380309289072,95.35035800869363,467.6040970405065
67,67,50.0073,21.7254,40,19.7118,0,118,114,18,138,18,1.00513,50.88978,0.0,0.0,3.89286,5.106,18.94448,0.0,0.0,126.0,28.83651,2e-05,1.63,1.342,-1.0,2.3e-05,23920.875345189714,67903.25394898141,0.26592056398703684,0.10982252007037287,0.13423554728634302,0.1013805099112222,1.0351696100557122,13.021026234567902,0.1115987063369073,0.10616525692659613,0.5680931659841892,87.24324962317253,0.10654675884464154,0.4276372549019608,0.08728425718587669,60.06216317635995,0.210827562565181,0.11612622643124818,5.129951390288031,86.57272749898264,95.43680339516197,467.26773638511366
68,68,49.2104,21.2973,39,19.1855,0,118,114,17,138,18,1.00171,50.09138,0.0,0.0,4.5,5.1,18.65255,0.0,0.0,126.0,28.77939,1e-05,1.61,1.28,-1.0,5e-06,23051.80971031546,67776.14948955066,0.2659176367413416,0.10981990771965157,0.1338934982592908,0.10120301377903632,1.2488535238046443,12.800009645061728,0.11172485989511222,0.10594057125975917,0.5642521250051314,86.54261078216174,0.10588855836538218,0.42557450980392153,0.08733070036401963,60.06833092960311,0.21102423329702852,0.11627296299016211,5.282653738738263,86.67905772586792,95.54596319334428,466.93226654545157
69,69,48.95,21.2011,39,18.0778,0,118,114,17,138,18,1.00212,49.81948,0.0,0.0,5.07143,5.114,18.28338,0.0,0.0,126.0,28.67828,2e-05,1.63,1.322,-1.0,3e-06,22809.641659470253,67735.25701887223,0.26598110433862926,0.10989151266267007,0.1336650654664703,0.10145935199091631,1.2443336318763645,12.594859182098766,0.11192966452654744,0.10577530104616306,0.5658755399409601,88.37035448224015,0.10621261515262775,0.42530823529411765,0.08742436933270217,60.065625791196474,0.211310634991137,0.11661337656663533,5.319800992547432,86.7717084313156,95.59514044058233,466.60120717380374
70,70,49.1069,21.1213,39,17.9158,0,118,114,17,138,18,1.00283,49.98547,0.0,0.0,5.5,5.123,18.20011,0.0,0.0,126.0,28.58525,2e-05,1.62,1.337,-1.0,0.0,22827.644788785983,67857.9054896103,0.2662027731544553,0.10995483487245755,0.13388638511555356,0.10175847714638252,0.8052701289817245,12.611062885802468,0.11202719995720117,0.10560536929914563,0.5658755399409635,87.16788879908704,0.10578607792733837,0.4256835294117646,0.0874299397825799,60.0401658423153,0.21168462785083,0.11718857110137908,5.106942508611726,87.00446843439903,95.57125742834768,466.3042226957498
71,71,49.5579,21.1939,40,19.4592,0,118,114,17,137,18,1.00031,50.40511,0.0,0.0,5.07143,5.078,18.13436,0.0,0.0,126.0,28.37823,1e-05,1.6,1.457,-1.0,1e-06,23279.19015643737,67808.9701027199,0.2662053894131907,0.10989384362721386,0.13397041433336715,0.10081318014436744,1.5202370448595184,12.826871141975309,0.11194150096365879,0.10536028904182378,0.5703107920274175,88.73735097816332,0.10539370082847459,0.430515294117647,0.0874453237387802,60.01729103370948,0.21186989856159846,0.11786333623364356,5.079009510653696,87.14950059792251,95.52037638087319,466.06710851524383
72,72,49.6413,20.5694,40,18.1192,0,118,114,17,138,19,1.00177,50.54286,0.0,0.0,4.14286,5.07,18.19029,0.0,0.0,126.0,28.66792,2e-05,1.61,1.414,0.125,1e-06,23199.016318110735,67815.24153972504,0.26584990296877936,0.10974534725348989,0.13390634810194899,0.10058110310050819,1.0945890038856971,12.23263888888889,0.11183781917462976,0.10546979299592497,0.5703107920274176,87.15837546244956,0.1056348979475535,0.43504078431372545,0.08754044042376355,60.761310907057776,0.21198090680616688,0.1187034386795141,5.331830662153155,89.30582605950889,95.51832735295123,465.9384020640729
73,73,49.8557,20.7016,40,16.1064,0,119,114,17,138,19,1.00277,50.61391,0.0,0.0,5.39286,5.061,17.65767,0.0,0.0,126.0,28.09885,1e-05,1.63,1.332,-1.0,3e-06,23362.27073308091,67745.92764711734,0.26557401318101503,0.10896579811335548,0.13390413530689102,0.10051766936476379,1.158906544158661,11.975983796296296,0.11158514307377557,0.10490079148692763,0.5703107920274172,89.81683821061242,0.10466913266030309,0.4293043137254901,0.08751108284301763,60.46576304494599,0.21218522529730807,0.11865391645884955,4.915204715687775,86.74845546132107,95.47020811786257,465.80506164403374
74,74,50.042,20.4597,40,15.7125,0,119,113,17,138,19,1.0013,50.81556,0.0,0.0,3.64286,5.047,17.7687,0.0,0.0,126.0,27.92231,4e-05,1.63,1.32,-1.0,1e-06,23598.89826182582,67757.22416127735,0.2653369927004098,0.10874178892304959,0.1338400103879566,0.10005132812725177,1.0070366248986642,11.175443672839506,0.11158543545844721,0.10469243744492529,0.5703107920274185,89.63500056813928,0.10332896480858202,0.4228070588235295,0.08750453870620999,60.66252023202402,0.21229416185896344,0.11786421260638606,5.168958929351542,85.91989199069448,95.43520231421441,465.67007973649044
75,75,49.781,20.3088,40,15.2849,0,119,113,17,138,19,1.00195,50.49239,0.0,0.0,5.42857,5.078,17.56415,0.0,0.0,126.0,27.63576,2e-05,1.61,1.429,-1.0,0.0,23412.364229446983,67768.46263258491,0.26513117398167985,0.10862234604342778,0.1338086919885911,0.09967579268969301,1.0045176386865113,10.612895447530864,0.111576244265305,0.10479051524314931,0.5703107920274121,86.39081232471418,0.10315007579106072,0.4191317647058824,0.08747967377964383,60.750828684112165,0.21229803086768134,0.11825553460224629,5.13889899273281,84.6285893047946,95.50408576279025,465.518778590554
76,76,49.77,20.1798,40,14.4014,0,119,113,17,138,18,1.00278,50.54333,0.0,0.0,4.60714,5.043,17.43651,0.0,0.0,126.0,27.30302,3e-05,1.62,1.378,-1.0,1.4e-05,23337.671213681326,67810.59640762823,0.26511897464508033,0.10852235614254017,0.13372547783067074,0.0999129434336733,0.9684168651463354,10.493537808641975,0.1115767195994662,0.10476066209875881,0.5703107920274157,84.72198087244253,0.10311097842688352,0.4139784313725491,0.0874510387164628,60.868712625385804,0.21223838734481595,0.1191810737685201,5.042472754021725,82.70145936776967,95.48425433185918,465.3321454379498
77,77,49.6047,19.2773,39,15.1725,0,119,113,17,138,18,1.00205,50.34766,0.0,0.0,3.10714,5.083,17.32453,0.0,0.0,125.0,27.00962,1e-05,1.6,1.456,-1.0,0.0,23230.7374653442,67610.96149020868,0.26500021045903904,0.10770611882141456,0.13365484222720486,0.09761070470242492,1.0801636470224603,10.110001929012345,0.11147179491713075,0.10419817383432031,0.5703107920274114,87.2891783940884,0.10306307479292284,0.41049529411764707,0.08738839542669835,61.000651041666664,0.21217217489629325,0.12030321654104344,5.260547853149687,81.48105250984499,95.51726015449802,465.13541612244524
78,78,49.5414,19.0304,39,13.6941,0,119,113,17,138,18,1.00227,50.18116,0.0,0.0,4.82143,5.061,16.54754,0.0,0.0,124.0,26.8533,0.0,1.62,1.472,-1.0,0.0,23302.9597633197,67721.21423398597,0.2650117279426581,0.10737620401156063,0.13339493430615976,0.09628701135406653,1.046928865824731,9.820746527777779,0.11146415478199524,0.10375207705514387,0.5642521250051219,88.32858655669594,0.10306123039792758,0.41082431372549016,0.08745981953780854,61.20787293233989,0.21204898262760635,0.12084701136399224,4.755295030344309,80.86767019057352,95.59210785789269,464.9573690386289
79,79,49.3865,19.63,39,15.1944,0,119,113,17,138,18,1.00235,50.11984,0.0,0.0,3.64286,5.041,16.33301,0.0,0.0,122.0,26.95242,1e-05,1.62,1.498,-1.0,0.0,22999.39590696191,67625.17141032685,0.26489920425746677,0.10718185007408561,0.133165875904307,0.09623914652986937,1.3910619165660147,9.641059027777779,0.11150780227038512,0.1034238525531808,0.5686873770915867,89.62999485806851,0.10263953118380373,0.41614625490195944,0.08756979985377394,61.419300974151234,0.2118690424206352,0.12115316171469687,5.225757582367439,81.07560612544864,95.60412831586598,464.7611704759657
80,80,49.0491,18.4093,39,16.6626,0,119,113,17,138,18,1.00096,49.68727,0.0,0.0,6.71429,5.087,16.85109,0.0,0.0,120.0,27.1128,2e-05,1.61,1.567,0.125,0.0,22669.749286790866,67633.52866432145,0.2645630853683426,0.10697023806827897,0.13312306988719072,0.09620456861973516,1.0102061934731377,9.91189236111111,0.1114799652122857,0.1025217800214732,0.562034498961895,86.93071678990472,0.10221037914720325,0.4223196862745097,0.08751417721984808,61.47439782413435,0.2115079409217203,0.12171306314043351,5.530695332097175,81.63332851050892,95.75438578826822,464.5676618525809
81,81,49.0644,18.8411,39,14.4325,0,119,113,17,138,18,0.99926,49.71084,0.0,0.0,4.89286,5.053,15.7983,0.0,0.0,122.0,27.26082,2e-05,1.62,1.473,-1.0,6e-06,22673.155085514158,67636.23532690339,0.2644458144672421,0.10683250862288331,0.13313100280505683,0.09627458697539318,1.1201559391423028,9.997202932098766,0.11155514911785144,0.10212902522179394,0.5620344989618967,90.63603117259635,0.10201347131120025,0.43041960784313715,0.08750809518207331,61.43021195023148,0.2112491477991979,0.12184032615642106,4.599480814769434,81.84102119160256,95.74929505654896,464.3837190870665
82,82,49.2543,18.5379,39,15.4529,0,119,113,17,138,18,1.00123,49.97467,0.0,0.0,5.0,5.044,16.17223,0.0,0.0,123.0,27.34419,2e-05,1.64,1.395,-1.0,0.0,22958.54888489933,67800.74222974452,0.2640416594259309,0.10660582990733329,0.13309908785492833,0.09626615216721565,1.4445045946206594,9.797694830246913,0.11154953950909793,0.10220036416905777,0.5703107920274165,88.45515257018373,0.10188245891634276,0.43521803921568625,0.08768420163868919,61.51952503345631,0.21105298047128535,0.12179007212236968,5.545369321958987,82.11609898737063,95.65144754418458,464.19637029925593
83,83,48.907,17.8411,39,14.8045,0,119,113,17,138,18,0.99999,49.55989,0.0,0.0,6.92857,5.126,15.91175,0.0,0.0,124.0,27.33527,2e-05,1.6,1.597,-1.0,2e-06,22421.322177621318,67635.59976086809,0.2637453169689842,0.10639889553145387,0.13313088616131757,0.09620666147968454,1.150376441950586,10.427854938271604,0.11155700355794113,0.101718355084344,0.5598168729186673,88.3512265749617,0.10212440265338286,0.43788196078431374,0.08745734423943569,61.606051598066166,0.21075393596423722,0.12229770995001518,5.1489345474595645,82.20840079099169,95.77453644128812,463.98586738930493
84,84,49.537,18.0617,39,14.249,0,119,113,17,138,18,1.00227,50.22965,0.0,0.0,4.85714,5.059,15.30833,0.0,0.0,124.0,27.40045,4e-05,1.62,1.33,-1.0,7e-06,22976.49026672272,67671.96377652514,0.2635733004646027,0.10624438943093031,0.13307053532262952,0.09609753326169587,1.811674412081548,10.618441358024691,0.11157195977738026,0.10164088383890738,0.5680931659841887,88.7061646381715,0.10223854052314706,0.4392662745098039,0.08744574772111549,61.54266903724199,0.21063653699490079,0.12262676351431426,4.8580431621676174,82.17909155970426,95.58179318551909,463.7370325301583
85,85,49.8807,17.3014,39,15.5324,0,119,113,18,138,19,1.00544,50.49244,0.0,0.0,4.28571,5.122,15.5012,0.0,0.0,124.0,27.54561,2e-05,1.61,1.457,-1.0,2e-06,23479.42972167631,67695.19136621423,0.2634047460964908,0.10609875047736726,0.1331207738928696,0.09489123606194509,1.8938528838652973,9.676118827160494,0.11150397698760489,0.10154485435301025,0.5642521250051334,88.87743153672155,0.10218724301184766,0.44197019607843135,0.08737225188202973,61.522370891806524,0.210387777922415,0.12289881376186647,5.304580562318724,82.17179239092349,95.51226947413443,463.4890249033853
86,86,50.1291,17.5133,39,14.1281,0,119,113,18,138,19,1.00138,50.70334,0.0,0.0,3.17857,5.14,14.84753,0.0,0.0,123.0,27.65854,2e-05,1.62,1.511,-1.0,1e-06,23886.69626625799,67700.74675577824,0.26331837805910496,0.10589537880797419,0.13316916419769206,0.09427976233223721,1.2299056566169007,9.774257330246913,0.11150848182347901,0.1017081935511651,0.5620344989618937,88.22883510091852,0.10231700113973469,0.44171372549019605,0.08734417295419039,61.55846037688079,0.21029456650405795,0.123307971006865,4.895560637270189,82.39544997664892,95.47276110170887,463.2705695525349
87,87,50.0586,17.3575,40,15.1854,0,118,113,17,138,19,1.00007,50.72563,0.0,0.0,4.25,5.133,15.03348,0.0,0.0,123.0,27.74706,2e-05,1.61,1.407,-1.0,0.0,23737.739052828114,67575.21371020343,0.263270368946115,0.10580470863232423,0.13340346621166074,0.0940323322028365,0.7864997134978883,9.729938271604938,0.11151531670841586,0.10163873605956196,0.5680931659841887,87.52390385644642,0.10238191879919566,0.43930235294117637,0.0873253991617944,61.63863796657986,0.21035433611840648,0.12354688561763902,5.3872718555190335,82.70978965942567,95.47742748524462,463.081906216042
88,88,50.0792,17.3803,40,15.5255,0,118,113,18,138,19,1.0037,50.75844,0.0,0.0,4.89286,5.136,14.90184,0.0,0.0,123.0,27.85583,2e-05,1.6,1.375,0.125,6e-06,23782.135252768378,67676.79817661435,0.2632167231847796,0.10569900954927226,0.13298737373369815,0.0938124869768973,1.1363948694405837,10.09669174382716,0.11143927182482528,0.10147532552587439,0.5703107920274125,88.23125512129671,0.10217196799559601,0.436735294117647,0.0872636365676583,61.56257949640721,0.2102088337372036,0.12365260087436132,5.141834303548106,82.7291819902119,95.53116032356081,462.9147985852007
89,89,50.5124,14.8413,40,16.4006,0,118,113,18,138,19,1.00477,51.19285,0.0,0.0,6.39286,5.19,14.9208,0.0,0.0,124.0,28.03812,5e-05,1.62,1.298,-1.0,0.0,24144.48817640595,67694.68616100674,0.2631574003072604,0.10561726184114473,0.1329559323483627,0.09365027740424092,1.3392387627214117,11.615258487654321,0.11150606231578185,0.10142788345644083,0.5703107920274162,85.00360579952006,0.10169345200366654,0.4330074509803921,0.08726987059122572,61.76033961920091,0.20996582845099976,0.12380078036929515,5.094353015380749,82.89808054132838,95.42895174211546,462.7628175755175
90,90,51.3087,15.3833,41,15.0182,0,118,113,18,138,20,1.00304,51.89582,0.0,0.0,4.07143,5.065,12.7463,0.0,0.0,124.0,28.14429,2e-05,1.62,1.347,-1.0,0.0,25525.47071064742,67943.90839493286,0.26336567382312176,0.10551332425834632,0.13315210997271473,0.09358544577766884,1.6100542299558018,11.9140625,0.11208065780684696,0.10129346651349368,0.5703107920274156,85.49132420430173,0.10155622716789461,0.42753490196078425,0.08732692559229954,61.886122903706124,0.20994937287865956,0.12368977572562968,4.605120268125381,82.62957918783806,95.33580668511071,462.62968366155917
