,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,fft,blockiness,movement,staticness,temporal,cubcol.1.0,contrast,color_fulness,cubcol.0.3,cubrow.0,cubcol.0.5,noise,blur,tone,cubrow.0.6,cubcol.0.6,cubrow.0.3,uhdhdsim,cubcol.0,saturation,cubrow.0.5
45,445,65.1025,14.6038,54,19.3979,0,121,116,12,138,11,1.03125,66.25807,0.0,0.0,1.32143,4.308,12.27518,0.0,0.0,129.0,40.28889,0.00076,0.44,3.394,-1.0,0.63204,0.20968857694858306,66902.29106483047,6.362024398549536,14.14279513888889,574.848246244517,5.4414645892706135,0.36560827924559,86.8614820465139,77.72929951953694,0.2191159613854577,0.17099228288768598,0.13873203405828077,0.45503690021747084,26899.743688732826,0.6014628235294115,0.22985780817294707,0.17084609894926414,0.15791751005646507,91.4449005052609,0.2153091498208584,54.14684719509548,0.2847046773292171
46,446,64.6919,15.2043,54,20.9915,0,121,116,12,138,11,1.02843,65.84464,0.0,0.0,0.67857,4.32,12.55223,0.0,0.0,129.0,40.29211,0.00097,0.44,3.406,-1.0,0.606798,0.2094458528776459,66848.95289915096,6.55319094570493,14.374083719135802,573.0933130112454,5.553489850332574,0.3650394930116873,84.82358550284277,77.42587417540818,0.21821167194891966,0.17116755079238394,0.13814449483534694,0.4550369002174734,26356.603431895033,0.5999043137254902,0.23000000708824092,0.17049287336284255,0.158219566589604,91.46320043016864,0.21359724419936937,54.15458566171152,0.2841478934956281
47,447,64.5984,15.4619,54,22.5611,0,121,116,12,138,11,1.01019,65.7818,0.0,0.0,0.89286,4.367,13.07592,0.0,0.0,129.0,40.22495,0.00081,0.44,3.657,-1.0,0.601303,0.208995038859959,66741.24767169585,7.335473585228041,14.481529706790123,571.3765978942655,5.583791915592468,0.36459212001717783,86.6439421665043,77.57190693140652,0.21734430008738875,0.17143588007980298,0.13762427137465125,0.4550369002174753,26011.1561335757,0.598636862745098,0.23000325162861768,0.17019955810939663,0.1582094523307774,91.50540007374481,0.21153702482225697,54.215442610375675,0.28343100491518997
48,448,64.5896,15.4731,54,21.5378,0,121,116,13,138,11,1.00766,65.79189,0.0,0.0,0.89286,4.351,13.29356,0.0,0.0,128.0,40.20454,0.00079,0.44,3.791,0.23675,0.60155,0.2085122769267355,66698.89487292091,6.29560530845209,14.782841435185185,569.7198717442313,5.61658411062803,0.3639994515123299,87.02721307869321,77.55789450076688,0.2171327077717444,0.1716183381983914,0.13729085627397292,0.45281927417425183,26055.55406402992,0.6004623529411764,0.23017733628004167,0.17026624279439498,0.15820688217774953,91.52901083210307,0.20944898220905764,54.04607231234326,0.2825195196446319
49,449,64.3943,15.325,53,21.4285,0,121,116,13,138,11,0.99752,65.55479,0.0,0.0,0.85714,4.326,13.29827,0.0,0.0,129.0,39.95058,0.0009,0.44,3.635,-1.0,0.614147,0.2080030697354994,66852.76961844077,5.194925451312695,14.878231095679013,568.0452927075047,5.6716787474975,0.364173071067838,86.60723722316172,79.34083651896918,0.21721285689954575,0.17181543766459625,0.13690142188139212,0.4528192741742503,25629.09955078975,0.5978211764705881,0.2301413646125325,0.1707857494347673,0.15811057827293598,91.50623318333234,0.20747651443185663,53.784487500602815,0.2817894532520259
50,450,64.4485,15.1613,53,20.692,0,121,116,13,138,12,0.96623,65.624,0.0,0.0,1.17857,4.345,13.16856,0.0,0.0,129.0,39.87975,0.00095,0.44,4.143,-1.0,0.598718,0.20731478531239736,66948.9801304566,6.91439500421724,15.067418981481481,566.3847784197353,5.623903428207541,0.3649458457468062,88.86767333644411,80.56551020199214,0.21706817298683387,0.17197069561865708,0.1370021690522045,0.45281927417424805,25542.24704930143,0.5968986078431366,0.23045071407078885,0.17131863455176422,0.15804020294948914,91.48014385180917,0.20557267648732888,53.50490428783276,0.2812124619294348
51,451,64.3614,15.4603,53,20.392,0,121,116,13,138,12,0.97018,65.60674,0.0,0.0,1.67857,4.338,13.02527,0.0,0.0,129.0,39.88752,0.00122,0.43,3.197,-1.0,0.592659,0.20681137059309437,66955.13698832007,4.961953136572517,15.171730324074074,564.7468390462255,5.634970629983053,0.36631003229015624,86.09719260522114,80.13679489375811,0.21642671783723771,0.1721752655628667,0.13640523493853934,0.4528192741742488,25491.582429692247,0.5959380392156863,0.23091662727149553,0.17118776948564582,0.15809429825878268,91.50438125606583,0.20374202089236904,53.370404467170616,0.28058079659539303
52,452,64.2276,15.472,54,20.8724,0,121,116,13,138,12,0.97692,65.537,0.0,0.0,1.96429,4.366,13.28065,0.0,0.0,129.0,39.90957,0.00146,0.43,3.403,-1.0,0.587674,0.20628528375626437,66876.31463709826,7.370355470846951,15.16382137345679,563.1286096408785,5.6820567607972565,0.3678052711012828,86.0082936418084,79.8803632059876,0.21570372798197873,0.17230349249781238,0.13586853292048093,0.4572545262607077,25248.460762650506,0.5969439215686274,0.2313991716208358,0.17107108139864335,0.15793039415506702,91.52243100863302,0.20196152641994536,53.21942025643808,0.28002304775445663
53,453,64.1078,15.6313,54,20.8873,0,121,116,13,138,12,0.98551,65.39981,0.0,0.0,1.42857,4.327,13.2915,0.0,0.0,129.0,39.88714,0.00104,0.44,3.656,-1.0,0.55811,0.20577608004289127,66907.45912513258,7.636783904661872,14.973476080246913,561.5365324410736,5.6489585503160935,0.368697722878265,87.78634292319607,79.41081317287022,0.21515422086544098,0.17212269704671657,0.13523559645207617,0.4528192741742501,25158.966206140685,0.59808,0.2320385331172376,0.17105894379591144,0.15763333093068127,91.54027133787613,0.20032474392003155,53.118562863196864,0.27963977581382
54,454,63.7127,15.9784,53,20.9787,0,121,116,13,138,12,1.01053,65.06511,0.0,0.0,0.92857,4.384,13.43375,0.0,0.0,129.0,39.70728,0.00076,0.44,3.806,-1.0,0.509619,0.20528430511908402,66901.50223577404,7.419349920072878,14.867621527777779,559.9356289958225,5.60645486869391,0.3685081448057522,85.7964705169374,78.6670907169668,0.2149086337152057,0.17211796678224017,0.13492665776138463,0.4528192741742574,24939.492628516495,0.5957627450980392,0.23229950041924424,0.17075238295696157,0.15729100235789445,91.65537715740356,0.19860965326408536,52.97301078137057,0.2790800371271175
55,455,63.9265,16.3748,54,22.3097,0,121,116,13,138,12,1.01828,65.37243,0.0,0.0,1.0,4.371,13.73696,0.0,0.0,128.0,39.55801,0.00092,0.44,3.352,-1.0,0.509013,0.20495110486028992,66955.23284296841,8.409710741953212,15.081356095679013,558.307987901077,5.655272662988666,0.3677882893702068,88.42280485420197,78.1149723873834,0.21480142213895825,0.1724358481130879,0.1344306363788157,0.45503690021747767,25481.069088887707,0.5933270588235294,0.2328048162903374,0.17045683734760794,0.15704229478166318,91.62144380156863,0.19718420591497174,52.94530760211708,0.27852182806788733
56,456,63.8849,16.1866,54,22.1981,0,121,116,13,138,12,1.01278,65.36351,0.0,0.0,0.64286,4.337,14.07667,0.0,0.0,128.0,39.43191,0.00073,0.44,3.458,0.23495,0.528613,0.20453395644938538,66845.93437115394,8.095345540953382,15.068624614197532,556.6411623781225,5.663448259407478,0.3669889003741451,86.17719362644216,78.06077441827514,0.2145963492778637,0.17298640012730226,0.13386302000989794,0.4572545262607091,25100.582617329266,0.5911958235294082,0.23313104157466927,0.16995322539111102,0.15690028488159452,91.58050375378714,0.19589053193129002,52.68668016975309,0.2778036247666475
57,457,63.7285,16.0736,54,22.6971,0,121,116,13,138,12,0.99542,65.34889,0.0,0.0,0.67857,4.344,13.90518,0.0,0.0,128.0,39.30557,0.00082,0.45,3.367,-1.0,0.522198,0.20430444996297462,66872.26839747731,6.841247865354903,14.993827160493828,554.9677622644992,5.69630997840823,0.3660058897858134,87.6171253638517,78.21046294919142,0.21425886487965054,0.1736544159211891,0.1333952415627185,0.45725452626070967,24996.17453734267,0.5895949019607842,0.23305432464542686,0.16968572396265078,0.156791678652841,91.54906157862895,0.19489360946472647,52.69616416648583,0.27727081672619536
58,458,63.9512,16.5016,54,23.2121,0,121,116,13,138,12,0.98775,65.65463,0.0,0.0,0.64286,4.358,13.81178,0.0,0.0,128.0,39.22495,0.00089,0.45,3.279,-1.0,0.522483,0.20399531426368217,66682.584982945,6.67338404876328,14.911940586419753,553.3096269398588,5.6720807186162245,0.36550939109410796,84.26253004891738,77.9419287649435,0.21407299955723683,0.17380811169602875,0.13322291154191654,0.46715423426206115,25035.307970128204,0.5878298039215686,0.2328556164103866,0.16940016015124948,0.1567601677334023,91.51391661155128,0.193964656210625,52.625460777753666,0.276855543918413
59,459,64.4269,16.7799,55,22.5686,0,122,116,13,138,12,0.98852,66.09062,0.0,0.0,0.75,4.35,14.18729,0.0,0.0,128.0,39.29736,0.00104,0.45,3.441,-1.0,0.526287,0.20370940902761592,66893.830197358,5.710803326817673,14.983024691358025,551.699210752045,5.670078572970797,0.3646001864633914,84.11113097367938,78.13171880391673,0.21406419635540153,0.1737727696515533,0.1332715851277897,0.4649366082188318,25858.276251766165,0.5903082352941176,0.23297064096311507,0.1694085180325076,0.15672326359179306,91.50623141670451,0.1928939577220658,52.5932362874349,0.27656553146397284
60,460,64.2687,16.8721,55,24.1137,0,122,116,13,138,12,0.97794,65.96432,0.0,0.0,0.85714,4.381,14.41651,0.0,0.0,128.0,39.37577,0.00076,0.44,3.348,-1.0,0.51044,0.20234037453953807,66730.9335820533,6.575045877125218,15.213975694444445,550.1294711796056,5.730857087877602,0.36275915228588046,87.60610976393393,78.35680816248137,0.21410215140551148,0.1731632786014953,0.13181838662825113,0.46715423426206226,25896.40054643338,0.5908796078431373,0.23288992743751386,0.1693146957518325,0.1564338254983018,91.60290408214047,0.18790124620623117,52.58398173767843,0.2762358062780873
61,461,64.2645,17.3097,55,24.2078,0,122,116,13,138,13,0.9891,66.00766,0.0,0.0,0.92857,4.384,14.49026,0.0,0.0,129.0,39.46697,0.001,0.44,3.017,-1.0,0.456473,0.2012979260796437,66788.72633663651,6.654101135527483,15.517554012345679,548.6144926210468,5.774407556837224,0.3618015001251248,86.2688079306602,78.42196923710358,0.21332560639376563,0.17263120278573763,0.13063339885882386,0.4671542342620654,25899.74134064747,0.5924064901960776,0.2330136906935624,0.1691645065956854,0.15636698123578174,91.56110241017798,0.1837378793892977,52.64454349470727,0.2753533218379306
62,462,64.1973,17.1176,55,24.402,0,122,116,13,138,13,1.00699,65.98555,0.0,0.0,1.17857,4.36,14.87143,0.0,0.0,128.0,39.67321,0.00157,0.44,3.06,-1.0,0.423262,0.20025234444265053,66847.26115323348,5.203514506845122,15.749324845679013,547.1371975094754,5.88628937591644,0.3619537098813834,85.75849609691106,78.11521344656813,0.212752093558773,0.17205977000187891,0.12973357797420973,0.4671542342620661,25786.602003239124,0.5956615686274509,0.2329635840870482,0.16904347505547868,0.15625150268001373,91.57200897890982,0.18134539131044616,52.67707316080729,0.2742904335680644
63,463,63.9379,16.7881,55,23.9431,0,122,116,13,138,13,1.0096,65.72215,0.0,0.0,0.96429,4.382,14.70474,0.0,0.0,128.0,39.78374,0.00154,0.45,2.965,-1.0,0.411064,0.19945854473176747,66818.19107746641,4.8346668124509975,15.861448688271604,545.6805286420063,5.817161307411058,0.3630043899885834,88.58327125668379,78.26078323059288,0.21110596906567725,0.1717247177235124,0.128914475352415,0.46715423426206654,25416.375442922643,0.5969098431372548,0.23300000507372928,0.16893168473244816,0.15625531894512,91.59171377817658,0.17967218515015485,52.667364991741415,0.27311629244928326
64,464,64.039,17.0897,55,25.0632,0,122,116,13,138,13,0.99976,65.72357,0.0,0.0,0.85714,4.372,14.41745,0.0,0.0,128.0,39.88664,0.00074,0.44,3.193,0.21553,0.402721,0.19856671759901592,66856.82188636955,7.102686280179677,15.74074074074074,544.2631880199995,5.837808785265499,0.36407837100368184,85.86194262894755,77.89645391617577,0.2097776839025334,0.17174333533854946,0.1275441363239607,0.4693718603052923,25493.407803115253,0.5974070588235295,0.23304324052693323,0.16928319934461786,0.1561909749260863,91.5533728149307,0.17746762762937354,52.687907466182004,0.272122063870549
65,465,64.1595,16.8215,55,25.222,0,122,116,13,138,13,1.00205,65.84831,0.0,0.0,0.78571,4.35,14.67839,0.0,0.0,128.0,39.93806,0.00048,0.44,3.195,-1.0,0.382031,0.19749665957483833,66902.03318104592,5.621962466675652,15.844425154320987,542.870418348338,5.906669223804939,0.36450856220448347,85.25295667382312,77.56007265955496,0.2088074520181187,0.17162691232835478,0.12660358152428122,0.467154234262067,25763.131530106886,0.5965282352941177,0.23296492649261652,0.16927651690754464,0.15629853381967876,91.55146820001347,0.1755741185802578,52.62573449405623,0.27114831482057705
66,466,64.4617,16.1498,55,25.6782,0,122,116,13,138,13,1.00941,66.0207,0.0,0.0,0.57143,4.366,14.45304,0.0,0.0,129.0,39.99581,0.00071,0.43,3.39,-1.0,0.390857,0.19639924130197142,67070.07048557798,7.950916718031428,15.705680941358025,541.5279074061591,5.933570309935021,0.3659617993180285,86.05039890030001,77.30051542943882,0.20764697383641453,0.17140292385544484,0.1255118592666778,0.46715423426207286,26269.415847928092,0.5962227450980392,0.23278791362308568,0.16936406523590472,0.1565497738221368,91.50442554605247,0.17415482980463626,52.73207619749469,0.26992355955487435
67,467,64.4274,15.8792,55,25.1163,0,121,116,13,138,12,1.00734,65.92673,0.0,0.0,0.42857,4.384,13.87765,0.0,0.0,129.0,40.02085,0.00074,0.44,3.628,-1.0,0.413005,0.19546410006479528,67145.81535272322,5.701066195861343,15.640721450617283,540.2128547268319,5.933949339034709,0.3677167715291267,85.0851594677025,76.89303709889958,0.20622543072116922,0.17132249856753062,0.125269126636751,0.4693718603052912,26431.472386459915,0.5950205294117645,0.23254855332084173,0.16922113218189724,0.15647314880929078,91.57018427370468,0.1717014864813717,52.79634188428337,0.2684247085563697
68,468,65.0257,15.3219,56,25.3589,0,121,116,13,138,13,1.00909,66.53291,0.0,0.0,0.53571,4.344,13.64756,0.0,0.0,129.0,40.16731,0.00075,0.44,3.856,-1.0,0.351485,0.19447937461593526,67424.47061918462,7.020614816424499,15.444685570987655,538.9456418461798,5.92765470026954,0.36897707824410364,85.66475362252665,76.8320025364773,0.20489219677302853,0.17133843056296133,0.12470959238419452,0.47158948634852454,26870.625424855865,0.5975086274509804,0.2323256359081834,0.16902451347142244,0.15652252601326408,91.40703010424984,0.1664969525693669,52.82776217990451,0.26709575161908533
69,469,64.8267,15.5458,56,25.3883,0,121,116,13,138,13,0.99489,66.32126,0.0,0.0,0.46429,4.324,13.16911,0.0,0.0,129.0,40.15043,0.00069,0.44,3.955,-1.0,0.392442,0.19332841307528886,67290.42359340464,3.9386934344956748,15.115162037037036,537.7057011254233,5.761285431105878,0.37052023522514804,87.97198835423136,76.86133558298293,0.2036530095887759,0.17164514179481943,0.12411492146049864,0.46937186030529626,26385.47758258655,0.5989917647058823,0.23208792787501312,0.16884123696690492,0.15647385479984174,91.46302835527338,0.15954412039278545,52.72965381763599,0.26592792846632174
70,470,64.7069,15.2464,55,24.1478,0,121,116,13,138,12,0.98359,66.20275,0.0,0.0,0.96429,4.311,13.36124,0.0,0.0,129.0,40.10548,0.00103,0.44,3.413,-1.0,0.380451,0.1921523196636455,67006.8142069793,6.509916894153214,14.860773533950617,536.5147207354914,5.79326240617854,0.3719090416483509,85.82786272634195,76.89242758711028,0.20243523583929715,0.17175129310861326,0.12369892027849969,0.4671542342620716,26002.426381842342,0.5980407843137255,0.23192040435367842,0.16821507823148527,0.15646760190515965,91.4800111343552,0.15327377665566075,52.596739403995464,0.26438322451291324
71,471,64.6196,15.6047,55,23.773,0,121,116,13,138,13,0.98758,66.12459,0.0,0.0,0.67857,4.33,13.10134,0.0,0.0,129.0,40.0692,0.00131,0.43,4.402,-1.0,0.389435,0.19112077964167784,66968.17601772198,7.636443904603074,14.329475308641975,535.3542178107506,5.717045637543858,0.3733184641075928,86.23136560102677,76.89718250110931,0.2013918727842619,0.1721873968027086,0.12304610692589324,0.4671542342620649,25775.212433450408,0.5986956862745098,0.23172331992235268,0.1675153173007804,0.1565676349931159,91.47313734412676,0.1461833768716207,52.66958448621962,0.26319807465505174
72,472,64.2192,15.5027,55,24.2151,0,121,116,13,138,13,1.00024,65.76234,0.0,0.0,0.82143,4.313,13.40956,0.0,0.0,129.0,40.07124,0.00067,0.43,3.823,0.19676,0.372514,0.1901185856021327,66754.7699253702,4.99202955923895,13.781539351851851,534.2468922805501,5.752059047708311,0.37429512019138445,86.95938405769947,76.9359004633152,0.20054206425853235,0.1718924533842336,0.12252800512413449,0.46715423426206487,25259.302359639834,0.5997223529411764,0.23149034114248826,0.16688609948907207,0.15670525417201422,91.47271129969228,0.13785519345014946,52.64651169011623,0.26183242471201357
73,473,64.1829,15.1491,55,24.2849,0,121,116,13,138,12,1.00475,65.70492,0.0,0.0,0.82143,4.319,13.32046,0.0,0.0,129.0,40.03553,0.00048,0.43,3.452,-1.0,0.377914,0.1895477864930654,66733.31024047517,5.676031176054825,13.269675925925926,533.1626283428315,5.75038903228588,0.3733818224374835,88.2595462896126,77.07256982257269,0.20007226182986193,0.17186325174480974,0.1212918593402937,0.467154234262063,25188.53993490028,0.6000486274509804,0.23111774774755042,0.1662151508485814,0.15708600340640552,91.50496617600011,0.12900151225531045,52.65336175612462,0.26048914908158083
74,474,63.8394,15.0675,54,23.9601,0,121,116,13,138,12,0.99637,65.35381,0.0,0.0,0.32143,4.288,13.03473,0.0,0.0,129.0,39.63304,0.00098,0.44,4.247,-1.0,0.385581,0.1891248366777327,66691.57107074848,6.104521812143039,12.846064814814815,532.1437628976182,5.738957697075042,0.3728513646284544,87.03393682585454,74.28284517836136,0.19994964280106892,0.17204044285212608,0.11982943235472414,0.46715423426206204,24618.66858535666,0.5910391176470587,0.23089406037226096,0.16586124370953412,0.15779688825767915,91.54024262907481,0.12343456126145559,52.87740467212818,0.25940657283157403
75,475,63.6599,15.0007,54,22.499,0,121,116,13,138,12,0.99005,65.17672,0.0,0.0,0.39286,4.278,12.94899,0.0,0.0,129.0,39.52464,0.00113,0.43,4.104,-1.0,0.383832,0.18903222774056083,66614.14720153296,6.359574855034555,12.59765625,531.1730583419716,5.662371482884639,0.37382605805070773,84.98405165680502,74.19174583419057,0.2001159220280298,0.1720486108514381,0.11847113682326386,0.46331319328299064,24253.206045515384,0.5912207843137255,0.23084257832261199,0.16501789082589816,0.15859888984932283,91.5418032485739,0.12021523740728896,52.96107407558112,0.25789704751312575
76,476,63.6346,15.1441,54,21.9691,0,121,116,14,138,12,0.97664,65.14031,0.0,0.0,0.28571,4.293,12.89153,0.0,0.0,129.0,39.5383,0.0009,0.44,3.569,-1.0,0.368429,0.18877823232890148,66581.68389359945,5.446312799000168,12.524353780864198,530.249893664384,5.735898976549992,0.37420007792382987,86.45123382025167,75.86315025387701,0.1996732604658172,0.171918177780337,0.11750557402895508,0.4627189821755944,24427.04571767192,0.5920796078431372,0.23079390373506334,0.16437933602166185,0.15923255786633247,91.6508777804508,0.11796221921850399,52.170209719810956,0.25683280327244035
77,477,63.7772,15.1255,54,22.4085,0,121,117,14,138,12,0.98082,65.24867,0.0,0.0,0.60714,4.305,13.01306,0.0,0.0,129.0,39.54639,0.0013,0.44,3.351,-1.0,0.404356,0.18864824984229867,66579.85866206448,5.991323399189352,12.333092206790123,529.3630077091135,5.764888342062717,0.3738985732839089,89.31191938040737,77.0164080977093,0.1993576749763855,0.17182511751429363,0.11676025645848366,0.4594721523039366,24693.71794900634,0.5915745098039216,0.23057452313913523,0.16493533757620893,0.1599574725533794,91.66788986421847,0.1151957216336375,51.783030945577735,0.2557095021046962
78,478,63.8881,14.9294,54,23.0404,0,121,117,14,138,12,1.00595,65.31303,0.0,0.0,0.89286,4.308,12.99391,0.0,0.0,129.0,39.5598,0.00137,0.44,3.823,-1.0,0.418639,0.1881646312216064,66640.18678106245,5.2691370606078936,12.125096450617283,528.5263531365434,5.609626425094208,0.3739399273137886,88.33100581149671,76.78273447754984,0.1989302977249261,0.172019568045613,0.11596579604666675,0.45281927417425444,24739.553223150117,0.5913105294117634,0.23061117793720207,0.1640822682559549,0.1604925652667665,91.60764374166119,0.11289760524804601,51.8453559404538,0.2544511935024317
79,479,63.7017,14.5989,53,21.7776,0,121,117,14,138,12,1.01941,65.10622,0.0,0.0,0.78571,4.298,12.82029,0.0,0.0,129.0,39.42369,0.00093,0.43,3.796,-1.0,0.441729,0.18799989394746577,66737.82195827982,6.6328241802128955,11.77560763888889,527.7522727909916,5.55539434083218,0.37445978287014775,86.86780696867595,75.84828954477425,0.19835766537222868,0.17244678219498297,0.11527574154971193,0.45503690021747994,24506.52737943716,0.5902400196078414,0.2307635046891775,0.16329137118329437,0.16107892641979102,91.55669119184176,0.11043421619861447,51.83525688265577,0.25325321389239647
80,480,63.2029,14.1257,53,21.9933,0,121,116,14,138,12,1.00762,64.54431,0.0,0.0,0.82143,4.344,12.54025,0.0,0.0,129.0,39.15286,0.00075,0.43,3.668,0.20949,0.446182,0.18724174415766748,66659.18919185287,5.250614177338206,11.223958333333334,527.0350399759221,5.5892701530362086,0.37524526781803724,87.60936984694334,75.73104061006634,0.19751702343515287,0.17268289423066555,0.11491092410781222,0.45281927417424983,23602.350884060786,0.5866243137254902,0.23064140720120035,0.16228640727337737,0.16140746609594409,91.63549941056107,0.1052796630939917,51.92192435558931,0.25202691784284703
81,481,63.2111,14.1565,52,19.9653,0,121,116,13,138,11,0.99244,64.56076,0.0,0.0,0.60714,4.305,12.13431,0.0,0.0,128.0,38.98468,0.00089,0.44,3.716,-1.0,0.462155,0.18684965283636812,66550.1348079217,6.294306352062469,10.818431712962964,526.3641067727797,5.579723646581631,0.3753922577056864,86.40920500859873,75.38701541794596,0.19668430848830498,0.1727861192242402,0.11424607813723628,0.452819274174247,23636.28600355747,0.5855713725490197,0.23024983525147058,0.16161540792267007,0.16164013893665813,91.71199896633905,0.09607467220498538,52.01612458405671,0.25082113838228487
82,482,62.8163,13.9873,52,19.7613,0,121,116,13,138,11,0.98538,64.14577,0.0,0.0,1.32143,4.328,12.16168,0.0,0.0,129.0,38.77187,0.00105,0.44,4.349,-1.0,0.461712,0.18663715302988249,66555.69797362263,6.733861516621266,10.478636188271604,525.723396002711,5.5881323091418755,0.3763131866320342,85.95951483529753,75.35549699893683,0.1960053736147536,0.17277489666031498,0.11380108438450498,0.45281927417424406,23254.593176050665,0.5827660196078412,0.2298440468014119,0.1606891562862016,0.16190638716771236,91.77460099265002,0.08646699514533181,52.01941972897377,0.24938884246159332
83,483,62.7925,13.5015,52,20.2905,0,121,116,13,138,11,1.00391,64.17718,0.0,0.0,1.5,4.323,12.01737,0.0,0.0,129.0,38.65541,0.00097,0.43,3.915,-1.0,0.463101,0.18625555500291563,66530.08471530501,6.761567907019603,10.339795524691358,525.1046263462681,5.563692175268324,0.37641523869463045,86.62734303828198,74.76451526995956,0.195560654138303,0.1725512784946601,0.11322535236891443,0.45281927417424783,23185.416338654184,0.5824470588235293,0.22954388477804452,0.15979555111759441,0.16196959446793885,91.76355755717402,0.0834712175198052,52.0968731538749,0.24788365225616749
84,484,62.5915,13.4749,52,18.9037,0,121,116,13,138,11,1.01573,63.96201,0.0,0.0,1.03571,4.316,11.59409,0.0,0.0,129.0,38.54864,0.00104,0.44,4.297,-1.0,0.472364,0.1858836008935862,66489.11449033854,6.223723385810846,10.071711033950617,524.508767015981,5.481638868056153,0.3763502027811888,86.57116139871951,74.7358123088803,0.19509178788454193,0.17229778968684775,0.1129042602468392,0.4528192741742462,22997.805692865924,0.5786525490196078,0.22935432090186747,0.15891865633272723,0.1620140677330483,91.73151637109774,0.0821418068700395,52.0463818208671,0.24662365731188263
85,485,62.6724,13.4613,52,19.4203,0,121,116,13,138,11,1.0144,64.04162,0.0,0.0,1.28571,4.307,11.578,0.0,0.0,129.0,38.46067,0.00157,0.44,4.836,-1.0,0.492261,0.18580757308335794,66575.40927126455,6.78519194875662,9.876639660493828,523.9297913474875,5.46230260741279,0.37521779516660947,85.10101890382863,74.80163833407441,0.1944620615448147,0.1718088709299556,0.11169611728630724,0.4528192741742456,23159.458589510243,0.576114117647059,0.229116983695048,0.15860699212585738,0.16193493454796745,91.74163572216477,0.08056575096972539,52.1977603111738,0.24506975929560107
86,486,63.0796,13.5083,52,18.793,0,121,116,13,138,11,1.01785,64.38841,0.0,0.0,0.57143,4.282,11.57067,0.0,0.0,128.0,38.35846,0.00154,0.44,4.403,-1.0,0.474664,0.18602692987481492,66812.82112887147,6.548076647878254,9.61742862654321,523.4019542252205,5.44392650951952,0.3752222479211601,86.2810237360788,74.92260199115566,0.19380086806113503,0.17182899896104603,0.11101141353323901,0.4528192741742467,23645.09743053294,0.5734254901960785,0.2290853419159138,0.15807752271861236,0.1616004226414274,91.7390022712163,0.07956050219714413,52.12428716965663,0.24362249843753972
87,487,62.8575,13.6066,52,18.9427,0,121,116,14,138,11,1.01032,64.15914,0.0,0.0,0.57143,4.282,11.61638,0.0,0.0,128.0,38.25803,0.00116,0.44,4.578,-1.0,0.496025,0.18605962094912334,66775.92249232881,6.175921460229657,9.360773533950617,522.9235154855473,5.451950917595496,0.37572872621965514,84.1903417913961,74.78567557538466,0.19279413326578496,0.1716093419570932,0.11056584609164663,0.45281927417424656,23334.857597492446,0.5704498039215686,0.22905349960434235,0.1578208158783415,0.1613654649960607,91.7166375787636,0.07910304094344357,52.258837287808646,0.24210474401814341
88,488,62.9281,13.1906,53,19.8688,0,121,116,14,138,11,1.01115,64.30261,0.0,0.0,0.53571,4.294,11.70406,0.0,0.0,129.0,38.32876,0.00069,0.43,4.747,0.23007,0.479291,0.1861678904829861,66847.81373742234,6.301064486685685,9.234760802469136,522.497607790866,5.492342584366275,0.37595864430009357,86.85461124345431,74.73948129158421,0.19270555751640156,0.17123277894978947,0.11057593269740366,0.45281927417424744,23473.207465972973,0.5707588235294118,0.22899878428428413,0.1575914580498363,0.16110430981628265,91.71620675716844,0.07886522748962366,52.33845896779755,0.24082797809700798
89,489,63.3551,12.8955,53,17.6763,0,121,116,14,138,11,1.01606,64.69548,0.0,0.0,0.32143,4.298,11.34339,0.0,0.0,130.0,38.40565,0.00085,0.43,4.014,-1.0,0.485423,0.18696895828924356,67081.11750555939,7.154031550303039,9.10619212962963,522.1074058592427,5.36003278471217,0.3758839643650848,84.39603841737764,74.71987097727046,0.19250503372745364,0.17148218143605987,0.11056081877270885,0.45281927417424567,23987.7269929669,0.5714303333333333,0.22880950855527918,0.1570604714579468,0.16074739540734304,91.6801935297932,0.07900283558318198,52.410356121298705,0.23983372733903088
90,490,63.3401,12.5775,53,18.2555,0,121,116,14,138,11,0.99791,64.64686,0.0,0.0,0.60714,4.311,11.09355,0.0,0.0,130.0,38.43654,0.00092,0.43,4.657,-1.0,0.509096,0.18750580171391104,67115.27996587446,5.666664028140999,9.041473765432098,521.743239412368,5.3219295248083425,0.3760645819428608,87.52872142613528,74.94788717812075,0.19201749412313956,0.17214364981018085,0.11062108954969724,0.4550369002174728,24102.60024931389,0.5715082352941175,0.2288333662537843,0.1564861927714322,0.16059105827281642,91.72935836157897,0.0791527121479613,52.40633006154754,0.23887353714034842
