,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubcol.0.6,color_fulness,movement,noise,fft,cubrow.0.3,tone,blur,cubcol.0.5,cubrow.0,cubcol.0,staticness,cubcol.0.3,saturation,cubrow.1.0,cubrow.0.5,uhdhdsim,temporal,cubcol.1.0,cubrow.0.6,blockiness
45,145,64.7161,7.70512,35,7.96147,0,105,131,9,125,8,0.98675,60.04796,0.0,0.0,4.60714,4.077,6.80396,0.0,0.0,126.0,58.07192,8e-05,0.72,1.184,-1.0,0.0,92.41926356939746,0.22797470722698046,158.39565772914347,6.642602237654321,0.5250882857207397,68933.89120763107,0.27561869298414193,0.8566133333333334,59366.633687322406,0.22227403606481835,0.11034695813441452,0.017709804171171663,540.1755656652074,0.039762006405996045,31.927673151463637,0.11249118996618566,0.1583421220729422,90.26695865664082,3.8746921132497,0.023674884512924186,0.14257960340596748,1.8613325826952882
46,146,64.6501,7.3839,35,7.65528,0,105,132,9,125,8,0.98369,59.97871,0.0,0.0,3.71429,4.08,6.59095,0.0,0.0,126.0,58.06347,8e-05,0.72,1.211,-1.0,0.0,92.48688513510541,0.227827389150007,157.6432920770574,6.633728780864198,0.5228706596775128,68861.59612120033,0.2755311974002677,0.8574843137254904,59243.45851235585,0.2221194795233794,0.11038875034002893,0.01772968531958431,539.6267839585516,0.03960931700470821,31.861943562825523,0.11207308395616282,0.15836055536348612,90.33894388297719,3.7976180865682165,0.02371523270091942,0.14251043408213382,1.9639708337867714
47,147,64.6841,7.24991,35,7.52132,0,105,132,9,125,7,0.98423,60.02871,0.0,0.0,3.46429,4.093,6.31705,0.0,0.0,127.0,58.17207,5e-05,0.72,1.155,-1.0,0.0,93.2284714950503,0.22767381038256976,158.57809372836027,6.48022762345679,0.5250882857207272,68911.63536903572,0.27542665430412955,0.85881568627451,59404.1076738872,0.22187052244977512,0.11040273357552838,0.01774313209985303,539.0845834066713,0.03942961836754161,31.810335889274693,0.11176850064110634,0.15823611730921197,90.31041192617397,3.7071841358126503,0.02373947578879153,0.14266818882711915,1.9325116825786544
48,148,64.6495,7.00214,35,7.05297,0,105,131,9,125,8,0.985,60.02004,0.0,0.0,3.0,4.112,6.20164,0.0,0.0,127.0,58.26575,6e-05,0.71,1.205,0.125,1e-06,91.49717190313238,0.2275424392808928,158.47050227141887,6.174720293209877,0.5250882857207309,69005.38111107453,0.27536242921053905,0.8607580392156863,59396.091269895034,0.22164175802541922,0.11038621888484322,0.017749114315487615,538.5323459705944,0.03925661530448647,31.709048800998264,0.11149922169032325,0.1582034679294475,90.31183729097206,3.6343566497330513,0.023708029364068628,0.1425375771626702,1.644722360410147
49,149,64.7046,6.86659,35,6.74845,0,105,131,9,125,7,0.98543,60.0928,0.0,0.0,3.53571,4.097,5.99192,0.0,0.0,127.0,58.38677,0.00012,0.72,1.227,-1.0,0.0,91.10674941706158,0.2273558776995143,158.48266352283832,5.914158950617284,0.5250882857207323,69000.6147969521,0.27525459233832844,0.8648870588235296,59595.88132029817,0.22118681356535486,0.11037043110333099,0.017753962903994905,537.969022698533,0.03908679872149754,31.618786470389658,0.11123398146943315,0.1581528827698628,90.31792089345748,3.5767413751143278,0.0237194088257414,0.1423580344326428,2.033058513468158
50,150,64.6819,6.81808,35,6.44395,0,105,131,9,125,7,0.98372,60.09249,0.0,0.0,4.0,4.117,5.8718,0.0,0.0,127.0,58.45467,0.00011,0.71,1.193,-1.0,0.0,93.84697552648878,0.22724444559485557,157.71707384101282,5.751012731481482,0.52287065967751,69013.08667331192,0.2752123948460546,0.865564705882353,59417.9091785842,0.2207550885123723,0.11035527305870131,0.017734916557235244,537.4099745239573,0.03895094305337164,31.519359447337962,0.11100596022924572,0.15824175435087293,90.35848131733931,3.52201985266872,0.023661226773179528,0.1421344841329127,2.1481967613580353
51,151,64.7741,6.53478,35,6.32347,0,105,131,9,125,7,0.98723,60.18382,0.0,0.0,3.78571,4.121,5.83338,0.0,0.0,127.0,58.56974,7e-05,0.7,1.17,-1.0,0.0,93.30580303740132,0.22709549582027685,158.68186147822306,5.426070601851852,0.5228706596775058,68953.82800540366,0.2751770299445628,0.8661309803921569,59635.32009193992,0.22031368309844598,0.11036677100347632,0.01773663618135386,536.8781350129558,0.03878428644086448,31.53902877995997,0.11085118013040555,0.15821532287792975,90.33283535851099,3.4882819574484647,0.023642490130083644,0.14192355502060933,2.1144037146905803
52,152,64.7255,6.13535,35,5.86767,0,105,131,9,125,8,0.99009,60.12744,0.0,0.0,4.21429,4.152,5.58704,0.0,0.0,127.0,58.62506,0.00013,0.72,1.164,-1.0,0.0,90.11630668375227,0.22691375536087133,157.5501911451974,4.989245756172839,0.5228706596775078,68979.36124078528,0.2751360262596306,0.8660039215686275,59464.372848927116,0.21990850343182236,0.11034440586111487,0.01775064219486237,536.3618750915349,0.038617878039230696,31.482847990813077,0.1106960389300534,0.15824282935495743,90.36388069033329,3.4573542325901543,0.023604291047666322,0.1417191940058223,1.891363659315779
53,153,64.8318,5.7618,35,5.75087,0,105,131,9,125,7,0.98997,60.23542,0.0,0.0,3.39286,4.148,5.24317,0.0,0.0,127.0,58.69501,0.0001,0.72,1.219,-1.0,0.0,92.96765371577368,0.22675205306910637,157.7115893334871,4.4468557098765435,0.5228706596775051,68948.34209145729,0.27508275154702494,0.8658631372549019,59704.37475927712,0.2194156446345914,0.11035639647082243,0.017755759154415657,535.8687384749295,0.03847487496014186,31.36974683220004,0.11054173681085609,0.15846558669504918,90.35128594507525,3.4506794905872176,0.023607211741380113,0.14162477147391758,2.1474859306038794
54,154,64.946,5.28436,35,5.60046,0,105,131,9,125,7,0.98424,60.37031,0.0,0.0,3.78571,4.167,4.91789,0.0,0.0,127.0,58.73469,0.0001,0.72,1.21,-1.0,0.0,90.07035565810774,0.22658980584287938,157.7929411957632,3.9997106481481484,0.5250882857207376,69119.52192926935,0.2750742121768042,0.8658631372549019,59822.73680963199,0.2189605985339144,0.11037018472936225,0.01775956151033781,535.3780817138487,0.03830492114860501,31.448478227780193,0.11040465877291895,0.15866780363438043,90.33884717675488,3.436405105278233,0.02357380624025709,0.14145773653097607,1.804454763840613
55,155,64.9696,4.70645,36,5.55719,0,106,131,9,125,7,0.98172,60.39019,0.0,0.0,3.67857,4.149,4.50601,0.0,0.0,127.0,58.72796,0.00012,0.71,1.204,-1.0,0.0,92.77850627439652,0.22647052232753112,157.86188549727478,3.7940297067901234,0.5228706596775038,68977.44007258459,0.2750652353411351,0.8655498039215686,59825.9714205904,0.21869254446592537,0.11039698764020028,0.017776249359477816,534.9180499587326,0.038179106945367074,31.438860481168017,0.11030470554993167,0.15897528360765878,90.32795871714089,3.401144165689315,0.02356944923437704,0.14132356825420683,2.033843888935871
56,156,65.0619,4.13331,36,5.32307,0,105,131,9,125,7,0.98168,60.49786,0.0,0.0,4.17857,4.164,4.00272,0.0,0.0,127.0,58.74577,0.00013,0.71,1.212,0.125,0.0,93.02493544562704,0.22629772130820064,158.20189431536988,3.4774787808641974,0.5228706596775091,69120.9009280613,0.27502138389943986,0.8649921568627452,59969.95095010913,0.21840538504757195,0.11037931821749739,0.017764183041104303,534.4706562133847,0.03803476155735247,31.43144640510465,0.11023204373575898,0.15945783853090656,90.322602435175,3.334849023650886,0.0235473345241028,0.14123719805570306,2.1204248629097
57,157,65.148,3.47715,36,5.18061,0,106,131,9,125,7,0.98262,60.59223,0.0,0.0,4.21429,4.129,3.50399,0.0,0.0,127.0,58.74417,9e-05,0.72,1.192,-1.0,0.0,93.40247019431989,0.22616166859024237,157.90498825090475,3.1875,0.5228706596775118,69066.45202776528,0.27499324661621466,0.8649921568627452,59998.50834493186,0.21824694183223742,0.11039290428854584,0.01779257792904066,534.0686413582919,0.037913462012557075,31.367983782732928,0.1101619941790386,0.15999783452052949,90.30500329926261,3.2654577592692906,0.02353382050001097,0.14120249093784196,1.8802464177491485
58,158,65.2296,2.94508,36,4.71078,0,105,131,9,125,7,0.98303,60.67131,0.0,0.0,4.14286,4.132,2.93148,0.0,0.0,127.0,58.73135,0.00015,0.71,1.21,-1.0,0.0,92.69084578247376,0.22600655663053226,157.4430072789059,2.931278935185185,0.525088285720733,69192.20863179018,0.2749637261341975,0.8649843137254902,60048.111724170085,0.21825310079912327,0.11040394794388997,0.01781241269242982,533.6643360824419,0.03779331874355639,31.34748199839651,0.11011978669278474,0.1606025007355653,90.28172715251972,3.168669388833498,0.0234937996654386,0.14135676860521879,1.9076977457563693
59,159,65.2651,2.83135,36,4.2817,0,106,131,9,125,7,0.98313,60.7209,0.0,0.0,4.07143,4.116,2.4655,0.0,0.0,127.0,58.74989,0.00012,0.72,1.2,-1.0,0.0,92.81442262527722,0.22584647160756177,157.67374510279478,2.6283275462962963,0.5250882857207296,69149.23498560405,0.2749569762355539,0.8647541176470588,60198.10707163119,0.21841384545248535,0.11040220610656114,0.01777794917432184,533.2947953494864,0.03763844388097823,31.33372214988426,0.11012141688734052,0.1612595134734449,90.26531382091196,3.0829241730940002,0.023469268817008757,0.14157787159831114,1.8429228542867173
60,160,65.2869,3.41308,36,4.10172,0,105,131,9,125,7,0.98077,60.7381,0.0,0.0,3.82143,4.128,2.36371,0.0,0.0,127.0,58.74198,0.00015,0.72,1.199,-1.0,0.0,92.479970507364,0.22545222406111595,157.38350913155554,2.450761959876543,0.5228706596775028,69113.63084607713,0.2748336950212942,0.8644564705882354,60227.37917121264,0.2184938400759298,0.11040743058748129,0.017802162623088542,532.9328771742798,0.037337438999616425,31.380177815755207,0.10995709757861004,0.16211347686034108,90.26907225485083,3.0413432360175245,0.023477514193427345,0.14158798848201856,2.251003162667721
61,161,65.214,4.0835,36,4.23578,0,106,131,9,125,7,0.98551,60.67923,0.0,0.0,4.32143,4.144,2.87437,0.0,0.0,127.0,58.78086,0.00013,0.72,1.209,-1.0,0.0,92.17361733190288,0.22494257972342957,158.51810930228498,2.173321759259259,0.522870659677508,69090.34372742598,0.27477177659801966,0.8649843137254902,60144.6798539441,0.21842127629152416,0.11045592024627943,0.01779677419313325,532.5944062480995,0.037082159485236,31.28245845841773,0.10978544213704648,0.16266011147819223,90.30150571774519,3.139430237446308,0.023502920184774508,0.14149967869611127,1.8053695748124767
62,162,65.1542,4.34874,36,4.8332,0,105,131,9,125,7,0.98612,60.62817,0.0,0.0,4.71429,4.155,3.4631,0.0,0.0,127.0,58.79948,0.00018,0.72,1.211,-1.0,0.0,93.38020437830075,0.22431402481716375,157.8221192733654,1.8790991512345678,0.5228706596775062,69042.41505607778,0.2747313990843586,0.8647164705882353,60054.653835976074,0.2181174779221109,0.11047084739964144,0.017793638109866023,532.2746843549206,0.03677606652270935,31.35390161584925,0.10960819585230455,0.16316527685122198,90.31809787550205,3.235107090711911,0.023489265833109205,0.14121467444722824,2.0866628697264824
63,163,65.2043,4.54897,36,4.81863,0,105,131,9,125,7,0.98419,60.67675,0.0,0.0,3.82143,4.157,3.69351,0.0,0.0,127.0,58.82793,0.00015,0.71,1.237,-1.0,0.0,93.45657328314957,0.22362618712297527,157.79176459063513,1.6870659722222223,0.5228706596775085,69065.89732435334,0.27466895906191807,0.8649843137254902,60209.96700393212,0.21786322326983618,0.11049076595616716,0.017811926624982613,531.9804137071651,0.03646063147779279,31.316855159806618,0.10947940263175406,0.16336723253106317,90.33211562766425,3.2557511090695828,0.023429370841362627,0.1409861371480099,2.215223048276871
64,164,65.1871,4.71545,36,4.7796,0,105,131,9,125,7,0.9861,60.66142,0.0,0.0,4.21429,4.177,3.86677,0.0,0.0,127.0,58.81447,0.00018,0.71,1.221,0.125,0.0,93.49028774900587,0.2229708236234089,158.0433644847195,1.5124421296296295,0.5228706596775118,69032.2554953151,0.27460365863021846,0.8649921568627452,60066.31059890811,0.21755891158813218,0.11045633868703254,0.017806121830903614,531.6832752443967,0.03613188180472964,31.417233125663095,0.10925437767030997,0.16351457519363316,90.31896910871811,3.250336001743265,0.02342046542987497,0.14075829506079623,2.010027940000773
65,165,65.2409,4.63213,36,4.76471,0,105,131,9,125,7,0.988,60.72114,0.0,0.0,3.35714,4.167,4.01052,0.0,0.0,127.0,58.84539,0.00012,0.72,1.195,-1.0,1e-06,93.47076409166444,0.2224094839839381,158.76741974733645,1.3756751543209877,0.5228706596775091,69088.07624249453,0.2745797000305901,0.8655498039215687,60212.8635083187,0.21725820707533047,0.11046302141734947,0.017782350997496713,531.4172994770186,0.03575918299167468,31.47238931538146,0.10898133812268812,0.16375746147626039,90.3151582866287,3.2309556474170504,0.02340191080116184,0.1405207704165892,2.134905002601321
66,166,65.3346,4.44583,36,4.59069,0,105,131,9,125,7,0.98816,60.80992,0.0,0.0,3.78571,4.154,3.93967,0.0,0.0,127.0,58.8259,0.00012,0.72,1.191,-1.0,0.0,93.95043292824552,0.22196855381175998,157.74226847864728,1.2942226080246915,0.5228706596775062,69091.00147252376,0.27449961309987675,0.8649921568627452,60399.83052789667,0.21701343246514498,0.11045760248163264,0.017778981002951562,531.1573609896004,0.035437665022565026,31.46196492513021,0.10875630831167506,0.16391346898102724,90.26382027939471,3.2002459898539257,0.023362471319968103,0.14029601222899946,2.014994613913764
67,167,65.4463,4.12644,36,4.42541,0,105,131,9,125,7,0.99064,60.93249,0.0,0.0,3.60714,4.13,3.77548,0.0,0.0,127.0,58.86138,0.00012,0.72,1.263,-1.0,0.0,93.57491403845947,0.22172457949094157,157.91153280875832,1.2340856481481481,0.5250882857207326,69109.30537542829,0.2744319886166832,0.8652976470588236,60651.33570336418,0.2168078337965899,0.11041120969866697,0.017774876476078498,530.920632975603,0.0351514579112386,31.31280423388069,0.10840123763889288,0.16417109709409966,90.27796862821945,3.1788010434465495,0.02328586367138715,0.14010218898802906,1.8627967238177565
68,168,65.5187,3.66214,36,4.40787,0,105,131,9,125,7,0.98895,60.99631,0.0,0.0,3.67857,4.114,3.49909,0.0,0.0,127.0,58.85883,0.00012,0.72,1.202,-1.0,0.0,93.4445724538485,0.22142618313558265,158.4395581780422,1.1724537037037037,0.5228706596775129,69186.48829752064,0.2743582292540313,0.8652223529411766,60681.23768191569,0.21646296423357686,0.11044903566610409,0.01778376554065299,530.6960254471041,0.03488642544675134,31.412919032720872,0.10816259034796553,0.16439921237391567,90.24017975746146,3.145566147389509,0.023323739358607234,0.13992596476987532,1.9978673552285076
69,169,65.6437,3.13587,36,4.44823,0,105,131,9,125,7,0.99198,61.11618,0.0,0.0,3.96429,4.106,3.09316,0.0,0.0,127.0,58.87152,8e-05,0.71,1.214,-1.0,0.0,93.13036071598651,0.2211615416870402,157.3061827644362,1.1126543209876543,0.5250882857207383,69154.79217848509,0.2742537639714607,0.8652976470588236,61023.928459157454,0.21625862835430185,0.1104798654750653,0.01779841622185466,530.4875160799347,0.03459910877498009,31.318192281840762,0.10778819554621907,0.16470680118345096,90.23255190530448,3.099809452319497,0.023347869960000572,0.13980261615875805,2.0131107820400906
70,170,65.7133,3.06235,36,4.16547,0,105,131,9,125,7,0.99175,61.18485,0.0,0.0,3.53571,4.104,2.63593,0.0,0.0,127.0,58.89053,6e-05,0.71,1.21,-1.0,0.0,92.23692888550474,0.22084404097609134,157.8070969882525,1.046875,0.5250882857207366,69290.66194012553,0.2741710541442125,0.865044705882353,61186.45538241329,0.21611651272460686,0.1104809169230716,0.017721693313430664,530.2842020398125,0.03435288412319025,31.46369783377942,0.10755125977525685,0.16509039869462291,90.19254402205445,3.0413084834765884,0.023346288654159074,0.13976246315130583,1.8785483528610003
71,171,65.7279,3.54633,36,4.13919,0,105,131,9,125,7,0.98962,61.1896,0.0,0.0,3.35714,4.106,2.56857,0.0,0.0,127.0,58.90444,0.00011,0.72,1.188,-1.0,0.0,93.63165888496046,0.22056526273569532,157.61919830658695,1.023389274691358,0.5228706596775072,69153.26896468922,0.27407172602227553,0.8655576470588237,61220.67148169981,0.21604943639087723,0.11051427327336819,0.017731677689703917,530.0945798849618,0.034122477645461856,31.334830390082463,0.10727973074762001,0.16542380617584498,90.20842225301898,3.0225436037676867,0.023399911280595966,0.13973645725031908,1.9532849303490567
72,172,65.5905,3.94041,36,4.5378,0,105,131,9,125,7,0.98616,61.04734,0.0,0.0,4.25,4.112,2.99652,0.0,0.0,126.0,58.90097,0.00013,0.71,1.238,0.125,0.0,89.85041371754161,0.220301354079981,156.9602058864404,0.9891010802469136,0.5228706596775056,69160.81376711886,0.27395809042535724,0.865527843137255,60935.73600832476,0.21602856337976364,0.11057171140384713,0.017746503720123312,529.9190002568921,0.0338666928280612,31.506003485785588,0.10710206525548897,0.16564974650748973,90.23738314959304,3.0580327447987403,0.023436145121211966,0.13981135597560837,1.9805437976103533
73,173,65.5124,4.24148,36,4.45074,0,105,131,9,125,7,0.98703,60.9585,0.0,0.0,4.0,4.075,3.33946,0.0,0.0,127.0,58.91463,0.00012,0.71,1.172,-1.0,0.0,93.2633528942151,0.2200303735467042,157.3205265601219,0.9403935185185185,0.52287065967751,69202.87771747226,0.27386122665433216,0.865564705882353,60823.84604538995,0.21603460384637668,0.11062432386694326,0.01773414240814932,529.7514562322993,0.0336530436156287,31.42416306483893,0.10689765061120834,0.1657535474826544,90.25087504412298,3.0969348293004417,0.023447911284223643,0.13979145356393885,2.05908079270307
74,174,65.3861,4.56908,36,4.33859,0,105,131,9,125,7,0.98634,60.83921,0.0,0.0,3.28571,4.081,3.60193,0.0,0.0,127.0,58.86921,0.00011,0.72,1.218,-1.0,0.0,92.69820695862556,0.21973213324375535,156.54340427188998,0.9319540895061729,0.5228706596775058,69242.0723549577,0.2737395834986602,0.865044705882353,60584.029754664734,0.21604134623994223,0.11059413562100696,0.01776988413259135,529.5886882547068,0.03342753430158394,31.510257485472128,0.10670180241316923,0.16590569278610984,90.25913328806924,3.137881654807617,0.023425121870329118,0.13965714709096955,1.9549597351307257
75,175,65.3563,4.84634,36,4.63453,0,105,131,9,125,7,0.99136,60.79819,0.0,0.0,3.89286,4.057,3.88689,0.0,0.0,127.0,58.89498,5e-05,0.72,1.235,-1.0,0.0,90.02062017505446,0.2194744708489166,157.31920943874047,0.9486400462962963,0.5228706596775005,69182.7695827091,0.2736578002986939,0.8656023529411765,60687.20847310405,0.21612958119817485,0.11058684146026564,0.017773493523044345,529.4456096156935,0.033251465941787704,31.47883172682774,0.10658867622195821,0.16593022181841827,90.25369428614198,3.18553689649485,0.023475532985212103,0.1394253484662817,1.974152712826035
76,176,65.3088,5.03652,36,4.80632,0,105,131,9,125,7,0.98545,60.72599,0.0,0.0,3.67857,4.065,4.1276,0.0,0.0,127.0,58.85993,0.00011,0.72,1.192,-1.0,0.0,92.7908354440679,0.21924188075813283,156.9509678036339,0.9953221450617284,0.5228706596775049,69083.59444860181,0.2735253918991787,0.8649921568627451,60602.784194880216,0.21614840309441086,0.11056679247932716,0.017757588575560077,529.2957396636566,0.0331064371096861,31.45175246250482,0.10645361873537734,0.16600173976520785,90.29459219101062,3.210801069150569,0.023410976653004997,0.13913721441407986,1.9409945402266875
77,177,65.2643,5.15809,36,4.81541,0,105,131,9,125,7,0.98763,60.68047,0.0,0.0,4.10714,4.074,4.29252,0.0,0.0,127.0,58.87984,0.00012,0.71,1.2,-1.0,0.0,89.92749019129398,0.21915961899880965,158.02716036825052,1.0309124228395061,0.5228706596775051,69132.46300977586,0.27346701660271083,0.8656023529411765,60540.534726321406,0.21611592063957155,0.11055013303573928,0.01775157599687157,529.1685702924318,0.032919074365974646,31.4541126769266,0.10626719202421571,0.1660290845353355,90.26980392014279,3.239069145609762,0.0234006319687319,0.13888304010770725,1.9255640253022177
78,178,65.2502,5.28996,36,4.70714,0,105,131,9,125,7,0.98627,60.666,0.0,0.0,4.0,4.071,4.3994,0.0,0.0,126.0,58.85491,0.00011,0.71,1.21,-1.0,0.0,92.63195258813018,0.21913433386936396,157.44643477016518,1.0964506172839505,0.5228706596775069,69134.87735415895,0.2733813401866013,0.8646945098039216,60587.21232218729,0.21584882650459972,0.11057397617257611,0.017726003065307597,529.0367952586859,0.03283706270226733,31.39021866409867,0.10609960192121273,0.16610959383489324,90.28049561424503,3.284296767920594,0.0234113112365068,0.1385980305940287,1.8146746336840043
79,179,65.3718,5.29281,36,5.02805,0,105,131,9,125,7,0.99074,60.74731,0.0,0.0,3.03571,4.076,4.5121,0.0,0.0,127.0,58.87405,0.00012,0.72,1.243,-1.0,0.0,92.18738432552239,0.21916257995910746,158.33119531498087,1.1630497685185186,0.5228706596775058,69194.48994716529,0.2733725905378593,0.8650298039215687,60955.12137341097,0.21568512551170851,0.11053058169963594,0.017725060838368868,528.9162700534736,0.03267387989455399,31.520348254545233,0.10583536572864617,0.16623988669686765,90.26421365361131,3.312200297995761,0.023406674580904292,0.13834961597136014,2.120345048966502
80,180,65.322,5.42413,36,5.0707,0,105,131,9,125,7,0.98452,60.69115,0.0,0.0,3.75,4.097,4.51475,0.0,0.0,127.0,58.86382,9e-05,0.71,1.227,0.125,0.0,91.01662257698732,0.21914133998403132,157.50178462788875,1.2509162808641976,0.5228706596775057,69108.4467653417,0.2733111306015894,0.8639356862745099,60801.35831390742,0.21554495921792774,0.11055538059839887,0.017732538079388536,528.7903439880498,0.03249820102536927,31.58672191478588,0.1054952186272962,0.16628199079120534,90.33180123195778,3.3399890390720444,0.023451501303044683,0.13823164117937814,2.2727119532985665
81,181,65.3653,5.621,36,5.45166,0,105,131,9,125,8,0.98848,60.71173,0.0,0.0,4.07143,4.079,4.62619,0.0,0.0,127.0,58.92234,0.00012,0.71,1.219,-1.0,0.0,92.30565765273863,0.21916234629771572,157.85951049561567,1.3344425154320987,0.5228706596775042,69131.46659587671,0.273298540809302,0.8650219607843138,60820.32088573764,0.21531279193880684,0.11053401728420663,0.01774743183854618,528.6677917691796,0.03238902957469779,31.631229165159624,0.10513964464997051,0.16631029082187254,90.30364624562247,3.358128195991016,0.02344617504406572,0.13812924652885533,2.1246920019911317
82,182,65.2991,5.79715,35,5.4655,0,105,131,9,125,7,0.98637,60.63176,0.0,0.0,3.78571,4.089,4.79786,0.0,0.0,127.0,58.92158,0.00012,0.71,1.27,-1.0,3e-06,91.02414197210081,0.21917203369377367,156.8909445421725,1.4270351080246915,0.5206530336342766,69149.9247471867,0.27327322587419756,0.8641211764705883,60723.87292139064,0.21520632269997217,0.11053787217744777,0.017749397609084585,528.5374824013709,0.03230846023635737,31.45579039020303,0.1048882258657676,0.16642154885834462,90.32134762482593,3.3886413654292102,0.023427635044380068,0.1378950168292031,2.0384786962326475
83,183,65.356,6.12224,35,5.65836,0,105,131,9,125,8,0.98941,60.66136,0.0,0.0,4.17857,4.099,4.95051,0.0,0.0,127.0,59.01838,0.00015,0.71,1.186,-1.0,0.0,93.75911515065525,0.21918642220288906,157.4097672212883,1.5720003858024691,0.5228706596775026,69073.02479016806,0.2732793155635964,0.8647619607843138,60742.80677082531,0.2152024086306419,0.11052625504586952,0.017764194371403506,528.4115663883387,0.03224606245867203,31.569296377676505,0.10470294706040593,0.16647608428079502,90.31424304776479,3.3859916415818483,0.023380936224746098,0.13773838940710265,2.030950049713752
84,184,65.2439,6.44024,35,5.92132,0,105,131,9,125,7,0.98859,60.55145,0.0,0.0,2.85714,4.12,5.23265,0.0,0.0,127.0,59.07384,0.00012,0.71,1.228,-1.0,1e-06,91.09619987314883,0.21922817893102217,156.9789039983302,1.8014564043209877,0.5228706596774991,69075.5442044596,0.27332373448074687,0.8639880784313722,60583.22809161784,0.21524099535220373,0.11055284861552951,0.01775066761745247,528.2743186689775,0.03222052444015865,31.506479522328316,0.10452573283039829,0.16663137259879252,90.32472200202,3.4113315580534227,0.023372693258778773,0.13751919881272523,2.1335109729769934
85,185,65.0618,6.92864,35,6.18687,0,105,131,9,125,7,0.98448,60.39208,0.0,0.0,4.25,4.134,5.50867,0.0,0.0,127.0,59.13433,0.00012,0.72,1.212,-1.0,1e-06,93.75556498579797,0.21919067505608703,156.88786175300243,1.9709683641975309,0.5228706596775022,68987.4832093414,0.2732991084992071,0.8636231372549021,60241.00505928087,0.21521381425374103,0.11053280438201207,0.01776401114968405,528.1482428920602,0.032214868070530985,31.50088971926842,0.10427006991734686,0.16670261989225413,90.369422522287,3.4502886408599083,0.023379797999677127,0.13729545792422396,2.1937471355542546
86,186,64.8477,7.31907,35,6.93086,0,105,131,9,125,7,0.99234,60.20117,0.0,0.0,3.39286,4.132,5.92657,0.0,0.0,127.0,59.12343,5e-05,0.71,1.242,-1.0,0.0,93.34565238836349,0.21921071915689125,157.20085378629554,2.1331018518518516,0.5228706596775029,69024.78674478785,0.2732348140940558,0.863287843137255,59652.11469438991,0.21519379630168703,0.11055802227784091,0.017751808493015074,528.023417253155,0.03227471463460239,31.532632333260995,0.10412349392429765,0.16672815780330566,90.36164410138386,3.4973037637950672,0.023356343487024284,0.13707960857219495,2.002808760246634
87,187,64.4405,7.52457,35,6.85419,0,105,131,9,125,8,0.99112,59.86363,0.0,0.0,4.75,4.135,6.26818,0.0,0.0,127.0,59.1369,0.0001,0.72,1.22,-1.0,0.0,91.00428506371549,0.21918014450103332,156.52548872389664,2.243923611111111,0.5228706596775027,69068.41407310936,0.27321291743084175,0.8633254901960785,58499.72320402556,0.21518276585716187,0.11053321588413483,0.01772646067507999,527.9107228195264,0.03223919321741959,31.485008899076483,0.10393015593860576,0.16677085449669998,90.46814785116462,3.5274213329694635,0.02337577230898926,0.13629399730790176,2.0299582256390476
88,188,64.1591,7.56487,35,6.41748,0,105,131,10,125,8,0.9892,59.62368,0.0,0.0,3.67857,4.15,6.44489,0.0,0.0,127.0,59.2182,0.0001,0.71,1.16,0.125,0.0,90.45399876184023,0.21917733528307423,157.44768572507425,2.4140625,0.5228706596775026,69088.77273216547,0.2732334279598689,0.8633254901960785,57765.913825455274,0.21517198457045747,0.11056566522324103,0.017708966289033005,527.7966062478063,0.032275924651950436,31.39490951726466,0.10383536121287151,0.1667231831691413,90.52145918012071,3.5786000221553063,0.023253762554595388,0.13574872821198225,1.9742104013860475
89,189,64.4382,7.61938,35,6.1241,0,106,131,10,125,8,0.98148,59.89932,0.0,0.0,4.75,4.15,6.4837,0.0,0.0,127.0,59.36678,8e-05,0.72,1.198,-1.0,0.0,93.77940282077122,0.2191493584531659,157.95968766229916,2.552228009259259,0.522870659677506,69142.3081839131,0.2733048387344987,0.8638909803921568,58247.73736501676,0.21517760620313808,0.1105612340528301,0.017716483513289947,527.6725403478051,0.03228985263511068,31.356645937319154,0.10377512859344075,0.16673137393276144,90.4814579645499,3.6155584704141543,0.023335432913783653,0.13543588630600642,1.8085764890737368
90,190,64.786,7.73767,36,6.72244,0,106,131,10,125,8,0.98367,60.25287,0.0,0.0,4.35714,4.128,6.52847,0.0,0.0,127.0,59.41392,6e-05,0.72,1.163,-1.0,0.0,92.94030139598001,0.21912817237501117,157.4294678918495,2.662567515432099,0.5273059117639595,69222.58486520826,0.2733652442365556,0.8638909803921568,58744.63700938561,0.21518489150913406,0.1105769546541913,0.017729028785208267,527.5346930946265,0.03239578502239911,31.30646448959539,0.10364414298948582,0.16668828691253018,90.39694601812242,3.6569222017581855,0.0232949173567009,0.13558601454402183,1.840655469928774
