,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,saturation,noise,color_fulness,cubcol.0.6,staticness,tone,blur,cubrow.1.0,uhdhdsim,fft,cubrow.0.5,cubrow.0.3,contrast,blockiness,temporal,cubrow.0.6,cubcol.0.5,cubcol.1.0,cubcol.0.3,cubrow.0,movement
45,345,48.2753,2.50655,31,5.54608,0,116,133,8,125,7,0.99459,47.25716,0.0,0.0,2.67857,5.312,2.1125,0.0,0.0,129.0,54.42851,6e-05,0.73,1.029,-1.0,0.0,0.019713725690346337,33.49205958990403,0.5454819128308416,162.95643268518265,0.15201206543996973,614.4834639275437,0.7658141176470588,20051.772679302136,0.1712832341396246,92.1015232645278,65534.47460335029,0.24909344830603994,0.21840619783332657,92.51905398691471,2.671689298977305,2.917020811832968,0.14606043273289535,0.16024012103984187,0.025014652932710366,0.04892945652159858,0.10661936245187355,0.6299672067901234
46,346,47.5417,2.49128,31,4.68687,0,116,133,8,125,7,0.99406,46.6436,0.0,0.0,2.82143,5.422,2.08024,0.0,0.0,129.0,54.38166,4e-05,0.74,1.02,-1.0,0.0,0.01972040567760054,33.402911339277104,0.5454819128308462,162.97371042861425,0.15200282443050184,614.4662123610377,0.7648109803921568,19049.292257112837,0.17075772616653132,92.22782549194343,65451.10208501687,0.24903238150791657,0.2182907311983259,91.02206612745317,2.5710735405472187,2.9037446334157098,0.14617468296770242,0.1605681271344313,0.02497737117741369,0.048942427083699794,0.1065260762744642,0.5891685956790124
47,347,48.2393,2.4236,31,4.29208,0,116,133,8,125,7,0.988,47.25756,0.0,0.0,2.64286,5.306,2.06938,0.0,0.0,129.0,54.41935,3e-05,0.73,1.013,-1.0,0.0,0.019711731428178236,33.48521234959732,0.5454819128308451,162.94342440617459,0.15201786863571135,614.4727143010086,0.7658141176470588,19975.37470435071,0.17023151818799306,92.08324378838131,65632.85285551584,0.24904140518090198,0.2182879642866766,90.88383359575232,2.3507239570539684,2.892307894890815,0.1463751505451363,0.1608359520751583,0.02499392710247528,0.04899090922013654,0.10648736091035617,0.5375675154320988
48,348,47.9391,2.47605,31,3.8893,0,116,133,8,125,7,0.98718,46.98614,0.0,0.0,2.21429,5.343,2.00949,0.0,0.0,129.0,54.39916,3e-05,0.73,1.025,0.125,0.0,0.019753713955271257,33.469739937487944,0.5454819128308452,162.9268600135575,0.15204829286922736,614.4653929455288,0.7652486274509804,19596.24254335939,0.16976731533346365,92.15759131590141,65545.6897673147,0.24894876578484668,0.21819403017846808,90.91323248478601,2.4153596490535576,2.8488540942290745,0.14656383747656795,0.16108371180323183,0.02494640397977404,0.04904820310893676,0.10643428883398733,0.47728587962962965
49,349,48.1855,2.4915,31,3.84706,0,116,133,8,125,7,0.98647,47.2035,0.0,0.0,2.17857,5.306,2.05809,0.0,0.0,129.0,54.42764,4e-05,0.73,1.041,-1.0,0.0,0.019778734740870038,33.39892596963011,0.545481912830844,162.94560905063787,0.15209620277977187,614.4639512934948,0.7655839215686274,19886.942293939657,0.16932417560811125,92.11129475759373,65560.26901314671,0.24894446867143277,0.21821069919991168,90.89403655295916,2.421517582441866,2.878697914799464,0.14666424160303246,0.1612553631924172,0.024970795980038613,0.04907243908693096,0.10641781942966196,0.4353298611111111
50,350,48.0339,2.46799,31,3.83633,0,116,133,8,125,7,0.98905,47.07568,0.0,0.0,2.64286,5.356,2.07096,0.0,0.0,129.0,54.42849,6e-05,0.73,1.024,-1.0,0.0,0.019801512012734963,33.47791337378231,0.5454819128308436,162.94236127267735,0.15208864304263206,614.4634148346234,0.7652486274509804,19694.567386088012,0.16891463887586144,92.12615990825851,65566.34601803128,0.24891186193543455,0.21820357808475838,92.1444500932241,2.6798488264872407,2.8511351838206047,0.14683542315396203,0.161478623011196,0.02497598117296695,0.049107282513014966,0.10639449427866662,0.4495563271604938
51,351,48.1987,2.41628,31,3.75177,0,116,133,8,125,7,0.98581,47.21956,0.0,0.0,2.96429,5.303,2.0539,0.0,0.0,129.0,54.43249,5e-05,0.73,1.038,-1.0,0.0,0.019826516409944924,33.404778562946085,0.545481912830841,162.91470253063443,0.15209469944722073,614.4708646114995,0.7655164705882352,19888.691825065696,0.16852824700703473,92.09024268165832,65594.24387043029,0.2488942625004542,0.21818353789055325,90.83039582308217,2.6011152711449608,2.860185063411985,0.14697000052199496,0.16163700868186914,0.024949209452032602,0.04914664776913399,0.10638587354762526,0.44367283950617287
52,352,48.1014,2.41568,31,3.79292,0,116,133,8,125,7,0.9877,47.15046,0.0,0.0,2.53571,5.344,2.00585,0.0,0.0,129.0,54.44083,5e-05,0.73,1.042,-1.0,0.0,0.019813638100813814,33.52175526560089,0.5454819128308456,162.96807915347242,0.15212001978145687,614.4690533497179,0.7655086274509806,19799.888201730075,0.1681434399911054,92.08293346522572,65609.2977935102,0.24888776097187026,0.21810108807232334,92.58039235072818,2.7010560773323147,2.8437030532460934,0.14711440858695252,0.1618262918701547,0.024912632568963363,0.04917306997224074,0.1063512372834517,0.390625
53,353,48.1711,2.45482,31,3.85501,0,116,133,8,125,7,0.98706,47.19935,0.0,0.0,2.25,5.31,2.00209,0.0,0.0,129.0,54.45897,7e-05,0.72,1.02,-1.0,0.0,0.01981388084477276,33.46506924099392,0.5454819128308431,162.96260775102854,0.15212248896338826,614.480133420257,0.7658141176470588,19902.200468862127,0.1677661665125312,92.06090844329508,65613.77284327534,0.2488687082185267,0.2180732822286509,91.3301612391677,2.663234437847306,2.842541997981396,0.14727529248109558,0.1620072304227653,0.024880993613587764,0.049160450657813846,0.10632990221749052,0.31905864197530864
54,354,48.1113,2.39975,31,3.77478,0,116,133,8,125,7,0.98959,47.15678,0.0,0.0,2.5,5.315,2.03904,0.0,0.0,129.0,54.44338,5e-05,0.73,1.022,-1.0,0.0,0.019794393117530885,33.50793796115452,0.5454819128308473,162.96195053667807,0.15212196602309191,614.4785819267524,0.7652862745098039,19800.084451557897,0.16737901800403518,92.06416592929506,65674.25093567955,0.24881909377368502,0.21801322925818417,90.82655814217964,2.480563892135325,2.8673084400408024,0.14743206153020985,0.16219303356655274,0.024834663952309443,0.04917973358059957,0.1062973011377845,0.25390625
55,355,48.1628,2.38111,31,3.64872,0,116,133,8,125,7,0.98848,47.19801,0.0,0.0,3.10714,5.299,1.98986,0.0,0.0,129.0,54.45713,3e-05,0.73,1.023,-1.0,0.0,0.019836486030515074,33.456119867018714,0.5454819128308447,162.9263022079018,0.15211331326411898,614.49418196062,0.7655839215686274,19876.263966819202,0.16700916386025186,92.07483215596784,65639.51551146478,0.24877356124875402,0.21797201427009125,91.47774647962504,2.5953035223900005,2.836896078387064,0.14762514084619086,0.16238589029698539,0.024803517025914216,0.04916775831053349,0.10627402027241653,0.24021026234567902
56,356,48.1362,2.4155,31,3.7744,0,116,133,8,125,7,0.98939,47.16159,0.0,0.0,2.25,5.301,1.97345,0.0,0.0,129.0,54.44504,5e-05,0.73,1.035,0.125,0.0,0.019783459983477934,33.53257016782407,0.5454819128308446,162.9728554251628,0.15208842137657713,614.507329443103,0.7652486274509804,19866.37548974585,0.16662956925619177,92.09924737772513,65626.27710688955,0.2487278268143109,0.21790696772116944,92.181282499924,2.396149076502309,2.817195240646227,0.14772111684640934,0.16256243613404403,0.024818934321531073,0.04920339593060063,0.10622899926728613,0.1943479938271605
57,357,48.1795,2.48304,31,3.73804,0,116,133,8,125,7,0.98909,47.20969,0.0,0.0,2.64286,5.296,2.00406,0.0,0.0,129.0,54.4577,4e-05,0.73,1.028,-1.0,0.0,0.01979632329497911,33.487298470956304,0.5454819128308451,162.94144204846825,0.15207857512737163,614.5270172226212,0.7652862745098039,19881.984736200262,0.16629098406783385,92.08061434316106,65593.136543113,0.24873881605204623,0.21786634935676355,89.41584701587387,2.5240869596028257,2.8388199192535297,0.1478627203470912,0.16273773293003566,0.024823837241554025,0.049223368886830356,0.10619133626814797,0.15610532407407407
58,358,48.1048,2.56786,31,3.85261,0,116,133,8,125,7,0.98723,47.12537,0.0,0.0,2.42857,5.337,2.06501,0.0,0.0,129.0,54.44695,5e-05,0.73,1.052,-1.0,0.0,0.019772065369444192,33.61528749819155,0.5454819128308457,162.96012830283885,0.15206928123716595,614.5387561434102,0.7655086274509806,19815.298931884532,0.16595457931950586,92.09726803843807,65590.12616045725,0.24869938820874626,0.21782192846565776,90.14858510583666,2.619762670709086,2.8725866313264268,0.14793747689293016,0.16279197494915604,0.02479833696487975,0.04918445825346076,0.10618446618240686,0.1292920524691358
59,359,48.0959,2.64812,31,3.93216,0,116,133,8,125,7,0.99144,47.10281,0.0,0.0,2.75,5.324,2.13995,0.0,0.0,129.0,54.44277,5e-05,0.73,1.028,-1.0,0.0,0.01976815961852822,33.54339392391252,0.5454819128308451,162.94628242881035,0.15210957107044623,614.5603197650996,0.7652862745098039,19770.961621137336,0.16558790426998993,92.0999829133923,65556.15443918701,0.24869759063502403,0.2177943211428678,89.41957357022905,2.4408294606977883,2.924837348411103,0.1480529124139023,0.16277475985444878,0.024762493880051514,0.04916617552857914,0.10616295609588379,0.13657407407407407
60,360,48.0375,2.62826,31,4.03687,0,116,133,8,125,7,0.98802,47.02841,0.0,0.0,2.35714,5.342,2.20875,0.0,0.0,129.0,54.4257,3e-05,0.72,1.031,-1.0,0.0,0.019762516639903065,33.506131584261674,0.5454819128308455,162.96535138742746,0.1525475183274969,614.5730326012955,0.7652784313725491,19736.88115267276,0.16511691351665395,92.08273350754587,65572.29889248981,0.24876894304443836,0.2178278364806395,92.40512135007597,2.5118977442168555,3.0004881075826404,0.1483530614597665,0.16266917085056107,0.02478681294273612,0.049153948842633174,0.10616119959206294,0.1632908950617284
61,361,48.0798,2.61192,31,4.05038,0,116,133,8,125,7,0.98815,47.0679,0.0,0.0,2.71429,5.298,2.19067,0.0,0.0,129.0,54.45351,4e-05,0.73,1.018,-1.0,0.0,0.019742634012658744,33.5440357349537,0.5454819128308461,162.97463497749058,0.1529940185956933,614.5965573425694,0.7652862745098039,19766.704997222572,0.16469548110793528,92.05299300663482,65605.15481590656,0.24888796778032593,0.217951489573093,91.37729489891544,2.342618110487143,2.998712215028256,0.14866040882322257,0.1627682927490067,0.024781372954202397,0.04915765505337709,0.10615388134665925,0.20307677469135801
62,362,48.0224,2.71772,31,3.94875,0,116,133,8,125,7,0.98959,47.00915,0.0,0.0,2.39286,5.322,2.17656,0.0,0.0,129.0,54.43439,3e-05,0.73,1.04,-1.0,0.0,0.019724531238877303,33.50386744369695,0.545481912830846,162.97928203251678,0.15327066113487978,614.6032928279128,0.7649807843137256,19791.094994142688,0.16426407286172567,92.08324128918943,65602.56104851658,0.24905388702814185,0.2180896201539648,92.4547486647283,2.4771815743883088,2.9863642496063942,0.14893420247971428,0.1628758376750154,0.024783595806557864,0.04910142299226588,0.10629517194938322,0.2429591049382716
63,363,48.096,2.54227,31,4.14344,0,116,133,8,125,7,0.98963,47.06284,0.0,0.0,2.57143,5.333,2.27082,0.0,0.0,129.0,54.4545,5e-05,0.72,1.031,-1.0,0.0,0.019745751014220093,33.53481735417873,0.5454819128308465,162.95535491079147,0.15333136502429573,614.6179126873219,0.7652862745098039,19855.668809961913,0.16374358691762428,92.03937840760608,65601.12142713669,0.2491405796205778,0.2182279602080023,92.75885228759141,2.6535915854927383,3.050586948304648,0.14916763774699943,0.16305361851694344,0.024749658934460097,0.0491576829973883,0.10638587830443239,0.30386766975308643
64,364,48.0695,2.54839,31,3.98897,0,116,133,8,125,7,0.9948,47.05505,0.0,0.0,2.46429,5.331,2.11602,0.0,0.0,129.0,54.44594,4e-05,0.73,1.014,0.125,0.0,0.01971310873590498,33.594769324785396,0.5454819128308482,162.98833850939457,0.1533254004598038,614.6307149159126,0.7649956862745099,19826.703934067726,0.1631253094174146,92.02649103397953,65556.94993243886,0.2491468827615414,0.21826239591636332,92.34687062637184,2.6066858493786613,2.948362337074433,0.1493680822829228,0.16304883556922434,0.024724988410315462,0.049211858265364075,0.10634128073137164,0.3656442901234568
65,365,48.0679,2.57278,31,3.91841,0,116,133,8,125,7,0.99224,47.05655,0.0,0.0,2.39286,5.331,2.12024,0.0,0.0,129.0,54.46155,2e-05,0.73,1.031,-1.0,0.0,0.019723879935903185,33.54736139744888,0.5454819128308476,162.94905846334936,0.15331702586959337,614.6482933814609,0.765278431372549,19768.598452408813,0.16254219533219064,92.02845572031207,65564.72697161011,0.24923312051196694,0.21838751727772807,91.42777229397583,2.3934400166491216,2.9349195171275926,0.14965455687981122,0.1626918758140545,0.02473070506537425,0.049286939088623714,0.1063770098009747,0.4185474537037037
66,366,47.9845,2.51436,31,3.96427,0,116,133,8,125,7,0.99479,46.97027,0.0,0.0,2.35714,5.324,2.14288,0.0,0.0,129.0,54.43678,2e-05,0.73,1.011,-1.0,0.0,0.019739117219079203,33.58172720449942,0.5454819128308473,162.94860514331768,0.1534074029489321,614.6541503936231,0.7649807843137256,19671.535466372923,0.16202149017496992,92.07237372546123,65482.73716428339,0.24944141468345085,0.2185787340531171,92.41266472507904,2.3361159488788705,2.951323174649682,0.150009971452919,0.16235319731850317,0.0247264669527741,0.04928457056400223,0.10648060466684293,0.47120949074074076
67,367,48.0489,2.45229,31,3.77132,0,116,133,8,125,7,0.99645,47.0426,0.0,0.0,2.42857,5.325,2.09107,0.0,0.0,129.0,54.46469,5e-05,0.72,1.012,-1.0,0.0,0.01972995825295977,33.56446913730951,0.5454819128308477,162.94114338505943,0.1533808863866843,614.6677411768694,0.765278431372549,19705.92239389026,0.1612459367372841,92.05850851926022,65569.9598502522,0.24944321342436931,0.2186857755696388,91.39471072592369,2.351531883582552,2.9104094035187793,0.1502698338651304,0.16218531245293066,0.02467665863387202,0.04932184080768602,0.10658130929759554,0.5150462962962963
68,368,48.0257,2.46605,31,3.82195,0,116,133,8,125,7,0.99386,47.01718,0.0,0.0,2.28571,5.343,2.03631,0.0,0.0,129.0,54.44812,6e-05,0.73,1.021,-1.0,0.0,0.019773467258388067,33.58105091989776,0.545481912830846,162.93466376627129,0.15330047571811423,614.671449587602,0.7649807843137256,19724.64862651171,0.16053494944428517,92.08316619269442,65506.90153315253,0.24940005052107148,0.21862847855158282,92.80390721825759,2.566943402334761,2.8674198078005015,0.15041995352375703,0.16202842681471125,0.024649904068138218,0.04921892834893223,0.10651411738640978,0.5372781635802469
69,369,48.0843,2.41228,31,3.8957,0,116,133,8,125,7,0.99505,47.08362,0.0,0.0,2.78571,5.35,2.04846,0.0,0.0,129.0,54.46893,5e-05,0.73,1.046,-1.0,0.0,0.019711135246449175,33.5322408793885,0.5454819128308458,162.9369510746095,0.15326929024913147,614.6854215324004,0.7647266666666667,19760.46075225761,0.15993891011393535,92.0770058372641,65584.53092573257,0.24938797264972595,0.21861500216973884,91.43465620381146,2.3358489086502665,2.8854128225673015,0.15065915355594897,0.1617841945208389,0.024676170253446737,0.049161289400459954,0.10651264655850262,0.5531925154320988
70,370,48.0456,2.38513,31,3.71754,0,116,133,8,125,7,0.9925,47.0659,0.0,0.0,2.42857,5.34,2.00048,0.0,0.0,129.0,54.4579,8e-05,0.73,1.054,-1.0,0.0,0.019727711274401413,33.574503580729164,0.5454819128308451,162.95169909236702,0.15329066282887593,614.6854786569997,0.7649807843137256,19725.77626927672,0.15949236372636025,92.09298013822051,65519.651451168116,0.24952505725413812,0.2186968560841233,92.67789853277466,2.6006532982243518,2.8312326544495416,0.1509257780658485,0.16150404738540022,0.02469155700376787,0.04915923402107334,0.10661770622692718,0.5540123456790124
71,371,48.1258,2.43966,31,3.63088,0,116,133,8,125,7,0.99608,47.14098,0.0,0.0,2.21429,5.314,1.97633,0.0,0.0,129.0,54.47818,5e-05,0.73,1.009,-1.0,0.0,0.01973891789318261,33.57187530140818,0.5454819128308459,162.91983881951268,0.15329318600526615,614.692705269002,0.7651462745098039,19786.967947132984,0.1587571927825246,92.06578981734555,65560.14114514318,0.2495068267294085,0.21873272877535743,91.50412072760147,2.3678143550425093,2.8113523607320046,0.15114889793898748,0.1613382918824992,0.024703539124175417,0.0491055770377154,0.10669325046579035,0.5491415895061729
72,372,48.0644,2.47159,31,3.72789,0,116,133,8,125,7,0.99292,47.09544,0.0,0.0,2.28571,5.335,2.02533,0.0,0.0,129.0,54.46152,5e-05,0.72,1.023,0.125,0.0,0.01972416097385785,33.54785834418403,0.545481912830846,162.94830574040347,0.15323268218175168,614.6969570755195,0.7647207843137255,19690.502272313668,0.15802846266088888,92.05824432950573,65516.25854878375,0.24934452326160664,0.2186705922044703,92.55513208596444,2.59615704244862,2.8510486370388906,0.15134783833714158,0.16124652929883682,0.024746777772717738,0.04913742602175966,0.106603582853376,0.5171682098765432
73,373,48.0328,2.59086,31,3.77367,0,116,133,8,125,7,0.99374,47.06527,0.0,0.0,2.35714,5.33,2.05197,0.0,0.0,129.0,54.48485,5e-05,0.74,1.013,-1.0,0.0,0.019742359724075332,33.56923666118104,0.5454819128308473,162.95782084950815,0.15320564433568623,614.7038486388981,0.765278431372549,19689.083705601544,0.1573714365352737,92.08532559230594,65549.86127585678,0.24928281211804446,0.21867046873102733,90.1710791404833,2.2238777627609783,2.8753558667748775,0.15160509489887009,0.16108843617912377,0.02479180685671895,0.04911935295475661,0.10656908459796534,0.4747299382716049
74,374,47.9937,2.76032,31,3.94736,0,116,133,8,125,7,0.9922,46.99663,0.0,0.0,2.42857,5.374,2.15736,0.0,0.0,129.0,54.48232,3e-05,0.73,1.01,-1.0,0.0,0.019693872493149214,33.52061462402344,0.545481912830846,162.96575666568572,0.15320627842632156,614.7083137608981,0.7647129411764706,19735.36394075877,0.15670502888300866,92.09539892220226,65496.24354428468,0.24937678006910644,0.21876679653888734,91.13898709742787,2.5052480228669936,2.9627801140773893,0.1518231114191255,0.16094465314262646,0.0247436751733474,0.04915779100380564,0.10658674018683541,0.43701774691358025
75,375,48.0457,2.78559,31,4.21604,0,116,133,8,125,7,0.99037,47.01298,0.0,0.0,2.39286,5.33,2.30675,0.0,0.0,129.0,54.5101,5e-05,0.73,1.04,-1.0,0.0,0.019690521011863582,33.495359632703995,0.5454819128308473,162.9863881892065,0.1532038894436274,614.7154212207677,0.7644599999999999,19848.989473362686,0.15589094092429184,92.09968074372712,65587.9036480051,0.2493767208078429,0.21877275360494627,91.94110856289745,2.765906454418086,3.0998028144425454,0.15199508462185468,0.16089637538608798,0.024744965653199183,0.049145733493845045,0.1066112352050443,0.39872685185185186
76,376,47.9896,2.74669,31,4.12835,0,116,133,8,125,7,0.99015,46.93965,0.0,0.0,2.85714,5.347,2.33011,0.0,0.0,129.0,54.51149,5e-05,0.73,1.031,-1.0,0.0,0.019680904353514408,33.61280238775559,0.5454819128308468,162.98326425135093,0.15314995123259334,614.71616728341,0.7647207843137255,19785.45347186001,0.15504415903350266,92.1016027058642,65516.79229746454,0.24922110675348183,0.2187094527661452,90.2622699974952,2.757790856265542,3.119351092935507,0.15219043122200535,0.1610590402202697,0.02474104750305351,0.04914097200118541,0.10657168374894793,0.40813078703703703
77,377,47.9894,2.79959,31,3.96492,0,116,133,8,125,7,0.99173,46.93789,0.0,0.0,2.35714,5.315,2.29812,0.0,0.0,129.0,54.51321,6e-05,0.74,1.028,-1.0,0.0,0.019690445513117417,33.534707716953605,0.5454819128308491,163.00054580732984,0.15309999406693003,614.7261452618586,0.7636117647058823,19725.647339754083,0.1542427871347044,92.0945117279088,65576.42371556448,0.24918825073408865,0.2186784245770692,91.55077511076512,2.624494973128925,3.0833007224251427,0.15239307062288335,0.161337018143988,0.02473155261633642,0.04910750834349557,0.1065099438583328,0.38777970679012347
78,378,47.9708,2.76834,31,3.97372,0,116,133,8,125,7,0.99155,46.92551,0.0,0.0,2.39286,5.32,2.34218,0.0,0.0,129.0,54.50857,5e-05,0.73,1.025,-1.0,0.0,0.01967937537949919,33.54036326467255,0.5454819128308483,162.99599403478356,0.15306401515517426,614.7317138925291,0.7647207843137255,19705.32290625968,0.15347734455888595,92.07642356398947,65543.06363495241,0.2491971335776954,0.2186614702126244,90.52651084333688,2.497818946596201,3.1103170489616856,0.1526128359818306,0.16150492316792825,0.024767530655157334,0.04902004371034977,0.10649477073022989,0.3699845679012346
79,379,48.041,2.82014,31,4.011,0,116,133,8,125,7,0.99218,46.99248,0.0,0.0,2.21429,5.296,2.3137,0.0,0.0,129.0,54.53943,7e-05,0.73,1.055,-1.0,0.0,0.0197519386959387,33.556538334599246,0.545481912830849,163.00633537672132,0.1530427520463241,614.7432844248028,0.7652862745098039,19789.365323830218,0.1525965475149581,92.04801056059026,65545.18303638243,0.24911917013602453,0.21865089806506818,91.69332973960809,2.644152464341128,3.090635565014169,0.1527931890433198,0.16160310904544042,0.02472714306724551,0.049001895774723164,0.10652106487518145,0.4236111111111111
80,380,47.9433,2.90865,31,4.22116,0,116,133,8,125,7,0.99131,46.87323,0.0,0.0,1.92857,5.32,2.35895,0.0,0.0,129.0,54.52787,5e-05,0.73,1.015,0.125,0.0,0.019711169319118517,33.50962904941889,0.5454819128308449,162.99117617194446,0.15295505115655714,614.7515877852707,0.7647207843137255,19752.575765152476,0.15171256190774923,92.09120805648027,65534.41281041056,0.24889168692823177,0.21851856254974986,89.4120847797488,2.5559512395831008,3.131749501200823,0.1529342154514266,0.16175767023193963,0.02476263901721551,0.04898734723086792,0.1063760315890168,0.49170524691358025
81,381,47.9991,2.96136,31,4.19869,0,116,133,8,125,7,0.99155,46.92188,0.0,0.0,2.32143,5.337,2.43603,0.0,0.0,129.0,54.56789,8e-05,0.73,1.029,-1.0,0.0,0.019723051226077048,33.56876552252122,0.5454819128308498,163.00059667544065,0.1528985566650663,614.7578285813536,0.7655164705882352,19850.78345375592,0.15075980648821427,92.05796146421676,65532.82116807345,0.24881676923830323,0.21845146151659403,88.31801278163648,2.507240639713348,3.1964122863969897,0.15315867752053833,0.16184943079273958,0.02476709174786951,0.04892073611173698,0.10628404151623433,0.5849247685185185
82,382,47.9476,2.89616,31,4.23418,0,116,133,8,125,7,0.99311,46.86108,0.0,0.0,2.25,5.341,2.48413,0.0,0.0,129.0,54.54373,4e-05,0.73,1.026,-1.0,0.0,0.01972596003043748,33.55546098873939,0.5454819128308471,163.01597797513207,0.1529015217538977,614.761690823342,0.7654788235294119,19738.041241495936,0.14985821164483795,92.05812232722258,65560.69396598605,0.2487383305108219,0.21841232118070775,90.38433867975792,2.60686447036285,3.232067668431935,0.15330220203229522,0.16181717185369418,0.024751093261607682,0.04888200161497078,0.1062855124243638,0.6899112654320988
83,383,48.0446,2.87476,31,4.11381,0,116,133,8,125,7,0.9901,46.95478,0.0,0.0,2.25,5.319,2.42505,0.0,0.0,129.0,54.56598,6e-05,0.72,1.026,-1.0,0.0,0.01971004999891529,33.56946007999373,0.5454819128308479,163.00064156703743,0.15286923078863496,614.7695583985457,0.7655839215686274,19818.51028403563,0.1489763393378082,92.03642518319623,65470.26166230274,0.24860933868444876,0.21844672674165205,88.46756971177092,2.81565690502144,3.177431219569134,0.1535139595856132,0.1620092257159795,0.024712477748940295,0.048936704169589375,0.10626526793979735,0.79296875
84,384,47.9781,2.70945,31,4.12219,0,116,133,8,125,7,0.99022,46.90738,0.0,0.0,1.96429,5.323,2.40726,0.0,0.0,129.0,54.53384,2e-05,0.73,1.041,-1.0,0.0,0.019721296853172234,33.44282625928337,0.545481912830848,163.01208615260953,0.15275516326017205,614.7631874404666,0.7654788235294119,19709.132690091395,0.14812768796598813,92.03325557944305,65540.81043004275,0.24836778111739938,0.21835462693767707,91.7269854580409,2.5821627903525397,3.1493768112319485,0.15361690460961244,0.16234251340591563,0.02466185287731468,0.04895189999257667,0.1061815143817158,0.896508487654321
85,385,48.0192,2.72484,31,4.08456,0,116,133,8,125,7,0.99294,46.96357,0.0,0.0,2.21429,5.301,2.262,0.0,0.0,129.0,54.54753,7e-05,0.73,1.015,-1.0,0.0,0.01969691739710234,33.522698484821085,0.5454819128308469,163.02207738524453,0.1526972487381007,614.7713101091921,0.7652862745098039,19743.500030137482,0.1473686763993781,92.04432473244437,65507.83804005682,0.24832564303268315,0.21826014791164602,92.3404755403312,2.4809325676968936,3.070432245319331,0.1536968627664755,0.16268119457996483,0.024637563290905894,0.04902076585961018,0.1061153392417244,0.998070987654321
86,386,47.9948,2.99373,31,4.054,0,116,133,8,125,7,0.9955,46.95116,0.0,0.0,2.28571,5.344,2.27725,0.0,0.0,129.0,54.5274,4e-05,0.73,1.021,-1.0,0.0,0.019718252244420944,33.432344413097994,0.5454819128308478,163.01789045045325,0.15264852739307477,614.7654512591287,0.7652486274509804,19728.139238324955,0.14660484708961166,92.0651245806909,65542.86706569033,0.2482305880945957,0.21818647335875305,90.9253480237983,2.5063101061864317,3.0586457963468554,0.15378220751079574,0.16291314880720598,0.02467251345198269,0.049088522565647795,0.10607835270849683,1.1048418209876543
87,387,48.0084,3.11782,31,4.30379,0,116,133,8,125,7,0.9963,46.95262,0.0,0.0,2.25,5.32,2.51304,0.0,0.0,129.0,54.549,5e-05,0.73,1.048,-1.0,0.0,0.019703936588567502,33.4433149172936,0.5454819128308483,163.01896319989578,0.15255601577112052,614.7632629089503,0.7658141176470588,19770.165670973307,0.14589129551949684,92.09951171947728,65477.46328332267,0.24812462119145742,0.2181370841303605,92.14686808112484,2.3800695500056683,3.1603746782614057,0.15378345195170245,0.1628981781556564,0.02463951924626621,0.04910064443058333,0.10607760909839684,1.2367862654320987
88,388,48.0249,3.23844,31,4.34109,0,116,133,8,125,7,0.99696,46.98165,0.0,0.0,2.5,5.374,2.62283,0.0,0.0,129.0,54.55171,5e-05,0.73,1.031,0.125,0.0,0.019725798127834485,33.49275452413677,0.5454819128308471,162.99217092316385,0.15245471519727163,614.7554035671891,0.7655462745098041,19802.91428299842,0.14528138389007283,92.06721057186648,65561.52938306642,0.24784922222528047,0.21792489776695,91.7105256807722,2.643496290583434,3.185896801899893,0.15381894137237567,0.1627643137144068,0.024648749593316862,0.04916225076467398,0.10596782606847398,1.435570987654321
89,389,48.0035,3.33521,31,4.27146,0,116,133,8,125,7,0.9929,46.96647,0.0,0.0,2.35714,5.334,2.72841,0.0,0.0,129.0,54.5618,3e-05,0.73,1.02,-1.0,0.0,0.019692792503549703,33.49770553023727,0.5454819128308465,163.00766147314718,0.15237269829091946,614.7574913600278,0.7658141176470588,19763.622334026502,0.14483086638741838,92.06500681127771,65562.641933362,0.2476993062069854,0.2178107834749546,91.00176190469844,2.6026689915414507,3.208322435647678,0.15381958208431934,0.16238090948754644,0.024703891493657006,0.049141886840025385,0.1058973323837793,1.6550443672839505
90,390,47.9401,3.28646,31,4.44932,0,116,133,8,125,7,0.99037,46.89294,0.0,0.0,2.35714,5.361,2.81209,0.0,0.0,129.0,54.53903,5e-05,0.72,1.022,-1.0,0.0,0.019688238736856576,33.46327736936969,0.5454819128308485,162.98801316880878,0.152307230014766,614.7443589602498,0.7652486274509804,19683.859450182943,0.14458799977134026,92.05991447349076,65528.777106550224,0.24769242108978712,0.21775072460911793,92.24687362159878,2.558964152258692,3.2672248761301543,0.15391601459974344,0.16203080899138947,0.02474777192482494,0.049200519259968906,0.10589220850876654,1.8595196759259258
