,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,blur,cubrow.0.6,tone,contrast,fft,cubrow.1.0,color_fulness,uhdhdsim,cubcol.1.0,cubcol.0,cubrow.0.5,temporal,cubrow.0.3,saturation,cubcol.0.3,movement,noise,cubcol.0.6,cubrow.0,cubcol.0.5,staticness
45,545,66.9274,9.8087,32,6.90188,0,109,131,7,125,6,0.98208,60.30403,0.0,0.0,3.82143,3.925,8.44656,0.0,0.0,126.0,58.06393,0.00029,0.29,1.364,-1.0,8.049824,1.6958811130856213,60701.55135600426,0.13221476705117252,0.8372733333333334,92.34581337628217,69684.76666327986,0.10611411579868048,161.37583634859098,89.70684861386425,0.00533837406364172,0.0049962256434190645,0.16005147100990957,2.918638442850074,0.2659670581442187,33.86419187946084,0.10771844788893647,6.465229552469136,0.21621282353206536,0.2246194631692292,0.10434984201861411,0.2222779117303864,551.7614904952691
46,546,66.8042,9.20985,32,7.30714,0,108,131,7,125,6,0.98517,60.17775,0.0,0.0,4.14286,3.97,8.4232,0.0,0.0,125.0,58.059,0.00026,0.29,1.574,-1.0,8.124504,1.9609696165798332,60634.445042209445,0.13239465831754818,0.8389101960784315,88.7216684010448,69515.52722102142,0.10585642551719056,161.64249267654952,89.72109269588188,0.005311514104008135,0.005004353172673516,0.15981380198809714,2.9464193728367274,0.265947189305322,33.965143274377894,0.1079253259298327,6.456211419753086,0.2139951974888377,0.22456517613749408,0.10438167514266918,0.22228486896469757,551.6149347296445
47,547,66.9484,9.26447,32,7.90376,0,108,131,7,125,6,0.97768,60.29703,0.0,0.0,4.17857,3.949,7.90005,0.0,0.0,126.0,58.15632,0.00028,0.29,1.387,-1.0,8.004921,1.8579315266112202,60847.76159894079,0.13255903862816532,0.8392533333333335,91.28535188762119,69474.35923008503,0.10568401345944747,161.6600045954969,89.72536391990596,0.0053132828239385605,0.004981542742899178,0.1595560600245611,3.005938133511733,0.2659502918371189,33.91188143506462,0.10810407458892324,6.441116898148148,0.21621282353205737,0.2244722679962154,0.10436817954857056,0.22228301937235145,551.4651003989239
48,548,67.1229,8.55932,32,7.85997,0,108,131,7,125,6,0.99093,60.42629,0.0,0.0,3.75,3.938,7.9486,0.0,0.0,126.0,58.30315,0.0003,0.29,1.552,0.46656,8.14038,1.8736012096691417,61357.02038374148,0.13273566856451208,0.8398258823529413,93.26355046742455,69581.54927236881,0.10564085542277753,162.17431516102175,89.69066764284764,0.005304107155296839,0.004982667311242539,0.15930068584071735,3.05157150303205,0.26597683789970983,33.90215951425058,0.10825604084574622,6.181712962962963,0.21399519748883603,0.2244189683790768,0.10435524043820343,0.2222679163988293,551.2708585523737
49,549,67.2469,8.61243,32,6.45281,0,108,131,7,125,6,0.99021,60.52579,0.0,0.0,4.03571,3.935,7.33802,0.0,0.0,125.0,58.36638,0.00029,0.29,1.427,-1.0,8.115128,1.846059770510199,61692.72863241501,0.13288294409104406,0.8409200000000001,89.37847437773696,69641.66595320836,0.10565045472004503,162.23111269187586,89.675837815244,0.005310041865682047,0.004986422647118922,0.159046860400881,3.063472199133894,0.2659961388942088,33.93558831862462,0.108426004661261,6.225983796296297,0.21399519748883367,0.22434733593904294,0.10436356663211831,0.2222710666941558,551.0862476400425
50,550,67.2765,9.28405,32,7.06147,0,109,131,7,125,6,0.98505,60.55754,0.0,0.0,4.0,3.939,7.38367,0.0,0.0,126.0,58.38594,0.00029,0.29,1.495,-1.0,8.175072,1.9653555115716745,61606.47940053796,0.13304757973875173,0.8411949019607844,90.64860319107429,69570.80478497001,0.1055111013772421,162.36749708183612,89.64822701085615,0.005315865330971261,0.004974529627052588,0.15882007665114134,3.0416326312995148,0.2660007231454677,33.942557440863716,0.10852860496382258,6.586998456790123,0.213995197488832,0.224291568857296,0.10431575314564605,0.22227193253440472,550.9198431084635
51,551,67.2511,9.4543,32,6.59847,0,109,131,7,125,6,0.98626,60.55467,0.0,0.0,4.64286,3.946,7.96589,0.0,0.0,126.0,58.39748,0.00029,0.29,1.421,-1.0,8.238571,1.9328291294786921,61310.5783353049,0.13319944926255567,0.8400262745098039,94.1226081341027,69675.7444830369,0.1054871580533537,162.31110281638186,89.69068756899634,0.005296802479916394,0.004976768336644497,0.15862111664750483,3.0241162982412013,0.2659742607613659,33.95499787507234,0.10871183597966629,6.608458719135802,0.20793653046654917,0.22426573016173332,0.10432914860717928,0.22227656477832583,550.788819642523
52,552,67.4704,9.07925,33,6.64493,0,109,131,7,125,6,0.98714,60.77556,0.0,0.0,3.96429,3.949,8.12753,0.0,0.0,126.0,58.54171,0.0003,0.29,1.424,-1.0,8.230805,1.6911369590771574,61899.20000576557,0.13334383644498393,0.843084705882353,93.38188559230862,69694.11109886783,0.10561738074250178,159.06149759972226,89.60802812513855,0.005287705592377954,0.004972781473102502,0.15846425218756813,3.155778190706744,0.26599150653434284,33.42321796181761,0.10886423452025035,6.556616512345679,0.2162128235320658,0.22424129553358155,0.10433162653017393,0.22228506276389423,550.6454873725485
53,553,67.2761,8.8297,32,6.11133,0,109,131,7,125,6,0.98911,60.59362,0.0,0.0,4.25,3.947,7.78689,0.0,0.0,126.0,58.4501,0.00031,0.29,1.621,-1.0,8.2464,1.8308619883976112,61325.858640757804,0.13354980585927265,0.8416929411764706,93.26026355283699,69602.40681747253,0.1055517168849719,161.93892268779737,89.69600638025207,0.005290044839447742,0.004939585723727662,0.15829384608362906,3.119118539421508,0.266030542342325,33.87862499849296,0.10900333727565831,6.3725405092592595,0.207936530466544,0.2241867371384241,0.10431054661900949,0.22227724572190954,550.5018439762991
54,554,67.3507,8.92087,32,6.34458,0,109,131,7,125,6,0.99298,60.66756,0.0,0.0,3.64286,3.938,7.56507,0.0,0.0,126.0,58.56739,0.00025,0.29,1.386,-1.0,8.342756,1.8915275104446259,61588.45587940089,0.13367976569140125,0.8437474509803922,92.94206158039695,69625.91201415396,0.10564198365401405,160.9220867362261,89.65440376717325,0.005275956271831673,0.004966364792606955,0.15808142875297482,2.9267687157923397,0.26610790163350845,33.65494961208768,0.10907343858847196,6.170814043209877,0.21621282353206214,0.22413415582000973,0.10432232418380004,0.22226393020964433,550.3167523397116
55,555,67.2708,8.63846,32,6.25817,0,109,131,7,125,6,0.98821,60.6027,0.0,0.0,4.53571,3.916,7.64573,0.0,0.0,126.0,58.61818,0.00025,0.29,1.536,-1.0,8.387638,1.955230680339555,61313.47116038121,0.13386891337805848,0.8450866666666668,91.6245156968603,69647.07756901487,0.10557130917283512,161.4033832659119,89.68184552380164,0.005291678760635169,0.004943434101848088,0.15794602056382726,2.880807953066042,0.26617330343320617,33.71267530653212,0.10906437218796304,6.026716820987654,0.2079365304665435,0.22405140930382503,0.10431642975551007,0.22225518804245695,550.1372230137008
56,556,67.2749,8.11071,32,6.44229,0,109,131,7,125,6,0.98662,60.59913,0.0,0.0,3.85714,3.93,7.40008,0.0,0.0,126.0,58.73957,0.0003,0.29,1.439,0.45628,8.37489,1.8077028864245352,61386.59642072536,0.13399025947328896,0.8473266666666668,92.8427714418598,69763.97729067985,0.10562994434934211,160.67465702567804,89.68090721795195,0.005289018324566614,0.0049570606424642494,0.1577669871107888,2.831098031196164,0.26618821470532467,33.55033290533372,0.10900366553331736,5.826630015432099,0.21237178255300068,0.2239368931063221,0.10432235646586284,0.22225091236527192,549.8903466102793
57,557,67.2147,7.89339,32,6.16969,0,109,131,7,125,6,0.99332,60.56586,0.0,0.0,4.21429,3.933,6.94787,0.0,0.0,126.0,58.84498,0.00035,0.29,1.477,-1.0,8.368589,1.5914732535505265,61153.63913091607,0.13410570024550486,0.8489933333333335,94.85281640448724,69662.09347189184,0.10551250740227425,161.01736903857503,89.67992810507113,0.0052943992122431345,0.0049385264557871645,0.15762510075391759,2.8568242842355467,0.26617384258378385,33.55652665503231,0.10884886763120309,5.7679880401234565,0.2079365304665429,0.2238391822313163,0.10430186200478042,0.22224958222113445,549.5971761100792
58,558,67.1772,7.7288,32,5.94766,0,109,131,7,125,6,0.98905,60.51511,0.0,0.0,4.64286,3.908,6.7651,0.0,0.0,126.0,58.98362,0.00029,0.29,1.515,-1.0,8.424775,1.3736702625011301,61139.55777012821,0.13425156578785385,0.8540391764705879,92.15923026996659,69549.85578748284,0.1054466989506839,161.2837102213473,89.6887526921715,0.005312647471534138,0.004937917471728659,0.15746298089359903,2.873495340068086,0.2661185458706877,33.53056655695409,0.10864156117569866,5.550250771604938,0.2079365304665445,0.22373161730269284,0.10429409747101413,0.2222625469764409,549.2050071001541
59,559,67.1215,7.70687,32,6.64085,0,109,131,7,125,6,0.99053,60.45564,0.0,0.0,4.42857,3.921,6.62308,0.0,0.0,126.0,59.11558,0.00031,0.29,1.431,-1.0,8.489982,1.750241039812839,60924.04963840015,0.1344060882828893,0.8551698039215687,93.73566747304243,69502.45197517186,0.10535128689727477,161.38375525465793,89.6907607651807,0.005317593307695872,0.004931253111364255,0.15734192160309846,2.927034125942873,0.26604312729558166,33.50665377393181,0.10849985834725873,5.510320216049383,0.2079365304665378,0.22363788254668848,0.10427736550460086,0.22224998860777564,548.7454994579481
60,560,67.2494,7.42715,33,6.3296,0,108,131,7,125,6,0.99098,60.58549,0.0,0.0,4.39286,3.905,6.60309,0.0,0.0,126.0,59.23192,0.00029,0.29,1.503,-1.0,8.393405,2.0900534081884015,61266.00387712364,0.13472876763736838,0.856270980392157,91.40039903240914,69676.04404581805,0.10525809862908587,161.40593278187083,89.67178894226494,0.005337608329256497,0.004950151775121487,0.15716837321478222,2.949402054556799,0.2658830073335431,33.42904248649691,0.10867079277964839,5.713011188271605,0.2079365304665429,0.22356145708738803,0.10424188074512139,0.2222955046924508,548.2226106670865
61,561,67.3799,6.79421,33,7.04314,0,108,131,7,125,6,0.99401,60.70351,0.0,0.0,3.75,3.904,6.36008,0.0,0.0,126.0,59.36314,0.00023,0.29,1.437,-1.0,8.397928,1.3456253988998745,61449.47385422017,0.13519185020617033,0.8571490196078433,94.1927924057809,69659.41446269721,0.10520021441631969,160.5258311248559,89.65749245754387,0.0053332692906057815,0.004958372972411464,0.15700372903078139,2.8719081995309184,0.2657674321152462,33.3345344449267,0.10880192202625988,5.778645833333333,0.20409548948747944,0.22348005682536082,0.10423208401874862,0.22230350102890975,547.6643912248815
62,562,67.4716,6.12233,33,6.23429,0,108,131,8,125,6,0.9875,60.79101,0.0,0.0,4.28571,3.911,5.81851,0.0,0.0,126.0,59.51123,0.00036,0.29,1.518,-1.0,8.43764,1.7521775838157916,61488.30162835204,0.13585455313071612,0.8588305882352942,93.37594215307765,69725.42567452621,0.10522347212964461,161.7297098053027,89.64655010686494,0.005325202410594976,0.0049550937445495494,0.156894402203673,2.7494225801387744,0.2657186078042267,33.45794960304543,0.10883185084889103,5.840133101851852,0.20793653046654229,0.22338202336915497,0.10421695847244282,0.2222953340854858,547.0978031022387
63,563,67.6965,5.41533,33,6.0351,0,108,131,8,125,6,0.99118,60.99253,0.0,0.0,4.60714,3.961,5.23734,0.0,0.0,126.0,59.59908,0.00033,0.29,1.472,-1.0,8.404612,1.8136301165489588,61779.92964989206,0.13632480163446603,0.8599019607843138,94.6673359065556,69612.1007853126,0.10537789915526453,161.69115945742453,89.63295329358266,0.005305093955503495,0.004960350490982742,0.1568118689904876,2.67770222706353,0.2656467836965436,33.31020477671682,0.10893350140473454,5.848765432098766,0.20409548948747439,0.2232871155222931,0.104223097493987,0.22227125097765874,546.5690383011249
64,564,67.8834,4.61226,33,5.49376,0,108,131,8,125,6,0.99005,61.14948,0.0,0.0,3.96429,3.953,4.63062,0.0,0.0,126.0,59.60822,0.00024,0.29,1.391,0.46759,8.426432,1.979528389322381,62167.24731806106,0.1369129988602922,0.8599843137254903,94.2713195194884,69660.38931633989,0.10556721698825981,161.3225728165806,89.63803205820106,0.005319589556615601,0.004949800300858745,0.1566772901331643,2.5973626546506097,0.26559724479636043,33.32718215754002,0.10907599889396377,5.722993827160494,0.20793653046654134,0.22316545641019606,0.10419134919762298,0.22226388634872674,546.0646094268013
65,565,68.0002,4.8259,33,5.36942,0,108,131,7,125,6,0.98701,61.25555,0.0,0.0,3.64286,3.964,3.93528,0.0,0.0,126.0,59.6304,0.00027,0.29,1.449,-1.0,8.444519,1.5382287561559895,62412.42171567185,0.1374274364540082,0.860736,91.09280496541442,69721.86698839802,0.10578804499049335,161.38079656144478,89.59340186962295,0.005308023924140641,0.004950736651925519,0.15656721708536317,2.578175449998965,0.26547506509390884,33.341694207839026,0.10941822078421008,5.58960262345679,0.2040954894874768,0.22312794901465485,0.10419272422393833,0.2222776697659953,545.6403189567314
66,566,67.7928,5.77466,33,5.61245,0,108,131,8,125,6,0.97961,61.06239,0.0,0.0,4.10714,3.988,4.12274,0.0,0.0,126.0,59.55882,0.00028,0.29,1.475,-1.0,8.442301,1.6826317524311696,61930.13960254913,0.13783953870762827,0.8605050980392158,92.72347775511265,69684.7493150072,0.10607530311258623,161.5641235561344,89.60995022009648,0.005303761716652028,0.004971715674017112,0.15647659701183247,2.5639498934397995,0.2654632430049881,33.28068015016156,0.10968058374434309,5.334104938271605,0.20793653046654215,0.22308718370679975,0.10418393190623947,0.22225706819644223,545.2718886451727
67,567,67.6399,6.15927,33,5.94404,0,108,131,7,125,6,0.98294,60.90755,0.0,0.0,3.75,3.975,4.94058,0.0,0.0,126.0,59.5356,0.0003,0.29,1.353,-1.0,8.407172,2.0602632278527366,61787.357831370304,0.13829041515773918,0.8605050980392158,91.21656459319996,69605.39202896807,0.10631330266554137,161.89191396314158,89.66396914652086,0.005308040271268342,0.004960091040894436,0.15639424862183687,2.6642737684442572,0.265372693963517,33.36351408781829,0.1098880836327579,5.016685956790123,0.20187786344425518,0.2230231034870999,0.10421688990896501,0.2222502299226607,545.0032189402084
68,568,67.4213,6.29616,32,5.6808,0,108,131,7,125,6,0.98075,60.69979,0.0,0.0,4.64286,3.951,5.27066,0.0,0.0,126.0,59.40859,0.00028,0.29,1.406,-1.0,8.476716,1.775371674476836,61406.27534984262,0.13869735673362574,0.8599843137254903,94.064575405279,69676.79253916703,0.10635486160553405,161.7580376186773,89.67566733689208,0.005320546732625542,0.004974091883169875,0.15624561520531013,2.705188939150472,0.2652582185306495,33.37405112937645,0.11018155257145558,4.594328703703703,0.2018778634442512,0.22294927879580453,0.10420882223426269,0.22226112958605385,544.7814055439724
69,569,67.3277,6.41142,32,5.36658,0,108,131,7,125,6,0.99103,60.60848,0.0,0.0,3.71429,3.944,5.38885,0.0,0.0,126.0,59.37257,0.00023,0.29,1.515,-1.0,8.517599,1.5868267379069125,61270.12327410997,0.13906695561664026,0.859969411764706,91.71456754400005,69560.2725599822,0.10633129412021299,162.22153710834044,89.70541075100952,0.005339511033413407,0.004981400830142443,0.1561409309553761,2.705728982862789,0.26512434381261657,33.44867960611979,0.11052321137550056,4.264226466049383,0.1996602374010227,0.22285093734111897,0.1042067640769432,0.22225283311141836,544.6416545725682
70,570,67.2206,6.54864,32,5.82535,0,108,131,7,125,6,0.98565,60.50678,0.0,0.0,3.92857,3.943,5.48577,0.0,0.0,126.0,59.25172,0.00029,0.29,1.441,-1.0,8.551679,1.606352126158628,61122.62866378893,0.13945939047350053,0.8585933333333333,94.13465231954439,69598.31899328995,0.1062465380717745,161.69627344830968,89.74124555531127,0.005322475901816364,0.004979366418656304,0.15597729035534372,2.6975446321017693,0.26500439032665407,33.42666362244406,0.11084950375853944,3.9363425925925926,0.19966023740102232,0.22275392212484177,0.10419323708308664,0.22222158212538848,544.5310114527153
71,571,67.228,6.67534,32,5.91043,0,108,131,7,125,6,0.98168,60.50749,0.0,0.0,4.21429,3.955,5.60699,0.0,0.0,126.0,59.20745,0.0003,0.29,1.479,-1.0,8.556679,1.6250431527107647,61145.16057005792,0.13981129428094205,0.8572015686274511,93.7937678954548,69574.41772614763,0.10631234446017838,162.0696203529384,89.72284665119926,0.005329339142473599,0.004984027937382735,0.1558578066769279,2.7055322647107625,0.2648864860056519,33.57397875373746,0.1111931204107771,3.838011188271605,0.20409548948747833,0.22267280427613217,0.10417420507230778,0.22225390822997748,544.4699698155616
72,572,67.2273,7.00951,32,6.0055,0,108,131,7,125,6,0.98415,60.51566,0.0,0.0,3.67857,3.931,5.71406,0.0,0.0,126.0,59.12241,0.00029,0.29,1.466,0.46103,8.59894,1.4682865425294864,61172.55397734905,0.14022986451892983,0.8568435294117648,94.60199874797473,69596.269629412,0.10630269822799518,161.2477158088355,89.72020834479481,0.005317116715377718,0.004981731064334026,0.15574054593590045,2.7354883021658143,0.26481898204804183,33.34364186981578,0.11154743630945602,3.6964216820987654,0.2018778634442496,0.22260617285181375,0.10417930865521992,0.22225829592139448,544.4351464009691
73,573,67.3006,7.32549,32,6.05801,0,108,131,7,125,6,0.99067,60.59413,0.0,0.0,4.32143,3.935,6.00325,0.0,0.0,126.0,59.09388,0.00032,0.29,1.503,-1.0,8.579111,1.5873181969267722,61337.53512138271,0.1407560061366263,0.8565835294117649,93.82270423210866,69698.36129857799,0.10633283690272043,162.21887334360645,89.6907112823007,0.005330604171272965,0.004974817886102603,0.155612877597377,2.745996840801416,0.264697060846441,33.53991303620515,0.11188418102570599,3.736738040123457,0.2018778634442533,0.22251237195507467,0.10418665383176898,0.22224514614351082,544.4229993490721
74,574,67.2482,7.47938,32,5.79183,0,108,131,7,125,6,0.99587,60.53499,0.0,0.0,3.92857,3.908,6.27218,0.0,0.0,126.0,59.01001,0.00029,0.29,1.483,-1.0,8.594212,1.6556445713708392,61181.41348489097,0.14129724974613372,0.8551698039215687,92.33004889906518,69700.97488748147,0.10627054840307053,161.8766506190235,89.68596846181286,0.00532227444638232,0.004963452367929785,0.155378642976975,2.751446086772488,0.2646208060946911,33.51663094979745,0.11222181542523717,3.799045138888889,0.199660237401024,0.22240749710215302,0.10420884764272376,0.222227585532627,544.4249406803406
75,575,67.2488,7.32209,32,6.42764,0,108,131,7,125,6,0.98591,60.53686,0.0,0.0,4.0,3.919,6.40899,0.0,0.0,126.0,58.97126,0.00029,0.29,1.517,-1.0,8.602468,1.6555135696356396,61044.282698207375,0.14172572027387345,0.8549168627450981,90.30358995088345,69694.22956948922,0.10635714535781232,162.33359083850917,89.71739331213053,0.005330714448069458,0.004987699507567961,0.15513849153497072,2.7736029970763565,0.26450643183300726,33.696158891842686,0.11260770574896013,3.894675925925926,0.20187786344424996,0.2222588635435183,0.10421184435506048,0.2222471537868135,544.4375303237053
76,576,67.251,7.27893,32,6.65901,0,108,131,7,125,6,0.98312,60.53792,0.0,0.0,4.57143,3.892,6.27309,0.0,0.0,126.0,58.90443,0.00032,0.29,1.443,-1.0,8.608195,1.6689604554860697,61111.87399026382,0.14209299581111284,0.8506678431372551,93.0699604921454,69578.35546470711,0.10636749027161456,162.33425489370276,89.68427421655403,0.0053325282505406755,0.004980149965555864,0.15487388863236026,2.7552220223585815,0.26446095563203753,33.728283917462385,0.11293921632294876,4.015817901234568,0.1996602374010217,0.22212520559591833,0.10421550332519304,0.22224754014676734,544.4460274679182
77,577,67.3111,7.40184,32,5.80188,0,108,131,7,125,6,0.99028,60.61267,0.0,0.0,4.17857,3.917,6.23294,0.0,0.0,126.0,58.87892,0.00032,0.29,1.406,-1.0,8.672849,1.8732366157684432,61204.98544861847,0.14232689289916434,0.8493584313725492,93.0084317821634,69601.65976517255,0.1063595466127169,162.36876617246602,89.6881153366666,0.005333395176625696,0.0049740982581980096,0.15460553906823452,2.7027784320162125,0.264324482231399,33.78960880232446,0.11338213348001697,4.143373842592593,0.19966023740102332,0.22202260754848144,0.10419394079192155,0.22223498160154548,544.4547956307586
78,578,67.2574,7.56409,32,6.22083,0,108,132,7,125,6,0.98517,60.54845,0.0,0.0,4.60714,3.922,6.33995,0.0,0.0,126.0,58.76567,0.0003,0.29,1.401,-1.0,8.715429,1.8006544253113186,61117.56390260033,0.1425054056569048,0.8488007843137256,93.03073391348416,69794.74749453801,0.10647024035474736,161.68007988910065,89.68798220672703,0.005340788142835382,0.004956122012611966,0.15437966203414116,2.7206456543423236,0.264251351788984,33.72999082965615,0.11371567917706392,4.273244598765432,0.199660237401019,0.2218775854856209,0.10421494028680232,0.2222132614692265,544.4596912508478
79,579,67.294,7.72799,32,5.67318,0,108,131,7,125,6,0.9825,60.58383,0.0,0.0,3.92857,3.917,6.48149,0.0,0.0,126.0,58.72513,0.00029,0.29,1.437,-1.0,8.619678,1.50211764533607,61240.298351229736,0.14261088424081753,0.8485101960784315,88.59822109984201,69689.51181024982,0.10646933032386313,161.74981876074798,89.70540116908312,0.005349547260986444,0.004949070370811096,0.15406658978538101,2.76232559781307,0.264158210125174,33.74291954511477,0.11432502265758952,4.380497685185185,0.19966023740102187,0.22178363083099725,0.10417313821245827,0.2221944285064678,544.4779820529415
80,580,67.0699,7.88122,32,7.07413,0,108,132,7,125,6,0.98295,60.37178,0.0,0.0,3.42857,3.922,6.61984,0.0,0.0,126.0,58.61738,0.00033,0.29,1.501,0.46811,8.763262,1.5953667773641236,60729.35666459397,0.14274386763769253,0.8473266666666668,90.95871616168148,69589.15342392336,0.10626031253124799,161.41010554253836,89.73351842449537,0.005371319959589773,0.004989642097611422,0.15370776615669055,2.833770788215595,0.2640768492907836,33.78052530170959,0.11473088025167333,4.533516589506172,0.1996602374010197,0.2216655112381732,0.10421797796370502,0.2222302820195626,544.475060215444
81,581,66.9985,8.09651,32,6.6515,0,108,132,7,125,6,0.98227,60.31224,0.0,0.0,3.92857,3.936,6.75291,0.0,0.0,126.0,58.60088,0.00033,0.29,1.375,-1.0,8.65488,1.7049434457467474,60621.26781158454,0.1429098688240155,0.8473713725490197,91.48176906078707,69603.40726442146,0.10592367286902002,162.47525189344114,89.74451117732357,0.005394140426080671,0.0049631567260246786,0.15337036637744242,2.846986496565362,0.26399567329877677,33.88299183786651,0.11442226179383269,4.747974537037037,0.1996602374010196,0.2215593582105225,0.10416412092945537,0.22223693711001988,544.4807813126548
82,582,66.849,8.19271,32,7.48412,0,108,132,7,125,6,0.97818,60.16035,0.0,0.0,5.03571,3.933,6.93611,0.0,0.0,126.0,58.53678,0.00029,0.29,1.513,-1.0,8.801832,1.6022027298562438,60334.52744566161,0.1430533411493882,0.8472890196078433,94.50387841094273,69545.69968590501,0.10583778263484082,162.56288787985258,89.79076111899474,0.005505749130048087,0.004979976275683923,0.15302050714702572,2.875672056447774,0.26396034357480397,33.956934422622496,0.11412457936570918,5.032455632716049,0.19966023740102037,0.22144404396122339,0.10418942539281234,0.2222484467466552,544.4707288162832
83,583,66.8456,8.34547,32,7.09673,0,108,132,7,125,6,0.98144,60.14733,0.0,0.0,3.89286,3.942,7.01789,0.0,0.0,126.0,58.52475,0.00027,0.29,1.318,-1.0,8.815029,1.8189739530764075,60210.83159953697,0.1432055720114167,0.8476392156862746,94.3265278609584,69283.81659125068,0.10571316059698259,162.83707425703162,89.79663520238374,0.00562973103142463,0.0050017985466543685,0.15259102279365086,2.8722453646803894,0.2638925330023338,34.125947928722994,0.11425725238792099,5.254774305555555,0.19966023740101954,0.2213167994128562,0.10415231257222522,0.2222611330256562,544.466171424449
84,584,66.7508,8.49345,32,6.62446,0,108,132,7,125,6,0.98253,60.06437,0.0,0.0,4.28571,3.957,7.15027,0.0,0.0,126.0,58.48045,0.00031,0.29,1.509,-1.0,8.887118,1.6986947082215784,59933.407151608364,0.1434111651355178,0.8472890196078433,92.6054515998561,69178.72689454498,0.10554672538441251,162.4431125925614,89.82570311075978,0.005872533156710676,0.004978924308170686,0.15218830614809584,2.878201328672907,0.26380332084497415,34.070400473512244,0.11441692031737494,5.512008101851852,0.19966023740101868,0.221233550278639,0.10415415826186954,0.22226196660839703,544.4332761692039
85,585,66.7032,8.51845,32,7.19493,0,108,132,7,125,6,0.98385,60.0251,0.0,0.0,3.39286,3.955,7.2751,0.0,0.0,126.0,58.45841,0.00028,0.29,1.392,-1.0,8.799347,1.8067213604742103,59826.53561470811,0.1435654141652585,0.8470737254901962,94.44141271495324,69201.69374453837,0.10538239844657304,162.60023020760448,89.84501897137692,0.00599873765114748,0.004993709431667823,0.15180107897626371,2.8926145902889786,0.26380527336229004,34.12665473090278,0.11483612416069874,5.78052662037037,0.1996602374010188,0.22113639303788302,0.10411410776992891,0.22229046920894607,544.3963123635223
86,586,66.6554,8.46521,32,7.33445,0,108,132,7,125,6,0.98221,59.9854,0.0,0.0,4.17857,3.955,7.29719,0.0,0.0,126.0,58.3989,0.00024,0.29,1.485,-1.0,8.832061,1.8955932947595606,59643.07630472082,0.14372217245000632,0.8472890196078433,94.52935630245865,69147.61283619137,0.10535219377852001,163.03460652542745,89.83129000861294,0.006128863260482982,0.004995559082801602,0.15134271712157057,2.873181484495853,0.2638551510131357,34.2493071379485,0.11519022409616808,6.0143711419753085,0.1996602374010188,0.22102726154918637,0.10412790329491174,0.22234279237988452,544.3451842768297
87,587,66.6757,8.2991,32,6.88303,0,108,132,7,125,6,0.98339,60.0048,0.0,0.0,3.67857,3.944,7.2488,0.0,0.0,126.0,58.37681,0.00034,0.29,1.478,-1.0,8.834663,1.5827458291542866,59807.049622042556,0.143896031636227,0.8473713725490197,94.4657485359769,69199.55374006095,0.10532206751071138,162.72482385789746,89.8127139683331,0.006290126810807327,0.005014681352884997,0.15087277143341513,2.8463878068194957,0.26395183650349646,34.19516707055363,0.1155848838941525,6.26904899691358,0.19966023740101904,0.2209376577133541,0.10413577365092462,0.2223443478031058,544.295387774587
88,588,66.5685,8.11803,31,6.80011,0,108,132,7,125,6,0.98489,59.90474,0.0,0.0,4.85714,3.942,7.10845,0.0,0.0,126.0,58.30974,0.00039,0.29,1.43,0.46695,8.899145,1.7639054182964438,59669.776458978,0.14404847267639886,0.8478545098039217,94.19011908363035,69236.67643239148,0.1052256703470701,163.13885963843447,89.83219490405583,0.006470379835769509,0.004993272026979349,0.15049625655767285,2.8180254650840437,0.2640765744874492,34.307597407588254,0.1160476961214174,6.535252700617284,0.19966023740101857,0.2208750487838392,0.10411056465655082,0.22234218534175607,544.2295907714484
89,589,66.5811,7.84325,31,7.25526,0,108,132,7,125,6,0.98189,59.9076,0.0,0.0,4.75,3.956,6.95105,0.0,0.0,126.0,58.2998,0.0003,0.29,1.398,-1.0,8.950113,1.5156166887224012,59621.78939569447,0.1441874976944711,0.8490607843137256,89.19939816373956,69203.0666696138,0.10518642627777176,163.09008453934115,89.8384867232705,0.0066129397978405,0.0050043036403920795,0.15022188302883782,2.796780976130684,0.2642000303722326,34.40824023588204,0.116557725486483,6.774305555555555,0.19966023740101832,0.2207753686439375,0.10410615606931165,0.22237915718313106,544.1518765029812
90,590,66.4654,7.55332,31,6.40112,0,108,132,7,125,6,0.98552,59.79095,0.0,0.0,4.10714,3.985,6.71839,0.0,0.0,126.0,58.24447,0.00027,0.29,1.541,-1.0,8.900815,1.7436463092497696,59435.56230080374,0.14435474387058542,0.8490003921568628,93.8444917778184,69193.56072772724,0.1054614653038195,163.049134910095,89.85185072287167,0.006839186073774507,0.0049940215229152315,0.149993652615717,2.7329899122749626,0.26430373848383065,34.42369305645978,0.11703723826345852,7.008391203703703,0.19966023740101865,0.22077646841508172,0.10411017833387744,0.22239549208486714,544.068767870467
